age_id,age,year,title,period,content_type,level_id,source_url
6,고대,-1000000,상원 검은모루 동굴 유적,,an field_r,kc_r000380,https://contents.history.go.kr/front/kc/main.do
6,고대,-300000,구석기 시대 생활상,,an field_e,kc_i000100,https://contents.history.go.kr/front/kc/main.do
6,고대,-300000,연천 전곡리 유적,,an field_r,kc_r000640,https://contents.history.go.kr/front/kc/main.do
6,고대,-300000,주먹도끼,,an field_r,kc_r001100,https://contents.history.go.kr/front/kc/main.do
6,고대,-100000,굴포리 서포항 유적,,an field_r,kc_r000120,https://contents.history.go.kr/front/kc/main.do
6,고대,-60000,공주 석장리 유적,,an field_r,kc_r000110,https://contents.history.go.kr/front/kc/main.do
6,고대,-40000,슴베찌르개,,an field_r,kc_r000510,https://contents.history.go.kr/front/kc/main.do
6,고대,-25000,좀돌날 석기,,an field_r,kc_r001000,https://contents.history.go.kr/front/kc/main.do
6,고대,-10000,이행기의 구석기 유적,,an field_r,kc_i000400,https://contents.history.go.kr/front/kc/main.do
6,고대,-8000,빗살무늬토기,,an field_r,kc_r000320,https://contents.history.go.kr/front/kc/main.do
6,고대,-8000,신석기 시대 석기,,an field_r,kc_r000520,https://contents.history.go.kr/front/kc/main.do
6,고대,-8000,제주 고산리 유적,,an field_r,kc_r000900,https://contents.history.go.kr/front/kc/main.do
6,고대,-6000,신석기 시대 대외 교류,,an field_e,kc_i000300,https://contents.history.go.kr/front/kc/main.do
6,고대,-6000,신석기 시대 조개더미 유적(패총),,an field_r,kc_r000530,https://contents.history.go.kr/front/kc/main.do
6,고대,-5000,궁산 유적,,an field_r,kc_r000130,https://contents.history.go.kr/front/kc/main.do
6,고대,-5000,부산 동삼동 유적,,an field_r,kc_r000230,https://contents.history.go.kr/front/kc/main.do
6,고대,-5000,북한 지역의 신석기 시대 유적과 유물,,an field_r,kc_r000250,https://contents.history.go.kr/front/kc/main.do
6,고대,-5000,서울 암사동 유적,,an field_r,kc_r000400,https://contents.history.go.kr/front/kc/main.do
6,고대,-5000,신석기 시대 집과 마을,,an field_r,kc_r000540,https://contents.history.go.kr/front/kc/main.do
6,고대,-5000,양양 오산리 유적,,an field_r,kc_r000600,https://contents.history.go.kr/front/kc/main.do
6,고대,-3500,신석기 시대 농경,,an field_e,kc_i000200,https://contents.history.go.kr/front/kc/main.do
6,고대,-2500,단군,,an field_n,kc_n100800,https://contents.history.go.kr/front/kc/main.do
6,고대,-1500,무산 범의구석 유적,,an field_r,kc_r000225,https://contents.history.go.kr/front/kc/main.do
6,고대,-1500,정선 아우라지 여량리 유적,,an field_r,kc_r000800,https://contents.history.go.kr/front/kc/main.do
6,고대,-1500,진주 대평 유적,,an field_r,kc_r001200,https://contents.history.go.kr/front/kc/main.do
6,고대,-1400,솽퉈즈[雙砣子] 유적,,an field_r,kc_r000515,https://contents.history.go.kr/front/kc/main.do
6,고대,-1300,시퇀산[西團山] 문화,,an field_r,kc_r000390,https://contents.history.go.kr/front/kc/main.do
6,고대,-1200,여주 흔암리 유적,,an field_r,kc_r000630,https://contents.history.go.kr/front/kc/main.do
6,고대,-1200,평양 남경 유적,,an field_r,kc_r001370,https://contents.history.go.kr/front/kc/main.do
6,고대,-1100,펑청[鳳城] 둥산[東山]·시산[西山] 유적,,an field_r,kc_r001360,https://contents.history.go.kr/front/kc/main.do
6,고대,-1000,강상[崗上]·러우상[樓上] 돌무지무덤,,an field_r,kc_r000010,https://contents.history.go.kr/front/kc/main.do
6,고대,-1000,마청쯔[馬城子] 문화,,an field_r,kc_r000220,https://contents.history.go.kr/front/kc/main.do
6,고대,-1000,황주 침촌리 유적,,an field_r,kc_r001550,https://contents.history.go.kr/front/kc/main.do
6,고대,-900,화순 고인돌 유적,,an field_r,kc_r001500,https://contents.history.go.kr/front/kc/main.do
6,고대,-800,비파형동검,,an field_r,kc_r000300,https://contents.history.go.kr/front/kc/main.do
6,고대,-700,부여 송국리 돌널무덤,,an field_r,kc_r000240,https://contents.history.go.kr/front/kc/main.do
6,고대,-700,사천 이금동 유적,,an field_r,kc_r000360,https://contents.history.go.kr/front/kc/main.do
6,고대,-700,여수 적량동·월내동 유적,,an field_r,kc_r000620,https://contents.history.go.kr/front/kc/main.do
6,고대,-700,울산 검단리 유적,,an field_r,kc_r000670,https://contents.history.go.kr/front/kc/main.do
6,고대,-700,울산 무거동 옥현 유적,,an field_r,kc_r000680,https://contents.history.go.kr/front/kc/main.do
6,고대,-700,청도 진라리 유적,,an field_r,kc_r001350,https://contents.history.go.kr/front/kc/main.do
6,고대,-400,대전 괴정동 유적,,an field_r,kc_r000210,https://contents.history.go.kr/front/kc/main.do
6,고대,-400,양평 상자포리 고인돌,,an field_r,kc_r000610,https://contents.history.go.kr/front/kc/main.do
6,고대,-300,고령 장기리 암각화,,an field_r,kc_r000100,https://contents.history.go.kr/front/kc/main.do
6,고대,-300,세형동검,,an field_r,kc_r000500,https://contents.history.go.kr/front/kc/main.do
6,고대,-300,완주 갈동 유적,,an field_r,kc_r000650,https://contents.history.go.kr/front/kc/main.do
