순번,시대코드,시대,분야코드,분야,자료ID,제목,목차경로,국문,원문,해설,참고자료,상세URL,Markdown파일
886,hm_age_70,근대,hm_ty_030,사회,hm_133_0010,갑오개혁기 신분제와 사회관습 개혁안,근대 > 사회 > 개항 후 사회 구조와 의식의 변화 > 갑오개혁기 신분제와 사회관습 개혁안,"대조선 개국 503년(1894) 6월 28일

의안

1. 이제부터는 국내외의 공사(公私) 문서에 개국 기년(開國紀年)을 쓴다.

1. 청국과의 조약을 개정한 후 각국에 특명전권공사를 파견한다.

1. 문벌, 양반

과 평민

들의 등급을 없애고 귀천에 관계없이 인재를 선발하여 등용한다.

1. 문관과 무관의 높고 낮은 구별을 폐지하고, 단지 품계(品階)에 따르며 별도로 서로 만났을 때의 의례를를정한다.

1. 죄인 본인 이외에 [가족을 함께 처벌하는] 연좌율(緣坐律)을 일체 시행하지 않는다.

1. 처와 첩에게 모두 아들이 없을 경우에만 비로소 양자를 데려오는 것을 허락하여 옛 법[舊典]을 거듭 밝히도록 한다.

1. 남녀가 [어린 나이에 결혼하는] 조혼(早婚)을 신속하고 엄격하게 금지한다. 남자는 20세, 여자는 16세 이상이라야 비로소 혼인을 허락한다.

1. 과부가 재혼하는 것은 귀천을 막론하고 자신의 의사에 맡긴다.

1. 공노비

와 사노비

에 관한 법을 일체 혁파하고 사람을 사고파는 일을 금지한다.

1. 평민

이라도 나라에 이롭고 백성을 편안하게 할 수 있는 의견이 있으면 군국기무처에 글을 올릴 수 있고, 그것을 회의에 부친다.

1. 각 관청의 조례(皀隷)

들은 참작하여 더 늘리거나 줄인다.

1. 조정 관리의 의복 제도에서 임금을 뵐 때의 관복(官服)은 사모(紗帽)와 깃이 둥글고 소매가 좁은 장복(章服)으로 하며, 품대(品帶)와 화자(靴子)를 사용한다. 한가히 지낼 때의 사복(私服)은 갓, 답호(搭護), 실띠로 한다. 사대부

와 백성들의 의복 제도는 갓, 두루마기, 실띠로 하고, 군인의 의복 제도는 최근의 예규에 따라 장수와 군졸 간에 차이를 두어서는 안 된다.

대조선개국503년(1894) 6월 28일, 「의안」, 군국기무처 편, 『경장의정존안』, 1894

大朝鮮開國 五百三年六月二十八日

議案

一. 從今以後, 國內外公私文牒, 書開國紀年事.

一. 與淸國改正約條後, 派送特命全權大使于列國事.

一. 劈破門閥班常等級, 不拘貴賤, 選用人材事.

一. 廢文武尊卑之別, 只從品階. 另有相見儀事.

一. 罪人自己外, 緣坐之律, 一切勿施事.

一. 嫡妾俱無子然後, 始許率養, 申明舊典事.

一. 男女早婚, 亟宜嚴禁. 男子二十歲, 女子十六歲以後, 始許嫁娶事.

一. 寡女再嫁, 無論貴賤, 任其自由事.

一. 公私奴婢之典, 一切革罷, 禁販買人口事.

一. 雖平民, 苟有利國便民之起見者, 上書于軍國機務處, 付之會議事.

一. 各衙署皀隷, 酌量加減設置事.

一. 朝官衣制, 陛見衣服, 紗帽·章服
【盤領窄袖】
·品帶·靴子, 燕居私服, 漆笠·搭護·絲帶, 士庶人衣制, 漆笠·周衣·絲帶, 兵弁衣制, 遵近例, 將卒不宜異同事.

대조선개국503년(1894) 6월 28일, 「의안」, 군국기무처 편, 『경장의정존안』, 1894

본 의안은 갑오개혁

시기인 1894년 6월 25일(음력) 설치된 군국기무처가 내놓은 개혁안이다. 군국기무처는 의정부 이하 각 아문의 관제를 개정하는 안을 제시하고, 이어 6월 28일(음력) 전통적인 신분제를 포함한 사회개혁안을 상정하여 고종의 재가를 받았다.

먼저 신분제를 개혁하자는 요구는 동학농민군이 요구한 폐정개혁안에 이미 포함되어 있었다. 이와 같은 동학농민군의 신분제 개혁 요구도 조선 후기부터 진전되어 왔던 신분제의 해체라는 변화의 흐름 속에서 등장한 것이었다. 시대적 변화의 흐름과 함께 농민군 사이에 퍼져 있던 동학

의 평등사상이 신분 관념을 깨는데 큰 역할을 담당했다. 조선정부는 신분제를 포함한 농민들의 개혁 요구를 일정하게 수용하지 않을 수 없었다. 조선정부는 교정청을 세우고 개혁을 실시하기 시작했으나 6월 일본군이 불법적으로 경복궁

을 점령한 후에는 김홍집을 비롯한 개혁 세력이 정권을 잡고 군국기무처를 통해 개혁안을 통과시켰다.

6월 28일 군국기무처 ‘의안’에서 통과된 총 12개 개혁 항목 중 신분제 개혁과 관련된 내용은 다음과 같다. “문벌(門閥), 양반

(兩班)과 상인(常人)들의 등급을 없애고 귀천에 관계 없이 인재를 선발하여 등용한다”, “공노비(公奴婢)와 사노비(私奴婢)에 관한 법을 일체 혁파하고 사람을 사고파는 일을 금지한다”, “비록 평민이라도 나라에 이롭고 백성을 편안하게 할 수 있는 의견이 있으면 군국기무처에 글을 올려 회의에 부친다” 등이다.

이는 양반

과 상민

사이의 차별 철폐와 양반

사이의 차별, 즉 문벌 위주로 관료를 임용하던 관행을 철폐하고, 신분에 관계 없이 인재를 선발한다는 것, 공사 노비 제도를 폐지하고, 천민

을 해방한다는 것이었다. 그리고 신분과 무관하게 정치적 의견을 제출할 수 있게 하였다.

또한 “문관과 무관의 높고 낮은 구별을 폐지하고 단지 품계(品階)만 따르며 별도로 서로 만났을 때의 의례를 정한다”는 조치는 양반

내에서 관습적으로 행해져 왔던 ‘문존무비(文尊武卑)’를 공식적으로 혁파한 것이었다.

이와 같은 개혁안에 이어 7월 3일과 12일 의안에서는 ‘문과’와 ‘무과’제도를 페지함으로써 전통적인 문무관 관리선발제도였던 과거제

를 완전히 폐지하였다. 이러한 신분제와 과거제

폐지는 기존의 양반

중심의 사회 질서에 큰 변화를 가져왔다. 즉 과거제

폐지 이후 관료를 선발하는 새로운 제도가 마련되었고, 경전 중심의 전통적인 유학교육을 대신하여 근대적인 학교교육이 실시되었다.

신분제 폐지, 특히 공사노비의 폐지는 고대 사회 이래로 수천 년 동안 지속되어 온 신분제의 기본틀이 깨지는 것과 동시에 신분제를 바탕으로 성립된 중세 봉건 사회가 해체되는 것을 의미하였다. 동학농민군을 비롯해 중인

·양인

·천인

들도 이러한 개혁안을 반겼으나 향촌 사회에서는 노비제 폐지를 둘러싼 양반

과 노비의 대립과 갈등이 심해졌다. 개혁 조치에 대한 양반

의 반발에 직면한 갑오정권은 8월 10일, 노비와 양반

사이의 신분 투쟁이 심화되는 것을 막기 위해 군국기무처 ‘의안’에 규정된 개혁안에 대해 ‘관문(關文)’을 발표하였다. 즉 “공사노비의 제도는 일체 혁파하고 사람을 사고 파는 일을 금지한다는 일조는 곧 체휼(體恤)의 의미였다. 압량위천(壓良爲賤)하여서 세세토록 노비역을 지는 것을 금지한 것이지, 이미 판매된 자를 논하는 것은 아니다”라고 하였다. 노비제를 폐지하는 것은 자비를 베푸는 조치이며, 양인을 강제로 천민

으로 만들어 노비를 재생산하는 것을 금지하려는 의도이며, 이미 노비로 판매된 자를 해방시키는 조치는 아니라고 밝혔다. 정부는 이미 판매된 노비에 대해서는 기존과 같이 노비로 유지될 수 있다고 해석하여 향촌에서 일어나는 급진적인 신분해방투쟁과 사회 갈등을 막고자 했다.

군국기무처는 신분제 폐지와 함께 다른 사회 관습의 개혁안도 제시했다. 연좌제 폐지, 적자와 서자의 차별 폐지, 조혼 관습 폐지, 과부의 재혼 허용 등 가족제도와 관련된 사회관습을 개혁하고자 했다. 먼저 연좌제 폐지는 인권의 보호라는 측면에서 중요한 개혁이었다. 또 적자와 서자의 차별도 인권 문제이자 관리 등용 문제와도 밀접한 관련이 있는 사안이었다. 조선 후기 양반

서얼

들은 과거에 응시하게 해 달라는 허통 운동(許通運動)

을 지속적으로 전개했다. 또 종래 과부의 재가를 허용하지 않는 관습은 양반

층을 중심으로 가부장적 가족제도를 유지하는 수단이었으나, 양반

뿐만 아니라 일반 상민

들에게까지 보편화되었던 관습이었다. 조혼 관습은 일찌감치 혼인을 통해 자손과 노동력을 확보하려는 의도에서 행해졌던 관습이었다. 또 신분과 관직에 따라 달랐던 의복 제도는 지배층에게는 권위의 상징이었고 피지배층에게는 신분적 제약의 상징이었다.

갑오정권이 의결한 신분제와 사회관습 개혁안은 동학농민군이 요구했던 폐정개혁안을 수용하는 동시에 근대적 개혁을 추진하여 근대국가를 수립하고자 했던 개혁 관료들의 의지가 반영된 것이었다.

이 글의 내용은 집필자의 개인적 견해이며, 국사편찬위원회의 공식적 견해와 다를 수 있습니다.

참고문헌

논문

김신재, 「갑오개혁기의 국가형태 개혁-제1차 개혁기를 중심으로-」, 『경주사학』 20, 2001.
김현철, 「갑오개혁이 정치사적 의의와 현재적 시사점」, 『아시아리뷰』 4-2, 2015.
도면회, 「근대=자본주의사회 기점으로서의 갑오개혁」, 『역사와현실』 9, 1993.
신용하, 「갑오경장과 신분제의 폐지」, 『한국의 사회와 문화』 6, 한국정신문화연구원,1986.
이이화, 「폐정개혁과 갑오개혁의 연관성 규명」, 『동학농민혁명과 사회변동』, 1993.
정일균, 「갑오개혁기 정부의 관리등용제도」, 『사회와역사』 94, 2012.

저서

김태웅, 『뿌리깊은한국사 샘이깊은이야기 6.근대』, 가람기획, 2013.
유영익, 『갑오경장연구』, 일조각, 1990.
왕현종, 『한국 근대국가의 형성과 갑오개혁』, 역사비평사, 2003.

관련사이트

[https://kyudb.snu.ac.kr/book/view.do?book_cd=GK17237_00]
『更張章程存案』, 서울대학교 규장각한국학연구원 원문검색서비스

[https://kyudb.snu.ac.kr/book/view.do?book_cd=GK15248_00]
『軍國機務處議案』, 서울대학교 규장각한국학연구원 원문검색서비스

[https://kyudb.snu.ac.kr/book/view.do?book_cd=GK17236_00]
『更張議定存案』, 서울대학교 규장각한국학연구원 원문검색서비스

[http://sillok.history.go.kr/id/kza_13106028_005]
『고종실록』 고종 31년(1894) 6월 28일, 국사편찬위원회 조선왕조실록

[https://sillok.history.go.kr/id/kza_13107002_003]
『고종실록』고종 31년(1894) 7월 2일, 국사편찬위원회 조선왕조실록",,,,https://contents.history.go.kr/front/hm/view.do?levelId=hm_133_0010,사료로 본 한국사\items\hm_age_70_근대\hm_ty_030_사회\hm_133_0010_갑오개혁기 신분제와 사회관습 개혁안.md
887,hm_age_70,근대,hm_ty_030,사회,hm_133_0020,『독립신문』의 민권 개념과 자주독립,근대 > 사회 > 개항 후 사회 구조와 의식의 변화 > 『독립신문』의 민권 개념과 자주독립,"나라가 진보되어 가는지 안 가는지 첫째 보이는 것은 그 나라 사람들이 자기들의 백성된 권리를 찾으려고 하는 것이라. 우리가 백성이라고 말하는 것은 다만 벼슬 아니 하는 사람만 가지고 말하는 것이 아니라 누구든지 그 나라에 사는 사람은 모두 그 나라 백성이라. 백성마다 얼마큼 하나님이 주신 권리가 있는데 그 권리는 아무라도 빼앗지 못하는 권리요 그 권리를 가지고 백성이 백성 노릇을 잘하여야 그 나라 임금의 권리가 높아지고 전국 지체가 높아지는 법이라. 조선 백성들은 수백년을 자기 나라 사람들에게 압제를 받아 백성의 권리라 하는 것은 당초에 다 잊어버렸고 또 무슨 뜻인지도 모르는지라. 그런고로 나라 지체가 낮아져 오늘날 외국에 견모(見侮, 업신여김을 당함)를 하고 수치를 받으며 이렇게 망신을 하면서도 분해하는 사람들도 없는지라. 밤낮 경영은 남이 우리나라 사람을 업신여기고 천대를 하며 나라에 흥망이 남의 나라에 달렸어도 그저 구습을 가지고 자기나라 사람을 종시 박대하고 압제하여 죽어가는 백성들을 점점 더 못살게 할 경영이요 완고한 생각으로 벼슬이나 도모하고 남의 재물이나 탈취할 경영을 하니 어찌 한심하지 아니하리오.

…(중략)…

하나님이 조선 백성을 불쌍히 여기사 일본과 청국 사이에 싸움이 생겨 못된 일 하던 청인놈들이 조선서 쫓겨 본국으로 가게 되었으니 이것은 조선에 천만 번이나 다행한 일이라. 청인놈들이 쫓겨 간 후에 하등 일본 사람들이 조선에 많이 와 청인의 하던 버르장이를 또 시작하여 조선 사람들을 욕하고 때리고 능멸히 여기는 일이 많이 있어 조선과 일본 사이에 정의가 없어진 일이 많이 있고 양국 간 교제에 큰 해가 있는 고로 일본 정부에서 8월 변(명성황후 살해 사건) 이후로는 못된 일본 사람들을 모두 불러가고 다시 이런 하등 사람들은 조선에 도로 오지 못하게 한 까닭에 조선에 있는 일본 사람들이 조선 사람을 대하여 연전과 같이는 대접을 아니 하나 속에 조선 사람을 업신여기는 마음은 그저 없어지지 아니 하였는지라. 이것은 온통 일본 사람만 나무라지 아니할 것이 조선 사람들이 업신여김을 받지 안하도록 일을 하고 행신(行身)을 하였을 것 같으면 누가 업신여기리요. 업신여기는 것은 나무랄 수 없으나 때리는 것과 욕하는 것은 야만의 일이라. 다행히 일본 정부에서 이 못된 사람들을 못 오게 한 까닭에 양국 간에 매우 유조(有助)한 일이 많이 있고 또 여기 있는 일본 관인들과 일본 상민들이 조선 사람을 때리고 욕하는 것은 그르게 여겨 이런 일 하는 사람들을 엄히 다스린다 하니 이것은 개화상에 매우 유조한 일이라. 그러하니 근일에 혹 하등 일본 사람들이 혹간 이런 버릇을 한다는 말이 들리니 이것은 일본 공사에게나 영사에게 기별하여 그 일본 사람을 엄히 다스리게 하거드면 일본 정부에서도 좋아할 터이요 조선 백성의 권리에도 크게 다행한 일이라.

…(중략)…

조선 전국에 있는 인민들이 서로 조선 백성의 권리를 보호하여 줄 것 같으면 남의 나라 사람들이 조선 사람을 대하여 실례만 아니 할 뿐이 아니라 업신여기는 마음이 없어질 것이니 어찌 피차에 유조한 일이 아니리요. 전국 인심이 이렇게 될 지경이면 다만 외국 사람에게만 업신여김과 무례한 일을 받지 아니할 뿐만 아니라 조선 사람한테도 박대를 받지 아니할 터이니 이것을 보거드면 남의 권리를 보호하여 주는 것이 곧 내가 내 몸을 보호하는데서 다름이 없는지라. 그리하기에 자주독립을 하려면 먼저 백성의 권리부터 보호할 생각들을 하시오.

「론셜」, 『독립신문』, 1897년 3월 9일

나라이 진보 되야 가지 안 가지 첫 보이거슨 그 나라 사들이 긔들의 셩된 권리를 차지랴고 거시라 우리가 셩이라고 말 거슨 다만 벼 아니  사만 가지고 말 거시 아니라 누구던지 그 나라에 사 사은 모도 그나라 셩이라 셩 마다 얼마큼 하님이 주신 권리가 잇 그 권리 아모라도 지 못  권리요 그 권리를 가지고 셩이 셩 노릇슬 잘 여야 그 나라 님군의 권리가 놉하지고 젼국 디톄가 놉하지 법이라 죠션 셩들은 몃 년을 긔 나라 사들의게 압졔를 밧아 셩의 권리라 거슨 당쵸에 다 이져 버렷고  무 신지도 모로지라 그런고로 나라 디톄가 나쟈져 오날 외국에 견모를 고 슈치를 밧으며 이러케 망신을 면셔도 분  사들도 업지라 밤낫경영은 남이 우리 나라 사을 업수히 넉이고 쳔를 며 나라에 흥망이 남의 나라의 달녀셔도 그져 구습을 가지고 긔나라 사을 죵시 박 고 압졔 야 쥭어 가 셩들을 졈졈 더 못 살게  경영이요 완고 각으로 벼이나 도모고 남의 물이나 탈  경영을 니 엇지 한심치 아니 리요

…(중략)…

하님이 죠션 셩을 불샹히 넉이샤 일본과 쳥국 이에 싸홈이 겨 못된일 던 쳥인놈들이 죠션셔 겨 본국으로 가게 되얏스니 이거슨 죠션에 쳔만번이나 다 일이라 쳥인놈들이 겨 간 후에 하등 일본 사들이 죠션에 만히 와 쳥인의 던버르쟝이를  시쟉 야 죠션 사들을 욕 고 리고 능멸히 넉이 일이 만히 잇서 죠션과 일본 이에 졍의가 업셔진 일이 만히 잇고 양국간 교졔에 큰 가 잇 고로 일본 졍부에셔 팔월 변 이후로 못된 일본 사들을 모도 불너 가고 다시 이런 하등 사들은 죠션에 도로 오지 못 게 에 죠션에 잇 일본 사들이 죠션 사을  야 년젼과 치 졉을 아니 나 쇽에 죠션 사을 업수히 넉이 은 그져 업서 지지 아니 엿지라 이거슨 온통 일본 사만 나므라지 아니  거시 죠션 사들이 업수히 넉이믈 밧지 안 도록 일을 고 신을 엿슬것흐면 누가 업수히 넉이리요 업수히 넉이거슨 나므랄슈 업스나 리것과 욕 거슨 야만의 일이라 다히 일본 졍부에셔 이 못된 사들을 못 오게 에 양국간에 우 유죠 일이 만히 잇고  여긔 잇 일본 관인들과 일본 샹민들이 죠션 사을 리고 욕 거슨 그르게 넉여 이런 일  사들을 엄히 다린다 니 이거슨 화샹에 우 유죠 일이라 그러니 근일에 혹 하등 일본 사들이 혹간 이런 버릇슬 다 말이 들니니 이거슨 일본 공의게나 영의게 긔별 야 그 일본 사을 엄히 다리게 거드면 일본 졍부에셔도 죠하 터이요 죠션 셩의 권리에도 크게 다 일이라

…(중략)…

죠션 젼국에 잇 인민들이 서로 죠션 셩의 권리를 보호 여 줄것 흐면 남의 나라 사들이 죠션 사을  야 실례만 아니 이 아니라 업수히 넉이 이 업셔 질거시니 엇지 피차에 유죠 일이 아니리요 젼국 인심이 이러케 될 디경이면 다만 외국 사의게만 업수히 넉힘과 무례 일을 밧지 아니 만 아니라 죠션 사 안테도 박를 밧지 아니 터이니 이거슬 보거드면 남의 권리를 보호 여 주거시 곳 내가 내몸을 보호 셔 다름이 업지라 그리 기에 쥬 독립을 랴면 몬져 셩의 권리 브터 보호 각들을 시오

「론셜」, 『독립신문』, 1897년 3월 9일

이 자료는 1897년 3월 9일 『독립신문』의 논설로 백성의 권리에 대한 글이다. 『독립신문』에는 민권에 대한 다수의 논설, 그리고 권리에 대한 많은 글이 실려 있다. 재산과 생명의 권리에서부터 시작해 참정권과 같은 정치적 권리까지 다양한 권리에 대해 말하고 있는데 여기서는 인권에 관한 내용을 언급한다.

논설 본문에서는 가장 먼저 국가의 진보는 백성의 권리(민권)과 중요한 관계가 있다는 사실, 그리고 그것은 천부인권이라는 인식이 엿보인다. 국권과 민권을 연동하는 것, 그리고 민권이란 태어나면서부터 모든 인간에게 주어진 침해할 수 없는 기본적인 권리라는 이 두 가지 생각은 『독립신문』에 나타난 민권 개념의 핵심이었다.

다음으로 과거 조선인들이 오랫동안 서로를 천대하며 압제했기 때문에 민권의식이 약해졌다는 내용이 이어진다. 민권의식이 약하여 국권 또한 낮아졌고 때문에 외국으로부터 수치를 받고 있다는 것이 『독립신문』의 주장이었다. 이러한 주장에는 신분제에 기초한 과거의 지배 구조를 비판하면서 균일한 국민을 만들어 내 국민국가 창출의 토대로 삼겠다는 의도가 자리하고 있다.

또한 조선이 처하여 있는 당대의 국제정세에도 책임을 묻는다. 청일전쟁의 결과 조선이 청으로부터 독립하였으나 일본이 그 자리를 대신하고 있는 형국임을 언급한다. 그러면서 일본인들이 현재 조선인들을 업신여기고 있다고 말하는데, 여기에는 스스로에게도 책임이 있다는 것이다. 다만 일본인들의 폭력 행사는 문제가 있다고 지적한다. 폭력은 야만의 행동과 같기에 일본인들이 그와 같이 행동한다면 일본공사관에 말하여 고치도록 해야 한다고 『독립신문』은 주장한다. 다만 이러한 주장에는 문명국의 대열에 진입한 일본에 대한 신뢰가 바탕에 있는데, 그중에서도 공정한 사법행정에 대한 믿음이 돋보인다. 『독립신문』은 공정한 사법행정 또한 백성이 가져야 할 권리로 무죄추정의 원칙이라든가 재판의 공정성 등을 자주 강조하였다. 즉 민권에 대한 수준이 얼마큼 올라와 있는 일본이라면 공정하게 법을 집행하여 조선인의 민권을 보장해 줄 것이라는 믿음이 있었던 것이다.

이 부분에 ‘8월 변’이라는 사건이 언급된다. 이것은 1895년 10월 8일(음력으로 8월 20일)에 있었던 명성황후 살해사건을 가리킨다. 당초 일본은 이 사건을 조선 훈련대의 소행으로 몰고 가려 하였으나, 결국 일본의 개입 사실이 드러나면서 당시 일본 공사였던 미우라 고로(三浦梧樓, 1847~1926)와 스기무라 후카시(杉村濬, 1848~1906) 등 사건 관련자 약 50인에게 퇴한 명령을 내렸다. 그리고 이들을 히로시마 감옥에 수감하여 재판을 진행하였으나 증거 불충분에 의한 무죄가 선고되었다. 『독립신문』이 일본에 보내고 있었던 사법행정의 신뢰가 얼마나 허망한 것이었나를 알 수 있는 사례이다.

『독립신문』이 논설을 통해 조선인이 먼저 서로의 권리를 보장해주는 것이 중요하며, 그것은 외국인이 조선인의 권리를 보장해주는 첫걸음이라는 점을 강조하였다. 인용된 자료에는 생략되어 있지만 논설 본문에는 배재학당의 학도가 일본인에게 수모를 당하자 이를 자신 한 사람이 아니라, 조선인 전체가 당한 수모라 생각하며 일본 영사에게 항의하였다는 일화가 소개되어 있다. 배재학당의 학도가 분개한 까닭은 자신이 당한 수모가 곧 조선 인민 전체의 수모라 느꼈기 때문이다. 배재학당의 학도는 당당하게 자신의 권리를 주장하였고 일본 영사는 그 학생에게 수모를 가한 일본인을 불러 책망하고 사과하도록 하였는데, 이는 곧 나를 비롯한 조선 인민 전체의 권리를 생각하고 그것을 보호하고자 했던 결과였다. 이처럼 민권의 보호가 결국에는 자주 독립의 방법이라는 것이 『독립신문』의 주장이었다.

『독립신문』은 조선의 자주 독립을 위한 논설을 다수 게재했다. 청일전쟁으로 인해 얻어진 ‘독립’의 실을 채우기 위함이었다. 아관파천 이후 러시아 공사관에 머물고 있었던 고종이 2월 환궁하자 『독립신문』은 지금이야말로 자주 독립에 힘을 써야할 때라 생각했는지도 모른다. 하지만 자주 독립을 위해서는 여러 가지 조건을 충족해야 할 필요가 있었고 민권의 신장은 그중 가장 중요한 것 중 하나였다. 본 자료가 중요한 의미를 가지고 있는 이유이다.

이 글의 내용은 집필자의 개인적 견해이며, 국사편찬위원회의 공식적 견해와 다를 수 있습니다.

참고문헌

논문

김효전, 「근대 한국의 자유민권 관념 – 당시의 신문잡지 논설분석을 중심으로 -」, 『공법연구』 37집 4호, 2009.
전상숙, 「한말 ‘민권’ 인식을 통해 본 한국 사회의 ‘개인’과 ‘사회’ 인식에 대한 원형적 고찰」, 『한국정치외교사논총』 33집 2호, 2012.
한철호, 「갑오개혁·아관파천기(1894~1897) 일본의 치외법권 행사와 조선의 대응」, 『한국민족운동사연구』 56, 2008.

관련사이트

[http://db.history.go.kr/id/npda_1931_11_22_v0001_0010] 『독립신문』, 1897년 3월 9일, 「론셜」, 국립중앙도서관 대한민국 신문 아카이브",,,,https://contents.history.go.kr/front/hm/view.do?levelId=hm_133_0020,사료로 본 한국사\items\hm_age_70_근대\hm_ty_030_사회\hm_133_0020_『독립신문』의 민권 개념과 자주독립.md
