source_url_id,url,source_tables,source_columns,source_types,source_count,use_for_rag,fetch_status,note
URL_000029,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_1190_000423,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000030,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_1194_000433,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,12,Y,PENDING,
URL_000031,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_1198_000466,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000032,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_1201_000471,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,3,Y,PENDING,
URL_000033,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_1204_000492,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,12,Y,PENDING,
URL_000034,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_1208_000503,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,6,Y,PENDING,
URL_000035,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_1212_000515,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,6,Y,PENDING,
URL_000036,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_1212_000517,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,9,Y,PENDING,
URL_000037,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000148,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000038,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000315,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000039,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000329,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,3,Y,PENDING,
URL_000040,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000330,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,7,Y,PENDING,
URL_000041,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000377,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000042,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000378,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000043,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000381,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,5,Y,PENDING,
URL_000044,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000439,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000045,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000445,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000046,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000452,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000047,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000477,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000048,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000479,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000049,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000485,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,5,Y,PENDING,
URL_000050,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000486,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,5,Y,PENDING,
URL_000051,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000488,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,3,Y,PENDING,
URL_000052,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000511,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,5,Y,PENDING,
URL_000053,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000529,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,5,Y,PENDING,
URL_000054,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COb_9999_000531,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000055,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1216_000535,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,6,Y,PENDING,
URL_000056,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1219_000537,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000057,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1220_000540,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,7,Y,PENDING,
URL_000058,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1238_000561,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,8,Y,PENDING,
URL_000059,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1241_000564,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,13,Y,PENDING,
URL_000060,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1241_000565,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000061,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1244_000571,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000062,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1254_000584,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,6,Y,PENDING,
URL_000063,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1255_000585,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,9,Y,PENDING,
URL_000064,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1255_000586,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,15,Y,PENDING,
URL_000065,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1255_000587,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000066,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1258_000589,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000067,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1258_000590,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000068,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1260_000637,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000069,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1260_000638,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,14,Y,PENDING,
URL_000070,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1260_000639,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,5,Y,PENDING,
URL_000071,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1264_000648,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000072,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1266_000649,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,21,Y,PENDING,
URL_000073,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1266_000652,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,18,Y,PENDING,
URL_000074,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1268_000655,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,12,Y,PENDING,
URL_000075,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1268_000656,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,14,Y,PENDING,
URL_000076,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1268_000657,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,11,Y,PENDING,
URL_000077,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1272_000659,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,13,Y,PENDING,
URL_000078,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1276_000683,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000079,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1276_000684,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000080,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1279_000686,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000081,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1279_000687,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000082,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1279_000688,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000083,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1279_000689,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,7,Y,PENDING,
URL_000084,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1279_000690,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000085,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1284_000704,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,12,Y,PENDING,
URL_000086,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1284_000705,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000087,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1284_000706,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,15,Y,PENDING,
URL_000088,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1285_000710,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000089,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1285_000711,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000090,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1288_000713,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,15,Y,PENDING,
URL_000091,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1290_000717,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000092,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1290_000720,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,7,Y,PENDING,
URL_000093,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1290_000723,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,5,Y,PENDING,
URL_000094,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1290_000724,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,8,Y,PENDING,
URL_000095,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1290_000730,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000096,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1290_000742,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000097,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1294_000749,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000098,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1294_000750,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,11,Y,PENDING,
URL_000099,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1294_000752,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,5,Y,PENDING,
URL_000100,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1294_000754,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000101,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1296_000755,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,5,Y,PENDING,
URL_000102,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1297_000756,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,8,Y,PENDING,
URL_000103,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1301_000760,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,11,Y,PENDING,
URL_000104,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1301_000761,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000105,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1301_000762,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000106,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1301_000766,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,6,Y,PENDING,
URL_000107,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1303_000772,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,5,Y,PENDING,
URL_000108,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1305_000777,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000109,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1305_000778,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,6,Y,PENDING,
URL_000110,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1309_000831,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,16,Y,PENDING,
URL_000111,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1313_000833,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000112,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1313_000835,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000113,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1315_000836,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000114,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1315_000838,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,11,Y,PENDING,
URL_000115,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1317_000842,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000116,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1317_000843,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000117,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1320_000847,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000118,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1324_000851,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,11,Y,PENDING,
URL_000119,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1326_000855,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,5,Y,PENDING,
URL_000120,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1326_000856,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000121,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1326_000857,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000122,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1330_000859,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000123,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1330_000862,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,10,Y,PENDING,
URL_000124,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1331_000865,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,10,Y,PENDING,
URL_000125,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1331_000867,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000126,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1331_000868,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000127,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1336_000871,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000128,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1336_000872,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000129,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1336_000873,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,16,Y,PENDING,
URL_000130,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1340_000896,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,7,Y,PENDING,
URL_000131,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1340_000897,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,14,Y,PENDING,
URL_000132,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1341_000901,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000133,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1342_000902,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,7,Y,PENDING,
URL_000134,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1342_000903,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000135,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1344_000905,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,11,Y,PENDING,
URL_000136,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1344_001183,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,9,Y,PENDING,
URL_000137,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1347_000916,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,11,Y,PENDING,
URL_000138,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1347_000919,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,6,Y,PENDING,
URL_000139,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1347_000921,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,4,Y,PENDING,
URL_000140,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1353_000925,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,2,Y,PENDING,
URL_000141,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1353_000931,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,13,Y,PENDING,
URL_000142,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1353_000935,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,5,Y,PENDING,
URL_000143,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1353_000939,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,6,Y,PENDING,
URL_000144,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1353_000944,person_relations,evidence_url,PERSON_RELATION_EVIDENCE,3,Y,PENDING,
