category_id,category_name,category_path,parent_category_id,parent_category_path,depth,root_category_name,term_count,direct_term_count,source,review_status
CAT_00202,복지,사회·생활>보건·복지>복지,CAT_00076,사회·생활>보건·복지,3,사회·생활,28,28,history_terms.term_lk,PENDING
CAT_00203,의료,사회·생활>보건·복지>의료,CAT_00076,사회·생활>보건·복지,3,사회·생활,153,153,history_terms.term_lk,PENDING
CAT_00204,질병,사회·생활>보건·복지>질병,CAT_00076,사회·생활>보건·복지,3,사회·생활,13,13,history_terms.term_lk,PENDING
CAT_00205,이익단체,사회·생활>사회단체>이익단체,CAT_00077,사회·생활>사회단체,3,사회·생활,7,7,history_terms.term_lk,PENDING
CAT_00206,자치조직·단체,사회·생활>사회단체>자치조직·단체,CAT_00077,사회·생활>사회단체,3,사회·생활,89,89,history_terms.term_lk,PENDING
CAT_00207,친목·봉사단체,사회·생활>사회단체>친목·봉사단체,CAT_00077,사회·생활>사회단체,3,사회·생활,61,61,history_terms.term_lk,PENDING
CAT_00208,생활용품,사회·생활>일상생활>생활용품,CAT_00081,사회·생활>일상생활,3,사회·생활,207,207,history_terms.term_lk,PENDING
CAT_00209,식생활,사회·생활>일상생활>식생활,CAT_00081,사회·생활>일상생활,3,사회·생활,154,154,history_terms.term_lk,PENDING
CAT_00210,의생활,사회·생활>일상생활>의생활,CAT_00081,사회·생활>일상생활,3,사회·생활,383,383,history_terms.term_lk,PENDING
CAT_00211,일상생활용어,사회·생활>일상생활>일상생활용어,CAT_00081,사회·생활>일상생활,3,사회·생활,36,36,history_terms.term_lk,PENDING
CAT_00212,주생활,사회·생활>일상생활>주생활,CAT_00081,사회·생활>일상생활,3,사회·생활,360,360,history_terms.term_lk,PENDING
CAT_00213,자연·자연현상,사회·생활>자연현상·재해>자연·자연현상,CAT_00082,사회·생활>자연현상·재해,3,사회·생활,59,59,history_terms.term_lk,PENDING
CAT_00214,자연재해,사회·생활>자연현상·재해>자연재해,CAT_00082,사회·생활>자연현상·재해,3,사회·생활,24,24,history_terms.term_lk,PENDING
CAT_00215,가정의례,사회·생활>풍속·의례>가정의례,CAT_00085,사회·생활>풍속·의례,3,사회·생활,145,145,history_terms.term_lk,PENDING
CAT_00216,국가의례,사회·생활>풍속·의례>국가의례,CAT_00085,사회·생활>풍속·의례,3,사회·생활,385,385,history_terms.term_lk,PENDING
CAT_00217,매장,사회·생활>풍속·의례>매장,CAT_00085,사회·생활>풍속·의례,3,사회·생활,930,930,history_terms.term_lk,PENDING
CAT_00218,유행,사회·생활>풍속·의례>유행,CAT_00085,사회·생활>풍속·의례,3,사회·생활,3,3,history_terms.term_lk,PENDING
CAT_00219,풍속,사회·생활>풍속·의례>풍속,CAT_00085,사회·생활>풍속·의례,3,사회·생활,211,211,history_terms.term_lk,PENDING
CAT_00220,향촌의례,사회·생활>풍속·의례>향촌의례,CAT_00085,사회·생활>풍속·의례,3,사회·생활,19,19,history_terms.term_lk,PENDING
CAT_00221,무정부주의운동,사회운동·독립운동>독립운동>무정부주의운동,CAT_00087,사회운동·독립운동>독립운동,3,사회운동·독립운동,50,50,history_terms.term_lk,PENDING
CAT_00222,민족주의운동(독립),사회운동·독립운동>독립운동>민족주의운동(독립),CAT_00087,사회운동·독립운동>독립운동,3,사회운동·독립운동,493,493,history_terms.term_lk,PENDING
CAT_00223,사회주의운동(독립),사회운동·독립운동>독립운동>사회주의운동(독립),CAT_00087,사회운동·독립운동>독립운동,3,사회운동·독립운동,126,126,history_terms.term_lk,PENDING
CAT_00224,의거·의열투쟁,사회운동·독립운동>독립운동>의거·의열투쟁,CAT_00087,사회운동·독립운동>독립운동,3,사회운동·독립운동,41,41,history_terms.term_lk,PENDING
CAT_00225,의병운동,사회운동·독립운동>독립운동>의병운동,CAT_00087,사회운동·독립운동>독립운동,3,사회운동·독립운동,28,28,history_terms.term_lk,PENDING
CAT_00226,통일전선운동,사회운동·독립운동>독립운동>통일전선운동,CAT_00087,사회운동·독립운동>독립운동,3,사회운동·독립운동,74,74,history_terms.term_lk,PENDING
CAT_00227,항일무장투쟁,사회운동·독립운동>독립운동>항일무장투쟁,CAT_00087,사회운동·독립운동>독립운동,3,사회운동·독립운동,157,157,history_terms.term_lk,PENDING
CAT_00228,항일운동,사회운동·독립운동>독립운동>항일운동,CAT_00087,사회운동·독립운동>독립운동,3,사회운동·독립운동,6,6,history_terms.term_lk,PENDING
CAT_00229,계몽운동,사회운동·독립운동>사회운동>계몽운동,CAT_00089,사회운동·독립운동>사회운동,3,사회운동·독립운동,88,88,history_terms.term_lk,PENDING
CAT_00230,관제운동,사회운동·독립운동>사회운동>관제운동,CAT_00089,사회운동·독립운동>사회운동,3,사회운동·독립운동,6,6,history_terms.term_lk,PENDING
CAT_00231,노동운동,사회운동·독립운동>사회운동>노동운동,CAT_00089,사회운동·독립운동>사회운동,3,사회운동·독립운동,150,150,history_terms.term_lk,PENDING
CAT_00232,민족주의운동(사회),사회운동·독립운동>사회운동>민족주의운동(사회),CAT_00089,사회운동·독립운동>사회운동,3,사회운동·독립운동,16,16,history_terms.term_lk,PENDING
CAT_00233,민주화운동,사회운동·독립운동>사회운동>민주화운동,CAT_00089,사회운동·독립운동>사회운동,3,사회운동·독립운동,74,74,history_terms.term_lk,PENDING
CAT_00234,사회주의운동(사회),사회운동·독립운동>사회운동>사회주의운동(사회),CAT_00089,사회운동·독립운동>사회운동,3,사회운동·독립운동,128,128,history_terms.term_lk,PENDING
CAT_00235,시민운동,사회운동·독립운동>사회운동>시민운동,CAT_00089,사회운동·독립운동>사회운동,3,사회운동·독립운동,7,7,history_terms.term_lk,PENDING
CAT_00236,종교운동,사회운동·독립운동>사회운동>종교운동,CAT_00089,사회운동·독립운동>사회운동,3,사회운동·독립운동,6,6,history_terms.term_lk,PENDING
CAT_00237,청년운동,사회운동·독립운동>사회운동>청년운동,CAT_00089,사회운동·독립운동>사회운동,3,사회운동·독립운동,160,160,history_terms.term_lk,PENDING
CAT_00238,통일운동,사회운동·독립운동>사회운동>통일운동,CAT_00089,사회운동·독립운동>사회운동,3,사회운동·독립운동,23,23,history_terms.term_lk,PENDING
CAT_00239,학생운동,사회운동·독립운동>사회운동>학생운동,CAT_00089,사회운동·독립운동>사회운동,3,사회운동·독립운동,123,123,history_terms.term_lk,PENDING
CAT_00240,강제동원,사회운동·독립운동>일본제국주의>강제동원,CAT_00090,사회운동·독립운동>일본제국주의,3,사회운동·독립운동,13,13,history_terms.term_lk,PENDING
CAT_00241,식민통치 및 정책,사회운동·독립운동>일본제국주의>식민통치 및 정책,CAT_00090,사회운동·독립운동>일본제국주의,3,사회운동·독립운동,108,108,history_terms.term_lk,PENDING
CAT_00242,친일세력,사회운동·독립운동>일본제국주의>친일세력,CAT_00090,사회운동·독립운동>일본제국주의,3,사회운동·독립운동,172,172,history_terms.term_lk,PENDING
CAT_00243,친일활동,사회운동·독립운동>일본제국주의>친일활동,CAT_00090,사회운동·독립운동>일본제국주의,3,사회운동·독립운동,6,6,history_terms.term_lk,PENDING
CAT_00244,조선시대,서명>시대별>조선시대,CAT_00092,서명>시대별,3,서명,1,0,history_terms.term_lk,PENDING
CAT_00245,문학,서명>유형별>문학,CAT_00093,서명>유형별,3,서명,1,0,history_terms.term_lk,PENDING
CAT_00246,사회과학,서명>유형별>사회과학,CAT_00093,서명>유형별,3,서명,15,0,history_terms.term_lk,PENDING
CAT_00247,역사,서명>유형별>역사,CAT_00093,서명>유형별,3,서명,2,0,history_terms.term_lk,PENDING
CAT_00248,종교,서명>유형별>종교,CAT_00093,서명>유형별,3,서명,10,0,history_terms.term_lk,PENDING
CAT_00249,총류,서명>유형별>총류,CAT_00093,서명>유형별,3,서명,33,0,history_terms.term_lk,PENDING
CAT_00250,고대국가,역사일반>국가>고대국가,CAT_00094,역사일반>국가,3,역사일반,179,179,history_terms.term_lk,PENDING
CAT_00251,고려시대국가,역사일반>국가>고려시대국가,CAT_00094,역사일반>국가,3,역사일반,9,9,history_terms.term_lk,PENDING
CAT_00252,우리나라이칭,역사일반>국가>우리나라이칭,CAT_00094,역사일반>국가,3,역사일반,14,14,history_terms.term_lk,PENDING
CAT_00253,일제시대국가,역사일반>국가>일제시대국가,CAT_00094,역사일반>국가,3,역사일반,5,5,history_terms.term_lk,PENDING
CAT_00254,조선시대국가,역사일반>국가>조선시대국가,CAT_00094,역사일반>국가,3,역사일반,3,3,history_terms.term_lk,PENDING
CAT_00255,중국국가,역사일반>국가>중국국가,CAT_00094,역사일반>국가,3,역사일반,108,108,history_terms.term_lk,PENDING
CAT_00256,현대국가,역사일반>국가>현대국가,CAT_00094,역사일반>국가,3,역사일반,7,7,history_terms.term_lk,PENDING
CAT_00257,동남아시아,외교·국제관계>기타지역>동남아시아,CAT_00099,외교·국제관계>기타지역,3,외교·국제관계,7,7,history_terms.term_lk,PENDING
CAT_00258,서남아시아,외교·국제관계>기타지역>서남아시아,CAT_00099,외교·국제관계>기타지역,3,외교·국제관계,10,10,history_terms.term_lk,PENDING
CAT_00259,아메리카,외교·국제관계>기타지역>아메리카,CAT_00099,외교·국제관계>기타지역,3,외교·국제관계,3,3,history_terms.term_lk,PENDING
CAT_00260,아프리카,외교·국제관계>기타지역>아프리카,CAT_00099,외교·국제관계>기타지역,3,외교·국제관계,1,1,history_terms.term_lk,PENDING
CAT_00261,유럽,외교·국제관계>기타지역>유럽,CAT_00099,외교·국제관계>기타지역,3,외교·국제관계,19,19,history_terms.term_lk,PENDING
CAT_00262,중앙아시아,외교·국제관계>기타지역>중앙아시아,CAT_00099,외교·국제관계>기타지역,3,외교·국제관계,1,1,history_terms.term_lk,PENDING
CAT_00263,경제·산업(러시아),외교·국제관계>러시아>경제·산업(러시아),CAT_00100,외교·국제관계>러시아,3,외교·국제관계,6,6,history_terms.term_lk,PENDING
CAT_00264,교육·과학기술(러시아),외교·국제관계>러시아>교육·과학기술(러시아),CAT_00100,외교·국제관계>러시아,3,외교·국제관계,1,1,history_terms.term_lk,PENDING
CAT_00265,국방·군사(러시아),외교·국제관계>러시아>국방·군사(러시아),CAT_00100,외교·국제관계>러시아,3,외교·국제관계,5,5,history_terms.term_lk,PENDING
CAT_00266,사회·생활(러시아),외교·국제관계>러시아>사회·생활(러시아),CAT_00100,외교·국제관계>러시아,3,외교·국제관계,5,5,history_terms.term_lk,PENDING
CAT_00267,외교·국제관계(러시아),외교·국제관계>러시아>외교·국제관계(러시아),CAT_00100,외교·국제관계>러시아,3,외교·국제관계,8,8,history_terms.term_lk,PENDING
CAT_00268,정치·행정·법제(러시아),외교·국제관계>러시아>정치·행정·법제(러시아),CAT_00100,외교·국제관계>러시아,3,외교·국제관계,16,16,history_terms.term_lk,PENDING
CAT_00269,종교·문화(러시아),외교·국제관계>러시아>종교·문화(러시아),CAT_00100,외교·국제관계>러시아,3,외교·국제관계,4,4,history_terms.term_lk,PENDING
CAT_00270,교육·과학기술(미국),외교·국제관계>미국>교육·과학기술(미국),CAT_00101,외교·국제관계>미국,3,외교·국제관계,4,4,history_terms.term_lk,PENDING
CAT_00271,국방·군사(미국),외교·국제관계>미국>국방·군사(미국),CAT_00101,외교·국제관계>미국,3,외교·국제관계,11,11,history_terms.term_lk,PENDING
CAT_00272,사회·생활(미국),외교·국제관계>미국>사회·생활(미국),CAT_00101,외교·국제관계>미국,3,외교·국제관계,8,8,history_terms.term_lk,PENDING
CAT_00273,외교·국제관계(미국),외교·국제관계>미국>외교·국제관계(미국),CAT_00101,외교·국제관계>미국,3,외교·국제관계,4,4,history_terms.term_lk,PENDING
CAT_00274,경제·산업(북한),외교·국제관계>북한>경제·산업(북한),CAT_00102,외교·국제관계>북한,3,외교·국제관계,286,286,history_terms.term_lk,PENDING
CAT_00275,교육·과학기술(북한),외교·국제관계>북한>교육·과학기술(북한),CAT_00102,외교·국제관계>북한,3,외교·국제관계,82,82,history_terms.term_lk,PENDING
CAT_00276,국방·군사(북한),외교·국제관계>북한>국방·군사(북한),CAT_00102,외교·국제관계>북한,3,외교·국제관계,68,68,history_terms.term_lk,PENDING
CAT_00277,사회·생활(북한),외교·국제관계>북한>사회·생활(북한),CAT_00102,외교·국제관계>북한,3,외교·국제관계,100,100,history_terms.term_lk,PENDING
CAT_00278,외교·국제관계(북한),외교·국제관계>북한>외교·국제관계(북한),CAT_00102,외교·국제관계>북한,3,외교·국제관계,19,19,history_terms.term_lk,PENDING
CAT_00279,정치·행정·법제(북한),외교·국제관계>북한>정치·행정·법제(북한),CAT_00102,외교·국제관계>북한,3,외교·국제관계,359,359,history_terms.term_lk,PENDING
CAT_00280,종교·문화(북한),외교·국제관계>북한>종교·문화(북한),CAT_00102,외교·국제관계>북한,3,외교·국제관계,209,209,history_terms.term_lk,PENDING
CAT_00281,개항기,외교·국제관계>외교협상·협약>개항기,CAT_00106,외교·국제관계>외교협상·협약,3,외교·국제관계,46,46,history_terms.term_lk,PENDING
CAT_00282,대한제국기,외교·국제관계>외교협상·협약>대한제국기,CAT_00106,외교·국제관계>외교협상·협약,3,외교·국제관계,32,32,history_terms.term_lk,PENDING
CAT_00283,일제시대,외교·국제관계>외교협상·협약>일제시대,CAT_00106,외교·국제관계>외교협상·협약,3,외교·국제관계,11,11,history_terms.term_lk,PENDING
CAT_00284,조선시대,외교·국제관계>외교협상·협약>조선시대,CAT_00106,외교·국제관계>외교협상·협약,3,외교·국제관계,10,10,history_terms.term_lk,PENDING
CAT_00285,현대,외교·국제관계>외교협상·협약>현대,CAT_00106,외교·국제관계>외교협상·협약,3,외교·국제관계,71,71,history_terms.term_lk,PENDING
CAT_00286,경제·산업(일본),외교·국제관계>일본>경제·산업(일본),CAT_00107,외교·국제관계>일본,3,외교·국제관계,16,16,history_terms.term_lk,PENDING
CAT_00287,교육·과학기술(일본),외교·국제관계>일본>교육·과학기술(일본),CAT_00107,외교·국제관계>일본,3,외교·국제관계,3,3,history_terms.term_lk,PENDING
CAT_00288,국방·군사(일본),외교·국제관계>일본>국방·군사(일본),CAT_00107,외교·국제관계>일본,3,외교·국제관계,13,13,history_terms.term_lk,PENDING
CAT_00289,사회·생활(일본),외교·국제관계>일본>사회·생활(일본),CAT_00107,외교·국제관계>일본,3,외교·국제관계,15,15,history_terms.term_lk,PENDING
CAT_00290,외교·국제관계(일본),외교·국제관계>일본>외교·국제관계(일본),CAT_00107,외교·국제관계>일본,3,외교·국제관계,54,9,history_terms.term_lk,PENDING
CAT_00291,정치·행정·법제(일본),외교·국제관계>일본>정치·행정·법제(일본),CAT_00107,외교·국제관계>일본,3,외교·국제관계,22,22,history_terms.term_lk,PENDING
CAT_00292,종교·문화(일본),외교·국제관계>일본>종교·문화(일본),CAT_00107,외교·국제관계>일본,3,외교·국제관계,37,37,history_terms.term_lk,PENDING
CAT_00293,경제·산업(중국),외교·국제관계>중국>경제·산업(중국),CAT_00110,외교·국제관계>중국,3,외교·국제관계,20,20,history_terms.term_lk,PENDING
CAT_00294,교육·과학기술(중국),외교·국제관계>중국>교육·과학기술(중국),CAT_00110,외교·국제관계>중국,3,외교·국제관계,14,14,history_terms.term_lk,PENDING
CAT_00295,국방·군사(중국),외교·국제관계>중국>국방·군사(중국),CAT_00110,외교·국제관계>중국,3,외교·국제관계,42,42,history_terms.term_lk,PENDING
CAT_00296,사회·생활(중국),외교·국제관계>중국>사회·생활(중국),CAT_00110,외교·국제관계>중국,3,외교·국제관계,10,10,history_terms.term_lk,PENDING
CAT_00297,외교·국제관계(중국),외교·국제관계>중국>외교·국제관계(중국),CAT_00110,외교·국제관계>중국,3,외교·국제관계,23,23,history_terms.term_lk,PENDING
CAT_00298,정치·행정·법제(중국),외교·국제관계>중국>정치·행정·법제(중국),CAT_00110,외교·국제관계>중국,3,외교·국제관계,102,102,history_terms.term_lk,PENDING
CAT_00299,종교·문화(중국),외교·국제관계>중국>종교·문화(중국),CAT_00110,외교·국제관계>중국,3,외교·국제관계,54,54,history_terms.term_lk,PENDING
CAT_00300,기업·경제인,인명>성격별>기업·경제인,CAT_00111,인명>성격별,3,인명,1,0,history_terms.term_lk,PENDING
CAT_00301,기타,인명>성격별>기타,CAT_00111,인명>성격별,3,인명,1,1,history_terms.term_lk,PENDING
CAT_00302,사회·신분,인명>성격별>사회·신분,CAT_00111,인명>성격별,3,인명,5,0,history_terms.term_lk,PENDING
CAT_00303,사회운동가,인명>성격별>사회운동가,CAT_00111,인명>성격별,3,인명,6,0,history_terms.term_lk,PENDING
CAT_00304,예술·체육인,인명>성격별>예술·체육인,CAT_00111,인명>성격별,3,인명,4,0,history_terms.term_lk,PENDING
CAT_00305,왕실,인명>성격별>왕실,CAT_00111,인명>성격별,3,인명,26,0,history_terms.term_lk,PENDING
CAT_00306,정치·행정가,인명>성격별>정치·행정가,CAT_00111,인명>성격별,3,인명,170,0,history_terms.term_lk,PENDING
CAT_00307,종교인,인명>성격별>종교인,CAT_00111,인명>성격별,3,인명,7,0,history_terms.term_lk,PENDING
CAT_00308,학자,인명>성격별>학자,CAT_00111,인명>성격별,3,인명,30,0,history_terms.term_lk,PENDING
CAT_00309,세무행정,재정·금융>재정>세무행정,CAT_00114,재정·금융>재정,3,재정·금융,77,77,history_terms.term_lk,PENDING
CAT_00310,예산·결산,재정·금융>재정>예산·결산,CAT_00114,재정·금융>재정,3,재정·금융,42,42,history_terms.term_lk,PENDING
CAT_00311,재정기구·단체,재정·금융>재정>재정기구·단체,CAT_00114,재정·금융>재정,3,재정·금융,81,81,history_terms.term_lk,PENDING
CAT_00312,재정정책·법령,재정·금융>재정>재정정책·법령,CAT_00114,재정·금융>재정,3,재정·금융,147,147,history_terms.term_lk,PENDING
CAT_00313,조세제도,재정·금융>재정>조세제도,CAT_00114,재정·금융>재정,3,재정·금융,328,328,history_terms.term_lk,PENDING
CAT_00314,국제금융,재정·금융>화폐·금융>국제금융,CAT_00116,재정·금융>화폐·금융,3,재정·금융,7,7,history_terms.term_lk,PENDING
CAT_00315,금리·환율,재정·금융>화폐·금융>금리·환율,CAT_00116,재정·금융>화폐·금융,3,재정·금융,7,7,history_terms.term_lk,PENDING
CAT_00316,금융기관·단체,재정·금융>화폐·금융>금융기관·단체,CAT_00116,재정·금융>화폐·금융,3,재정·금융,224,224,history_terms.term_lk,PENDING
CAT_00317,금융정책·제도,재정·금융>화폐·금융>금융정책·제도,CAT_00116,재정·금융>화폐·금융,3,재정·금융,15,15,history_terms.term_lk,PENDING
CAT_00318,사금융·사채,재정·금융>화폐·금융>사금융·사채,CAT_00116,재정·금융>화폐·금융,3,재정·금융,9,9,history_terms.term_lk,PENDING
CAT_00319,수표·어음·채권,재정·금융>화폐·금융>수표·어음·채권,CAT_00116,재정·금융>화폐·금융,3,재정·금융,6,6,history_terms.term_lk,PENDING
CAT_00320,개신교관련사건·행사,전통사상·종교>개신교>개신교관련사건·행사,CAT_00117,전통사상·종교>개신교,3,전통사상·종교,9,9,history_terms.term_lk,PENDING
CAT_00321,개신교관련시설,전통사상·종교>개신교>개신교관련시설,CAT_00117,전통사상·종교>개신교,3,전통사상·종교,38,38,history_terms.term_lk,PENDING
CAT_00322,개신교사상·신앙,전통사상·종교>개신교>개신교사상·신앙,CAT_00117,전통사상·종교>개신교,3,전통사상·종교,3,3,history_terms.term_lk,PENDING
CAT_00323,개신교종파·용어,전통사상·종교>개신교>개신교종파·용어,CAT_00117,전통사상·종교>개신교,3,전통사상·종교,51,51,history_terms.term_lk,PENDING
CAT_00324,도교관련사건·행사,전통사상·종교>도교>도교관련사건·행사,CAT_00120,전통사상·종교>도교,3,전통사상·종교,9,9,history_terms.term_lk,PENDING
CAT_00325,도교관련시설,전통사상·종교>도교>도교관련시설,CAT_00120,전통사상·종교>도교,3,전통사상·종교,7,7,history_terms.term_lk,PENDING
CAT_00326,도교사상·신앙,전통사상·종교>도교>도교사상·신앙,CAT_00120,전통사상·종교>도교,3,전통사상·종교,24,24,history_terms.term_lk,PENDING
CAT_00327,도교학파·용어,전통사상·종교>도교>도교학파·용어,CAT_00120,전통사상·종교>도교,3,전통사상·종교,32,32,history_terms.term_lk,PENDING
CAT_00328,동학관련사건·행사,전통사상·종교>동학(천도교)>동학관련사건·행사,CAT_00121,전통사상·종교>동학(천도교),3,전통사상·종교,12,12,history_terms.term_lk,PENDING
CAT_00329,동학관련시설,전통사상·종교>동학(천도교)>동학관련시설,CAT_00121,전통사상·종교>동학(천도교),3,전통사상·종교,12,12,history_terms.term_lk,PENDING
CAT_00330,동학사상·신앙,전통사상·종교>동학(천도교)>동학사상·신앙,CAT_00121,전통사상·종교>동학(천도교),3,전통사상·종교,35,35,history_terms.term_lk,PENDING
CAT_00331,동학종파·용어,전통사상·종교>동학(천도교)>동학종파·용어,CAT_00121,전통사상·종교>동학(천도교),3,전통사상·종교,33,33,history_terms.term_lk,PENDING
CAT_00332,불교관련사건·행사,전통사상·종교>불교>불교관련사건·행사,CAT_00123,전통사상·종교>불교,3,전통사상·종교,165,165,history_terms.term_lk,PENDING
CAT_00333,불교관련시설,전통사상·종교>불교>불교관련시설,CAT_00123,전통사상·종교>불교,3,전통사상·종교,1116,1116,history_terms.term_lk,PENDING
CAT_00334,불교사상·신앙,전통사상·종교>불교>불교사상·신앙,CAT_00123,전통사상·종교>불교,3,전통사상·종교,178,178,history_terms.term_lk,PENDING
CAT_00335,불교종파·용어,전통사상·종교>불교>불교종파·용어,CAT_00123,전통사상·종교>불교,3,전통사상·종교,521,521,history_terms.term_lk,PENDING
CAT_00336,유교관련사건·행사,전통사상·종교>유교>유교관련사건·행사,CAT_00124,전통사상·종교>유교,3,전통사상·종교,12,12,history_terms.term_lk,PENDING
CAT_00337,유교관련시설,전통사상·종교>유교>유교관련시설,CAT_00124,전통사상·종교>유교,3,전통사상·종교,151,151,history_terms.term_lk,PENDING
CAT_00338,유교사상·신앙,전통사상·종교>유교>유교사상·신앙,CAT_00124,전통사상·종교>유교,3,전통사상·종교,125,125,history_terms.term_lk,PENDING
CAT_00339,유교학파·용어,전통사상·종교>유교>유교학파·용어,CAT_00124,전통사상·종교>유교,3,전통사상·종교,84,84,history_terms.term_lk,PENDING
CAT_00340,천주교관련사건·행사,전통사상·종교>천주교(서학)>천주교관련사건·행사,CAT_00127,전통사상·종교>천주교(서학),3,전통사상·종교,22,22,history_terms.term_lk,PENDING
CAT_00341,천주교관련시설,전통사상·종교>천주교(서학)>천주교관련시설,CAT_00127,전통사상·종교>천주교(서학),3,전통사상·종교,30,30,history_terms.term_lk,PENDING
CAT_00342,천주교사상·신앙,전통사상·종교>천주교(서학)>천주교사상·신앙,CAT_00127,전통사상·종교>천주교(서학),3,전통사상·종교,6,6,history_terms.term_lk,PENDING
CAT_00343,천주교학파·용어,전통사상·종교>천주교(서학)>천주교학파·용어,CAT_00127,전통사상·종교>천주교(서학),3,전통사상·종교,9,9,history_terms.term_lk,PENDING
CAT_00344,범죄,정치·행정·법제>사법>범죄,CAT_00130,정치·행정·법제>사법,3,정치·행정·법제,94,94,history_terms.term_lk,PENDING
CAT_00345,사법기관,정치·행정·법제>사법>사법기관,CAT_00130,정치·행정·법제>사법,3,정치·행정·법제,74,74,history_terms.term_lk,PENDING
CAT_00346,사법제도,정치·행정·법제>사법>사법제도,CAT_00130,정치·행정·법제>사법,3,정치·행정·법제,322,322,history_terms.term_lk,PENDING
CAT_00347,관직,정치·행정·법제>인사>관직,CAT_00132,정치·행정·법제>인사,3,정치·행정·법제,1,1,history_terms.term_lk,PENDING
CAT_00348,입법기관,정치·행정·법제>입법>입법기관,CAT_00133,정치·행정·법제>입법,3,정치·행정·법제,24,24,history_terms.term_lk,PENDING
CAT_00349,입법제도,정치·행정·법제>입법>입법제도,CAT_00133,정치·행정·법제>입법,3,정치·행정·법제,8,8,history_terms.term_lk,PENDING
CAT_00350,정권,정치·행정·법제>정치>정권,CAT_00134,정치·행정·법제>정치,3,정치·행정·법제,24,24,history_terms.term_lk,PENDING
CAT_00351,정치사건,정치·행정·법제>정치>정치사건,CAT_00134,정치·행정·법제>정치,3,정치·행정·법제,355,355,history_terms.term_lk,PENDING
CAT_00352,정치조직·단체,정치·행정·법제>정치>정치조직·단체,CAT_00134,정치·행정·법제>정치,3,정치·행정·법제,266,266,history_terms.term_lk,PENDING
CAT_00353,중앙행정기구,정치·행정·법제>행정>중앙행정기구,CAT_00136,정치·행정·법제>행정,3,정치·행정·법제,1917,1917,history_terms.term_lk,PENDING
CAT_00354,지방행정기구,정치·행정·법제>행정>지방행정기구,CAT_00136,정치·행정·법제>행정,3,정치·행정·법제,141,141,history_terms.term_lk,PENDING
CAT_00355,행정구역,정치·행정·법제>행정>행정구역,CAT_00136,정치·행정·법제>행정,3,정치·행정·법제,195,195,history_terms.term_lk,PENDING
CAT_00356,행정제도,정치·행정·법제>행정>행정제도,CAT_00136,정치·행정·법제>행정,3,정치·행정·법제,659,659,history_terms.term_lk,PENDING
CAT_00357,일반지명,지명>지역별>일반지명,CAT_00137,지명>지역별,3,지명,1,1,history_terms.term_lk,PENDING
CAT_00358,조선후기,서명>시대별>조선시대>조선후기,CAT_00244,서명>시대별>조선시대,4,서명,1,1,history_terms.term_lk,PENDING
CAT_00359,한국문학,서명>유형별>문학>한국문학,CAT_00245,서명>유형별>문학,4,서명,1,0,history_terms.term_lk,PENDING
CAT_00360,교육학·교과서,서명>유형별>사회과학>교육학·교과서,CAT_00246,서명>유형별>사회과학,4,서명,4,4,history_terms.term_lk,PENDING
CAT_00361,국방·군사학,서명>유형별>사회과학>국방·군사학,CAT_00246,서명>유형별>사회과학,4,서명,5,5,history_terms.term_lk,PENDING
CAT_00362,사회학·사회문제,서명>유형별>사회과학>사회학·사회문제,CAT_00246,서명>유형별>사회과학,4,서명,1,1,history_terms.term_lk,PENDING
CAT_00363,정치학,서명>유형별>사회과학>정치학,CAT_00246,서명>유형별>사회과학,4,서명,1,1,history_terms.term_lk,PENDING
CAT_00364,행정학,서명>유형별>사회과학>행정학,CAT_00246,서명>유형별>사회과학,4,서명,4,4,history_terms.term_lk,PENDING
CAT_00365,한국,서명>유형별>역사>한국,CAT_00247,서명>유형별>역사,4,서명,2,2,history_terms.term_lk,PENDING
CAT_00366,불교,서명>유형별>종교>불교,CAT_00248,서명>유형별>종교,4,서명,10,10,history_terms.term_lk,PENDING
CAT_00367,강연집·수필집·연설문집,서명>유형별>총류>강연집·수필집·연설문집,CAT_00249,서명>유형별>총류,4,서명,5,5,history_terms.term_lk,PENDING
CAT_00368,도서학·서지학,서명>유형별>총류>도서학·서지학,CAT_00249,서명>유형별>총류,4,서명,1,1,history_terms.term_lk,PENDING
CAT_00369,보학,서명>유형별>총류>보학,CAT_00249,서명>유형별>총류,4,서명,5,5,history_terms.term_lk,PENDING
CAT_00370,일반전집·총서,서명>유형별>총류>일반전집·총서,CAT_00249,서명>유형별>총류,4,서명,21,21,history_terms.term_lk,PENDING
CAT_00371,향토자료,서명>유형별>총류>향토자료,CAT_00249,서명>유형별>총류,4,서명,1,1,history_terms.term_lk,PENDING
CAT_00372,개항기,외교·국제관계>일본>외교·국제관계(일본)>개항기,CAT_00290,외교·국제관계>일본>외교·국제관계(일본),4,외교·국제관계,12,12,history_terms.term_lk,PENDING
CAT_00373,대한제국기,외교·국제관계>일본>외교·국제관계(일본)>대한제국기,CAT_00290,외교·국제관계>일본>외교·국제관계(일본),4,외교·국제관계,8,8,history_terms.term_lk,PENDING
CAT_00374,일제시대,외교·국제관계>일본>외교·국제관계(일본)>일제시대,CAT_00290,외교·국제관계>일본>외교·국제관계(일본),4,외교·국제관계,6,6,history_terms.term_lk,PENDING
CAT_00375,조선시대,외교·국제관계>일본>외교·국제관계(일본)>조선시대,CAT_00290,외교·국제관계>일본>외교·국제관계(일본),4,외교·국제관계,19,19,history_terms.term_lk,PENDING
