canonical_term,category,count,problem_ids,match_key,thesaurus_term_ids,encyclopedia_eids,in_thesaurus,in_encyclopedia,match_status
사간원,기관,17,"['cj_v41_0059', 'cj_v41_0110', 'cj_v41_0254', 'cj_v41_0296', 'cj_v41_0350', 'cj_v41_0538', 'cj_v41_0585', 'cj_v41_0592', 'cj_v41_0636', 'cj_v41_0730', 'cj_v41_0783', 'cj_v41_0870', 'cj_v41_1024', 'cj_v41_1111', 'cj_v41_1263', 'cj_v41_1304', 'cj_v41_1406']",사간원,4806,E0025351,True,True,both
이사부,인물,17,"['cj_v41_0004', 'cj_v41_0051', 'cj_v41_0147', 'cj_v41_img_52_03', 'cj_v41_0437', 'cj_v41_0523', 'cj_v41_0624', 'cj_v41_0673', 'cj_v41_0718', 'cj_v41_0766', 'cj_v41_0814', 'cj_v41_0904', 'cj_v41_0954', 'cj_v41_1195', 'cj_v41_1292', 'cj_v41_1338', 'cj_v41_1488']",이사부,16797577,E0044524,True,True,both
시무 28조,문헌,17,"['cj_v41_0010', 'cj_v41_0055', 'cj_v41_0153', 'cj_v41_0297', 'cj_v41_0342', 'cj_v41_0530', 'cj_v41_0632', 'cj_v41_0759', 'cj_v41_img_62_50', 'cj_v41_0770', 'cj_v41_0916', 'cj_v41_1007', 'cj_v41_1062', 'cj_v41_1203', 'cj_v41_1347', 'cj_v41_1448', 'cj_v41_1497']",시무28조,5819,E0032358,True,True,both
계백료서,문헌,17,"['cj_v41_0152', 'cj_v41_0297', 'cj_v41_0341', 'cj_v41_0387', 'cj_v41_0530', 'cj_v41_0770', 'cj_v41_0814', 'cj_v41_0862', 'cj_v41_0906', 'cj_v41_img_69_48', 'cj_v41_1107', 'cj_v41_1155', 'cj_v41_1203', 'cj_v41_1250', 'cj_v41_1347', 'cj_v41_1442', 'cj_v41_1491']",계백료서,1625,E0003143,True,True,both
벽란도,지명,17,"['cj_v41_0117', 'cj_v41_0159', 'cj_v41_0203', 'cj_v41_0299', 'cj_v41_0436', 'cj_v41_0526', 'cj_v41_0681', 'cj_v41_0739', 'cj_v41_0782', 'cj_v41_0812', 'cj_v41_0909', 'cj_v41_1019', 'cj_v41_1153', 'cj_v41_1251', 'cj_v41_1313', 'cj_v41_1352', 'cj_v41_1492']",벽란도,4279,E0022829,True,True,both
만권당,기관,16,"['cj_v41_0156', 'cj_v41_0208', 'cj_v41_0250', 'cj_v41_0297', 'cj_v41_0442', 'cj_v41_0487', 'cj_v41_0580', 'cj_v41_0632', 'cj_v41_0781', 'cj_v41_0861', 'cj_v41_0960', 'cj_v41_1044', 'cj_v41_1159', 'cj_v41_1205', 'cj_v41_1349', 'cj_v41_1396']",만권당,3721,E0017544,True,True,both
부산,지명,16,"['cj_v41_0125', 'cj_v41_0236', 'cj_v41_0310', 'cj_v41_0318', 'cj_v41_0471', 'cj_v41_0597', 'cj_v41_0707', 'cj_v41_0743', 'cj_v41_0896', 'cj_v41_1138', 'cj_v41_1191', 'cj_v41_1214', 'cj_v41_1320', 'cj_v41_1331', 'cj_v41_1382', 'cj_v41_1506']",부산,91460,E0024200;E0024201,True,True,both
황국신민서사,문헌,16,"['cj_v41_0136', 'cj_v41_0325', 'cj_v41_0373', 'cj_v41_0415', 'cj_v41_0514', 'cj_v41_0552', 'cj_v41_0795', 'cj_v41_0892', 'cj_v41_0986', 'cj_v41_1083', 'cj_v41_1129', 'cj_v41_1186', 'cj_v41_1273', 'cj_v41_1329', 'cj_v41_1475', 'cj_v41_1518']",황국신민서사,18876776,E0076120,True,True,both
진보당,단체,16,"['cj_v41_0142', 'cj_v41_0282', 'cj_v41_img_53_47', 'cj_v41_0374', 'cj_v41_0424', 'cj_v41_0471', 'cj_v41_0559', 'cj_v41_0611', 'cj_v41_0708', 'cj_v41_0754', 'cj_v41_0800', 'cj_v41_0850', 'cj_v41_0898', 'cj_v41_1089', 'cj_v41_1137', 'cj_v41_1333']",진보당,7852,E0054701;E0054702,True,True,both
정중부,인물,16,"['cj_v41_0014', 'cj_v41_0109', 'cj_v41_0204', 'cj_v41_0486', 'cj_v41_0579', 'cj_v41_0630', 'cj_v41_0678', 'cj_v41_0726', 'cj_v41_0768', 'cj_v41_0818', 'cj_v41_0866', 'cj_v41_0913', 'cj_v41_1062', 'cj_v41_1160', 'cj_v41_1300', 'cj_v41_1397']",정중부,21528,E0050935,True,True,both
관료전,제도,16,"['cj_v41_0051', 'cj_v41_0100', 'cj_v41_0198', 'cj_v41_0336', 'cj_v41_0436', 'cj_v41_0624', 'cj_v41_0673', 'cj_v41_0718', 'cj_v41_0766', 'cj_v41_0817', 'cj_v41_0953', 'cj_v41_1047', 'cj_v41_1292', 'cj_v41_1342', 'cj_v41_1391', 'cj_v41_1440']",관료전,1913,E0004812,True,True,both
원수부,기관,16,"['cj_v41_0033', 'cj_v41_0078', 'cj_v41_0131', 'cj_v41_0224', 'cj_v41_0317', 'cj_v41_0363', 'cj_v41_0498', 'cj_v41_0599', 'cj_v41_0647', 'cj_v41_0789', 'cj_v41_0888', 'cj_v41_0931', 'cj_v41_0932', 'cj_v41_0981', 'cj_v41_1174', 'cj_v41_1468']",원수부,6569,E0040727,True,True,both
군국기무처,기관,16,"['cj_v41_0030', 'cj_v41_0075', 'cj_v41_0128', 'cj_v41_0229', 'cj_v41_0316', 'cj_v41_0362', 'cj_v41_0409', 'cj_v41_0565', 'cj_v41_0789', 'cj_v41_0834', 'cj_v41_0884', 'cj_v41_0931', 'cj_v41_1076', 'cj_v41_1177', 'cj_v41_1416', 'cj_v41_1517']",군국기무처,2250,E0006586,True,True,both
조의제문,문헌,16,"['cj_v41_0019', 'cj_v41_0114', 'cj_v41_0167', 'cj_v41_0209', 'cj_v41_0255', 'cj_v41_0351', 'cj_v41_0489', 'cj_v41_0587', 'cj_v41_0638', 'cj_v41_0684', 'cj_v41_0777', 'cj_v41_0826', 'cj_v41_0918', 'cj_v41_1066', 'cj_v41_1261', 'cj_v41_1404']",조의제문,18876025,E0052503,True,True,both
광군,단체,16,"['cj_v41_0103', 'cj_v41_0298', 'cj_v41_0338', 'cj_v41_0439', 'cj_v41_0536', 'cj_v41_0772', 'cj_v41_0815', 'cj_v41_0862', 'cj_v41_0910', 'cj_v41_0960', 'cj_v41_1058', 'cj_v41_1158', 'cj_v41_1204', 'cj_v41_1256', 'cj_v41_1401', 'cj_v41_1491']",광군,1979,E0005066,True,True,both
황룡사 구층 목탑,문화재,16,"['cj_v41_0100', 'cj_v41_0194', 'cj_v41_0301', 'cj_v41_0529', 'cj_v41_0574', 'cj_v41_0664', 'cj_v41_0670', 'cj_v41_0813', 'cj_v41_0914', 'cj_v41_0952', 'cj_v41_1002', 'cj_v41_1056', 'cj_v41_1100', 'cj_v41_1147', 'cj_v41_1246', 'cj_v41_1289']",황룡사구층목탑,8815,E0065127,True,True,both
진대법,정책,16,"['cj_v41_0097', 'cj_v41_0145', 'cj_v41_0241', 'cj_v41_0354', 'cj_v41_0475', 'cj_v41_0531', 'cj_v41_0621', 'cj_v41_0669', 'cj_v41_0714', 'cj_v41_0808', 'cj_v41_0857', 'cj_v41_1004', 'cj_v41_1141', 'cj_v41_1198', 'cj_v41_1436', 'cj_v41_1487']",진대법,7851,E0054628,True,True,both
계해약조,조약,15,"['cj_v41_0027', 'cj_v41_0209', 'cj_v41_0260', 'cj_v41_0312', 'cj_v41_0389', 'cj_v41_0436', 'cj_v41_0536', 'cj_v41_0689', 'cj_v41_0775', 'cj_v41_0852', 'cj_v41_0868', 'cj_v41_1115', 'cj_v41_1165', 'cj_v41_1352', 'cj_v41_1454']",계해약조,37754033,E0003273,True,True,both
조광조,인물,15,"['cj_v41_0019', 'cj_v41_0066', 'cj_v41_0211', 'cj_v41_0587', 'cj_v41_0635', 'cj_v41_0684', 'cj_v41_0826', 'cj_v41_0899', 'cj_v41_0918', 'cj_v41_1114', 'cj_v41_1261', 'cj_v41_1336', 'cj_v41_1358', 'cj_v41_1404', 'cj_v41_1498']",조광조,21547,E0051606,True,True,both
국자감,기관,15,"['cj_v41_0057', 'cj_v41_0295', 'cj_v41_0387', 'cj_v41_0441', 'cj_v41_0487', 'cj_v41_0530', 'cj_v41_0578', 'cj_v41_0720', 'cj_v41_0771', 'cj_v41_0889', 'cj_v41_1156', 'cj_v41_1203', 'cj_v41_1252', 'cj_v41_1396', 'cj_v41_1400']",국자감,2212;2213,E0006422,True,True,both
반민족 행위 특별 조사 위원회,기관,15,"['cj_v41_0044', 'cj_v41_0139', 'cj_v41_0235', 'cj_v41_0282', 'cj_v41_img_53_47', 'cj_v41_0559', 'cj_v41_0610', 'cj_v41_0656', 'cj_v41_0706', 'cj_v41_0847', 'cj_v41_0940', 'cj_v41_1089', 'cj_v41_1137', 'cj_v41_1236', 'cj_v41_1479']",반민족행위특별조사위원회,4131,E0021478,True,True,both
주먹도끼,유물,15,"['cj_v41_0001', 'cj_v41_0096', 'cj_v41_0144', 'cj_v41_0287', 'cj_v41_0378', 'cj_v41_0474', 'cj_v41_0569', 'cj_v41_0617', 'cj_v41_0760', 'cj_v41_0901', 'cj_v41_1046', 'cj_v41_1144', 'cj_v41_1337', 'cj_v41_1387', 'cj_v41_1482']",주먹도끼,12587601,E0053231,True,True,both
송,국가,15,"['cj_v41_0117', 'cj_v41_0203', 'cj_v41_0299', 'cj_v41_0301', 'cj_v41_0681', 'cj_v41_img_61_18', 'cj_v41_0739', 'cj_v41_0865', 'cj_v41_0868', 'cj_v41_1019', 'cj_v41_img_68_49', 'cj_v41_1208', 'cj_v41_1398', 'cj_v41_1443', 'cj_v41_1496']",송,9239;20981457;20981460;35663093,E0030610,True,True,both
윤관,인물,15,"['cj_v41_0014', 'cj_v41_0158', 'cj_v41_0202', 'cj_v41_0298', 'cj_v41_0682', 'cj_v41_0721', 'cj_v41_0869', 'cj_v41_0912', 'cj_v41_0960', 'cj_v41_1009', 'cj_v41_1058', 'cj_v41_1204', 'cj_v41_1298', 'cj_v41_1348', 'cj_v41_1493']",윤관,21271,E0042215;E0042216;E0042217,True,True,both
홍범 14조,정책,15,"['cj_v41_0131', 'cj_v41_0363', 'cj_v41_0407', 'cj_v41_0498', 'cj_v41_0759', 'cj_v41_img_62_50', 'cj_v41_0790', 'cj_v41_0981', 'cj_v41_1227', 'cj_v41_1265', 'cj_v41_1316', 'cj_v41_1364', 'cj_v41_1416', 'cj_v41_1462', 'cj_v41_1507']",홍범14조,8857,E0064095,True,True,both
공인,단체,15,"['cj_v41_0117', 'cj_v41_0216', 'cj_v41_0355', 'cj_v41_0493', 'cj_v41_0875', 'cj_v41_0923', 'cj_v41_0969', 'cj_v41_1064', 'cj_v41_1117', 'cj_v41_1168', 'cj_v41_1217', 'cj_v41_1362', 'cj_v41_1407', 'cj_v41_1456', 'cj_v41_1504']",공인,1828;1829;35661720,E0004413;E0004414;E0004415;E0004416,True,True,both
준풍,연호,15,"['cj_v41_0338', 'cj_v41_0484', 'cj_v41_0527', 'cj_v41_0720', 'cj_v41_0770', 'cj_v41_0862', 'cj_v41_0957', 'cj_v41_1007', 'cj_v41_1107', 'cj_v41_1203', 'cj_v41_1252', 'cj_v41_1297', 'cj_v41_1347', 'cj_v41_1433', 'cj_v41_1445']",준풍,2101941,E0053653,True,True,both
서희,인물,15,"['cj_v41_0248', 'cj_v41_0390', 'cj_v41_0439', 'cj_v41_0532', 'cj_v41_0579', 'cj_v41_0633', 'cj_v41_0682', 'cj_v41_0724', 'cj_v41_0852', 'cj_v41_0869', 'cj_v41_0910', 'cj_v41_0960', 'cj_v41_1298', 'cj_v41_1348', 'cj_v41_1400']",서희,21155,E0028321,True,True,both
주전도감,기관,15,"['cj_v41_0156', 'cj_v41_0203', 'cj_v41_0251', 'cj_v41_0295', 'cj_v41_0533', 'cj_v41_0578', 'cj_v41_0643', 'cj_v41_0862', 'cj_v41_1053', 'cj_v41_1107', 'cj_v41_1203', 'cj_v41_1250', 'cj_v41_1313', 'cj_v41_1398', 'cj_v41_1448']",주전도감,7520,E0053417,True,True,both
계백,인물,15,"['cj_v41_0006', 'cj_v41_0291', 'cj_v41_0381', 'cj_v41_0431', 'cj_v41_0525', 'cj_v41_0572', 'cj_v41_0620', 'cj_v41_0671', 'cj_v41_0716', 'cj_v41_0763', 'cj_v41_0904', 'cj_v41_1001', 'cj_v41_1050', 'cj_v41_1290', 'cj_v41_1488']",계백,23813,E0003142,True,True,both
흑창,기관,15,"['cj_v41_0106', 'cj_v41_0342', 'cj_v41_0583', 'cj_v41_0630', 'cj_v41_0674', 'cj_v41_0720', 'cj_v41_0819', 'cj_v41_0862', 'cj_v41_0957', 'cj_v41_1007', 'cj_v41_1073', 'cj_v41_1141', 'cj_v41_1203', 'cj_v41_1303', 'cj_v41_1402']",흑창,8865,E0065912,True,True,both
수신사,기관,14,"['cj_v41_0076', 'cj_v41_0124', 'cj_v41_0169', 'cj_v41_0220', 'cj_v41_0313', 'cj_v41_0361', 'cj_v41_0456', 'cj_v41_0497', 'cj_v41_0598', 'cj_v41_0645', 'cj_v41_0694', 'cj_v41_1075', 'cj_v41_1123', 'cj_v41_1412']",수신사,5668,E0031506,True,True,both
지계,문헌,14,"['cj_v41_0021', 'cj_v41_0073', 'cj_v41_0131', 'cj_v41_0363', 'cj_v41_0409', 'cj_v41_0459', 'cj_v41_0603', 'cj_v41_0647', 'cj_v41_0834', 'cj_v41_1076', 'cj_v41_1173', 'cj_v41_1376', 'cj_v41_1416', 'cj_v41_1515']",지계,7812;48240768,E0081002,True,True,both
비변사,기관,14,"['cj_v41_0025', 'cj_v41_0067', 'cj_v41_0154', 'cj_v41_0305', 'cj_v41_0355', 'cj_v41_0448', 'cj_v41_0729', 'cj_v41_0823', 'cj_v41_0864', 'cj_v41_0973', 'cj_v41_1068', 'cj_v41_1115', 'cj_v41_1219', 'cj_v41_1307']",비변사,4761,E0025147,True,True,both
솔빈부,지명,14,"['cj_v41_0294', 'cj_v41_0355', 'cj_v41_0533', 'cj_v41_0588', 'cj_v41_0688', 'cj_v41_0722', 'cj_v41_0764', 'cj_v41_0905', 'cj_v41_0969', 'cj_v41_1105', 'cj_v41_1208', 'cj_v41_1341', 'cj_v41_1390', 'cj_v41_1456']",솔빈부,24325,E0030599,True,True,both
광덕,연호,14,"['cj_v41_0295', 'cj_v41_0338', 'cj_v41_0527', 'cj_v41_0720', 'cj_v41_0770', 'cj_v41_0862', 'cj_v41_0957', 'cj_v41_1007', 'cj_v41_1107', 'cj_v41_1203', 'cj_v41_1252', 'cj_v41_1297', 'cj_v41_1347', 'cj_v41_1433']",광덕,2101938;20982086,E0005076;E0005077;E0005078;E0005079,True,True,both
동의보감,문헌,14,"['cj_v41_0065', 'cj_v41_0115', 'cj_v41_0312', 'cj_v41_0349', 'cj_v41_0394', 'cj_v41_0444', 'cj_v41_img_61_20', 'cj_v41_0778', 'cj_v41_0825', 'cj_v41_0914', 'cj_v41_1018', 'cj_v41_1067', 'cj_v41_1257', 'cj_v41_1403']",동의보감,25568,E0016731;E0073285,True,True,both
노비안검법,제도,14,"['cj_v41_0010', 'cj_v41_0106', 'cj_v41_0156', 'cj_v41_0295', 'cj_v41_0342', 'cj_v41_0578', 'cj_v41_0629', 'cj_v41_0676', 'cj_v41_0770', 'cj_v41_1007', 'cj_v41_1059', 'cj_v41_1297', 'cj_v41_1433', 'cj_v41_1491']",노비안검법,2902,E0012765,True,True,both
국가총동원법,법,14,"['cj_v41_0136', 'cj_v41_0278', 'cj_v41_0514', 'cj_v41_0652', 'cj_v41_0839', 'cj_v41_0892', 'cj_v41_0986', 'cj_v41_1030', 'cj_v41_1083', 'cj_v41_1181', 'cj_v41_1233', 'cj_v41_1273', 'cj_v41_1475', 'cj_v41_1518']",국가총동원법,2137,E0006142,True,True,both
도평의사사,기관,14,"['cj_v41_0014', 'cj_v41_0059', 'cj_v41_0159', 'cj_v41_0296', 'cj_v41_0582', 'cj_v41_0631', 'cj_v41_0774', 'cj_v41_0867', 'cj_v41_0911', 'cj_v41_1057', 'cj_v41_1207', 'cj_v41_img_72_47', 'cj_v41_1303', 'cj_v41_1304']",도평의사사,3475,E0015900,True,True,both
정계,문헌,14,"['cj_v41_0152', 'cj_v41_0297', 'cj_v41_0341', 'cj_v41_0387', 'cj_v41_0530', 'cj_v41_0814', 'cj_v41_0862', 'cj_v41_img_69_48', 'cj_v41_1107', 'cj_v41_1155', 'cj_v41_1203', 'cj_v41_1250', 'cj_v41_1347', 'cj_v41_1491']",정계,17024;33564870,E0049927,True,True,both
배재 학당,기관,14,"['cj_v41_0072', 'cj_v41_img_49_39', 'cj_v41_0276', 'cj_v41_0315', 'cj_v41_0367', 'cj_v41_0420', 'cj_v41_0605', 'cj_v41_0703', 'cj_v41_0889', 'cj_v41_0928', 'cj_v41_0987', 'cj_v41_1032', 'cj_v41_1365', 'cj_v41_1417']",배재학당,4187,E0021918,True,True,both
농사직설,문헌,14,"['cj_v41_0015', 'cj_v41_0166', 'cj_v41_0302', 'cj_v41_0349', 'cj_v41_0394', 'cj_v41_0537', 'cj_v41_0679', 'cj_v41_0778', 'cj_v41_0867', 'cj_v41_0917', 'cj_v41_1018', 'cj_v41_1069', 'cj_v41_1251', 'cj_v41_1455']",농사직설,25454,E0013114,True,True,both
조봉암,인물,14,"['cj_v41_0142', 'cj_v41_0282', 'cj_v41_img_53_47', 'cj_v41_0424', 'cj_v41_0708', 'cj_v41_0754', 'cj_v41_0800', 'cj_v41_0850', 'cj_v41_0898', 'cj_v41_1089', 'cj_v41_1137', 'cj_v41_1236', 'cj_v41_1333', 'cj_v41_1480']",조봉암,21495,E0051827,True,True,both
빗살무늬 토기,유물,14,"['cj_v41_0047', 'cj_v41_0144', 'cj_v41_0333', 'cj_v41_0378', 'cj_v41_0520', 'cj_v41_0569', 'cj_v41_0617', 'cj_v41_0806', 'cj_v41_0901', 'cj_v41_0947', 'cj_v41_1046', 'cj_v41_1144', 'cj_v41_1287', 'cj_v41_1482']",빗살무늬토기,4792,E0025296,True,True,both
105인 사건,사건,14,"['cj_v41_0038', 'cj_v41_0081', 'cj_v41_0179', 'cj_v41_0225', 'cj_v41_0461', 'cj_v41_0549', 'cj_v41_0655', 'cj_v41_0697', 'cj_v41_0791', 'cj_v41_0894', 'cj_v41_0934', 'cj_v41_1032', 'cj_v41_1077', 'cj_v41_1278']",105인사건,666,E0022233,True,True,both
육영 공원,기관,14,"['cj_v41_0033', 'cj_v41_0082', 'cj_v41_0130', 'cj_v41_0363', 'cj_v41_0410', 'cj_v41_0454', 'cj_v41_0510', 'cj_v41_0603', 'cj_v41_0745', 'cj_v41_0836', 'cj_v41_0889', 'cj_v41_1180', 'cj_v41_1227', 'cj_v41_1371']",육영공원,6843,E0042129,True,True,both
건양,연호,14,"['cj_v41_0030', 'cj_v41_0128', 'cj_v41_0172', 'cj_v41_0362', 'cj_v41_0550', 'cj_v41_0693', 'cj_v41_0741', 'cj_v41_0834', 'cj_v41_0931', 'cj_v41_1076', 'cj_v41_1173', 'cj_v41_1316', 'cj_v41_1433', 'cj_v41_1461']",건양,20984012,E0002006,True,True,both
영고,제도,14,"['cj_v41_0002', 'cj_v41_0048', 'cj_v41_0146', 'cj_v41_0193', 'cj_v41_0242', 'cj_v41_0428', 'cj_v41_0618', 'cj_v41_0713', 'cj_v41_0807', 'cj_v41_0948', 'cj_v41_0999', 'cj_v41_1145', 'cj_v41_img_73_04', 'cj_v41_1439']",영고,6310;16818727,E0037192;E0037193,True,True,both
계미자,유물,13,"['cj_v41_0110', 'cj_v41_0209', 'cj_v41_0302', 'cj_v41_0349', 'cj_v41_0591', 'cj_v41_img_61_20', 'cj_v41_0778', 'cj_v41_0878', 'cj_v41_1210', 'cj_v41_1312', 'cj_v41_1361', 'cj_v41_1410', 'cj_v41_1446']",계미자,1621,E0003132,True,True,both
7·4 남북 공동 성명,문헌,13,"['cj_v41_0239', 'cj_v41_0284', 'cj_v41_0332', 'cj_v41_0757', 'cj_v41_0801', 'cj_v41_0851', 'cj_v41_0996', 'cj_v41_1039', 'cj_v41_1136', 'cj_v41_1192', 'cj_v41_1286', 'cj_v41_1385', 'cj_v41_1527']",74남북공동성명,887,E0058478,True,True,both
최충헌,인물,13,"['cj_v41_0109', 'cj_v41_0250', 'cj_v41_0486', 'cj_v41_0579', 'cj_v41_0678', 'cj_v41_0726', 'cj_v41_0768', 'cj_v41_0913', 'cj_v41_1154', 'cj_v41_1252', 'cj_v41_1300', 'cj_v41_1351', 'cj_v41_1397']",최충헌,21567,E0057707,True,True,both
주자감,기관,13,"['cj_v41_0007', 'cj_v41_0103', 'cj_v41_0246', 'cj_v41_0481', 'cj_v41_0527', 'cj_v41_0576', 'cj_v41_0717', 'cj_v41_0823', 'cj_v41_0914', 'cj_v41_0955', 'cj_v41_1344', 'cj_v41_1439', 'cj_v41_1494']",주자감,7805;2100111,E0053398,True,True,both
아리랑,문헌,13,"['cj_v41_0184', 'cj_v41_0232', 'cj_v41_0327', 'cj_v41_0410', 'cj_v41_0513', 'cj_v41_0795', 'cj_v41_0887', 'cj_v41_1180', 'cj_v41_1231', 'cj_v41_1326', 'cj_v41_1378', 'cj_v41_1417', 'cj_v41_1468']",아리랑,39859918;13138,E0034275;E0034276;E0034277;E0077500,True,True,both
김규식,인물,13,"['cj_v41_0042', 'cj_v41_0044', 'cj_v41_0515', 'cj_v41_0516', 'cj_v41_0557', 'cj_v41_0852', 'cj_v41_0940', 'cj_v41_1034', 'cj_v41_1087', 'cj_v41_1135', 'cj_v41_1229', 'cj_v41_1282', 'cj_v41_1522']",김규식,21045,E0008779;E0008780;E0008781,True,True,both
토지 조사 사업,정책,13,"['cj_v41_0040', 'cj_v41_0135', 'cj_v41_0504', 'cj_v41_0555', 'cj_v41_0607', 'cj_v41_0698', 'cj_v41_0699', 'cj_v41_0795', 'cj_v41_0933', 'cj_v41_1035', 'cj_v41_1129', 'cj_v41_1273', 'cj_v41_1514']",토지조사사업,8455,E0059218,True,True,both
별기군,기관,13,"['cj_v41_0033', 'cj_v41_0125', 'cj_v41_0265', 'cj_v41_0316', 'cj_v41_0456', 'cj_v41_0598', 'cj_v41_0651', 'cj_v41_0741', 'cj_v41_0926', 'cj_v41_1029', 'cj_v41_1079', 'cj_v41_1174', 'cj_v41_1227']",별기군,4300,E0023007,True,True,both
백두산정계비,유적,13,"['cj_v41_0027', 'cj_v41_0110', 'cj_v41_0259', 'cj_v41_0309', 'cj_v41_0494', 'cj_v41_0541', 'cj_v41_0874', 'cj_v41_0922', 'cj_v41_1118', 'cj_v41_1220', 'cj_v41_1260', 'cj_v41_1409', 'cj_v41_1503']",백두산정계비,4194,E0022058,True,True,both
성균관,기관,13,"['cj_v41_0199', 'cj_v41_0312', 'cj_v41_0530', 'cj_v41_0578', 'cj_v41_0728', 'cj_v41_0759', 'cj_v41_img_62_50', 'cj_v41_0889', 'cj_v41_0906', 'cj_v41_0973', 'cj_v41_1252', 'cj_v41_1349', 'cj_v41_1400']",성균관,20977699;5436;5437,E0029204;E0029205,True,True,both
치안 유지법,제도,13,"['cj_v41_0324', 'cj_v41_0371', 'cj_v41_0555', 'cj_v41_0601', 'cj_v41_0652', 'cj_v41_0696', 'cj_v41_0750', 'cj_v41_0796', 'cj_v41_0888', 'cj_v41_1133', 'cj_v41_1278', 'cj_v41_1425', 'cj_v41_1514']",치안유지법,8449,E0066841,True,True,both
강화학파,단체,13,"['cj_v41_0024', 'cj_v41_0212', 'cj_v41_0256', 'cj_v41_0356', 'cj_v41_0638', 'cj_v41_0738', 'cj_v41_0784', 'cj_v41_0830', 'cj_v41_0971', 'cj_v41_1017', 'cj_v41_1167', 'cj_v41_1218', 'cj_v41_1457']",강화학파,1190,E0001537,True,True,both
거중기,유물,13,"['cj_v41_0065', 'cj_v41_0121', 'cj_v41_0167', 'cj_v41_0263', 'cj_v41_0302', 'cj_v41_0356', 'cj_v41_0432', 'cj_v41_0737', 'cj_v41_0784', 'cj_v41_0830', 'cj_v41_1017', 'cj_v41_1118', 'cj_v41_1457']",거중기,1272,E0001891,True,True,both
척화비,문화재,13,"['cj_v41_0171', 'cj_v41_0221', 'cj_v41_0265', 'cj_v41_0314', 'cj_v41_0511', 'cj_v41_0692', 'cj_v41_0693', 'cj_v41_0740', 'cj_v41_0975', 'cj_v41_1075', 'cj_v41_1170', 'cj_v41_1271', 'cj_v41_1317']",척화비,6298801;6298804,E0055752;E0055753,True,True,both
북학의,문헌,13,"['cj_v41_0024', 'cj_v41_0121', 'cj_v41_0356', 'cj_v41_0401', 'cj_v41_0451', 'cj_v41_0508', 'cj_v41_0545', 'cj_v41_img_66_24', 'cj_v41_0971', 'cj_v41_1017', 'cj_v41_1072', 'cj_v41_1408', 'cj_v41_1457']",북학의,25683,E0024784,True,True,both
낙랑군,기관,13,"['cj_v41_0049', 'cj_v41_0203', 'cj_v41_0476', 'cj_v41_0521', 'cj_v41_0526', 'cj_v41_0621', 'cj_v41_0669', 'cj_v41_0764', 'cj_v41_0857', 'cj_v41_0903', 'cj_v41_1050', 'cj_v41_1098', 'cj_v41_1442']",낙랑군,20977393;24339,E0011576,True,True,both
한성순보,문헌,13,"['cj_v41_0174', 'cj_v41_0229', 'cj_v41_0316', 'cj_v41_0363', 'cj_v41_0409', 'cj_v41_img_56_35', 'cj_v41_0548', 'cj_v41_0661', 'cj_v41_0741', 'cj_v41_1221', 'cj_v41_1316', 'cj_v41_1370', 'cj_v41_1461']",한성순보,8618,E0061736,True,True,both
묘청,인물,13,"['cj_v41_0052', 'cj_v41_0250', 'cj_v41_0486', 'cj_v41_0579', 'cj_v41_0677', 'cj_v41_0724', 'cj_v41_0866', 'cj_v41_0913', 'cj_v41_0960', 'cj_v41_1056', 'cj_v41_1160', 'cj_v41_1252', 'cj_v41_1298']",묘청,21116,E0018892,True,True,both
김흠돌,인물,13,"['cj_v41_0051', 'cj_v41_0147', 'cj_v41_0292', 'cj_v41_0341', 'cj_v41_0386', 'cj_v41_0431', 'cj_v41_0528', 'cj_v41_0769', 'cj_v41_0813', 'cj_v41_0954', 'cj_v41_1200', 'cj_v41_1246', 'cj_v41_1489']",김흠돌,12594493,E0011157,True,True,both
중추원,기관,13,"['cj_v41_0059', 'cj_v41_0075', 'cj_v41_0129', 'cj_v41_0225', 'cj_v41_0582', 'cj_v41_0697', 'cj_v41_0746', 'cj_v41_0964', 'cj_v41_0980', 'cj_v41_1176', 'cj_v41_1304', 'cj_v41_1374', 'cj_v41_1469']",중추원,7809;7983;7984;21009994;52430083,E0053944;E0053945,True,True,both
신검,인물,13,"['cj_v41_0055', 'cj_v41_0200', 'cj_v41_0247', 'cj_v41_0341', 'cj_v41_0809', 'cj_v41_0899', 'cj_v41_0908', 'cj_v41_0956', 'cj_v41_1104', 'cj_v41_1155', 'cj_v41_1296', 'cj_v41_1346', 'cj_v41_1395']",신검,33564994,E0032617,True,True,both
황국중앙총상회,단체,13,"['cj_v41_0077', 'cj_v41_0179', 'cj_v41_0229', 'cj_v41_0323', 'cj_v41_0366', 'cj_v41_0775', 'cj_v41_0841', 'cj_v41_0885', 'cj_v41_0929', 'cj_v41_0982', 'cj_v41_1181', 'cj_v41_1280', 'cj_v41_1370']",황국중앙총상회,918,E0065074,True,True,both
최승로,인물,13,"['cj_v41_0010', 'cj_v41_0055', 'cj_v41_0153', 'cj_v41_0297', 'cj_v41_0342', 'cj_v41_0530', 'cj_v41_0632', 'cj_v41_0770', 'cj_v41_0916', 'cj_v41_1007', 'cj_v41_1062', 'cj_v41_1203', 'cj_v41_1347']",최승로,21570,E0057433,True,True,both
