term_id,inscription_id,target_canonical_id,inscription_kind,content_language,evidence_source_record_id,review_status,note
12594468,INSCRIPTION_CONTENT:12594468,AKS_ENTITY:E0005058,MONUMENT_INSCRIPTION,KOREAN_AND_CLASSICAL_CHINESE,HISTORY_SOURCE:hm_009_0040,CURATED,광개토대왕릉비문 내용과 광개토왕릉비 실물을 구분하여 연결
