name,hanja,duplicate_person_id,canonical_person_id,review_status,note
이보,李俌,P039092,P039079,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이보,李普,P039093,P039086,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이보,李輔,P039096,P039080,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이보명,李普溟,P039108,P039107,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이보순,李普淳,P039117,P039119,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이보천,李輔天,P039135,P039133,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복,李墣,P039149,P039144,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복,李墣,P039152,P039144,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복,李輻,P039147,P039150,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복,李輻,P039151,P039150,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복,李馥,P039153,P039143,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복규,李復圭,P039157,P039156,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복기,李復基,P039160,P039161,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복생,李福生,P039169,P039168,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복연,李復淵,P039175,P039174,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복연,李復淵,P039177,P039174,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복원,李復元,P039182,P039180,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복원,李復元,P039183,P039180,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복원,李復元,P039184,P039180,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복정,李福禎,P039190,P039191,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복춘,李復春,P039194,P039193,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복현,李復鉉,P039198,P039197,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복현,李復鉉,P039199,P039197,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복형,李復亨,P039203,P039201,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복홍,李福弘,P039205,P039204,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복환,李復煥,P039207,P039206,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이복환,李復煥,P039209,P039206,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉,李逢,P039215,P039216,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉기,李鳳基,P039222,P039221,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉기,李鳳基,P039225,P039221,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉남,李鳳男,P039228,P039227,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉년,李鳳年,P039230,P039229,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉령,李鳳齡,P039232,P039234,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉령,李鳳齡,P039233,P039234,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉령,李鳳齡,P039235,P039234,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉상,李鳳祥,P039239,P039240,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉상,李鳳祥,P039241,P039240,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉손,李奉孫,P039248,P039247,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉수,李鳳秀,P039250,P039249,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉수,李鳳秀,P039251,P039249,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉조,李鳳朝,P039259,P039257,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉징,李鳳徵,P039266,P039265,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉환,李鳳煥,P039269,P039270,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉환,李鳳煥,P039272,P039270,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이봉환,李鳳煥,P039273,P039270,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이부,李敷,P039287,P039286,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이부,李溥,P039281,P039279,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이부,李阜,P039284,P039280,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이부만,李溥萬,P039288,P039289,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이분,李翂,P039301,P039300,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이분,李芬,P039305,P039309,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이분,李蕡,P039308,P039310,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이분,李衯,P039304,P039307,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이붕상,李鵬祥,P039319,P039318,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이붕수,李鵬壽,P039322,P039321,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이비,李備,P039331,P039329,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이비,李埤,P039334,P039325,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이비,李淝,P039332,P039328,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이빈,李彬,P039348,P039338,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이빈,李薲,P039349,P039335,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이빈,李薲,P039352,P039335,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이빈,李賓,P039343,P039336,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이빈,李賓,P039350,P039336,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이빈,李贇,P039344,P039353,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이빈,李贇,P039345,P039353,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이빈,李馪,P039347,P039337,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이빙,李憑,P039358,P039357,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이빙,李憑,P039359,P039357,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이빙,李憑,P039360,P039357,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사검,李思儉,P039363,P039362,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사검,李思儉,P039364,P039362,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사검,李思儉,P039365,P039362,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사겸,李思謙,P039366,P039367,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사겸,李思謙,P039369,P039367,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사경,李士慶,P039374,P039370,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사권,李思權,P039385,P039384,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사덕,李師德,P039394,P039396,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사덕,李師德,P039397,P039396,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사량,李思良,P039402,P039401,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사룡,李士龍,P039408,P039406,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사민,李士敏,P039417,P039420,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사민,李師閔,P039419,P039416,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사빈,李思彬,P039425,P039424,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사성,李思誠,P039435,P039437,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사순,李師純,P039447,P039444,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사영,李士英,P039461,P039458,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사영,李思永,P039460,P039457,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사영,李思永,P039462,P039457,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사온,李思溫,P039465,P039463,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사원,李師元,P039470,P039467,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사정,李思正,P039495,P039492,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사제,李思悌,P039501,P039503,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사제,李思齊,P039502,P039499,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사종,李嗣宗,P039508,P039510,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사종,李嗣宗,P039509,P039510,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사종,李嗣宗,P039511,P039510,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사종,李嗣宗,P039512,P039510,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사중,李思重,P039519,P039518,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사찬,李思贊,P039529,P039528,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사효,李思孝,P039544,P039543,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사효,李思孝,P039545,P039543,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이사효,李思孝,P039546,P039543,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이산두,李山斗,P039556,P039555,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이산두,李山斗,P039557,P039555,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이산뢰,李山賚,P039562,P039560,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이산악,李山岳,P039571,P039570,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이산악,李山岳,P039572,P039570,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이산휘,李山輝,P039577,P039578,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이삼로,李三老,P039589,P039588,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상,李常,P039611,P039606,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상,李常,P039615,P039606,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상,李湘,P039613,P039607,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상,李祥,P039609,P039605,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상,李祥,P039610,P039605,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상,李祥,P039612,P039605,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상건,李象乾,P039622,P039619,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상겸,李尙謙,P039625,P039624,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상규,李相奎,P039642,P039643,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상규,李祥奎,P039644,P039641,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상규,李祥奎,P039645,P039641,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상길,李尙吉,P039656,P039652,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상달,李尙達,P039658,P039657,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상두,李相斗,P039665,P039663,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상두,李相斗,P039667,P039663,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상렴,李尙濂,P039675,P039674,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상문,李相文,P039694,P039692,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상발,李祥發,P039698,P039697,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상배,李尙培,P039700,P039699,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상백,李尙白,P039702,P039704,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상백,李尙白,P039703,P039704,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상백,李尙白,P039705,P039704,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상보,李商輔,P039708,P039707,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상성,李尙誠,P039721,P039720,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상수,李象秀,P039723,P039722,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상언,李尙彦,P039740,P039739,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상언,李尙彦,P039741,P039739,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상연,李尙淵,P039745,P039746,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상우,李尙友,P039753,P039750,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상원,李尙元,P039762,P039758,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상일,李尙逸,P039785,P039786,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상정,李象鼎,P039796,P039793,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상주,李相胄,P039805,P039802,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상주,李相胄,P039806,P039802,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상중,李相重,P039810,P039811,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상진,李尙晉,P039822,P039819,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상질,李尙質,P039827,P039826,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상질,李尙質,P039828,P039826,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상질,李尙質,P039829,P039826,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상질,李尙質,P039830,P039826,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상태,李尙泰,P039837,P039836,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상태,李尙泰,P039840,P039836,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상태,李象泰,P039841,P039839,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상필,李尙弼,P039845,P039844,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상필,李尙弼,P039846,P039844,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상형,李尙馨,P039861,P039859,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상홍,李尙鴻,P039868,P039867,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이상화,李相華,P039871,P039869,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이생인,李生寅,P039887,P039886,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서,李墅,P039906,P039899,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서,李墅,P039907,P039899,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서,李徐,P039908,P039905,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서,李恕,P039904,P039910,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서,李曙,P039893,P039888,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서,李曙,P039897,P039888,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서,李湑,P039903,P039894,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서,李湑,P039911,P039894,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서,李舒,P039896,P039889,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서,李𪣶,P039901,P039900,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서구,李書九,P039917,P039915,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서린,李瑞麟,P039923,P039924,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서린,李瑞麟,P039925,P039924,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서영,李舒永,P039930,P039929,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서영,李舒永,P039931,P039929,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서우,李瑞雨,P039934,P039932,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서조,李瑞朝,P039941,P039940,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
이서주,李敍疇,P039943,P039944,PENDING,"자동 후보: 같은 이름/한자 Person ID 중복. 정보량/관계수 기준 canonical 추천, 승인 전 검수 필요"
