material_id,inscription_id,original_start_marker,original_end_marker,review_status,note
hm_009_0040,INSCRIPTION_CONTENT:12594468,至十七世孫國,「廣開土王陵碑文」,CURATED,사료 본문의 번역문·한문 원문·해설 경계를 검수한 기준
