canonical_term,category,count,problem_ids
개천일,사상,1,['cj_v41_0475']
상하이 흥커우 공원,지명,1,['cj_v41_0042']
김해 구산동,지명,1,['cj_v41_0474']
이산가족 상봉,사건,1,['cj_v41_0473']
대통령 긴급재정경제명령,제도,1,['cj_v41_0472']
군정,제도,1,['cj_v41_0471']
십문화쟁론,문헌,1,['cj_v41_0478']
국립현충원,유적,1,['cj_v41_0041']
애국반 회보,문헌,1,['cj_v41_0040']
국민 총력 조선 연행,단체,1,['cj_v41_0040']
해인사 묘길상탑기,문헌,1,['cj_v41_0478']
천령군,지명,1,['cj_v41_0478']
함양 상림,유적,1,['cj_v41_0478']
지방,지명,1,['cj_v41_0477']
무덤,유적,1,['cj_v41_0477']
진묘수,유물,1,['cj_v41_0477']
양나라,국가,1,['cj_v41_0477']
광주춘궁리철불,문화재,1,['cj_v41_img_57_04']
금제여래입상,유물,1,['cj_v41_img_57_04']
마니산 참성단,유적,1,['cj_v41_0475']
최홍정,인물,1,['cj_v41_0483']
서사,기관,1,['cj_v41_0482']
광치나,기관,1,['cj_v41_0482']
김순식,인물,1,['cj_v41_0482']
실상사 조계암터,유적,1,['cj_v41_0482']
편운화상 승탑,문화재,1,['cj_v41_0482']
태창,제도,1,['cj_v41_0481']
개국,제도,1,['cj_v41_0481']
중대성,기관,1,['cj_v41_0481']
선조성,기관,1,['cj_v41_0481']
남원소경,지명,1,['cj_v41_0480']
소부리 벌판,지명,1,['cj_v41_0479']
용식,인물,1,['cj_v41_0479']
죽죽,인물,1,['cj_v41_0479']
가신의군,기관,1,['cj_v41_0486']
브나로드,사상,1,['cj_v41_0038']
조선 민족 대표자 33인,단체,1,['cj_v41_0038']
조선국,국가,1,['cj_v41_0038']
종로 1가,지명,1,['cj_v41_0038']
남대문로,지명,1,['cj_v41_0038']
임유무,인물,1,['cj_v41_0486']
송경,지명,1,['cj_v41_0486']
난전,제도,1,['cj_v41_0485']
망이신성,유적,1,['cj_v41_0484']
유호인,인물,1,['cj_v41_0489']
만주 지린성,지명,1,['cj_v41_0037']
승무 학교,기관,1,['cj_v41_0036']
서북 학회,단체,1,['cj_v41_0035']
정여창,인물,1,['cj_v41_0489']
김숙자,인물,1,['cj_v41_0489']
이방간,인물,1,['cj_v41_0488']
마천목,인물,1,['cj_v41_0488']
제술업,제도,1,['cj_v41_0487']
사학 12도,기관,1,['cj_v41_0487']
승화후,인물,1,['cj_v41_0486']
수취 제도,제도,1,['cj_v41_0495']
이벽,인물,1,['cj_v41_0495']
허견,인물,1,['cj_v41_0492']
도서,유물,1,['cj_v41_0491']
김회,지명,1,['cj_v41_0491']
남한신성,유적,1,['cj_v41_0491']
유림 대접비,문화재,1,['cj_v41_0491']
홍영구 충렬비,문화재,1,['cj_v41_0491']
백탑파,단체,1,['cj_v41_img_57_20']
원각사지 10층 석탑,문화재,1,['cj_v41_img_57_20']
항리,지명,1,['cj_v41_0490']
이극돈,인물,1,['cj_v41_0489']
손기정 사진,문화재,1,['cj_v41_0034']
왕후,인물,1,['cj_v41_0032']
이윤용,인물,1,['cj_v41_0032']
경상 우병사,기관,1,['cj_v41_0498']
오경석,인물,1,['cj_v41_0497']
김득신,인물,1,['cj_v41_0496']
유·불·도,사상,1,['cj_v41_0505']
칠정,사상,1,['cj_v41_0505']
사단,사상,1,['cj_v41_0505']
심통성정도,문헌,1,['cj_v41_0505']
양지아문,기관,1,['cj_v41_0504']
함경도,지명,1,['cj_v41_0504']
개항,사건,1,['cj_v41_0503']
위정척사 운동,사건,1,['cj_v41_0503']
두모포 수세 사건,사건,1,['cj_v41_0502']
조계,지명,1,['cj_v41_0502']
제사,제도,1,['cj_v41_0500']
포접제,제도,1,['cj_v41_0500']
카이로 선언,문헌,1,['cj_v41_0515']
신탁 동치 반대 국민 총동원 위원회,단체,1,['cj_v41_0515']
북간도,지명,1,['cj_v41_0513']
도시샤 대학,기관,1,['cj_v41_0513']
송수만,인물,1,['cj_v41_0509']
월령,문헌,1,['cj_v41_0506']
노장소상,사상,1,['cj_v41_0506']
주자,인물,1,['cj_v41_0506']
불씨,사상,1,['cj_v41_0505']
유교,사상,1,['cj_v41_0505']
장태,유물,1,['cj_v41_0031']
과부 재가,제도,1,['cj_v41_0030']
백범 사상 연구소,기관,1,['cj_v41_0518']
금속 활자,유물,1,['cj_v41_0517']
공산군,기관,1,['cj_v41_0516']
이사금,제도,1,['cj_v41_0523']
연맹,국가,1,['cj_v41_0523']
아단성,지명,1,['cj_v41_0522']
영양왕,인물,1,['cj_v41_0522']
도둑질한 자에게 12배로 배상하게 하였다,제도,1,['cj_v41_0521']
흉노,국가,1,['cj_v41_0521']
대완,지명,1,['cj_v41_0521']
부산 동삼동 유적,유적,1,['cj_v41_0520']
임병찬 순지비,문화재,1,['cj_v41_0029']
영국군 묘지,유적,1,['cj_v41_0029']
이범진,인물,1,['cj_v41_0032']
김대문,인물,1,['cj_v41_0529']
굴산사,유적,1,['cj_v41_0529']
범일대사,인물,1,['cj_v41_0529']
도시부,기관,1,['cj_v41_0526']
우경,제도,1,['cj_v41_0526']
조세,제도,1,['cj_v41_0526']
매신라물해,문헌,1,['cj_v41_0526']
왕문도,인물,1,['cj_v41_0525']
살수 대첩,사건,1,['cj_v41_0524']
통신부사,제도,1,['cj_v41_0536']
연분9등법,제도,1,['cj_v41_0535']
연유인화문 항아리,유물,1,['cj_v41_img_58_16']
동국이상국집,문헌,1,['cj_v41_0534']
공해,제도,1,['cj_v41_0531']
사창,제도,1,['cj_v41_0531']
중서성,기관,1,['cj_v41_0531']
국자박사,제도,1,['cj_v41_0530']
북평관,기관,1,['cj_v41_0536']
호조 참판,제도,1,['cj_v41_0027']
최의현,인물,1,['cj_v41_0027']
신정익황후,인물,1,['cj_v41_0027']
효현왕후 국장도감의궤,문헌,1,['cj_v41_0026']
헌종대왕국장도감의궤,문헌,1,['cj_v41_0026']
삼포,지명,1,['cj_v41_0536']
동지중추원사,제도,1,['cj_v41_0536']
첨지중추원사,제도,1,['cj_v41_0536']
해미순교성지,유적,1,['cj_v41_0544']
상피제,제도,1,['cj_v41_0543']
육방,제도,1,['cj_v41_0543']
호방,제도,1,['cj_v41_0543']
이방,제도,1,['cj_v41_0543']
황구첨정,제도,1,['cj_v41_0542']
군정탄,문헌,1,['cj_v41_0542']
정인교,인물,1,['cj_v41_0542']
이군,기관,1,['cj_v41_0539']
북일영,기관,1,['cj_v41_0539']
추안급국안,문헌,1,['cj_v41_0538']
포와,지명,1,['cj_v41_0551']
비기,문헌,1,['cj_v41_0025']
총석정,문화재,1,['cj_v41_img_47_27']
일진회,단체,1,['cj_v41_0549']
사대 강령,사상,1,['cj_v41_0547']
남북접,단체,1,['cj_v41_0547']
녹두꽃,문헌,1,['cj_v41_0547']
관산서원,유적,1,['cj_v41_0546']
흠흠신서,문헌,1,['cj_v41_0545']
용담유사,문헌,1,['cj_v41_0544']
여수 순천 10·19 사건,사건,1,['cj_v41_0558']
반공 포로 석방,사건,1,['cj_v41_0558']
보안법 파동,사건,1,['cj_v41_0557']
유엔 소총회,기관,1,['cj_v41_0557']
민족 자결 원칙,사상,1,['cj_v41_0557']
밀산,지명,1,['cj_v41_0556']
재일본 대한민국 민단,단체,1,['cj_v41_0555']
나가사키,지명,1,['cj_v41_0555']
복벽주의,사상,1,['cj_v41_0554']
광저우,지명,1,['cj_v41_0553']
창사,지명,1,['cj_v41_0553']
국무령,제도,1,['cj_v41_0553']
한미 절상,문헌,1,['cj_v41_0563']
부시,인물,1,['cj_v41_0563']
도라산역,유적,1,['cj_v41_0563']
성공회 성당,문화재,1,['cj_v41_0562']
향린 교회,문화재,1,['cj_v41_0562']
사채 신고,제도,1,['cj_v41_0561']
인민 위원회,기관,1,['cj_v41_0559']
민주당,단체,1,['cj_v41_0559']
트루먼 독트린,정책,1,['cj_v41_0558']
역졸,제도,1,['cj_v41_0565']
경교명승첩,문헌,1,['cj_v41_img_47_27']
연행록,문헌,1,['cj_v41_0024']
노비제,제도,1,['cj_v41_0024']
백과전서류,문헌,1,['cj_v41_0024']
봉수,제도,1,['cj_v41_0565']
중앙 관서,기관,1,['cj_v41_0565']
궁방,기관,1,['cj_v41_0565']
신분 차별,제도,1,['cj_v41_0565']
백강 전투,사건,1,['cj_v41_0571']
나당 연합군,사건,1,['cj_v41_0571']
청주시 오송읍,지명,1,['cj_v41_0569']
태정관 문서,문헌,1,['cj_v41_0568']
칙령,제도,1,['cj_v41_0568']
안용복,인물,1,['cj_v41_0568']
목 관아,유적,1,['cj_v41_0567']
전라도,지명,1,['cj_v41_0567']
마한,국가,1,['cj_v41_0567']
영산강,지명,1,['cj_v41_0567']
금성산,지명,1,['cj_v41_0567']
한식,제도,1,['cj_v41_0566']
삼짇날,제도,1,['cj_v41_0566']
아라비아 상인,인물,1,['cj_v41_0575']
울산,지명,1,['cj_v41_0575']
염세,제도,1,['cj_v41_0021']
어장세,제도,1,['cj_v41_0021']
결포,제도,1,['cj_v41_0021']
반월성,유적,1,['cj_v41_0574']
삼국 통일,사건,1,['cj_v41_0574']
불국사 석굴암,문화재,1,['cj_v41_img_59_06']
서라벌,지명,1,['cj_v41_img_59_06']
평양성 전투,사건,1,['cj_v41_0573']
부흥 운동,사건,1,['cj_v41_0572']
대막리지,제도,1,['cj_v41_0572']
정지,인물,1,['cj_v41_0580']
무신,인물,1,['cj_v41_0579']
문신,인물,1,['cj_v41_0579']
복업,문헌,1,['cj_v41_0577']
의업,문헌,1,['cj_v41_0577']
시,문헌,1,['cj_v41_0577']
고래,유물,1,['cj_v41_0576']
온돌,유물,1,['cj_v41_0576']
호포,제도,1,['cj_v41_0021']
조·명 연합군,기관,1,['cj_v41_0020']
인후,인물,1,['cj_v41_0583']
군사,제도,1,['cj_v41_0582']
추밀,제도,1,['cj_v41_0582']
금동 연가 칠년명 여래 입상,문화재,1,['cj_v41_img_59_15']
대장경판,문화재,1,['cj_v41_0581']
송악성,유적,1,['cj_v41_0581']
관음포,지명,1,['cj_v41_0580']
사서오경,문헌,1,['cj_v41_0018']
의방유취,문헌,1,['cj_v41_0585']
서사시,문헌,1,['cj_v41_0584']
편년체,제도,1,['cj_v41_0584']
인각사,유적,1,['cj_v41_0584']
대장군,제도,1,['cj_v41_0583']
중랑장,제도,1,['cj_v41_0583']
만천명월주인옹 자서,문헌,1,['cj_v41_0590']
존덕정,문화재,1,['cj_v41_0590']
러시아군,단체,1,['cj_v41_0589']
신유,인물,1,['cj_v41_0589']
기유악조,조약,1,['cj_v41_0588']
두모포 왜관,유적,1,['cj_v41_0588']
김광필,인물,1,['cj_v41_0587']
대비,제도,1,['cj_v41_0587']
박원종,인물,1,['cj_v41_0587']
장호원,지명,1,['cj_v41_0598']
척화주전론,사상,1,['cj_v41_0598']
개국 연회,사건,1,['cj_v41_0598']
구로다 기요타카,인물,1,['cj_v41_0597']
프랑스 공사,기관,1,['cj_v41_0596']
신미 도굴 사건,사건,1,['cj_v41_0596']
진주 읍내,지명,1,['cj_v41_0595']
청천강,지명,1,['cj_v41_0594']
강역,지명,1,['cj_v41_0593']
계림,지명,1,['cj_v41_0593']
동우회 사건,사건,1,['cj_v41_0606']
조선 건국,국가,1,['cj_v41_0016']
칠정산 내외편,문헌,1,['cj_v41_0015']
인내천,사상,1,['cj_v41_0605']
홍주성,유적,1,['cj_v41_0604']
윤치호,인물,1,['cj_v41_0604']
경신참변,사건,1,['cj_v41_0602']
홍암사,문화재,1,['cj_v41_0600']
개헌 청원 백만인 서명 운동,사건,1,['cj_v41_0612']
신민당사,기관,1,['cj_v41_0612']
대한학도,단체,1,['cj_v41_0612']
발췌 개헌,사건,1,['cj_v41_0610']
부산 정거장,지명,1,['cj_v41_0610']
영국군,국가,1,['cj_v41_0609']
한국 독립,사건,1,['cj_v41_0609']
인도 전선,사건,1,['cj_v41_0609']
제주 4·3 사건,사건,1,['cj_v41_0608']
관덕정,문화재,1,['cj_v41_0608']
셋알 오름 일제 고사포 진지,유적,1,['cj_v41_0608']
송악산 해안 동굴 진지,유적,1,['cj_v41_0608']
알뜨르 비행장 비행기 격납고,문화재,1,['cj_v41_0608']
황국 신민 체조,제도,1,['cj_v41_0607']
김해 양동리 고분군,유적,1,['cj_v41_0619']
금동 얼굴 모양 장식,유물,1,['cj_v41_0618']
형사취수제,제도,1,['cj_v41_0618']
화순 고인돌 유적,유적,1,['cj_v41_0617']
평양 회담,사건,1,['cj_v41_0616']
평양 방문,사건,1,['cj_v41_0616']
중한 자유무역협정,조약,1,['cj_v41_0615']
친일반민족행위진상규명위원회,기관,1,['cj_v41_0615']
대통령 탄핵 소추,사건,1,['cj_v41_0615']
헌법재판소,기관,1,['cj_v41_0615']
고공농성,사건,1,['cj_v41_0614']
프랑스 파리 외방 선교회,단체,1,['cj_v41_0613']
하멜 표류기,문헌,1,['cj_v41_0613']
백관,기관,1,['cj_v41_0626']
마애여래삼존상,문화재,1,['cj_v41_img_60_10']
철조석가여래좌상,문화재,1,['cj_v41_img_60_10']
석굴암 본존불,문화재,1,['cj_v41_img_60_10']
철불,유물,1,['cj_v41_img_60_10']
하사창동,지명,1,['cj_v41_img_60_10']
철원 도성 터,유적,1,['cj_v41_0625']
선묘 설화,문헌,1,['cj_v41_0623']
석등,문화재,1,['cj_v41_0622']
독무덤,유물,1,['cj_v41_0619']
널무덤,유물,1,['cj_v41_0619']
조휘,인물,1,['cj_v41_0633']
공양왕,인물,1,['cj_v41_0631']
망이·망소이,인물,1,['cj_v41_0630']
이주정,인물,1,['cj_v41_0629']
농서,문헌,1,['cj_v41_0628']
이임,인물,1,['cj_v41_0628']
어사대 어사대부,제도,1,['cj_v41_0627']
추밀원 지주사,제도,1,['cj_v41_0627']
상서성 좌사낭중,제도,1,['cj_v41_0627']
임천,지명,1,['cj_v41_0626']
김사혁,인물,1,['cj_v41_0626']
국립서울현충원,유적,1,['cj_v41_0637']
잠두봉 유적,유적,1,['cj_v41_0637']
절두산 순교 성지,유적,1,['cj_v41_0637']
정원,기관,1,['cj_v41_0636']
이현보,인물,1,['cj_v41_0636']
오례의,문헌,1,['cj_v41_0635']
탁도경,인물,1,['cj_v41_0633']
조소생,인물,1,['cj_v41_0633']
화주,지명,1,['cj_v41_0633']
탁청,인물,1,['cj_v41_0633']
복응재,기관,1,['cj_v41_0642']
구인재,기관,1,['cj_v41_0642']
경덕재,기관,1,['cj_v41_0642']
대빙재,기관,1,['cj_v41_0642']
여택재,기관,1,['cj_v41_0642']
몽진,제도,1,['cj_v41_0640']
조령,지명,1,['cj_v41_0640']
강진,지명,1,['cj_v41_0639']
신석기 시대,제도,1,['cj_v41_0637']
암사동 유적,유적,1,['cj_v41_0637']
경강상인,단체,1,['cj_v41_0643']
안동 이천 마애여래입상,문화재,1,['cj_v41_img_47_15']
경산 팔공산 관봉 석조여래좌상,문화재,1,['cj_v41_img_47_15']
거란의 3차 침입,사건,1,['cj_v41_0013']
노상추일기,문헌,1,['cj_v41_0643']
석전대제,제도,1,['cj_v41_0642']
강예재,기관,1,['cj_v41_0642']
양정재,기관,1,['cj_v41_0642']
만세전,문헌,1,['cj_v41_0652']
동대문,유적,1,['cj_v41_0651']
을지문덕전,문헌,1,['cj_v41_0650']
이순신전,문헌,1,['cj_v41_0650']
한국 폐제 개혁에 관한 진정서,문헌,1,['cj_v41_0648']
신화폐,유물,1,['cj_v41_0648']
이범윤,인물,1,['cj_v41_0647']
경운궁,유적,1,['cj_v41_0647']
평창 동계 올림픽 대회,사건,1,['cj_v41_1527']
남북 공동 성명,문헌,1,['cj_v41_1527']
우영사,제도,1,['cj_v41_0645']
이왕,인물,1,['cj_v41_1516']
원자 책봉,제도,1,['cj_v41_0644']
왕세제,제도,1,['cj_v41_0644']
연희 전문 학교,기관,1,['cj_v41_1516']
암태소작인회,단체,1,['cj_v41_1515']
교수단 시위,사건,1,['cj_v41_0658']
고려대 학생 시위,사건,1,['cj_v41_0658']
수송초 학생 시위,사건,1,['cj_v41_0658']
효자동 삼거리,지명,1,['cj_v41_0658']
서울대 문리대,기관,1,['cj_v41_0658']
수송초등학교,유적,1,['cj_v41_0658']
조선 여성 동우회,단체,1,['cj_v41_1514']
하지,인물,1,['cj_v41_0656']
타이항산,지명,1,['cj_v41_0654']
토지 조사부,문헌,1,['cj_v41_1514']
지적원도,문헌,1,['cj_v41_1514']
국채 보상 기성회,단체,1,['cj_v41_0653']
광목 신문,문헌,1,['cj_v41_0653']
대한인 국민회 중앙 총회,기관,1,['cj_v41_1513']
장의국,인물,1,['cj_v41_0665']
오작교,문화재,1,['cj_v41_0665']
남원 광한루원,문화재,1,['cj_v41_0665']
한국,국가,1,['cj_v41_1513']
규합총서,문헌,1,['cj_v41_0664']
이빙허각,인물,1,['cj_v41_0664']
LA 코리아타운,지명,1,['cj_v41_1513']
메모리얼 인터체인지,지명,1,['cj_v41_1513']
이강년,인물,1,['cj_v41_1511']
흑경국 중앙 총상회,단체,1,['cj_v41_1509']
경성 화폐교환소,기관,1,['cj_v41_1509']
남영동 치안본부 대공분실,유적,1,['cj_v41_0662']
민주 언론 운동 협의회,단체,1,['cj_v41_0662']
이천,인물,1,['cj_v41_0661']
자치통감,문헌,1,['cj_v41_0661']
포항 종합 제철,기관,1,['cj_v41_0660']
하남 하사창동 철불,문화재,1,['cj_v41_img_50_14']
위봉루,유적,1,['cj_v41_0156']
군국기무,정책,1,['cj_v41_0154']
연흥,제도,1,['cj_v41_0671']
여몽 연합군,기관,1,['cj_v41_0154']
일심 사상,사상,1,['cj_v41_0670']
정토 신앙,사상,1,['cj_v41_0670']
아시안 게임,사건,1,['cj_v41_1527']
거련,인물,1,['cj_v41_0669']
관미성,유적,1,['cj_v41_0669']
9·11 테러,사건,1,['cj_v41_1527']
외화부,기관,1,['cj_v41_0668']
4·1 민주 구국 선언,문헌,1,['cj_v41_1526']
거친무늬 거울,유물,1,['cj_v41_0666']
3선 연임,제도,1,['cj_v41_1526']
강원도 양양군 오산리,지명,1,['cj_v41_0666']
대통령 선거인단,기관,1,['cj_v41_1526']
수령 옹주,인물,1,['cj_v41_0679']
기은현,지명,1,['cj_v41_0152']
금나라,국가,1,['cj_v41_0013']
13부,기관,1,['cj_v41_0151']
국정,기관,1,['cj_v41_0151']
요서,지명,1,['cj_v41_0151']
남북국 시대,제도,1,['cj_v41_0151']
동계,지명,1,['cj_v41_0678']
최의,인물,1,['cj_v41_0678']
유경,인물,1,['cj_v41_0678']
익산,지명,1,['cj_v41_0150']
송인,문헌,1,['cj_v41_0677']
구서당 십정,기관,1,['cj_v41_0675']
십이목,제도,1,['cj_v41_0674']
대구 표충단,문화재,1,['cj_v41_0674']
윤필상,인물,1,['cj_v41_0684']
석조 사리감,문화재,1,['cj_v41_0150']
악보,문헌,1,['cj_v41_img_61_20']
장악원,기관,1,['cj_v41_img_61_20']
하남 교산동 마애약사여래좌상,문화재,1,['cj_v41_img_50_14']
조총,유물,1,['cj_v41_0683']
화차,유물,1,['cj_v41_0683']
신기전,유물,1,['cj_v41_0683']
이원,인물,1,['cj_v41_0683']
영녕전,유적,1,['cj_v41_0160']
나전 합,유물,1,['cj_v41_img_61_18']
면화,유물,1,['cj_v41_0159']
미,제도,1,['cj_v41_0159']
왕사,제도,1,['cj_v41_0680']
강진 만덕사,문화재,1,['cj_v41_0680']
괴,제도,1,['cj_v41_0159']
강도일기,문헌,1,['cj_v41_0687']
이한명,인물,1,['cj_v41_0687']
삭탈 관작,제도,1,['cj_v41_0686']
과,제도,1,['cj_v41_0159']
희빈,인물,1,['cj_v41_0686']
장씨,인물,1,['cj_v41_0686']
부병,제도,1,['cj_v41_0159']
귀주성,유적,1,['cj_v41_0158']
내성,유적,1,['cj_v41_0158']
진강후,인물,1,['cj_v41_0157']
무진주,지명,1,['cj_v41_0152']
성희안,인물,1,['cj_v41_0684']
침구경험방,문헌,1,['cj_v41_0162']
능산리 절터,유적,1,['cj_v41_0150']
폐비 윤씨,인물,1,['cj_v41_0684']
유순,인물,1,['cj_v41_0684']
추성부,문헌,1,['cj_v41_img_61_28']
전주 동고산성,유적,1,['cj_v41_0009']
김,왕조,1,['cj_v41_0149']
추성부도,문화재,1,['cj_v41_img_61_28']
석,왕조,1,['cj_v41_0149']
박,왕조,1,['cj_v41_0149']
목걸이,유물,1,['cj_v41_0149']
노송지대,유적,1,['cj_v41_0689']
지지대비,문화재,1,['cj_v41_0689']
불매 동맹,단체,1,['cj_v41_0688']
양동리 고분,유적,1,['cj_v41_0149']
위,국가,1,['cj_v41_0148']
토산,유적,1,['cj_v41_0148']
의순관,유적,1,['cj_v41_0161']
경기좌도 수운판관,제도,1,['cj_v41_0687']
인평대군,인물,1,['cj_v41_0687']
사회주의자,제외,1,['cj_v41_0700']
압록강,지명,1,['cj_v41_0161']
만력제,인물,1,['cj_v41_0161']
의순관영조도,문화재,1,['cj_v41_0161']
국민 국가,국가,1,['cj_v41_0699']
공화정체,제도,1,['cj_v41_0699']
전덕기,인물,1,['cj_v41_0697']
대황제 폐하,제도,1,['cj_v41_0696']
채노,제도,1,['cj_v41_0696']
교보원,기관,1,['cj_v41_0695']
독립신문사,기관,1,['cj_v41_0695']
팔도,지명,1,['cj_v41_0693']
신륵사,문화재,1,['cj_v41_0160']
단오풍정,문화재,1,['cj_v41_img_61_28']
벼타작,문화재,1,['cj_v41_img_61_28']
도화서,기관,1,['cj_v41_img_61_28']
한영규,인물,1,['cj_v41_0164']
광주 의거,사건,1,['cj_v41_0709']
통인,제도,1,['cj_v41_0163']
3선 개헌 반대 범국민 투쟁 위원회,단체,1,['cj_v41_0708']
민주 공화당,단체,1,['cj_v41_0708']
중앙청,유적,1,['cj_v41_0706']
서윤복,인물,1,['cj_v41_0706']
권업신물,문헌,1,['cj_v41_0705']
조선 민족 혁명당,단체,1,['cj_v41_0705']
원불교,사상,1,['cj_v41_0704']
개신교,사상,1,['cj_v41_0704']
장교,제도,1,['cj_v41_0163']
기관,제도,1,['cj_v41_0163']
쌀 공출,정책,1,['cj_v41_0702']
딜쿠샤,문화재,1,['cj_v41_0701']
앨버트 테일러,인물,1,['cj_v41_0701']
호장,제도,1,['cj_v41_0163']
상경성,유적,1,['cj_v41_0717']
당 고종,인물,1,['cj_v41_0716']
서동,인물,1,['cj_v41_img_62_05']
간관,제도,1,['cj_v41_0163']
사리장엄구,유물,1,['cj_v41_img_62_05']
군현,제도,1,['cj_v41_0163']
파사석탑,문화재,1,['cj_v41_0714']
구지봉,유적,1,['cj_v41_0714']
대성동 고분군,유적,1,['cj_v41_0714']
수로왕릉,유적,1,['cj_v41_0714']
봉황동 유적,유적,1,['cj_v41_0714']
적옥,유물,1,['cj_v41_0713']
명마,유물,1,['cj_v41_0713']
촛대,유물,1,['cj_v41_0712']
산림경제,문헌,1,['cj_v41_0166']
금동 침통,유물,1,['cj_v41_0723']
청동 정병,유물,1,['cj_v41_0723']
벨기에 왕립 예술역사박물관,기관,1,['cj_v41_0723']
벨기에,국가,1,['cj_v41_0723']
국사 - 왕사 제도,제도,1,['cj_v41_0722']
통도사,유적,1,['cj_v41_0722']
양산 통도사 국장생 석표,문화재,1,['cj_v41_0722']
선춘점,지명,1,['cj_v41_0721']
금양잡록,문헌,1,['cj_v41_0166']
신하,제도,1,['cj_v41_0720']
신라왕,인물,1,['cj_v41_0720']
천덕전,유적,1,['cj_v41_0720']
시무책 10여 조,문헌,1,['cj_v41_0719']
천존고,문화재,1,['cj_v41_0147']
읍군,제도,1,['cj_v41_0146']
김흥돌,인물,1,['cj_v41_0718']
관현맹,제도,1,['cj_v41_0732']
정난공신,제도,1,['cj_v41_0731']
청동무기,유물,1,['cj_v41_0144']
은대조례,문헌,1,['cj_v41_0730']
신덕왕후,인물,1,['cj_v41_0729']
광통교,유적,1,['cj_v41_0729']
문하시중,제도,1,['cj_v41_0728']
이곡,인물,1,['cj_v41_0728']
신의군,기관,1,['cj_v41_0727']
야별초,기관,1,['cj_v41_0727']
동북 양계,지명,1,['cj_v41_0726']
현관,제도,1,['cj_v41_0725']
강남,지명,1,['cj_v41_0725']
충주,지명,1,['cj_v41_0724']
제1차 남북 적십자 회담,사건,1,['cj_v41_0143']
역사 신문,문헌,1,['cj_v41_0165']
한국관,문화재,1,['cj_v41_0741']
민주헌법 쟁취를 위한 국민대회,사건,1,['cj_v41_0142']
셔먼호 사건,사건,1,['cj_v41_0740']
책가도,문화재,1,['cj_v41_0739']
규장각 검서관,제도,1,['cj_v41_0738']
긴급조치 9호,제도,1,['cj_v41_0141']
허생,인물,1,['cj_v41_0738']
실옹,인물,1,['cj_v41_0738']
한산도 대첩,사건,1,['cj_v41_0735']
선조수정실록,문헌,1,['cj_v41_0735']
도성조축도감,기관,1,['cj_v41_0734']
대동상회,단체,1,['cj_v41_0733']
관수 관급제,제도,1,['cj_v41_0733']
공가,제도,1,['cj_v41_0733']
여민락,문헌,1,['cj_v41_0732']
사문난적,사상,1,['cj_v41_0167']
박용만,인물,1,['cj_v41_0748']
정우회,단체,1,['cj_v41_0747']
색경,문헌,1,['cj_v41_0167']
충군애국,사상,1,['cj_v41_0746']
강희맹,인물,1,['cj_v41_0166']
제중원 의학교,기관,1,['cj_v41_0746']
단연보국채,문헌,1,['cj_v41_0745']
서유구,인물,1,['cj_v41_0166']
대한제국 일망사,문헌,1,['cj_v41_0745']
절영도 조차 요구,사건,1,['cj_v41_0744']
인천,지명,1,['cj_v41_0743']
경복궁 점령,사건,1,['cj_v41_0742']
양잠,제도,1,['cj_v41_0166']
광제원,기관,1,['cj_v41_0741']
관립 의학교,기관,1,['cj_v41_0741']
변효문,인물,1,['cj_v41_0166']
제1차 석유 파동,사건,1,['cj_v41_0755']
내각 책임제 개헌안,제도,1,['cj_v41_0754']
국민보도연맹,단체,1,['cj_v41_0753']
국민보도연맹 사건,사건,1,['cj_v41_0753']
4·13 호헌 철폐와 독재 타도,사건,1,['cj_v41_0752']
한국 혁명 여성 동맹,단체,1,['cj_v41_0751']
성묘,유적,1,['cj_v41_0171']
식량 배급 및 미곡 공출제,제도,1,['cj_v41_0750']
조병창,기관,1,['cj_v41_0750']
부평 공원,유적,1,['cj_v41_0750']
황푸 군관 학교,기관,1,['cj_v41_0749']
의군,단체,1,['cj_v41_0749']
대한통의부,단체,1,['cj_v41_0749']
멕시코,지명,1,['cj_v41_0748']
국민개병설,사상,1,['cj_v41_0748']
병창,인물,1,['cj_v41_0171']
대조,제도,1,['cj_v41_0170']
진사시,제도,1,['cj_v41_0168']
생원시,제도,1,['cj_v41_0168']
문생,제도,1,['cj_v41_0759']
좌주,제도,1,['cj_v41_0759']
공자,인물,1,['cj_v41_0168']
왕세자입학도첩,문화재,1,['cj_v41_0168']
효명세자,인물,1,['cj_v41_0168']
정순왕후,인물,1,['cj_v41_0758']
영조,인물,1,['cj_v41_0758']
파리,지명,1,['cj_v41_0758']
남북한 비핵화 공동 선언,문헌,1,['cj_v41_0757']
남북정상선언,문헌,1,['cj_v41_0757']
한·칠레 자유 무역 협정,조약,1,['cj_v41_0755']
최저 임금,제도,1,['cj_v41_0755']
금융,제도,1,['cj_v41_0143']
자부,제도,1,['cj_v41_0762']
중부,제도,1,['cj_v41_0762']
전부,제도,1,['cj_v41_0762']
상부,제도,1,['cj_v41_0762']
3선 개헌안,문헌,1,['cj_v41_0140']
건길지,제도,1,['cj_v41_0762']
어라하,제도,1,['cj_v41_0762']
구가,제도,1,['cj_v41_0761']
저가,제도,1,['cj_v41_0761']
우가,제도,1,['cj_v41_0761']
김알지,인물,1,['cj_v41_0761']
포상 8국의 난,사건,1,['cj_v41_0761']
아슐리안형,유물,1,['cj_v41_0760']
전곡리,지명,1,['cj_v41_0760']
미군정,국가,1,['cj_v41_0139']
제일은행권,유물,1,['cj_v41_0173']
