scope,url,discovered_from,error,failed_at
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=2&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=3&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=4&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=5&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=6&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=7&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=8&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=9&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=10&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=11&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=12&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=13&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=14&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=15&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=16&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=17&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=18&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=19&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=20&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=21&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=22&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=23&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=24&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=25&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=26&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=27&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=28&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=29&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=30&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:54
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=31&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=32&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=33&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=34&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=35&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=36&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=37&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=38&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=39&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=40&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=41&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=42&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=43&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=44&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=45&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=46&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=47&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=48&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=49&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=50&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=51&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=52&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=53&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=54&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=55&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=56&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=57&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=58&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=59&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=60&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=61&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=62&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=63&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=64&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=65&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=66&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=67&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=68&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:55
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=69&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=70&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=71&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=72&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=73&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=74&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=75&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=76&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=77&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=78&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=79&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=80&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=81&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=82&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=83&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=84&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=85&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=86&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=87&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=88&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=89&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=90&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=91&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z&pageIndex=92&pageUnit=50,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,RuntimeError('request failed: <urlopen error [WinError 10013] 액세스 권한에 의해 숨겨진 소켓에 액세스를 시도했습니다>'),2026-06-25 00:12:56
