person_id,person_name,relation_type,related_person_id,related_person_name,related_birth_year,related_death_year,related_bonkwan,related_father,related_count,evidence_url,detail_url
P001221,고궁(高宮),자,P013871,막덕(莫德),157?,158?(148),,고궁(高宮),4명,http://people.aks.ac.kr/front/dirSer/ppl/pplView.aks?pplId=PPL_2KKR_A9999_1_0017498,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001221
P001222,고규서(高奎瑞),부,P001300,고사석(高師錫),,,개성(開城),,2명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001222
P001222,고규서(高奎瑞),자,P001387,고유(高裕),1722,1779,개성(開城),고규서(高奎瑞),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001222
P001222,고규서(高奎瑞),장인,P009439,김익남(金益南),,,의성(義城),,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001222
P001223,고극검(高克儉),부,P001327,고수연(高壽延),,,개성(開城),,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1570_003761,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001223
P001224,고극공(高克恭),자,P001454,고천우(高天祐),13??,,개성(開城),고극공(高克恭),3명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001224
P001225,고극형(高克亨),장인,P064502,홍귀달(洪貴達),1438,1504,부계(缶溪),홍효손(洪孝孫),16명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001225
P001226,"고남무(高南武)

고국천왕(故國川王)",부,P001277,"고백고(高伯固)
신대왕(新大王)",89,179,,,2명,http://db.itkc.or.kr/dir/item?itemId=BT,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001226
P001226,"고남무(高南武)

고국천왕(故國川王)",형제,P001365,고연우(高延優),,227,,고백고(高伯固),3명,http://thesaurus.itkc.or.kr/search/view?dataId=15194,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001226
P001226,"고남무(高南武)

고국천왕(故國川王)",장인,P029432,우소(于素),,,,,1명,https://encykorea.aks.ac.kr/Article/E0003340,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001226
P001227,고능선(高能善),제자,P004971,김구(金九),1876,1949,안동(安東),김순영(金淳永),3명,https://encykorea.aks.ac.kr/Article/E0008753,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001227
P001229,"고담덕(高談德)

광개토왕(廣開土王)",증조부,P001393,"고을불(高乙弗)
미천왕(美川王)",,331,,고돌고(高咄固),5명,http://thesaurus.itkc.or.kr/search/view?dataId=7199,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001229
P001229,"고담덕(高談德)

광개토왕(廣開土王)",조부,P001302,"고사유(高斯由)
고국원왕(故國原王)",,371,,고을불(高乙弗),6명,https://encykorea.aks.ac.kr/Article/E0003338,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001229
P001229,"고담덕(高談德)

광개토왕(廣開土王)",부,P001400,"고이련(高伊連)
고국양왕(故國壤王)",,391,,고사유(高斯由),5명,http://thesaurus.itkc.or.kr/search/view?dataId=5328,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001229
P001229,"고담덕(高談德)

광개토왕(廣開土王)",자,P001197,고거련(高巨連),394,491,,고담덕(高談德),3명,http://thesaurus.itkc.or.kr/search/view?dataId=5080,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001229
P001230,고덕남(高德男),조부,P001463,고태양(高太陽),,,,,1명,https://encykorea.aks.ac.kr/Article/E0023525,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001230
P001230,고덕남(高德男),부,P001417,고장(高臧),,682,,고태양(高太陽),6명,http://people.aks.ac.kr/front/dirSer/ppl/pplView.aks?pplId=PPL_2KKR_A9999_1_0017462,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001230
P001230,고덕남(高德男),형제,P001231,고덕무(高德武),,,,고장(高臧),5명,https://encykorea.aks.ac.kr/Article/E0003389,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001230
P001230,고덕남(高德男),형제,P001283,고복남(高福男),,,,고장(高臧),5명,https://encykorea.aks.ac.kr/Article/E0003593,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001230
P001230,고덕남(高德男),형제,P049731,임무(任武),,,,고장(高臧),5명,https://encykorea.aks.ac.kr/Article/E0047439,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001230
P001231,고덕무(高德武),조부,P001463,고태양(高太陽),,,,,1명,https://encykorea.aks.ac.kr/Article/E0023525,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001231
P001231,고덕무(高德武),부,P001417,고장(高臧),,682,,고태양(高太陽),6명,https://encykorea.aks.ac.kr/Article/E0003389,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001231
P001231,고덕무(高德武),형제,P001230,고덕남(高德男),,,,고장(高臧),5명,http://people.aks.ac.kr/front/dirSer/ppl/pplView.aks?pplId=PPL_2KKR_A9999_1_0017462,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001231
P001231,고덕무(高德武),형제,P001283,고복남(高福男),,,,고장(高臧),5명,https://encykorea.aks.ac.kr/Article/E0003593,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001231
P001231,고덕무(高德武),형제,P049731,임무(任武),,,,고장(高臧),5명,https://encykorea.aks.ac.kr/Article/E0047439,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001231
P001232,고덕부(高德符),사위,P016489,박순(朴淳),1523,1589,충주(忠州),박우(朴祐),35명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1553_003387,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001232
P001232,고덕부(高德符),사위,P063388,허구연(許九淵),1545,,태인(泰仁),허진동(許震童),9명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001232
P001233,고덕붕(高德鵬),자,P001325,고수겸(高守謙),,,장택(長澤),고덕붕(高德鵬),13명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001233
P001233,고덕붕(高德鵬),자,P001450,고처겸(高處謙),,,장택(長澤),고덕붕(高德鵬),3명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001233
P001233,고덕붕(高德鵬),사위,P007899,김시철(金時澈),,,,,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001233
P001233,고덕붕(高德鵬),장인,P059227,채삼(蔡蔘),,,,,1명,http://people.aks.ac.kr/front/dirSer/ppl/pplView.aks?pplId=PPL_6JOb_A1552_1_0017122,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001233
P001234,고도열(高道說),증조부,P001308,고상지(高尙志),,,제주(濟州),,3명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001234
P001234,고도열(高道說),조부,P001416,고자구(高自久),,,제주(濟州),고상지(高尙志),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001234
P001234,고도열(高道說),부,P001487,고회(高晦),1636,1711,제주(濟州),고자구(高自久),15명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001234
P001234,고도열(高道說),형제,P001235,고도원(高道原),,,제주(濟州),고회(高晦),8명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001234
P001234,고도열(高道說),형제,P001237,고도중(高道重),,,제주(濟州),고회(高晦),8명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001234
P001234,고도열(高道說),형제,P001239,고도희(高道希),,,제주(濟州),고회(高晦),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001234
P001234,고도열(高道說),장인,P050628,장만웅(張萬雄),,,,,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001234
P001235,고도원(高道原),증조부,P001308,고상지(高尙志),,,제주(濟州),,3명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001235
P001235,고도원(高道原),조부,P001416,고자구(高自久),,,제주(濟州),고상지(高尙志),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001235
P001235,고도원(高道原),부,P001487,고회(高晦),1636,1711,제주(濟州),고자구(高自久),15명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001235
P001235,고도원(高道原),형제,P001234,고도열(高道說),,,제주(濟州),고회(高晦),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001235
P001235,고도원(高道原),형제,P001237,고도중(高道重),,,제주(濟州),고회(高晦),8명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001235
P001235,고도원(高道原),형제,P001239,고도희(高道希),,,제주(濟州),고회(高晦),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001235
P001235,고도원(高道原),장인,P033127,윤명우(尹明遇),1630,1675,파평(坡平),윤비경(尹飛卿),12명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001235
P001235,고도원(高道原),장인,P039313,이분익(李奮翼),,,,,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001235
P001236,고도절(高都切),증조부,P063285,해모수(解慕漱),,,,,4명,http://thesaurus.itkc.or.kr/search/view?dataId=12140,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001236
P001236,고도절(高都切),조부,P001438,고주몽(高朱蒙),B.C.58,B.C.19,,해모수(解慕漱),5명,http://thesaurus.itkc.or.kr/search/view?dataId=5930,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001236
P001236,고도절(高都切),부,P001388,"고유리(高瑠璃)
유리명왕(瑠璃明王)",,18,,고주몽(高朱蒙),8명,https://encykorea.aks.ac.kr/Article/E0015835,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001236
P001236,고도절(高都切),형제,P001275,"고무휼(高無恤)
대무신왕(大武神王)",4,44,,고유리(高瑠璃),9명,http://thesaurus.itkc.or.kr/search/view?dataId=9128,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001236
P001236,고도절(高都切),형제,P001420,고재사(高再思),,,,고유리(高瑠璃),7명,https://encykorea.aks.ac.kr/Article/E0049010,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001236
P001236,고도절(高都切),형제,P063284,해명(解明),B.C.12,9,,고유리(高瑠璃),6명,https://encykorea.aks.ac.kr/Article/E0062580,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001236
P001237,고도중(高道重),증조부,P001308,고상지(高尙志),,,제주(濟州),,3명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001237
P001237,고도중(高道重),조부,P001416,고자구(高自久),,,제주(濟州),고상지(高尙志),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001237
P001237,고도중(高道重),부,P001487,고회(高晦),1636,1711,제주(濟州),고자구(高自久),15명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001237
P001237,고도중(高道重),형제,P001234,고도열(高道說),,,제주(濟州),고회(高晦),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001237
P001237,고도중(高道重),형제,P001235,고도원(高道原),,,제주(濟州),고회(高晦),8명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001237
P001237,고도중(高道重),형제,P001239,고도희(高道希),,,제주(濟州),고회(高晦),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001237
P001237,고도중(高道重),장인,P023405,신득추(辛得秋),,,,,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001237
P001237,고도중(高道重),장인,P032000,유춘우(柳春遇),,,,,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001237
P001238,고도형(高道亨),사위,P020153,서종업(徐宗業),1683,1724,달성(達城),서문택(徐文澤),11명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001238
P001239,고도희(高道希),증조부,P001308,고상지(高尙志),,,제주(濟州),,3명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001239
P001239,고도희(高道希),조부,P001416,고자구(高自久),,,제주(濟州),고상지(高尙志),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001239
P001239,고도희(高道希),부,P001487,고회(高晦),1636,1711,제주(濟州),고자구(高自久),15명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001239
P001239,고도희(高道希),형제,P001234,고도열(高道說),,,제주(濟州),고회(高晦),7명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001239
P001239,고도희(高道希),형제,P001235,고도원(高道原),,,제주(濟州),고회(高晦),8명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001239
P001239,고도희(高道希),형제,P001237,고도중(高道重),,,제주(濟州),고회(高晦),8명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001239
P001239,고도희(高道希),장인,P010990,김초(金燋),,,,,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001239
P001240,고돌고(高咄固),증조부,P001381,고우위거(高憂位居),209,248,,고연우(高延優),5명,https://encykorea.aks.ac.kr/Article/E0053941,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001240
P001240,고돌고(高咄固),조부,P001364,고연불(高然弗),224,270,,고우위거(高憂位居),7명,http://thesaurus.itkc.or.kr/search/view?dataId=10244,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001240
P001240,고돌고(高咄固),부,P001348,고약로(高藥盧),,292,,고연불(高然弗),6명,https://encykorea.aks.ac.kr/Article/E0016112,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001240
P001240,고돌고(高咄固),자,P001393,"고을불(高乙弗)
미천왕(美川王)",,331,,고돌고(高咄固),5명,https://encykorea.aks.ac.kr/Article/E0020017,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001240
P001240,고돌고(高咄固),형제,P001304,고상부(高相夫),,300,,고약로(高藥盧),4명,https://encykorea.aks.ac.kr/Article/E0023909,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001240
P001241,고두강(高斗綱),증조부,P001204,고경명(高敬命),1533,1592,장흥(長興),고맹영(高孟英),45명,http://thesaurus.itkc.or.kr/search/view?dataId=12293,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001241
P001241,고두강(高斗綱),조부,P001409,고인후(高因厚),1561,1592,장흥(長興),고경명(高敬命),19명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001241
P001241,고두강(高斗綱),부,P001294,고부천(高傅川),1578,1636,장흥(長興),고인후(高因厚),16명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001241
P001241,고두강(高斗綱),형제,P001244,고두명(高斗明),1623,,장흥(長興),고부천(高傅川),5명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001241
P001241,고두강(高斗綱),장인,P060819,최익지(崔翼之),,,,,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001241
P001241,고두강(高斗綱),교유,P028789,오이익(吳以翼),1618,1666,나주(羅州),오희유(吳希有),16명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001241
P001242,고두건(高斗建),사위,P016151,박상초(朴尙初),,,순천(順天),박창우(朴昌禹),6명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001242
P001243,고두남(高斗南),장인,P000931,강항(姜沆),1567,1618,진주(晉州),강극검(姜克儉),24명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001243
P001244,고두명(高斗明),증조부,P001204,고경명(高敬命),1533,1592,장흥(長興),고맹영(高孟英),45명,http://thesaurus.itkc.or.kr/search/view?dataId=12293,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001244
P001244,고두명(高斗明),조부,P001409,고인후(高因厚),1561,1592,장흥(長興),고경명(高敬命),19명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001244
P001244,고두명(高斗明),부,P001294,고부천(高傅川),1578,1636,장흥(長興),고인후(高因厚),16명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001244
P001244,고두명(高斗明),형제,P001241,고두강(高斗綱),,,장흥(長興),고부천(高傅川),6명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001244
P001244,고두명(高斗明),장인,P024396,신자숙(申自淑),,,,,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001244
P001245,고두연(高斗演),증조부,P001280,고보(高補),1742,1816,개성(開城),,9명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001245
P001245,고두연(高斗演),조부,P001271,고몽찬(高夢贊),1793,1858,개성(開城),고보(高補),15명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001245
P001245,고두연(高斗演),부,P001276,고문겸(高文謙),,,개성(開城),고몽찬(高夢贊),10명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001245
P001245,고두연(高斗演),장인,P047657,이필조(李珌祖),,,,,1명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001245
P001246,고두칠(高斗七),장인,P017785,박창우(朴昌禹),1600,1643,순천(順天),박운정(朴雲挺),10명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001246
P001247,고득겸(高得謙),교유,P004256,기언정(奇彦鼎),1716,1797,행주(幸州),기정후(奇挺後),16명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001247
P001248,고득뢰(高得賚),부,P001488,고효륜(高孝倫),,,용담(龍潭),,1명,https://encykorea.aks.ac.kr/Article/E0003395,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001248
P001249,고득종(高得宗),증조부,P001332,고순원(高順元),,,제주(濟州),,1명,http://people.aks.ac.kr/front/dirSer/ppl/pplView.aks?pplId=PPL_5COc_A9999_1_0020118,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001249
P001249,고득종(高得宗),조부,P001346,고신걸(高臣傑),,,제주(濟州),고순원(高順元),3명,http://thesaurus.itkc.or.kr/search/view?dataId=10375,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001249
P001249,고득종(高得宗),부,P001286,고봉지(高鳳智),,1411,제주(濟州),고신걸(高臣傑),4명,http://thesaurus.itkc.or.kr/search/view?dataId=10375,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001249
P001249,고득종(高得宗),자,P001337,고승안(高承顔),,,제주(濟州),고득종(高得宗),9명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1426_000482,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001249
P001249,고득종(高得宗),자,P001464,고태익(高台翼),,,제주(濟州),고득종(高得宗),8명,http://thesaurus.itkc.or.kr/search/view?dataId=13646,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001249
P001249,고득종(高得宗),자,P001466,고태정(高台鼎),,,제주(濟州),고득종(高得宗),7명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1459_001151,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001249
P001249,고득종(高得宗),자,P001468,고태필(高台弼),,,제주(濟州),고득종(高得宗),7명,http://thesaurus.itkc.or.kr/search/view?dataId=8963,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001249
P001250,고막근(高莫勤),증조부,P001388,"고유리(高瑠璃)
유리명왕(瑠璃明王)",,18,,고주몽(高朱蒙),8명,https://encykorea.aks.ac.kr/Article/E0049010,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001250
P001250,고막근(高莫勤),조부,P001420,고재사(高再思),,,,고유리(高瑠璃),7명,https://encykorea.aks.ac.kr/Article/E0059038,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001250
P001250,고막근(高莫勤),부,P001221,고궁(高宮),47,165,,고재사(高再思),5명,https://encykorea.aks.ac.kr/Article/E0017501,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001250
P001250,고막근(高莫勤),형제,P013871,막덕(莫德),157?,158?(148),,고궁(高宮),4명,http://people.aks.ac.kr/front/dirSer/ppl/pplView.aks?pplId=PPL_2KKR_A9999_1_0017498,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001250
P001251,고만택(高萬宅),조부,P001321,고세태(高世泰),,,장흥(長興),,1명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1810_011715,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001251
P001251,고만택(高萬宅),부,P001396,고응인(高應仁),,,장흥(長興),고세태(高世泰),2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1810_011715,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001251
P001251,고만택(高萬宅),자,P001384,고원겸(高元謙),,,장흥(長興),고만택(高萬宅),5명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOc_1810_011715,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001251
P001252,고맹영(高孟英),증조부,P001309,고상지(高尙志),,,장흥(長興),고열(高悅),2명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1519_002617,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001252
P001252,고맹영(高孟英),조부,P001413,고자검(高自儉),,,장흥(長興),고상지(高尙志),4명,https://encykorea.aks.ac.kr/Article/E0003851,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001252
P001252,고맹영(高孟英),부,P001382,고운(高雲),1479,,장흥(長興),고자검(高自儉),9명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001252
P001252,고맹영(高孟英),자,P001204,고경명(高敬命),1533,1592,장흥(長興),고맹영(高孟英),45명,http://thesaurus.itkc.or.kr/search/view?dataId=12069,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001252
P001252,고맹영(高孟英),형제,P001218,고계영(高季英),1526,,장흥(長興),고운(高雲),7명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOb_1568_005487,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001252
P001252,고맹영(高孟英),형제,P001442,고중영(高仲英),,,장흥(長興),고운(高雲),7명,http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_SA_6JOa_1540_003447,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001252
P001252,고맹영(高孟英),장인,P019580,서걸(徐傑),,,남평(南平),,2명,http://db.itkc.or.kr/dir/item?grpId=hj,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001252
P001252,고맹영(高孟英),교유,P037764,이량(李樑),1519,1563,전주(全州),이대(李薱),15명,http://thesaurus.itkc.or.kr/search/view?dataId=7202,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001252
