scope,event_id,event_name,subject_category,period,event_date,person_count,related_event,detail_url
event_period,ITKC_PH_1294A_0338,발해의 멸망,전쟁,고려,925년(태조 8) 12월,1,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0338
event_period,ITKC_PH_1294A_0339,공산전투〔公山戰鬪〕,전쟁,고려,927년(태조 10) 9월,5,삼한통일전쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0339
event_period,ITKC_PH_1294A_0340,고창전투,전쟁,고려,"929년(태조 12) 12월
~ 930년(태조 13) 1월",5,삼한통일전쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0340
event_period,ITKC_PH_1294A_0341,최응의 졸기,정치인,고려,932년(태조 15) 11월,5,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0341
event_period,ITKC_PH_1294A_0342,운주성 전투,전쟁,고려,934년(태조 17) 9월,3,삼한통일전쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0342
event_period,ITKC_PH_1294A_0343,신검의 견훤 유폐,"반란,

국왕",고려,935년(태조 18) 3월,5,삼한통일전쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0343
event_period,ITKC_PH_1294A_0344,견훤의 투항,국왕,고려,935년(태조 18) 6월,3,삼한통일전쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0344
event_period,ITKC_PH_1294A_0345,신라의 투항,국왕,고려,935년(태조 18) 12월,4,삼한통일전쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0345
event_period,ITKC_PH_1294A_0346,일리천전투,전쟁,고려,936년(태조 19) 9월,5,삼한통일전쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0346
event_period,ITKC_PH_1294A_0347,훈요십조 전수,국왕,고려,943년(태조 26) 4월,2,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0347
event_period,ITKC_PH_1294A_0348,태조 왕건의 사망,국왕,고려,943년(태조 26) 5월,3,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0348
event_period,ITKC_PH_1294A_0349,왕규의 난,반란,고려,"945년(혜종 2)
~ 945년(혜종 2) 9월",6,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0349
event_period,ITKC_PH_1294A_0350,광군사 설치,"기관,

방비",고려,947년(정종 2),1,고려거란전쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0350
event_period,ITKC_PH_1294A_0351,과거제 시행〔科擧制 施行〕,과거,고려,958년(광종 9) 5월,2,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0351
event_period,ITKC_PH_1294A_0352,박수경의 졸기,정치인,고려,964년(광종 15) 8월,3,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0352
event_period,ITKC_PH_1294A_0353,서필의 졸기,정치인,고려,965년(광종 16) 7월,1,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0353
event_period,ITKC_PH_1294A_0354,시무28조 봉헌,정치일반,고려,982년(성종 원년) 6월,10,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0354
event_period,ITKC_PH_1294A_0355,최지몽의 졸기,정치인,고려,987년(성종 6) 3월,8,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0355
event_period,ITKC_PH_1294A_0356,최승로의 졸기,정치인,고려,989년(성종 8) 5월,3,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0356
event_period,ITKC_PH_1294A_0446,자주성전투,전쟁,고려,"1231년(고종 18) 11월
~ 1232년(고종 19) 3월",3,고려의 대몽항쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0446
event_period,ITKC_PH_1294A_0359,천추태후의 대량군 축출,"국왕,

비빈",고려,1003년(목종 6),4,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0359
event_period,ITKC_PH_1294A_0360,김치양의 난,반란,고려,1009년(목종 12) 1월,7,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0360
event_period,ITKC_PH_1294A_0361,강조의 정변,정변,고려,1009년(목종 12) 2월,6,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0361
event_period,ITKC_PH_1294A_0362,거란의 2차 침입과 강조의 실각,전쟁,고려,1010년(현종 원년) 11월,3,고려거란전쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0362
event_period,ITKC_PH_1294A_0363,거란의 개경 침공,전쟁,고려,"1011년(현종 2) 1월
~ 1011년(현종 2) 2월",6,고려거란전쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0363
event_period,ITKC_PH_1294A_0364,김훈·최질의 난,반란,고려,"1014년(현종 5) 11월
~ 1015년(현종 6) 3월",3,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0364
event_period,ITKC_PH_1294A_0371,덕종의 부묘와 종묘제 논의,"국왕,

능묘",고려,1036년(정종 2) 12월,11,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0371
event_period,ITKC_PH_1294A_0372,흥왕사 창건,"종교,

건축",고려,1056년(문종 10) 2월,2,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0372
event_period,ITKC_PH_1294A_0373,무문사 파견,민심,고려,1056년(문종 10) 9월,1,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0373
event_period,ITKC_PH_1294A_0374,최충의 졸기,"정치인,

교육",고려,1068년(문종 22) 9월,3,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0374
event_period,ITKC_PH_1294A_0445,충주전투,전쟁,고려,1232년(고종 19) 1월,1,고려의 대몽항쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0445
event_period,ITKC_PH_1294A_0448,최산의 동경반란,반란,고려,"1233년(고종 20) 5월
~ 1233년(고종 20) 6월",0,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0448
event_period,ITKC_PH_1294A_0449,"홍복원, 필현보의 난",반란,고려,1233년(고종 20) 12월,5,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0449
event_period,ITKC_PH_1294A_0424,동경민란,"민란,

종교",고려,"1190년(명종 20) 1월
~ 1233년(고종 20)",3,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0424
event_period,ITKC_PH_1294A_0450,죽주전투,전쟁,고려,1236년(고종 23) 9월,1,고려의 대몽항쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0450
event_period,ITKC_PH_1294A_0451,이연년 형제의 난,반란,고려,1237년(고종 24),1,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0451
event_period,ITKC_PH_1294A_0452,만종과 최항의 횡포,처결,고려,1240년(고종 27) 12월,2,최씨무인정권,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0452
event_period,ITKC_PH_1294A_0453,몽고에 독로화 파견,몽고,고려,1241년(고종 28) 4월,2,고려의 대몽항쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0453
event_period,ITKC_PH_1294A_0454,최항의 환속,정치인,고려,1247년(고종 34) 6월,3,최씨무인정권,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0454
event_period,ITKC_PH_1294A_0455,최우의 김미 제거,유배,고려,1249년(고종 36) 윤2월,3,최씨무인정권,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0455
event_period,ITKC_PH_1294A_0456,최우의 사망,정치인,고려,1249년(고종 36) 11월,4,최씨무인정권,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0456
event_period,ITKC_PH_1294A_0457,최항의 계모 살해,처결,고려,1251년(고종 38) 3월,3,최씨무인정권,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0457
event_period,ITKC_PH_1294A_0458,몽고의 출륙요구,몽고,고려,1252년(고종 39) 7월,5,고려의 대몽항쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0458
event_period,ITKC_PH_1294A_0459,김윤후의 충주전투,전쟁,고려,"1253년(고종 40) 10월
~ 1253년(고종 40) 12월",2,고려의 대몽항쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0459
event_period,ITKC_PH_1294A_0539,원나라 태자의 연경궁 연회,원,고려,1253년(공민왕 2) 8월,2,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0539
event_period,ITKC_PH_1294A_0460,반역자 이현의 처벌,처결,고려,1254년(고종 40) 1월,0,고려의 대몽항쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0460
event_period,ITKC_PH_1294A_0461,안열의 난,반란,고려,1257년(고종 44) 4월,1,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0461
event_period,ITKC_PH_1294A_0462,최항의 사망과 최의의 권력승계,정치인,고려,1257년(고종 44) 윤4월,4,최씨무인정권,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0462
event_period,ITKC_PH_1294A_0463,송길유 숙청,처결,고려,1258년(고종 45) 1월,5,최씨무인정권,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0463
event_period,ITKC_PH_1294A_0464,김준의 반란과 최의의 사망,"정치인,

정변",고려,1258년(고종 45) 3월,5,무신정변,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0464
event_period,ITKC_PH_1294A_0465,홍복원의 처벌,몽고,고려,1258년(고종 45) 7월,3,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0465
event_period,ITKC_PH_1294A_0467,고종의 사망,국왕,고려,1259년(고종 46) 6월,4,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0467
event_period,ITKC_PH_1294A_0466,태자의 항복 사행,세자,고려,"1259년(고종 46) 4월
~ 1260년(원종 1) 3월",1,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0466
event_period,ITKC_PH_1294A_0468,원종의 개경 입성,국왕,고려,1260년(원종 1) 3월,2,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0468
event_period,ITKC_PH_1294A_0469,몽고의 대일본사행 안내,몽고,고려,"1267년(원종 8) 1월
~ 1267년(원종 8) 8월",2,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0469
event_period,ITKC_PH_1294A_0470,몽고의 고려군 사열,정벌,고려,1268년(원종 9) 6월,2,여몽연합군의 일본정벌,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0470
event_period,ITKC_PH_1294A_0471,김준 숙청,처결,고려,1268년(원종 9) 12월,3,무신정변,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0471
event_period,ITKC_PH_1294A_0472,유경의 흑산도 유배,유배,고려,1269년(원종 10) 4월,6,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0472
event_period,ITKC_PH_1294A_0473,안경공 추대사건,정변,고려,1269년(원종 10) 6월,7,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0473
event_period,ITKC_PH_1294A_0474,최탄의 몽고 투항,몽고,고려,1269년(원종 10) 10월,3,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0474
event_period,ITKC_PH_1294A_0447,강화 천도,"전쟁,

천도",고려,"1232년(고종 19) 6월
~ 1270년(원종 11) 5월",3,고려의 대몽항쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0447
event_period,ITKC_PH_1294A_0475,원종의 친조,국왕,고려,1270년(원종 11) 2월,6,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0475
event_period,ITKC_PH_1294A_0476,무신정권의 종식,국왕,고려,1270년(원종 11) 5월,10,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0476
event_period,ITKC_PH_1294A_0478,숭겸의 난,민란,고려,1271년(원종 12) 1월,0,고려의 대몽항쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0478
event_period,ITKC_PH_1294A_0477,삼별초의 반란,반란,고려,"1270년(원종 11) 6월
~ 1273년(원종 14) 4월",3,고려의 대몽항쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0477
event_period,ITKC_PH_1294A_0479,김방경의 삼별초 토벌,정벌,고려,1273년(원종 14) 4월,5,여몽연합군의 일본정벌,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0479
event_period,ITKC_PH_1294A_0480,여몽연합군의 1차일본원정,정벌,고려,1274년(충렬왕 즉위) 10월,8,여몽연합군의 일본정벌,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0480
event_period,ITKC_PH_1294A_0481,몽고 공주와의 혼인,"국왕,

비빈",고려,1274년(충렬왕 즉위) 10월,12,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0481
event_period,ITKC_PH_1294A_0482,정화궁주의 몽고공주 저주사건,비빈,고려,1276년(충렬왕 2) 12월,5,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0482
event_period,ITKC_PH_1294A_0483,경창궁주 폐위사건,비빈,고려,1277년(충렬왕 3) 7월,8,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0483
event_period,ITKC_PH_1294A_0484,김방경 무고사건,고변/탄핵,고려,1277년(충렬왕 3) 12월,7,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0484
event_period,ITKC_PH_1294A_0485,고려인 송환 요구,원,고려,1278년(충렬왕 4) 7월,3,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0485
event_period,ITKC_PH_1294A_0486,신문색 설치,기관,고려,1278년(충렬왕 4) 10월,3,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0486
event_period,ITKC_PH_1294A_0487,계점사 파견,민심,고려,1279년(충렬왕 5) 9월,4,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0487
event_period,ITKC_PH_1294A_0488,여몽연합군의 2차일본원정,정벌,고려,1281년(충렬왕 6) 6월,4,여몽연합군의 일본정벌,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0488
event_period,ITKC_PH_1294A_0489,충렬왕 수종공신 선정,공신/훈신,고려,1281년(충렬왕 7) 12월,6,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0489
event_period,ITKC_PH_1294A_0490,인물추고도감의 설치와 운영,"기관,

노비",고려,1282년(충렬왕 8) 9월,4,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0490
event_period,ITKC_PH_1294A_0491,강윤명의 난,민란,고려,1286년(충렬왕 12) 2월,1,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0491
event_period,ITKC_PH_1294A_0492,주열의 졸기,정치인,고려,1287년(충렬왕 13) 11월,3,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0492
event_period,ITKC_PH_1294A_0493,요동대기근,몽고,고려,1289년(충렬왕 15) 3월,2,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0493
event_period,ITKC_PH_1294A_0494,유경의 졸기,정치인,고려,1289년(충렬왕 15) 11월,4,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0494
event_period,ITKC_PH_1294A_0495,정가신의 원나라 한림학사 제수,인물기타,고려,1290년(충렬왕 16) 11월,4,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0495
event_period,ITKC_PH_1294A_0496,합단의 개경 침입,전쟁,고려,"1291년(충렬왕 17) 1월
~ 1291년(충렬왕 17) 4월",2,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0496
event_period,ITKC_PH_1294A_0497,홍군상의 일본인 호송,"원,

일본",고려,1292년(충렬왕 18) 9월,2,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0497
event_period,ITKC_PH_1294A_0498,탐라 반환,원,고려,1294년(충렬왕 20) 5월,5,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0498
event_period,ITKC_PH_1294A_0499,한희유의 유배,유배,고려,1295년(충렬왕 21) 8월,5,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0499
event_period,ITKC_PH_1294A_0500,무비의 공주 저주 사건,비빈,고려,1297년(충렬왕 23) 7월,2,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0500
event_period,ITKC_PH_1294A_0501,수창궁 중건,건축,고려,1297년(충렬왕 23) 윤12월,3,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0501
event_period,ITKC_PH_1294A_0502,충선왕 즉위,국왕,고려,1298년(충렬왕 24) 1월,3,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0502
event_period,ITKC_PH_1294A_0503,이승휴 초빙,인물기타,고려,1298년(충렬왕 24) 1월,4,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0503
event_period,ITKC_PH_1294A_0504,조비무고사건,비빈,고려,"1298년(충렬왕 24) 4월
~ 1298년(충렬왕 24) 6월",8,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0504
event_period,ITKC_PH_1294A_0505,충선왕의 관제개혁,제도개혁,고려,1298년(충렬왕 24) 5월,14,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0505
event_period,ITKC_PH_1294A_0506,사림원 설치,기관,고려,1298년(충렬왕 24) 5월,4,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0506
event_period,ITKC_PH_1294A_0507,충렬왕의 복위,국왕,고려,1298년(충렬왕 24) 8월,3,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0507
event_period,ITKC_PH_1294A_0508,한희유 무고사건,고변/탄핵,고려,1299년(충렬왕 25) 1월,5,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0508
event_period,ITKC_PH_1294A_0509,오기의 원나라 압송,처결,고려,"1303년(충렬왕 29) 7월
~ 1303년(충렬왕 29) 10월",17,원간섭기,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0509
event_period,ITKC_PH_1294A_0510,섬학전 설치,교육,고려,1304년(충렬왕 30) 5월,3,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0510
event_subject,ITKC_PH_1294A_0435,강동성전투,전쟁,고려,"1218년(고종 5) 12월
~ 1219년(고종 6) 1월",2,고려거란전쟁,https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0435
event_period,ITKC_PH_1294A_0511,대성전 준공,건축,고려,1304년(충렬왕 30) 6월,2,,https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1294A_0511
