person_id,name,birth_year,death_year,bonkwan,ja,ho,father,related_count,detail_url
P001036,강희성(姜僖成),1803,1866,진주(晉州),이극(而克),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001036
P001037,강희세(姜熙世),,,진주(晉州),,,강문재(姜文載),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001037
P001038,강희신(姜熙臣),,,진양(晉陽),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001038
P001039,강희안(姜希顔),1418,1464,진주(晉州),"경우(景愚), 경우(景遇)",인재(仁齋),강석덕(姜碩德),10명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001039
P001040,강희언(康希彦),,,신천(信川),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001040
P001042,강희열(姜希悅),15??,1593,진주(晉州),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001042
P001043,강희영(姜羲永),1796,,진주(晉州),선민(善民),,강순흠(姜淳欽),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001043
P001044,강희이(姜希夷),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001044
P001045,강희증(姜希曾),,,진주(晉州),,,강석덕(姜碩德),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001045
P001046,강희철(姜熙哲),,,진주(晉州),원명(元明),,강필주(姜弼周),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001046
P001047,강희철(康希哲),1492,1583,신천(信川),,,강귀형(康貴亨),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001047
P001048,강희필(姜姬弼),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001048
P001049,개덕(介德),,17??,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001049
P001050,개질지(介叱知),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001050
P001051,거관(巨寬),1762,1827,진주(晉州),,벽파(碧波),,2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001051
P001052,거진(擧眞),6??,647,,,,비령자(丕寧子),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001052
P001053,거칠부(居柒夫),502,579,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001053
P001054,걸걸중상(乞乞仲象),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001054
P001055,견대용(甄大用),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001055
P001056,견선품(甄善品),,,경주(慶州),,,김구륜(金仇輪),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001056
P001057,견훤(甄萱),867,936,,,,아자개(阿慈介),13명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001057
P001058,경간(慶侃),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001058
P001059,경곤(慶㫻),1712,,청주(淸州),휘숙(輝叔),,경도창(慶道昌),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001059
P001060,경관(慶觀),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001060
P001061,경기(慶祈),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001061
P001062,경녕궁주(敬寧宮主),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001062
P001063,경녕옹주(慶寧翁主),,,교하(交河),,,왕현(王昡),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001063
P001064,경눌(敬訥),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001064
P001065,경대림(慶大臨),,,청주(淸州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001065
P001066,경대복(慶大復),1539,,청주(淸州),중원(仲元),,경수공(慶秀恭),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001066
P001067,경대승(慶大升),1154,1183,청주(淸州),,,경진(慶珍),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001067
P001068,경대유(慶大有),1522,,청주(淸州),형백(亨伯),,경수공(慶秀恭),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001068
P001069,경덕(敬德),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001069
P001070,경덕국사(景德國師),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001070
P001071,경덕창(慶德昌),,,청주(淸州),,,경흡(慶洽),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001071
P001072,경도창(慶道昌),,,청주(淸州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001072
P001073,경득(慶得),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001073
P001074,경류(景流),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001074
P001075,경률(敬律),1693,1780,성주(星州),,"해월(海月), 취운(翠雲)",,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001075
P001076,경만집(慶萬集),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001076
P001077,경면(慶綿),,,청주(淸州),,,경유형(慶由亨),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001077
P001078,경목현비왕씨(敬穆賢妃王氏),,,청주(淸州),,,왕가도(王可道),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001078
P001079,경보(慶補),1323,1406,청주(淸州),,,경복흥(慶復興),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001079
P001080,경복흥(慶復興),,1380,청주(淸州),,,경사만(慶斯萬),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001080
P001081,경빈박씨(景嬪朴氏),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001081
P001082,경빈박씨(敬嬪朴氏),,1533,밀양(密陽),,,박수림(朴秀林),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001082
P001083,경사(鏡師),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001083
P001084,경사만(慶斯萬),,,청주(淸州),,,,2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001084
P001085,경상(慶祥),,,청주(淸州),,,경유근(慶由謹),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001085
P001086,경상룡(慶翔龍),1611,,청주(淸州),군서(君瑞),,경순수(慶舜壽),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001086
P001087,경선(慶選),,,청주(淸州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001087
P001088,경선공주(慶善公主),,,전주(全州),,,이성계(李成桂),17명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001088
P001089,경섬(慶暹),1562,1620,청주(淸州),퇴부(退夫),칠송(七松),경시성(慶時成),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001089
P001090,경성왕후김씨(敬成王后金氏),,1086,경주(慶州),,,왕순(王詢),11명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001090
P001091,경세인(慶世仁),1491,,청주(淸州),심중(心仲),"경재(敬齋), 두문농은(斗文農隱)",경상(慶祥),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001091
P001092,경세창(慶世昌),,,청주(淸州),"무숙(茂叔), 가구(可久)",,경상(慶祥),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001092
P001093,경세청(慶世淸),,,청주(淸州),,,경면(慶綿),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001093
P001094,경수(慶脩),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001094
P001095,경수공(慶秀恭),1502,,청주(淸州),겸중(謙仲),,경숙(慶俶),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001095
P001096,경수량(慶秀良),,,청주(淸州),순중(淳仲),,경숙(慶俶),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001096
P001097,경숙(慶俶),,,청주(淸州),자후(子厚),,경준(慶俊),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001097
P001098,경숙공주(景肅公主),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001098
P001099,경숙군주(慶淑郡主),1637,,전주(全州),,,이왕(李汪),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001099
P001100,경숙옹주(敬淑翁主),,,전주(全州),,,이향(李珦),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001100
P001101,경숙옹주(敬淑翁主),,,전주(全州),,,이혈(李娎),30명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001101
P001102,경순(慶詢),1560,,청주(淸州),자유(子猷),,경대림(慶大臨),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001102
P001103,경순공주(慶順公主),,1407,전주(全州),,,이성계(李成桂),17명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001103
P001104,경순수(慶舜壽),,,청주(淸州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001104
P001105,경순옹주(慶順翁主),,,전주(全州),,,,2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001105
P001106,경순왕후박씨(敬順王后朴氏),,,문주(文州),,,박광(朴光),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001106
P001107,경습(慶習),,,청주(淸州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001107
P001108,경시성(慶時成),1536,,청주(淸州),성중(成中),,경혼(慶渾),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001108
P001109,경시제(慶時 ),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001109
P001110,경시형(慶時衡),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001110
P001111,경신공주(慶愼公主),,1426,전주(全州),,,이성계(李成桂),17명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001111
P001112,경신옹주(敬愼翁主),,,전주(全州),,,이방원(李芳遠),34명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001112
P001113,경안공주(慶安公主),1393,1415,전주(全州),,,이방원(李芳遠),35명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001113
P001114,경안궁주(慶安宮主),,,개성(開城),,,왕정(王禎),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001114
P001115,경여(慶餘),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001115
P001116,경연(慶延),14??,1482,청주(淸州),대유(大有),남계(南溪),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001116
P001117,경옥(冏玉),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001117
P001118,경우(慶愚),,,청주(淸州),공무(公武),,경세인(慶世仁),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001118
P001119,경우(慶雩),,,청주(淸州),택보(澤甫),,경세창(慶世昌),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001119
P001120,경운(景雲),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001120
P001121,경운(擎雲),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001121
P001122,경유근(慶由謹),,,청주(淸州),,,경지(慶智),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001122
P001123,경유선(慶由善),,,청주(淸州),,,경지(慶智),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001123
P001124,경유형(慶由亨),,,청주(淸州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001124
P001125,경유후(慶有後),,,청주(淸州),영숙(永叔),,경섬(慶暹),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001125
P001126,경윤(慶胤),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001126
P001127,경인(景寅),,,태인(泰仁),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001127
P001128,경정(慶禎),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001128
P001129,경정공주(慶貞公主),,1455,전주(全州),,,이방원(李芳遠),36명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001129
P001130,경조(景照),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001130
P001131,경종(慶琮),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001131
P001132,경준(慶俊),,1489,청주(淸州),이선(而善),,경유선(慶由善),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001132
P001133,경준(慶遵),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001133
P001134,경지(鏡智),,,개성(開城),,,왕영(王韺),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001134
P001135,경지(慶遲),1566,1635,청주(淸州),용보(容甫),,,2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001135
P001136,경지(慶智),,,청주(淸州),,,경습(慶習),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001136
P001137,경지(慶祉),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001137
P001138,경진(敬眞),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001138
P001139,경진(慶珍),,,청주(淸州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001139
P001140,경진(慶臻),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001140
P001141,경진회(慶辰會),,,청주(淸州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001141
P001142,경진휴(景震烋),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001142
P001143,경집(慶𫕱),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001143
P001144,경창궁주유씨(慶昌宮主柳氏),,,개성(開城),,,왕전(王佺),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001144
P001145,경청(景淸),13??,,태인(泰仁),,,경인(景寅),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001145
P001146,경춘(瓊春),1757,1772,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001146
P001147,경치순(慶致淳),,,청주(淸州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001147
P001148,경침(慶沉),1485,1529,청주(淸州),"언묵(彥默), 언묵(彦默)",,경세청(慶世淸),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001148
P001149,경필(慶佖),,,청주(淸州),반수(胖叟),,경준(慶俊),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001149
P001150,경해(慶諧),1544,,청주(淸州),자화(子和),,경대유(慶大有),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001150
P001151,경헌(敬軒),1544,1633,장흥(長興),,"제월당(霽月堂), 허한거사(虛閑居士)",조예창(曺芮昌),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001151
P001152,경헌(慶憲),,,청주(淸州),공도(公度),,경세인(慶世仁),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001152
P001153,경현공주(敬顯公主),1530,1584,전주(全州),,,이역(李懌),22명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001153
P001154,경혜공주(敬惠公主),,1473,전주(全州),,,이향(李珦),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001154
P001155,경혼(慶渾),1498,1568,청주(淸州),"언회(彥晦), 언회(彦晦)",,경세청(慶世淸),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001155
P001156,경화공주(慶華公主),,1344,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001156
P001157,경화궁부인임씨(慶和宮夫人林氏),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001157
P001158,경화궁주(敬和宮主),,,개성(開城),,,왕요(王瑤),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001158
P001159,경화옹주(敬和翁主),,,,,,왕연(王𤦷),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001159
P001160,경화왕후이씨(敬和王后李氏),1079,1109,인주(仁州),,,왕운(王運),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001160
P001161,경흡(慶洽),,,청주(淸州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001161
P001162,경희(慶喜),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001162
P001163,경희(景熙),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001163
P001164,계각문(桂珏文),,,수안(遂安),,,계덕해(桂德海),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001164
P001165,계고(階古),,,,,,,3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001165
P001166,계난서(桂鸞瑞),,,수안(遂安),,,계자화(桂自華),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001166
P001167,계당(戒幢),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001167
P001168,계덕수(桂德洙),,,수안(遂安),,,계난서(桂鸞瑞),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001168
P001169,계덕순(桂德淳),1720,,수안(遂安),경주(景周),,계난서(桂鸞瑞),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001169
P001170,계덕해(桂德海),1708,1775,수안(遂安),"원섭(元涉), 홍섭(弘涉)",봉곡(鳳谷),계난서(桂鸞瑞),21명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001170
P001171,계랑(桂娘),17??,1819,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001171
P001172,계림현부인(鷄林縣夫人),,,경주(慶州),,,김명원(金命元),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001172
P001173,계백(階伯),6??,660,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001173
P001174,계붕문(桂朋文),,,수안(遂安),,,계덕해(桂德海),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001174
P001175,계송(繼松),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001175
P001176,계수(戒水),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001176
P001177,계아태후(桂娥太后),,,경주(慶州),,,김정(金晸),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001177
P001178,계오부인박씨(繼烏夫人朴氏),,,경주(慶州),,"계오부인(繼烏夫人), 지오부인(知烏夫人)",,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001178
P001179,계용지(桂龍祉),1638,1693,수안(遂安),지운(之雲),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001179
P001180,계욱(桂勗),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001180
P001181,계원(桂鵷),1795,1858,수안(遂安),의중(儀仲),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001181
P001182,계융(契融),,,,,,,2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001182
P001183,계은(戒恩),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001183
P001184,계자화(桂自華),,,수안(遂安),,,,7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001184
P001185,계전(戒全),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001185
P001186,계종문(桂鍾文),,,수안(遂安),,,계덕해(桂德海),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001186
P001187,계지문(桂之文),,1627,수안(遂安),희문(希文),경재(敬齋),계형원(桂馨遠),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001187
P001188,계태형(桂泰衡),1663,1717,수안(遂安),숙권(叔權),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001188
P001189,계학서(桂鶴瑞),,,수안(遂安),,,계자화(桂自華),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001189
P001190,계현(契玄),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001190
P001191,계현문(桂現文),,,수안(遂安),,,계덕해(桂德海),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001191
P001192,계형원(桂馨遠),,,수안(遂安),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001192
P001193,계화부인(桂花夫人),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001193
P001194,계희문(桂希文),,,수안(遂安),,,계덕해(桂德海),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001194
P001195,고가익(高可翼),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001195
P001196,고가적(高可迪),,,장흥(長興),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001196
P001197,고거련(高巨連),394,491,,,,고담덕(高談德),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001197
P001198,고경(高炅),1712,1794,장흥(長興),휘언(輝彥),,고한인(高漢仁),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001198
P001199,고경(高慶),1276,1342,제주(濟州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001199
P001200,고경두(高景斗),15??,,제주(濟州),응수(應壽),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001200
P001201,고경룡(高景龍),,,제주(濟州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001201
P001202,고경리(高敬履),1560,1609,장흥(長興),이척(而惕),창랑(滄浪),고계영(高季英),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001202
P001203,고경리(高景离),1599,1655,장흥(長興),광우(光宇),둔암(遯菴),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001203
P001204,고경명(高敬命),1533,1592,장흥(長興),"이순(而順), 이순(耳順)","제봉(霽峰), 태헌(苔軒), 제봉(霽峯), 태사(苔槎)",고맹영(高孟英),45명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001204
P001205,고경복(高景福),1541,1582,개성(開城),중유(仲㽕),주암(周菴),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001205
P001206,고경선(高敬先),1534,,장흥(長興),기원(基遠),,고중영(高仲英),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001206
P001207,고경우(高擎宇),15??,1592,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001207
P001208,고경운(高慶雲),1526,1573,개성(開城),응상(應祥),,고윤종(高胤宗),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001208
P001209,고경유(高景柳),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001209
P001210,고경조(高敬祖),1528,,장흥(長興),이원(貽遠),구암(龜巖),고중영(高仲英),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001210
P001211,고경준(高景晙),1839,1897,제주(濟州),진경(晉卿),영운(靈雲),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001211
P001212,고경직(高景稷),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001212
P001213,고경진(高景鎭),,,장택(長澤),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001213
P001214,고경항(高敬恒),1718,1755,고봉(高峯),의중(義仲),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001214
P001215,고경허(高景虛),,,제주(濟州),응실(應實),아계(丫溪),,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P001215
