person_id,name,birth_year,death_year,bonkwan,ja,ho,father,related_count,detail_url
P000395,강숙달(姜叔達),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000395
P000396,강숙재(康淑才),,,곡산(谷山),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000396
P000397,강순(康純),1390,1468,신천(信川),태초(太初),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000397
P000398,강순(姜栒),1687,,진주(晉州),자중(子重),,강석훈(姜碩勛),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000398
P000399,강순(康洵),1745,1815,신천(信川),계신(季信),용수재(慵睡齋),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000399
P000400,강순(姜紃),1585,1633,진주(晉州),자진(子眞),부점헌(不占軒),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000400
P000401,강순(姜恂),15??,16??,진주(晉州),,우재(迂齋),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000401
P000402,강순(姜栒),,,진주(晉州),,,강책(姜𣽤),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000402
P000403,강순(姜純),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000403
P000404,강순(姜淳),,,진주(晉州),,,강극문(姜克文),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000404
P000405,강순경(姜舜卿),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000405
P000406,강순룡(康舜龍),,,신천(信川),,화곡(化谷),강윤성(康允成),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000406
P000407,강순민(姜舜民),,,진주(晉州),,,강중선(姜中善),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000407
P000408,강순창(姜順昌),1667,1731,진주(晉州),덕여(德汝),설당(雪堂),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000408
P000409,강순흠(姜淳欽),,,진주(晉州),,,강세정(姜世靖),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000409
P000410,강순흠(姜舜欽),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000410
P000411,강순흠(姜順欽),,,진주(晉州),,,강태중(姜泰重),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000411
P000412,강승(姜昇),1430,1500,진주(晉州),자양(子揚),완휴재(玩休齋),강순(姜純),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000412
P000413,강승우(姜承祐),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000413
P000414,강승유(姜承裕),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000414
P000415,강시(姜蓍),1339,1400,진주(晉州),,,강군보(姜君寶),10명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000415
P000416,강시건(康時建),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000416
P000417,강시겸(姜始謙),1725,1760,진주(晉州),"경원(景元), 여상(汝相)",,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000417
P000418,강시경(姜時儆),1612,1682,진주(晉州),"경오(警吾), 경오(儆吾)",,강순(姜淳),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000418
P000419,강시만(姜時萬),,,진주(晉州),,,강항(姜沆),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000419
P000420,강시면(姜時冕),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000420
P000421,강시면(姜時冕),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000421
P000422,강시언(姜時彦),,,진주(晉州),,,강계오(姜繼吳),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000422
P000423,강시영(姜時永),1788,,진주(晉州),여량(汝良),,강준흠(姜浚欽),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000423
P000424,강시준(姜時濬),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000424
P000425,강시진(康時進),1569,,충주(忠州),"퇴보(退甫), 퇴부(退夫)",,강엄(康儼),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000425
P000426,강시혜(姜時蕙),,,진주(晉州),,,강항(姜沆),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000426
P000427,강시환(姜始煥),1761,1813,진주(晉州),유종(有終),"백록(白麓), 백치(白痴)",강탁(姜𣝔),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000427
P000428,강시환(姜時煥),1766,,진주(晉州),"성여(聖汝), 성여(聖與)",,강로(姜栳),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000428
P000429,강시회(姜時會),,,진주(晉州),,,강재수(姜在洙),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000429
P000430,강시후(姜時厚),1696,1754,진주(晉州),구지(久之),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000430
P000431,강식(姜植),1648,,진주(晉州),자고(子固),,강석로(姜碩老),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000431
P000432,강식(姜植),1747,1830,진주(晉州),입지(立之),태산포의(太山布衣),강곽(姜漷),17명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000432
P000433,강식(姜寔),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000433
P000434,강식준(姜式儁),1734,1800,진주(晉州),미중(美仲),소은(素隱),강흥운(姜興運),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000434
P000435,강신(姜紳),1543,1615,진주(晉州),"면경(勉卿), 장경(長卿)",동고(東皐),강사안(姜士安),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000435
P000436,강신(姜信),,,진주(晉州),,,강세황(姜世晃),14명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000436
P000437,강신려(姜信呂),1900,,진양(晉陽),경망(景望),몽계(夢溪),,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000437
P000438,강신범(姜信範),,,진주(晉州),,,강숙경(姜叔卿),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000438
P000439,강신우(姜愼友),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000439
P000440,강신일(姜臣一),,,진주(晉州),,,강재보(姜再輔),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000440
P000441,강신효(姜藎孝),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000441
P000442,강심(姜鐔),1837,1906,진주(晉州),대경(大卿),몽회(夢淮),강한규(姜漢奎),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000442
P000443,강심(姜諶),,,진주(晉州),,,강자평(姜子平),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000443
P000444,강심(姜深),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000444
P000445,강심(姜潯),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000445
P000446,강심언(姜審言),1720,,진주(晉州),필간(必簡),,강윤태(姜允泰),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000446
P000447,강심환(姜心煥),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000447
P000448,강악흠(姜嶽欽),,,진주(晉州),,,강세선(姜世選),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000448
P000449,강악흠(姜岳欽),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000449
P000450,강안복(姜安福),,,진주(晉州),,,강회중(姜淮仲),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000450
P000451,강안수(姜安壽),,,진주(晉州),,,강회중(姜淮仲),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000451
P000452,강안중(姜安重),,1465,진주(晉州),익홍(益弘),월촌(月村),강욱(姜勗),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000452
P000453,강양(姜瀁),1702,1768,진주(晉州),사원(士源),풍수재(風樹齋),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000453
P000454,강억(姜檍),1658,,진주(晉州),수경(壽卿),,강석구(姜碩耉),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000454
P000455,강억(姜億),1498,1554,진주(晉州),중소(仲邵),,강징(姜澂),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000455
P000456,강언(姜琂),1648,,진주(晉州),군미(君美),,강홍익(姜弘益),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000456
P000457,강언(姜漹),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000457
P000458,강언룡(姜彦龍),1545,1613,진주(晉州),여문(汝文),초정(草亭),,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000458
P000459,강엄(康儼),1766,1833,신천(信川),"사언(思彥), 사언(思彦)",근암(謹庵),강익(康KC02576),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000459
P000460,강엄(康儼),1545,,충주(忠州),사경(士敬),,강세운(康世雲),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000460
P000461,강엄(康儼),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000461
P000462,강여개(姜汝愷),,,진주(晉州),경은(景誾),,강윤권(姜允權),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000462
P000463,강여관(姜汝寬),1669,1715,진양(晉陽),군평(君平),매계(梅溪),,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000463
P000464,강여구(姜汝榘),1610,,진주(晉州),방숙(方叔),,강설(姜渫),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000464
P000465,강여로(姜汝樐),,,진산(晉山),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000465
P000466,강여박(姜汝舶),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000466
P000467,강여보(姜汝輔),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000467
P000468,강여설(姜汝 ),1614,,진주(晉州),관숙(寬叔),,강설(姜渫),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000468
P000469,강여성(姜汝𦩠),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000469
P000470,강여재(姜與載),1601,1658,진주(晉州),공망(公望),,강즙(姜楫),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000470
P000471,강여재(姜與載),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000471
P000472,강여중(康汝中),,,신천(信川),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000472
P000473,강여형(康汝亨),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000473
P000474,강여호(姜汝㦿),1620,1682,진주(晉州),계숙(啓叔),기재(耆齋),강설(姜渫),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000474
P000475,강연(姜演),,,진주(晉州),연량(淵亮),,강신범(姜信範),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000475
P000476,강연(姜淵),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000476
P000477,강연(姜𨓯),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000477
P000478,강연(姜𨬔),,,진주(晉州),,,강명규(姜命奎),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000478
P000479,강연(姜𨓯),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000479
P000480,강연(姜綖),1552,1614,진주(晉州),정경(正卿),청천(菁川),강사필(姜士弼),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000480
P000481,강연(姜衍),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000481
P000482,강연(姜㻆),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000482
P000483,강연부(姜淵溥),1694,,진주(晉州),정숙(靜叔),,강석규(姜錫圭),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000483
P000484,강연회(姜淵會),1827,1903,진주(晉州),명거(明擧),신와(愼窩),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000484
P000485,강연흠(姜淵欽),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000485
P000486,강엽(康㵊),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000486
P000487,강영(姜泳),1574,,진주(晉州),양원(養元),,강극검(姜克儉),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000487
P000488,강영(姜楧),1661,,진주(晉州),"자경(子敬), 자창(子敞)",,강석로(姜碩老),9명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000488
P000489,강영(姜英),,,진주(晉州),,,강태수(姜台壽),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000489
P000490,강영(姜霙),1530,1614,진주(晉州),중윤(仲潤),,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000490
P000491,강영(姜濚),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000491
P000492,강영(康渶),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000492
P000493,강영가(姜永榎),1838,1903,진주(晉州),이진(而振),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000493
P000494,강영규(姜永奎),1823,,진주(晉州),찬오(粲五),,강익회(姜益會),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000494
P000495,강영길(姜永吉),1849,1904,진주(晉州),경삼(敬三),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000495
P000496,강영세(姜永世),1759,,진주(晉州),대년(大年),,강매동(姜賣東),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000496
P000497,강영수(姜永壽),1849,,진주(晉州),,,강인회(姜璘會),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000497
P000498,강영수(姜永壽),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000498
P000499,강영수(姜永壽),,,진주(晉州),,,강학손(姜鶴孫),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000499
P000500,강영수(姜永壽),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000500
P000501,강영숙(姜永叔),,,진주(晉州),,,강형(姜詗),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000501
P000178,강영숙(姜永叔),,,진주(晉州),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000178
P000502,강영원(姜永源),1811,1859,진주(晉州),성신(聖信),진암(進菴),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000502
P000503,강영지(姜永祉),1857,1916,진주(晉州),낙중(洛中),남호(南湖),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000503
P000504,강영홍(姜永洪),1848,1906,진주(晉州),덕중(德重),오강(梧岡),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000504
P000506,강오복(姜五福),15??,15??,진주(晉州),원호(元祜),,강희맹(姜希孟),14명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000506
P000507,강옥(姜鈺),1817,1858,진주(晉州),성진(聲振),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000507
P000508,강옥성(姜玉成),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000508
P000509,강온(姜溫),1496,,진주(晉州),수연(粹然),,강영숙(姜永叔),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000509
P000510,강온(姜榲),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000510
P000511,강완(姜琬),,,진주(晉州),,,강천민(姜天民),8명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000511
P000512,강완(姜浣),,,,,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000512
P000513,강완(康琬),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000513
P000514,강요선(姜堯善),1843,,진주(晉州),성○(性○),,강위(姜瑋),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000514
P000515,강용사(姜用俟),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000515
P000516,강용정(康用正),1611,1666,재령(載寧),덕순(德純),모재(茅齋),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000516
P000517,강용직(康用直),1613,1693,재령(載寧),양원(養原),,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000517
P000518,강용환(姜龍煥),1776,1850,진주(晉州),운경(雲卿),구음(龜陰),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000518
P000519,강용후(康用侯),1590,,신천(信川),덕승(德承),,강응철(康應哲),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000519
P000520,강용후(康用候),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000520
P000521,강우(姜瑀),1495,1517,진주(晉州),옥여(玉如),,강세응(姜世應),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000521
P000522,강우(姜鄅),1651,1720,진주(晉州),숙진(叔鎭),잠계(潛溪),강각(姜恪),12명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000522
P000523,강우(姜䨞),1525,,진주(晉州),택원(澤遠),,강응청(姜應淸),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000523
P000524,강우(姜祐),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000524
P000525,강우덕(姜友德),1385,1439,진주(晉州),,,강회백(姜淮伯),9명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000525
P000526,강우빈(姜宇贇),17??,,진주(晉州),국서(國瑞),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000526
P000527,강우순(姜宇淳),17??,,진주(晉州),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000527
P000528,강우인(姜宇仁),17??,,진주(晉州),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000528
P000529,강우주(姜遇周),,,진주(晉州),,,강렴(姜濂),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000529
P000530,강우팔(姜遇八),17??,18??,진주(晉州),성로(聖老),,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000530
P000531,강우형(姜友馨),1853,,진주(晉州),"익보(益甫), 익보(益輔)",,강희영(姜羲永),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000531
P000532,강욱(姜昱),1511,1574,진주(晉州),광중(光仲),,강공망(姜公望),7명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000532
P000533,강욱(姜頊),1615,,진주(晉州),신백(愼伯),,강홍정(姜弘定),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000533
P000534,강욱(姜勗),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000534
P000535,강운(姜橒),1773,1834,진주(晉州),"경하(擎厦), 경하(擎廈)",송서(松西),강책(姜𣽤),17명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000535
P000536,강운규(姜運奎),,,진주(晉州),,,강필효(姜必孝),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000536
P000537,강운상(姜雲祥),1526,1587,진주(晉州),,,강린(姜璘),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000537
P000538,강운승(姜運承),1746,1788,진주(晉州),천휴(天休),,강후악(姜後岳),1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000538
P000539,강운형(姜雲馨),1839,1890,진주(晉州),경삼(景三),,강현주(姜顯周),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000539
P000540,강운형(姜運亨),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000540
P000541,강원(姜源),,,진주(晉州),계청(季淸),,강세징(姜世徵),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000541
P000542,강원(姜瑗),1607,1637,진주(晉州),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000542
P000543,강원규(姜元奎),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000543
P000544,강원기(姜遠期),,,금천(衿川),,,강찬(姜燦),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000544
P000545,강원발(姜元發),,,진주(晉州),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000545
P000546,강원범(姜元範),1447,1501,진주(晉州),자형(子衡),,강숙경(姜叔卿),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000546
P000547,강원우(姜元佑),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000547
P000548,강원유(姜元裕),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000548
P000549,강원일(姜元一),1680,1757,진주(晉州),"일원(一元), 여약(汝約)",태백산옹(太白山翁),강재필(姜在弼),4명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000549
P000550,강원일(姜元日),1783,,진주(晉州),맹상(孟象),,강급(姜𪻏),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000550
P000551,강원지(姜元之),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000551
P000552,강원회(姜元會),,,,,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000552
P000553,강위(姜煒),1568,,금천(衿川),여휘(汝輝),,강유경(姜惟慶),5명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000553
P000554,강위(姜瑋),1820,1884,진주(晉州),"유성(惟聖), 중무(仲武), 요장(堯章), 위옥(韋玉), 위옥(葦玉)","고환(古歡), 고환당(古歡堂), 고환(古懽), 고환당(古懽堂), 추금(秋琴), 자기(慈屺), 청추각(聽秋閣), 심전(心荃), 고환자(古懽子)",강진화(姜鎭華),20명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000554
P000555,강위(姜偉),,,진주(晉州),중관(仲寬),,강징(姜澂),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000555
P000556,강위(姜偉),,,진주(晉州),,,강세윤(姜世胤),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000556
P000557,강위(姜鍏),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000557
P000559,강위귀(姜渭龜),15??,1592,진주(晉州),,,,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000559
P000560,강위로(姜渭老),,,진주(晉州),,,강규(姜奎),3명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000560
P000561,강위룡(姜渭龍),,,진주(晉州),전망(全望),,강삼(姜參),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000561
P000562,강위명(姜渭明),,,진주(晉州),,,강익(姜翼),6명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000562
P000563,강위묵(康衞默),1873,1907,신천(信川),봉중(封仲),학봉(鶴峯),,0명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000563
P000564,강위빙(姜渭聘),1569,1637,진주(晉州),백상(伯尙),서호(西湖),강응생(姜應生),2명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000564
P000565,강위빙(姜渭聘),,,진주(晉州),,,,1명,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000565
