event_id,event_name,relation_type,person_id,person_name,source_urls
ITKC_PH_1300A_0090,현량과의 파방과 복과〔賢良科罷復〕,사건인물,P055766,조광조(趙光祖),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0090|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0090
ITKC_PH_1300A_0090,현량과의 파방과 복과〔賢良科罷復〕,사건인물,P057226,조우(趙佑),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0090|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0090
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P001501,공서린(孔瑞麟),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P001939,구수복(具壽福),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P002649,권벌(權橃),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P004304,기준(奇遵),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P004975,김구(金絿),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P007376,김세필(金世弼),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P007938,김식(金湜),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P008002,김안국(金安國),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P009949,김정(金淨),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P009971,김정국(金正國),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P014116,문근(文瑾),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P016093,박상(朴祥),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P016380,박세희(朴世熹),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P018384,박훈(朴薰),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P023700,신상(申鏛),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P024410,신잠(申潛),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P031278,유용근(柳庸謹),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P031304,유운(柳雲),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P031521,유인숙(柳仁淑),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P034151,윤자임(尹自任),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P035770,이계맹(李繼孟),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P039387,이사균(李思鈞),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P040286,이성동(李成童),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P042384,이연경(李延慶),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P044673,이자(李耔),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P044747,이장곤(李長坤),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P047179,이청(李淸),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P055766,조광조(趙光祖),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P059247,채세영(蔡世英),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P060365,최수성(崔壽峸),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P060413,최숙생(崔淑生),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1300A_0092,기묘당적〔己卯黨籍〕,사건인물,P063060,한충(韓忠),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1300A_0092
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P001482,고형산(高荊山),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P002295,권균(權鈞),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P005200,김근사(金謹思),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P009908,김전(金詮),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P012461,남곤(南袞),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P012745,남세준(南世準),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P013228,남효의(南孝義),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P018254,박호(朴壕),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P018543,방유령(方有寧),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P020348,서후(徐厚),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P020846,성운(成雲),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P023700,신상(申鏛),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P025770,심정(沈貞),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P028922,오준(吳準),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P030060,유관(柳灌),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P033971,윤은필(尹殷弼),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P035112,윤희인(尹希仁),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P035770,이계맹(李繼孟),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P039342,이빈(李蘋),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P040621,이세정(李世貞),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P041217,이순(李純),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P042568,이영부(李英符),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P043591,이유청(李惟淸),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P047932,이항(李沆),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P050792,장순손(張順孫),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P058303,조침(趙琛),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P059402,채침(蔡忱),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P062554,한세환(韓世桓),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P062603,한승정(韓承貞),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0313,기묘사화 이후 조정관원,사건인물,P065206,홍숙(洪淑),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0313
ITKC_PH_1305A_0314,기묘사화 피화인 찬축인원〔坐黨人員 竄逐類〕,사건인물,P004304,기준(奇遵),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314
ITKC_PH_1305A_0314,기묘사화 피화인 찬축인원〔坐黨人員 竄逐類〕,사건인물,P004975,김구(金絿),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314
ITKC_PH_1305A_0314,기묘사화 피화인 찬축인원〔坐黨人員 竄逐類〕,사건인물,P007938,김식(金湜),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314
ITKC_PH_1305A_0314,기묘사화 피화인 찬축인원〔坐黨人員 竄逐類〕,사건인물,P009949,김정(金淨),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314
ITKC_PH_1305A_0314,기묘사화 피화인 찬축인원〔坐黨人員 竄逐類〕,사건인물,P016380,박세희(朴世熹),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314
ITKC_PH_1305A_0314,기묘사화 피화인 찬축인원〔坐黨人員 竄逐類〕,사건인물,P018384,박훈(朴薰),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314
ITKC_PH_1305A_0314,기묘사화 피화인 찬축인원〔坐黨人員 竄逐類〕,사건인물,P024410,신잠(申潛),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314
ITKC_PH_1305A_0314,기묘사화 피화인 찬축인원〔坐黨人員 竄逐類〕,사건인물,P026898,안정(安珽),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314
ITKC_PH_1305A_0314,기묘사화 피화인 찬축인원〔坐黨人員 竄逐類〕,사건인물,P027057,안찬(安瓚),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314
ITKC_PH_1305A_0314,기묘사화 피화인 찬축인원〔坐黨人員 竄逐類〕,사건인물,P029096,오희안(吳希顔),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314
ITKC_PH_1305A_0314,기묘사화 피화인 찬축인원〔坐黨人員 竄逐類〕,사건인물,P031278,유용근(柳庸謹),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314
ITKC_PH_1305A_0314,기묘사화 피화인 찬축인원〔坐黨人員 竄逐類〕,사건인물,P032706,윤광령(尹光齡),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314
ITKC_PH_1305A_0314,기묘사화 피화인 찬축인원〔坐黨人員 竄逐類〕,사건인물,P034151,윤자임(尹自任),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314
ITKC_PH_1305A_0314,기묘사화 피화인 찬축인원〔坐黨人員 竄逐類〕,사건인물,P035451,이경(李璥),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314
ITKC_PH_1305A_0314,기묘사화 피화인 찬축인원〔坐黨人員 竄逐類〕,사건인물,P041965,이약수(李若水),https://db.itkc.or.kr/people/viewEvnt?gubun=evntcate&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314|https://db.itkc.or.kr/people/viewEvnt?gubun=evntera&cate1=Z&cate2=&dataId=ITKC_PH_1305A_0314
