term_id,topterm_id,term_name,term_kind,term_ch,term_remark,term_year,term_times,term_lk,term_desc
4203359,310,운교역,2,云交驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 강릉(江陵)에 위치한 역(驛)으로, 보안도(保安道)의 속역(屬驛) 중 하나."
4203361,310,동덕역,2,冬德驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 강릉(江陵)에 위치한 역(驛)으로, 평릉도(平陵道)의 속역(屬驛) 중 하나."
4203363,310,대창역,2,大昌驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 강릉(江陵)에 위치한 역(驛)으로, 평릉도(平陵道)의 속역(屬驛) 중 하나."
4203365,310,구산역,2,丘山驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 강릉(江陵)에 위치한 역(驛)으로, 평릉도(平陵道)의 속역(屬驛) 중 하나."
4203367,310,목계역,2,木界驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 강릉(江陵)에 위치한 역(驛)으로, 평릉도(平陵道)의 속역(屬驛) 중 하나."
4203369,310,안인역,2,安仁驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 강릉(江陵)에 위치한 역(驛)으로, 평릉도(平陵道)의 속역(屬驛) 중 하나."
4203371,310,낙풍역,2,樂豊驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 강릉(江陵)에 위치한 역(驛)으로, 평릉도(平陵道)의 속역(屬驛) 중 하나."
4203373,310,신흥역,2,新興驛,삼척,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 삼척(三陟)에 위치한 역(驛)으로, 평릉도(平陵道)의 속역(屬驛) 중 하나."
4203375,310,사직역,2,史直驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 삼척(三陟)에 위치한 역(驛)으로, 평릉도(平陵道)의 속역(屬驛) 중 하나."
4203377,310,교가역,2,交柯驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 삼척(三陟)에 위치한 역(驛)으로, 평릉도(平陵道)의 속역(屬驛) 중 하나."
4203379,310,용화역,2,龍化驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 삼척(三陟)에 위치한 역(驛)으로, 평릉도(平陵道)의 속역(屬驛) 중 하나."
4203381,310,옥원역,2,沃原驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 삼척(三陟)에 위치한 역(驛)으로, 평릉도(平陵道)의 속역(屬驛) 중 하나."
4203383,310,흥부역,2,興富驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 울진(蔚珍)에 위치한 역(驛)으로, 평릉도(平陵道)의 속역(屬驛) 중 하나."
4203385,310,수산역,2,守山驛,울진,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 울진(蔚珍)에 위치한 역(驛)으로, 평릉도(平陵道)의 속역(屬驛) 중 하나."
4203387,310,덕신역,2,德神驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 울진(蔚珍)에 위치한 역(驛)으로, 평릉도(平陵道)의 속역(屬驛) 중 하나."
4203389,310,달효역,2,達孝驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 평해(平海)에 위치한 역(驛)으로, 평릉도(平陵道)의 속역(屬驛) 중 하나."
4203391,310,연창역,2,連倉驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 양양(襄陽)에 위치한 역(驛)으로, 상운도(祥雲道)의 속역(屬驛) 중 하나."
4203393,310,오색역,2,五色驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 양양(襄陽)에 위치한 역(驛)으로, 상운도(祥雲道)의 속역(屬驛) 중 하나."
4203395,310,강선역,2,降仙驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 양양(襄陽)에 위치한 역(驛)으로, 상운도(祥雲道)의 속역(屬驛) 중 하나."
4203397,310,인구역,2,麟丘驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 양양(襄陽)에 위치한 역(驛)으로, 상운도(祥雲道)의 속역(屬驛) 중 하나."
4203399,310,죽포역,2,竹泡驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 간성(杆城)에 위치한 역(驛)으로, 상운도(祥雲道)의 속역(屬驛) 중 하나."
4203401,310,청간역,2,淸澗驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 간성(杆城)에 위치한 역(驛)으로, 상운도(祥雲道)의 속역(屬驛) 중 하나."
4203403,310,운근역,2,雲根驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 간성(杆城)에 위치한 역(驛)으로, 상운도(祥雲道)의 속역(屬驛) 중 하나."
4203405,310,명파역,2,明波驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 간성(杆城)에 위치한 역(驛)으로, 상운도(祥雲道)의 속역(屬驛) 중 하나."
4203407,310,대강역,2,大康驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 고성(高城)에 위치한 역(驛)으로, 상운도(祥雲道)의 속역(屬驛) 중 하나."
4203409,310,고잠역,2,高岑驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 고성(高城)에 위치한 역(驛)으로, 상운도(祥雲道)의 속역(屬驛) 중 하나."
4203411,310,양진역,2,養珍驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 고성(高城)에 위치한 역(驛)으로, 상운도(祥雲道)의 속역(屬驛) 중 하나."
4203413,310,조진역,2,朝珍驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 통천(通川)에 위치한 역(驛)으로, 상운도(祥雲道)의 속역(屬驛) 중 하나."
4203415,310,등로역,2,登路驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 통천(通川)에 위치한 역(驛)으로, 상운도(祥雲道)의 속역(屬驛) 중 하나."
4203417,310,거풍역,2,巨豊驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 통천(通川)에 위치한 역(驛)으로, 상운도(祥雲道)의 속역(屬驛) 중 하나."
4203419,310,정덕역,2,貞德驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 강원도 흡곡(歙谷)에 위치한 역(驛)으로, 상운도(祥雲道)의 속역(屬驛) 중 하나."
4203421,310,흥의역,2,興義驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 우봉(牛峰)에 위치한 역(驛)으로, 금교도(金郊道)의 속역(屬驛) 중 하나."
4203423,310,금암역,2,金岩驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 평산(平山)에 위치한 역(驛)으로, 금교도(金郊道)의 속역(屬驛) 중 하나."
4203425,310,보산역,2,寶山驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 평산(平山)에 위치한 역(驛)으로, 금교도(金郊道)의 속역(屬驛) 중 하나."
4203427,310,안성역,2,安城驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 평산(平山)에 위치한 역(驛)으로, 금교도(金郊道)의 속역(屬驛) 중 하나."
4203429,310,용천역,2,龍泉驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 서흥(瑞興)에 위치한 역(驛)으로, 금교도(金郊道)의 속역(屬驛) 중 하나."
4203431,310,검수역,2,劒水驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 봉산(鳳山)에 위치한 역(驛)으로, 금교도(金郊道)의 속역(屬驛) 중 하나."
4203433,310,동선역,2,洞仙驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 봉산(鳳山)에 위치한 역(驛)으로, 금교도(金郊道)의 속역(屬驛) 중 하나."
4203435,310,소곶역,2,所串驛,봉산,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 봉산(鳳山)에 위치한 역(驛)으로, 금교도(金郊道)의 속역(屬驛) 중 하나."
4203437,310,경천역,2,敬天驛,황주,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 황주(黃州)에 위치한 역(驛)으로, 금교도(金郊道)의 속역(屬驛) 중 하나."
4203439,310,단림역,2,丹林驛,황주,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 황주(黃州)에 위치한 역(驛)으로, 금교도(金郊道)의 속역(屬驛) 중 하나."
4203441,310,다만역,2,茶滿驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 재령(載寧)에 위치한 역(驛)으로, 기린도(麒麟道)의 속역(屬驛) 중 하나."
4203443,310,원산역,2,元山驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 신천(信川)에 위치한 역(驛)으로, 기린도(麒麟道)의 속역(屬驛) 중 하나."
4203445,310,연양역,2,延陽驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 문화(文化)에 위치한 역(驛)으로, 기린도(麒麟道)의 속역(屬驛) 중 하나."
4203447,310,진목역,2,眞木驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 안악(安岳)에 위치한 역(驛)으로, 기린도(麒麟道)의 속역(屬驛) 중 하나."
4203449,310,박산역,2,朴山驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 장연(長連)에 위치한 역(驛)으로, 기린도(麒麟道)의 속역(屬驛) 중 하나."
4203451,310,문라역,2,文羅驛,은율,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 은율(殷栗)에 위치한 역(驛)으로, 기린도(麒麟道)의 속역(屬驛) 중 하나."
4203453,310,안산역,2,安山驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 풍천(豊川)에 위치한 역(驛)으로, 기린도(麒麟道)의 속역(屬驛) 중 하나."
4203455,310,위라역,2,位羅驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 수안(遂安)에 위치한 역(驛)으로, 기린도(麒麟道)의 속역(屬驛) 중 하나."
4203457,310,소곶역,2,所串驛,곡산,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 곡산(谷山)에 위치한 역(驛)으로, 기린도(麒麟道)의 속역(屬驛) 중 하나."
4203459,310,소평역,2,所坪驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 신계(新溪)에 위치한 역(驛)으로, 기린도(麒麟道)의 속역(屬驛) 중 하나."
4203461,310,신흥역,2,新興驛,서흥,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 서흥(瑞興)에 위치한 역(驛)으로, 기린도(麒麟道)의 속역(屬驛) 중 하나."
4203463,310,금곡역,2,金谷驛,배천,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 배천(白川)에 위치한 역(驛)으로, 청단도(靑丹道)의 속역(屬驛) 중 하나."
4203465,310,심동역,2,深洞驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 연안(延安)에 위치한 역(驛)으로, 청단도(靑丹道)의 속역(屬驛) 중 하나."
4203467,310,망정역,2,望汀驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 해주(海州)에 위치한 역(驛)으로, 청단도(靑丹道)의 속역(屬驛) 중 하나."
4203469,310,금강역,2,金剛驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 해주(海州)에 위치한 역(驛)으로, 청단도(靑丹道)의 속역(屬驛) 중 하나."
4203471,310,문라역,2,文羅驛,옹진,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 옹진(瓮津)에 위치한 역(驛)으로, 청단도(靑丹道)의 속역(屬驛) 중 하나."
4203473,310,금동역,2,金洞驛,장연,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 장연(長淵)에 위치한 역(驛)으로, 청단도(靑丹道)의 속역(屬驛) 중 하나."
4203475,310,신행역,2,新行驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 장연(長淵)에 위치한 역(驛)으로, 청단도(靑丹道)의 속역(屬驛) 중 하나."
4203477,310,유안역,2,維安驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 송화(松禾)에 위치한 역(驛)으로, 청단도(靑丹道)의 속역(屬驛) 중 하나."
4203479,310,남산역,2,南山驛,금천,?-?,조선시대,교통·통신>교통시설,"조선시대 황해도 금천(金川)에 위치한 역(驛)으로, 청단도(靑丹道)의 속역(屬驛) 중 하나."
4203481,310,생양역,2,生陽驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 평안도 중화(中和)에 위치한 역(驛)으로, 대동도(大同道)의 속역(屬驛) 중 하나."
4203483,310,안정역,2,安定驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 평안도 순안(順安)에 위치한 역(驛)으로, 대동도(大同道)의 속역(屬驛) 중 하나."
4203485,310,숙녕역,2,肅寧驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 평안도 숙천(肅川)에 위치한 역(驛)으로, 대동도(大同道)의 속역(屬驛) 중 하나."
4203487,310,안흥역,2,安興驛,안주,?-?,조선시대,교통·통신>교통시설,"조선시대 평안도 안주(安州)에 위치한 역(驛)으로, 대동도(大同道)의 속역(屬驛) 중 하나."
4203489,310,가평역,2,嘉平驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 평안도 가산(嘉山)에 위치한 역(驛)으로, 대동도(大同道)의 속역(屬驛) 중 하나."
4203491,310,신안역,2,新安驛,정주,?-?,조선시대,교통·통신>교통시설,"조선시대 평안도 정주(定州)에 위치한 역(驛)으로, 대동도(大同道)의 속역(屬驛) 중 하나."
4203493,310,운흥역,2,雲興驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 평안도 곽산(郭山)에 위치한 역(驛)으로, 대동도(大同道)의 속역(屬驛) 중 하나."
4203495,310,임반역,2,林畔驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 평안도 선천(宣川)에 위치한 역(驛)으로, 대동도(大同道)의 속역(屬驛) 중 하나."
4203497,310,양책역,2,良策驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 평안도 용천(龍川)에 위치한 역(驛)으로, 대동도(大同道)의 속역(屬驛) 중 하나."
4203499,310,소곶역,2,所串驛,의주,?-?,조선시대,교통·통신>교통시설,"조선시대 평안도 의주(義州)에 위치한 역(驛)으로, 대동도(大同道)의 속역(屬驛) 중 하나."
4203501,310,의순역,2,義順驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 평안도 의주(義州)에 위치한 역(驛)으로, 대동도(大同道)의 속역(屬驛) 중 하나."
4203503,310,소고역,2,所古驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 평안도 개천(价川)에 위치한 역(驛)으로, 어천도(魚川道)의 속역(屬驛) 중 하나."
4203505,310,개평역,2,開平驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 평안도 영변(寧邊)에 위치한 역(驛)으로, 어천도(魚川道)의 속역(屬驛) 중 하나."
4203507,310,장동역,2,長洞驛,,?-?,조선시대,교통·통신>교통시설,"조선시대 평안도 희천(熙川)에 위치한 역(驛)으로, 어천도(魚川道)의 속역(屬驛) 중 하나."
14682202,283,의주금융조합,2,義州金融組合,,1907,근대,재정·금융>화폐·금융>금융기관·단체,1907년 11월 20일 평안북도 의주(義州)에서 창립된 금융조합.
14682204,283,초산금융조합,2,楚山金融組合,,1908,근대,재정·금융>화폐·금융>금융기관·단체,1908년 9월 4일 평안북도 초산(楚山)에서 창립된 금융조합.
14682206,283,강계금융조합,2,江界金融組合,,1908,근대,재정·금융>화폐·금융>금융기관·단체,1908년 2월 7일 평안북도 강계(江界)에서 창립된 금융조합.
14682208,283,정주금융조합,2,定州金融組合,,1909,근대,재정·금융>화폐·금융>금융기관·단체,1909년 6월 17일 평안북도 정주(定州)에서 창립된 금융조합.
14682210,283,선천금융조합,2,宣川金融組合,,1909,근대,재정·금융>화폐·금융>금융기관·단체,1909년 6월 17일 평안북도 선천(宣川)에서 창립된 금융조합.
14682212,283,평양금융조합,2,平壤金融組合,,1907,근대,재정·금융>화폐·금융>금융기관·단체,1907년 9월 25일 평안남도 평양(平壤)에서 창립된 금융조합.
14682214,283,안주금융조합,2,安州金融組合,,1907,근대,재정·금융>화폐·금융>금융기관·단체,1907년 9월 25일 평안남도 안주(安州)에서 창립된 금융조합.
14682216,283,덕천금융조합,2,德川金融組合,,1907,근대,재정·금융>화폐·금융>금융기관·단체,1907년 11월 9일 평안남도 덕천(德川)에서 창립된 금융조합.
14682218,283,성천금융조합,2,成川金融組合,,1908,근대,재정·금융>화폐·금융>금융기관·단체,1908년 9월 11일 평안남도 성천(成川)에서 창립된 금융조합.
14682220,283,강서금융조합,2,江西金融組合,,1908,근대,재정·금융>화폐·금융>금융기관·단체,1908년 7월 15일 평안남도 강서(江西)에서 창립된 금융조합.
14682222,283,순천금융조합,2,順川金融組合,평남,1909,근대,재정·금융>화폐·금융>금융기관·단체,1909년 8월 3일 평안남도 순천(順川)에서 창립된 금융조합.
14682224,283,송화금융조합,2,松禾金融組合,,1907,근대,재정·금융>화폐·금융>금융기관·단체,1907년 10월 15일 황해도 송화(松禾)에서 창립된 금융조합.
14682226,283,서흥금융조합,2,瑞興金融組合,,1908,근대,재정·금융>화폐·금융>금융기관·단체,1908년 4월 1일 황해도 서흥(瑞興)에서 창립된 금융조합.
14682228,283,안악금융조합,2,安岳金融組合,,1908,근대,재정·금융>화폐·금융>금융기관·단체,1908년 6월 27일 황해도 안악(安岳)에서 창립된 금융조합.
14682230,283,해주금융조합,2,海州金融組合,,1908,근대,재정·금융>화폐·금융>금융기관·단체,1908년 10월 9일 황해도 해주(海州)에서 창립된 금융조합.
14682232,283,재령금융조합,2,載寧金融組合,,1909,근대,재정·금융>화폐·금융>금융기관·단체,1909년 9월 1일 황해도 재령(載寧)에서 창립된 금융조합.
14682234,283,연안금융조합,2,延安金融組合,,1909,근대,재정·금융>화폐·금융>금융기관·단체,1909년 7월 26일 황해도 연안(延安)에서 창립된 금융조합.
14682236,283,황주금융조합,2,黃州金融組合,,1909,근대,재정·금융>화폐·금융>금융기관·단체,1909년 6월 15일 황해도 황주(黃州)에서 창립된 금융조합.
14682238,8,은행조례,2,銀行條例,,1906,근대,정치·행정·법제>법·법령,1906년 3월 21일 칙령 제12호로 공포된 은행 사업과 운영에 관한 법률.
14682240,8,은행조례시행세칙,2,銀行條例施行細則,,1906,근대,정치·행정·법제>법·법령,1906년 탁지부령(度支部令) 제5호로 공포된 은행 사업과 운영에 관한 시행세칙.
14682242,8,지방금융조합규칙,2,地方金融組合規則,,1907,대한제국기,정치·행정·법제>법·법령,1907년 5월 30일 칙령(勅令) 제5호로 공포된 지방금융조합의 설립과 운영에 관한 법률.
14682244,8,국유미간지이용법,2,國有未墾地利用法,,1907,근대,정치·행정·법제>법·법령,"1907년(광무 11) 7월 4일 법률(法律) 제4호로 공포된 것으로, 일제 통감부(統監府)가 개간되지 않은 국유지를 합법적으로 침탈하기 위해 제정한 법률."
14682246,8,국유미간지이용법시행세칙,2,國有未墾地利用法施行細則,,1907,근대,정치·행정·법제>법·법령,1907년 7월 6일 농상공부령(農商工部令) 제50호로 공포된 국유지로서 개간되지 않은 토지의 이용에 관한 시행세칙.
14682248,8,국유삼림산야부분림규칙,2,國有森林山野部分林規則,,1908,근대,정치·행정·법제>법·법령,1908년 3월 5일 농상공부령(農商工部令) 제63호로 공포된 부분림(部分林) 설정에 관한 법령.
14682250,8,국유삼림산야급산물처분규칙,2,國有森林山野及産物處分規則,,1908,근대,정치·행정·법제>법·법령,1908년 4월 4일 칙령(勅令) 제24호로 공포된 국유 삼림과 산야의 처분에 관한 법령.
14682252,8,삼림법시행세칙,2,森林法施行細則,,1908,근대,정치·행정·법제>법·법령,1908년 4월 21일 농상공부령(農商工部令) 제65호로 공포된 삼림 계약에 관한 시행세칙.
14682254,199,갑산광산,2,甲山鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국시기 궁내부(宮內部)에 소속된 함경남도 갑산군(甲山郡)에 소재한 광산.
14682256,199,단천광산,2,端川鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국시기 궁내부(宮內部)에 소속된 함경남도 단천군(端川郡)에 소재한 광산.
14682258,199,정평광산,2,定平鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국시기 궁내부(宮內部) 소속으로 함경남도 정평군(定平郡)에 소재한 광산.
14682260,199,영흥광산,2,永興鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국시기 궁내부(宮內部) 소속으로 함경남도 영흥군(永興郡)에 소재한 광산.
14682262,199,함흥광산,2,咸興鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국시기 궁내부(宮內部) 소속으로 함경남도 함흥군(咸興郡)에 소재한 광산.
14682264,199,혜산령광산,2,惠山嶺鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국시기 궁내부(宮內部) 소속으로 함경남도 삼수군(三水郡)에 소재한 광산.
14682266,199,재령광산,2,載寧鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국시기 궁내부(宮內部) 소속으로 황해도 재령군(載寧郡)에 소재한 광산.
14682268,199,수안광산,2,遂安鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국기 궁내부(宮內部) 소속으로 황해도 수안군(遂安郡)에 소재한 광산.
14682272,199,장연광산,2,長連鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국기 궁내부(宮內部) 소속으로 황해도 장연군(長連郡)에 소재한 광산.
14682274,199,평양광산,2,平壤鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국기 궁내부(宮內部) 소속으로 평안남도 평양군(平壤郡)에 소재한 광산.
14682276,199,삼등광산,2,三登鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국기 궁내부(宮內部) 소속으로 평안남도 삼등군(三登郡)에 소재한 광산.
14682278,199,강동광산,2,江東鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국기 궁내부(宮內部) 소속으로 평안남도 강동군(江東郡)에 소재한 광산.
14682280,199,은산광산,2,殷山鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국기 궁내부(宮內部) 소속으로 평안남도 은산군(殷山郡)에 소재한 광산.
14682282,199,희천광산,2,熙川鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국기 궁내부(宮內部) 소속으로 평안북도 희천군(熙川郡)에 소재한 광산.
14682284,199,선천광산,2,宣川鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국기 궁내부(宮內部) 소속으로 평안북도 선천군(宣川郡)에 소재한 광산.
14682286,199,자성광산,2,慈城鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국기 궁내부(宮內部) 소속으로 평안북도 자성군(慈城郡)에 소재한 광산.
14682288,199,초산광산,2,楚山鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국기) 궁내부(宮內部) 소속으로 평안북도 초산군(楚山郡)에 소재한 광산.
14682290,199,태천광산,2,泰川鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국기 궁내부(宮內部) 소속으로 평안북도 태천군(泰川郡)에 소재한 광산.
14682292,199,위원광산,2,渭原鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국기 궁내부(宮內部) 소속으로 평안북도 위원군(渭原郡)에 소재한 광산.
14682294,199,금성광산,2,金城鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국기 궁내부(宮內部) 소속으로 강원도 금성군(金城郡)에 소재한 광산.
14682296,199,직산광산,2,稷山鑛山,,1897-1910,근대,경제·산업>광공업>광업,대한제국기 궁내부(宮內部) 소속으로 충청남도 직산군(稷山郡)에 소재한 광산.
14682298,199,광업법시행세칙,2,鑛業法施行細則,,1906,대한제국기,경제·산업>광공업>광공업정책·제도·법령,1906년 7월 28일 농상공부령(農商工部令) 제43호로 공포된 광물채굴에 관한 시행세칙.
14682300,199,사광채취법,2,砂鑛採取法,,1906,대한제국기,경제·산업>광공업>광공업정책·제도·법령,1906년 7월 28일 법률 제4호로 공포된 사(砂)금광물 채취에 관한 법률.
14682302,199,사광채취법시행세칙,2,砂鑛採取法施行細則,,1906,대한제국기,경제·산업>광공업>광공업정책·제도·법령,1906년 8월 11일 농상공부령 제46호로 공포된 사광 채취에 관한 시행세칙.
14682304,199,국유토석채취규칙,2,國有土石採取規則,,1908,근대,경제·산업>광공업>광공업정책·제도·법령,1908년 8월 13일 칙령 제58호로 공포된 국유지의 토석 채취에 관한 법령.
14682306,199,한국산업주식회사,2,韓國産業株式會社,,1907,근대,경제·산업>경제단체·기구>회사·기업,1907년 2월 부산에서 창업한 임업(林業) 관련 주식회사.
14682308,199,한국농사주식회사,2,韓國農事株式會社,,1907-?,근대,경제·산업>경제단체·기구>회사·기업,1907년 8월 부산에서 창업한 농업 관련 주식회사.
14682310,199,율죽농사조합,2,栗竹農事組合,,1905,근대,경제·산업>경제단체·기구>회사·기업,1905년 4월 김해군(金海郡)에 창업한 농업 회사.
14682312,199,밀양수리조합회사,2,密陽水利組合會社,,1905,근대,경제·산업>경제단체·기구>회사·기업,1905년 10월 밀양군(密陽郡)에서 창업한 급수 회사.
14682314,199,부산연초주식회사,2,釜山煙草株式會社,,1907,대한제국기,경제·산업>경제단체·기구>회사·기업,1907년 4월 부산에서 창업한 연초판매 주식회사.
14682316,199,일한공동주식회사,2,日韓共同株式會社,,1907-?,근대,경제·산업>경제단체·기구>회사·기업,1907년 12월 양산군(梁山郡)에서 창업한 대금(貸金) 업종의 주식회사.
14682318,199,밀양은행,2,密陽銀行,,1907,근대,경제·산업>경제단체·기구>회사·기업,1907년 3월 밀양군(密陽郡)에서 창업한 금융 회사.
14682320,199,만한운수주식회사,2,滿韓運輸株式會社,,1907,근대,경제·산업>경제단체·기구>회사·기업,1907년 9월 부산에서 창업한 화물운수 업종의 주식회사.
14682322,199,한국창고주식회사,2,韓國倉庫株式會社,,1907,근대,경제·산업>경제단체·기구>회사·기업,1907년 4월 부산에서 창업한 창고 업종의 주식회사.
14682324,199,부산잔교주식회사,2,釜山棧橋株式會社,,1904,근대,경제·산업>경제단체·기구>회사·기업,1904년 11월 부산에서 창업한 잔교(棧橋) 업종의 주식회사.
14682326,199,부산연극합자회사,2,釜山演劇合資會社,,1907,근대,경제·산업>경제단체·기구>회사·기업,1907년 4월 부산에서 창업한 연극장 운영 회사.
14682328,199,조선해수산조합,2,朝鮮海水産組合,,1902,근대,경제·산업>경제단체·기구>회사·기업,1902년 11월 부산에서 창업한 어업자(漁業者) 관리 회사.
14682330,199,부산잠수기업조합,2,釜山潛水機業組合,,1907,근대,경제·산업>경제단체·기구>회사·기업,1907년 6월 부산에서 창업한 어업(漁業) 업종 회사.
14682332,199,마산수산주식회사,2,馬山水産株式會社,,1907,근대,경제·산업>경제단체·기구>회사·기업,1907년 6월 마산에서 창업한 어시장 업종 주식회사.
14682334,199,마산금융주식회사,2,馬山金融株式會社,,1908,근대,경제·산업>경제단체·기구>회사·기업,1908년 6월 마산에서 창업한 대금(貸金) 업종 주식회사.
4962,333,사직단,2,社稷壇,,?-?,조선시대,사회·생활>풍속·의례>국가의례,토지신과 곡식신을 제사지내는 곳.
4963,8,사직서,2,社稷署,,1394-1908,조선시대,정치·행정·법제>행정>중앙행정기구,조선시대 사직단(社稷壇)과 그 토담의 관리를 담당한 관청.
4964,8,사찬,2,沙飡,,?-?,고대,정치·행정·법제>인사,신라시대 17관등 중의 제8위 관등. 복색(服色)은 비색(緋色).
4965,333,사창,2,社倉,,?-?,조선시대,사회·생활>보건·복지>구휼,조선시대 각 지방 군현의 촌락에 설치된 곡물대여기관. 향촌의 민간 빈민 구호기관의 성격을 지님.
4966,8,사창,2,司倉,고려,983-?,고려전기,정치·행정·법제>행정>중앙행정기구,고려 전기에 조세·공물의 보관과 운반을 담당한 향리의 관청.
4967,8,사창,2,司倉,신라,759-776,남북국시대,정치·행정·법제>인사,신라시대 창부(倉部)에 소속된 관직. 경덕왕 때 조사지(租舍知)에서 개칭하였다가 다시 환원함.
