target_round,recent5_rounds,source,source_name,usage,trend_type,rank,era,topic_train,topic,topic_summary,label,combo_label,combo_label_with_topic,count,ratio,ratio_percent
73,68~72,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era,3,고려,,,,고려,,,8,0.16,16.0
73,68~72,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era,4,개항기,,,,개항기,,,6,0.12,12.0
73,68~72,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era,5,현대,,,,현대,,,5,0.1,10.0
73,68~72,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era,1,조선,,,,조선,,,11,0.22,22.0
73,68~72,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era,2,일제 강점기,,,,일제 강점기,,,10,0.2,20.0
73,68~72,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era,3,고려,,,,고려,,,8,0.16,16.0
73,68~72,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era,4,개항기,,,,개항기,,,6,0.12,12.0
73,68~72,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era,5,삼국 시대,,,,삼국 시대,,,5,0.1,10.0
73,68~72,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic_train,1,,사건,,,사건,,,85,0.34,34.0
73,68~72,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic_train,2,,정치,,,정치,,,56,0.224,22.4
73,68~72,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic_train,3,,인물,,,인물,,,50,0.2,20.0
73,68~72,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic_train,4,,문화,,,문화,,,33,0.132,13.2
73,68~72,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic_train,5,,제도,,,제도,,,26,0.104,10.4
73,68~72,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic_train,1,,사건,,,사건,,,22,0.44,44.0
73,68~72,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic_train,2,,인물,,,인물,,,8,0.16,16.0
73,68~72,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic_train,3,,제도,,,제도,,,8,0.16,16.0
73,68~72,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic_train,4,,정치,,,정치,,,7,0.14,14.0
73,68~72,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic_train,5,,문화,,,문화,,,5,0.1,10.0
73,68~72,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic_train,1,,사건,,,사건,,,17,0.34,34.0
73,68~72,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic_train,2,,정치,,,정치,,,14,0.28,28.0
73,68~72,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic_train,3,,인물,,,인물,,,7,0.14,14.0
73,68~72,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic_train,4,,문화,,,문화,,,6,0.12,12.0
73,68~72,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic_train,5,,제도,,,제도,,,6,0.12,12.0
73,68~72,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic,1,,,사건,,사건,,,83,0.332,33.2
73,68~72,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic,2,,,인물,,인물,,,50,0.2,20.0
73,68~72,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic,3,,,문화,,문화,,,30,0.12,12.0
73,68~72,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic,4,,,정치,,정치,,,29,0.116,11.6
73,68~72,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic,5,,,제도,,제도,,,26,0.104,10.4
73,68~72,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic,1,,,사건,,사건,,,19,0.38,38.0
73,68~72,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic,2,,,인물,,인물,,,9,0.18,18.0
73,68~72,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic,3,,,제도,,제도,,,6,0.12,12.0
73,68~72,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic,4,,,문화,,문화,,,5,0.1,10.0
73,68~72,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic,5,,,정치,,정치,,,4,0.08,8.0
73,68~72,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic,1,,,사건,,사건,,,17,0.34,34.0
73,68~72,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic,2,,,인물,,인물,,,7,0.14,14.0
73,68~72,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic,3,,,제도,,제도,,,6,0.12,12.0
73,68~72,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic,4,,,문화,,문화,,,5,0.1,10.0
73,68~72,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic,5,,,군사,,군사,,,4,0.08,8.0
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era_topic_train,1,개항기,사건,,사건 22,개항기 + 사건,개항기 + 사건,개항기 + 사건 (사건 22),22,0.088,8.8
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era_topic_train,2,조선,인물,,인물 17,조선 + 인물,조선 + 인물,조선 + 인물 (인물 17),17,0.068,6.8
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era_topic_train,3,일제 강점기,사건,,사건 16,일제 강점기 + 사건,일제 강점기 + 사건,일제 강점기 + 사건 (사건 16),16,0.064,6.4
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era_topic_train,4,일제 강점기,정치,,"정치 6, 군사 4, 사회 4",일제 강점기 + 정치,일제 강점기 + 정치,"일제 강점기 + 정치 (정치 6, 군사 4, 사회 4)",15,0.06,6.0
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era_topic_train,5,고려,정치,,"경제 5, 군사 5, 정치 3",고려 + 정치,고려 + 정치,"고려 + 정치 (경제 5, 군사 5, 정치 3)",14,0.056,5.6
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era_topic_train,1,일제 강점기,정치,,"정치 3, 사건 1, 사회 1",일제 강점기 + 정치,일제 강점기 + 정치,"일제 강점기 + 정치 (정치 3, 사건 1, 사회 1)",6,0.12,12.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era_topic_train,2,개항기,사건,,"사건 4, 외교 1",개항기 + 사건,개항기 + 사건,"개항기 + 사건 (사건 4, 외교 1)",5,0.1,10.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era_topic_train,3,현대,사건,,사건 4,현대 + 사건,현대 + 사건,현대 + 사건 (사건 4),4,0.08,8.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era_topic_train,4,고려,사건,,사건 3,고려 + 사건,고려 + 사건,고려 + 사건 (사건 3),3,0.06,6.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era_topic_train,5,조선,사건,,사건 3,조선 + 사건,조선 + 사건,조선 + 사건 (사건 3),3,0.06,6.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era_topic_train,1,개항기,사건,,사건 4,개항기 + 사건,개항기 + 사건,개항기 + 사건 (사건 4),4,0.08,8.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era_topic_train,2,일제 강점기,정치,,"정치 2, 사회 1, 군사 1",일제 강점기 + 정치,일제 강점기 + 정치,"일제 강점기 + 정치 (정치 2, 사회 1, 군사 1)",4,0.08,8.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era_topic_train,3,현대,사건,,사건 4,현대 + 사건,현대 + 사건,현대 + 사건 (사건 4),4,0.08,8.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era_topic_train,4,고려,사건,,사건 3,고려 + 사건,고려 + 사건,고려 + 사건 (사건 3),3,0.06,6.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era_topic_train,5,조선,정치,,"정치 1, 외교 1, 경제 1",조선 + 정치,조선 + 정치,"조선 + 정치 (정치 1, 외교 1, 경제 1)",3,0.06,6.0
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era,1,조선,,,,조선,,,54,0.216,21.6
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era,2,고려,,,,고려,,,41,0.164,16.4
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era,3,일제 강점기,,,,일제 강점기,,,41,0.164,16.4
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era,4,현대,,,,현대,,,32,0.128,12.8
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era,5,개항기,,,,개항기,,,30,0.12,12.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era,1,조선,,,,조선,,,10,0.2,20.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era,2,고려,,,,고려,,,9,0.18,18.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era,3,일제 강점기,,,,일제 강점기,,,9,0.18,18.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era,4,개항기,,,,개항기,,,7,0.14,14.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era,5,현대,,,,현대,,,6,0.12,12.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era,1,조선,,,,조선,,,10,0.2,20.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era,2,고려,,,,고려,,,9,0.18,18.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era,3,일제 강점기,,,,일제 강점기,,,9,0.18,18.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era,4,개항기,,,,개항기,,,7,0.14,14.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era,5,현대,,,,현대,,,6,0.12,12.0
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic_train,1,,사건,,,사건,,,83,0.332,33.2
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic_train,2,,정치,,,정치,,,62,0.248,24.8
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic_train,3,,인물,,,인물,,,49,0.196,19.6
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic_train,4,,문화,,,문화,,,31,0.124,12.4
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic_train,5,,제도,,,제도,,,25,0.1,10.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic_train,1,,사건,,,사건,,,17,0.34,34.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic_train,2,,정치,,,정치,,,15,0.3,30.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic_train,3,,인물,,,인물,,,8,0.16,16.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic_train,4,,문화,,,문화,,,5,0.1,10.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic_train,5,,제도,,,제도,,,5,0.1,10.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic_train,1,,사건,,,사건,,,17,0.34,34.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic_train,2,,정치,,,정치,,,10,0.2,20.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic_train,3,,인물,,,인물,,,10,0.2,20.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic_train,4,,문화,,,문화,,,7,0.14,14.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic_train,5,,제도,,,제도,,,6,0.12,12.0
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic,1,,,사건,,사건,,,81,0.324,32.4
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic,2,,,인물,,인물,,,49,0.196,19.6
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic,3,,,정치,,정치,,,28,0.112,11.2
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic,4,,,문화,,문화,,,27,0.108,10.8
74,69~73,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic,5,,,제도,,제도,,,25,0.1,10.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic,1,,,사건,,사건,,,18,0.36,36.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic,2,,,인물,,인물,,,9,0.18,18.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic,3,,,정치,,정치,,,7,0.14,14.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic,4,,,문화,,문화,,,4,0.08,8.0
74,69~73,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic,5,,,사회,,사회,,,4,0.08,8.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic,1,,,사건,,사건,,,17,0.34,34.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic,2,,,인물,,인물,,,10,0.2,20.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic,3,,,문화,,문화,,,6,0.12,12.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic,4,,,제도,,제도,,,6,0.12,12.0
74,69~73,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic,5,,,정치,,정치,,,5,0.1,10.0
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era_topic_train,1,개항기,사건,,사건 22,개항기 + 사건,개항기 + 사건,개항기 + 사건 (사건 22),22,0.088,8.8
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era_topic_train,2,일제 강점기,사건,,사건 17,일제 강점기 + 사건,일제 강점기 + 사건,일제 강점기 + 사건 (사건 17),17,0.068,6.8
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era_topic_train,3,일제 강점기,정치,,"정치 6, 사회 5, 군사 4",일제 강점기 + 정치,일제 강점기 + 정치,"일제 강점기 + 정치 (정치 6, 사회 5, 군사 4)",16,0.064,6.4
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era_topic_train,4,조선,인물,,인물 15,조선 + 인물,조선 + 인물,조선 + 인물 (인물 15),15,0.06,6.0
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era_topic_train,5,고려,정치,,"군사 5, 경제 4, 정치 4",고려 + 정치,고려 + 정치,"고려 + 정치 (군사 5, 경제 4, 정치 4)",14,0.056,5.6
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era_topic_train,1,조선,사건,,사건 4,조선 + 사건,조선 + 사건,조선 + 사건 (사건 4),4,0.08,8.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era_topic_train,2,일제 강점기,사건,,사건 4,일제 강점기 + 사건,일제 강점기 + 사건,일제 강점기 + 사건 (사건 4),4,0.08,8.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era_topic_train,3,일제 강점기,정치,,"정치 2, 제도 1, 군사 1",일제 강점기 + 정치,일제 강점기 + 정치,"일제 강점기 + 정치 (정치 2, 제도 1, 군사 1)",4,0.08,8.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era_topic_train,4,고려,사건,,"사건 2, 군사 1",고려 + 사건,고려 + 사건,"고려 + 사건 (사건 2, 군사 1)",3,0.06,6.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era_topic_train,5,현대,정치,,"정치 2, 사건 1",현대 + 정치,현대 + 정치,"현대 + 정치 (정치 2, 사건 1)",3,0.06,6.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era_topic_train,1,고려,사건,,사건 4,고려 + 사건,고려 + 사건,고려 + 사건 (사건 4),4,0.08,8.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era_topic_train,2,조선,사건,,사건 4,조선 + 사건,조선 + 사건,조선 + 사건 (사건 4),4,0.08,8.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era_topic_train,3,일제 강점기,사건,,사건 4,일제 강점기 + 사건,일제 강점기 + 사건,일제 강점기 + 사건 (사건 4),4,0.08,8.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era_topic_train,4,삼국 시대,정치,,"정치 2, 경제 1",삼국 시대 + 정치,삼국 시대 + 정치,"삼국 시대 + 정치 (정치 2, 경제 1)",3,0.06,6.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era_topic_train,5,개항기,사건,,사건 3,개항기 + 사건,개항기 + 사건,개항기 + 사건 (사건 3),3,0.06,6.0
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era,1,조선,,,,조선,,,53,0.212,21.2
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era,2,일제 강점기,,,,일제 강점기,,,44,0.176,17.6
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era,3,고려,,,,고려,,,41,0.164,16.4
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era,4,개항기,,,,개항기,,,32,0.128,12.8
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,era,5,현대,,,,현대,,,30,0.12,12.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era,1,일제 강점기,,,,일제 강점기,,,12,0.24,24.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era,2,조선,,,,조선,,,9,0.18,18.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era,3,고려,,,,고려,,,8,0.16,16.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era,4,현대,,,,현대,,,7,0.14,14.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,era,5,삼국 시대,,,,삼국 시대,,,5,0.1,10.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era,1,조선,,,,조선,,,11,0.22,22.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era,2,일제 강점기,,,,일제 강점기,,,11,0.22,22.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era,3,고려,,,,고려,,,9,0.18,18.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era,4,삼국 시대,,,,삼국 시대,,,5,0.1,10.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,era,5,개항기,,,,개항기,,,5,0.1,10.0
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic_train,1,,사건,,,사건,,,79,0.316,31.6
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic_train,2,,정치,,,정치,,,63,0.252,25.2
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic_train,3,,인물,,,인물,,,47,0.188,18.8
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic_train,4,,문화,,,문화,,,34,0.136,13.6
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic_train,5,,제도,,,제도,,,27,0.108,10.8
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic_train,1,,사건,,,사건,,,20,0.4,40.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic_train,2,,정치,,,정치,,,12,0.24,24.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic_train,3,,문화,,,문화,,,8,0.16,16.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic_train,4,,인물,,,인물,,,7,0.14,14.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic_train,5,,제도,,,제도,,,3,0.06,6.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic_train,1,,사건,,,사건,,,21,0.42,42.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic_train,2,,정치,,,정치,,,9,0.18,18.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic_train,3,,문화,,,문화,,,8,0.16,16.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic_train,4,,인물,,,인물,,,8,0.16,16.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic_train,5,,제도,,,제도,,,4,0.08,8.0
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic,1,,,사건,,사건,,,78,0.312,31.2
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic,2,,,인물,,인물,,,47,0.188,18.8
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic,3,,,문화,,문화,,,29,0.116,11.6
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic,4,,,정치,,정치,,,28,0.112,11.2
75,70~74,recent5_actual,직전 5회차 실제 라벨 기준 TOP5,최근 출제 경향 통계/학습 계획 참고,topic,5,,,제도,,제도,,,27,0.108,10.8
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic,1,,,사건,,사건,,,20,0.4,40.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic,2,,,문화,,문화,,,7,0.14,14.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic,3,,,인물,,인물,,,7,0.14,14.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic,4,,,정치,,정치,,,5,0.1,10.0
75,70~74,predicted,해당 회차 모델 분류 기준 TOP5,모델 분류 결과 검증/라벨링 품질 확인,topic,5,,,제도,,제도,,,4,0.08,8.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic,1,,,사건,,사건,,,21,0.42,42.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic,2,,,인물,,인물,,,8,0.16,16.0
75,70~74,actual,해당 회차 실제 라벨 기준 TOP5,해당 회차 실제 분포 비교 기준,topic,3,,,문화,,문화,,,7,0.14,14.0
