event_id,date_text,start_year,end_year,start_month,end_month,start_reign_name,start_reign_year,end_reign_name,end_reign_year,date_precision,parse_status
ITKC_PH_1305A_0327,1572년(선조 5) 1월,1572,1572,1,1,선조,5,선조,5,YEAR_MONTH,PARSED
ITKC_PH_1300A_0130,"1572년(선조 5) 10월
~ 1574년(선조 7) 1월",1572,1574,10,1,선조,5,선조,7,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0127,"1567년(선조 즉위) 10월
~ 1577년(선조 10) 11월",1567,1577,10,11,,,선조,10,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0131,"1573년(선조 6) 8월
~ 1581년(선조 14) 9월",1573,1581,8,9,선조,6,선조,14,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1305A_0323,1583년(선조 16),1583,1583,,,선조,16,선조,16,EXACT_YEAR,PARSED
ITKC_PH_1300A_0132,"1583년(선조 16) 1월
~ 1584년(선조 17) 1월 16일",1583,1584,1,1,선조,16,선조,17,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0133,1589년(선조 22),1589,1589,,,선조,22,선조,22,EXACT_YEAR,PARSED
ITKC_PH_1300A_0171,"1394년(태조 3)
~ 1589년(선조 22)",1394,1589,,,태조,3,선조,22,YEAR_RANGE,PARSED
ITKC_PH_1305A_0319,1590년(선조 23),1590,1590,,,선조,23,선조,23,EXACT_YEAR,PARSED
ITKC_PH_1300A_0135,1591년(선조 24),1591,1591,,,선조,24,선조,24,EXACT_YEAR,PARSED
ITKC_PH_1300A_0137,"1592년(선조 25) 4월
~ 1592년(선조 25) 7월",1592,1592,4,7,선조,25,선조,25,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0138,1592년(선조 25) 6월,1592,1592,6,6,선조,25,선조,25,YEAR_MONTH,PARSED
ITKC_PH_1300A_0139,1592년(선조 25),1592,1592,,,선조,25,선조,25,EXACT_YEAR,PARSED
ITKC_PH_1300A_0140,"1592년(선조 25) 10월 5일
~ 1592년(선조 25) 10월 11일",1592,1592,10,10,선조,25,선조,25,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0141,"1592년(선조 25) 8월 28일
~ 1592년(선조 25) 9월 2일",1592,1592,8,9,선조,25,선조,25,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0144,1592년(선조 25) 9월,1592,1592,9,9,선조,25,선조,25,YEAR_MONTH,PARSED
ITKC_PH_1300A_0136,"1592년(선조 25) 4월
~ 1593년(선조 26) 10월",1592,1593,4,10,선조,25,선조,26,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0142,"1592년(선조 25) 5월 19일
~ 1593년(선조 26) 10월",1592,1593,5,10,선조,25,선조,26,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0161,"1592년(선조 25)
~ 1593년(선조 26)",1592,1593,,,선조,25,선조,26,YEAR_RANGE,PARSED
ITKC_PH_1300A_0143,1593년(선조 26) 2월,1593,1593,2,2,선조,26,선조,26,YEAR_MONTH,PARSED
ITKC_PH_1300A_0162,1596년(선조 29),1596,1596,,,선조,29,선조,29,EXACT_YEAR,PARSED
ITKC_PH_1300A_0165,1597년(선조 30) 9월,1597,1597,9,9,선조,30,선조,30,YEAR_MONTH,PARSED
ITKC_PH_1300A_0164,"1597년(선조 30)
~ 1598년(선조 31)",1597,1598,,,선조,30,선조,31,YEAR_RANGE,PARSED
ITKC_PH_1300A_0166,1598년(선조 31) 9월,1598,1598,9,9,선조,31,선조,31,YEAR_MONTH,PARSED
ITKC_PH_1300A_0172,1599년(선조 32),1599,1599,,,선조,32,선조,32,EXACT_YEAR,PARSED
ITKC_PH_1300A_0173,"1601년(선조 34)
~ 1602년(선조 35)",1601,1602,,,선조,34,선조,35,YEAR_RANGE,PARSED
ITKC_PH_1300A_0176,1602년(선조 35),1602,1602,,,선조,35,선조,35,EXACT_YEAR,PARSED
ITKC_PH_1300A_0170,1606년(선조 39),1606,1606,,,선조,39,선조,39,EXACT_YEAR,PARSED
ITKC_PH_1300A_0177,1608년(광해군 즉위),1608,1608,,,,,,,EXACT_YEAR,PARSED
ITKC_PH_1300A_0183,1608년(광해군 즉위),1608,1608,,,,,,,EXACT_YEAR,PARSED
ITKC_PH_1300A_0185,1608년(광해군 즉위),1608,1608,,,,,,,EXACT_YEAR,PARSED
ITKC_PH_1300A_0186,1608년(광해군 즉위),1608,1608,,,,,,,EXACT_YEAR,PARSED
ITKC_PH_1305A_0310,1608년(광해군 즉위) 2월,1608,1608,2,2,,,,,YEAR_MONTH,PARSED
ITKC_PH_1300A_0175,"1602년(선조 35)
~ 1608년(광해군 즉위)",1602,1608,,,선조,35,,,YEAR_RANGE,PARSED
ITKC_PH_1300A_0188,1611년(광해군 3),1611,1611,,,광해군,3,광해군,3,EXACT_YEAR,PARSED
ITKC_PH_1300A_0189,1612년(광해군 4),1612,1612,,,광해군,4,광해군,4,EXACT_YEAR,PARSED
ITKC_PH_1300A_0200,1612년(광해군 4),1612,1612,,,광해군,4,광해군,4,EXACT_YEAR,PARSED
ITKC_PH_1300A_0190,1613년(광해군 5),1613,1613,,,광해군,5,광해군,5,EXACT_YEAR,PARSED
ITKC_PH_1305A_0311,1613년(광해군 5),1613,1613,,,광해군,5,광해군,5,EXACT_YEAR,PARSED
ITKC_PH_1300A_0193,1615년(광해군 7),1615,1615,,,광해군,7,광해군,7,EXACT_YEAR,PARSED
ITKC_PH_1300A_0194,1615년(광해군 7),1615,1615,,,광해군,7,광해군,7,EXACT_YEAR,PARSED
ITKC_PH_1300A_0195,1616년(광해군 8),1616,1616,,,광해군,8,광해군,8,EXACT_YEAR,PARSED
ITKC_PH_1300A_0187,"1610년(광해군 2) 2월
~ 1617년(광해군 9) 9월",1610,1617,2,9,광해군,2,광해군,9,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0196,1617년(광해군 9) 1월,1617,1617,1,1,광해군,9,광해군,9,YEAR_MONTH,PARSED
ITKC_PH_1300A_0191,1618년(광해군 10),1618,1618,,,광해군,10,광해군,10,EXACT_YEAR,PARSED
ITKC_PH_1300A_0192,1618년(광해군 10),1618,1618,,,광해군,10,광해군,10,EXACT_YEAR,PARSED
ITKC_PH_1300A_0197,1618년(광해군 10) 8월,1618,1618,8,8,광해군,10,광해군,10,YEAR_MONTH,PARSED
ITKC_PH_1300A_0198,1619년(광해군 11),1619,1619,,,광해군,11,광해군,11,EXACT_YEAR,PARSED
ITKC_PH_1305A_0312,1619년(광해군 11),1619,1619,,,광해군,11,광해군,11,EXACT_YEAR,PARSED
ITKC_PH_1300A_0199,1621년(광해군 13),1621,1621,,,광해군,13,광해군,13,EXACT_YEAR,PARSED
ITKC_PH_1300A_0210,1623년(인조 1),1623,1623,,,인조,1,인조,1,EXACT_YEAR,PARSED
ITKC_PH_1300A_0211,1623년(인조 1),1623,1623,,,인조,1,인조,1,EXACT_YEAR,PARSED
ITKC_PH_1300A_0212,1623년(인조 1),1623,1623,,,인조,1,인조,1,EXACT_YEAR,PARSED
ITKC_PH_1300A_0213,1623년(인조 1),1623,1623,,,인조,1,인조,1,EXACT_YEAR,PARSED
ITKC_PH_1300A_0214,1623년(인조 1),1623,1623,,,인조,1,인조,1,EXACT_YEAR,PARSED
ITKC_PH_1300A_0215,1623년(인조 1),1623,1623,,,인조,1,인조,1,EXACT_YEAR,PARSED
ITKC_PH_1305A_0307,1623년(인조 1),1623,1623,,,인조,1,인조,1,EXACT_YEAR,PARSED
ITKC_PH_1305A_0308,1623년(인조 1),1623,1623,,,인조,1,인조,1,EXACT_YEAR,PARSED
ITKC_PH_1305A_0309,1623년(인조 1),1623,1623,,,인조,1,인조,1,EXACT_YEAR,PARSED
ITKC_PH_1300A_0216,"1624년(인조 2) 1월
~ 1624년(인조 2) 2월",1624,1624,1,2,인조,2,인조,2,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0217,1624년(인조 2),1624,1624,,,인조,2,인조,2,EXACT_YEAR,PARSED
ITKC_PH_1300A_0218,1625년(인조 3),1625,1625,,,인조,3,인조,3,EXACT_YEAR,PARSED
ITKC_PH_1300A_0219,1627년(인조 5),1627,1627,,,인조,5,인조,5,EXACT_YEAR,PARSED
ITKC_PH_1300A_0226,1627년(인조 5),1627,1627,,,인조,5,인조,5,EXACT_YEAR,PARSED
ITKC_PH_1300A_0220,1628년(인조 6),1628,1628,,,인조,6,인조,6,EXACT_YEAR,PARSED
ITKC_PH_1300A_0221,1628년(인조 6),1628,1628,,,인조,6,인조,6,EXACT_YEAR,PARSED
ITKC_PH_1300A_0238,"1625년(인조 3)
~ 1629년(인조 7)",1625,1629,,,인조,3,인조,7,YEAR_RANGE,PARSED
ITKC_PH_1300A_0222,"1628년(인조 6)
~ 1629년(인조 7)",1628,1629,,,인조,6,인조,7,YEAR_RANGE,PARSED
ITKC_PH_1300A_0223,1629년(인조 7),1629,1629,,,인조,7,인조,7,EXACT_YEAR,PARSED
ITKC_PH_1300A_0225,1630년(인조 8),1630,1630,,,인조,8,인조,8,EXACT_YEAR,PARSED
ITKC_PH_1300A_0239,1630년(인조 8) 7월,1630,1630,7,7,인조,8,인조,8,YEAR_MONTH,PARSED
ITKC_PH_1300A_0224,1631년(인조 9),1631,1631,,,인조,9,인조,9,EXACT_YEAR,PARSED
ITKC_PH_1300A_0208,"1632년(인조 10) 5월
~ 1635년(인조 13) 3월",1632,1635,5,3,인조,10,인조,13,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0228,1636년(인조 14),1636,1636,,,인조,14,인조,14,EXACT_YEAR,PARSED
ITKC_PH_1300A_0229,1636년(인조 14),1636,1636,,,인조,14,인조,14,EXACT_YEAR,PARSED
ITKC_PH_1300A_0230,1636년(인조 14),1636,1636,,,인조,14,인조,14,EXACT_YEAR,PARSED
ITKC_PH_1300A_0227,"1636년(인조 14)
~ 1637년(인조 15)",1636,1637,,,인조,14,인조,15,YEAR_RANGE,PARSED
ITKC_PH_1305A_0328,"1636년(인조 14)
~ 1637년(인조 15)",1636,1637,,,인조,14,인조,15,YEAR_RANGE,PARSED
ITKC_PH_1300A_0232,1637년(인조 15),1637,1637,,,인조,15,인조,15,EXACT_YEAR,PARSED
ITKC_PH_1300A_0235,1637년(인조 15),1637,1637,,,인조,15,인조,15,EXACT_YEAR,PARSED
ITKC_PH_1300A_0236,1637년(인조 15),1637,1637,,,인조,15,인조,15,EXACT_YEAR,PARSED
ITKC_PH_1300A_0240,1639년(인조 17),1639,1639,,,인조,17,인조,17,EXACT_YEAR,PARSED
ITKC_PH_1300A_0237,1644년(인조 22),1644,1644,,,인조,22,인조,22,EXACT_YEAR,PARSED
ITKC_PH_1300A_0241,1644년(인조 22) 3월,1644,1644,3,3,인조,22,인조,22,YEAR_MONTH,PARSED
ITKC_PH_1300A_0242,"1645년(인조 23) 4월
~ 1645년(인조 23) 윤6월",1645,1645,4,6,인조,23,인조,23,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0243,1646년(인조 24),1646,1646,,,인조,24,인조,24,EXACT_YEAR,PARSED
ITKC_PH_1300A_0251,"1650년(효종 1)
~ 1651년(효종 2)",1650,1651,,,효종,1,효종,2,YEAR_RANGE,PARSED
ITKC_PH_1300A_0252,1651년(효종 2),1651,1651,,,효종,2,효종,2,EXACT_YEAR,PARSED
ITKC_PH_1300A_0254,1653년(효종 4),1653,1653,,,효종,4,효종,4,EXACT_YEAR,PARSED
ITKC_PH_1300A_0255,1654년(효종 5),1654,1654,,,효종,5,효종,5,EXACT_YEAR,PARSED
ITKC_PH_1300A_0253,1656년(효종 7),1656,1656,,,효종,7,효종,7,EXACT_YEAR,PARSED
ITKC_PH_1300A_0260,"1659년(현종 즉위)
~ 1660년(현종 1)",1659,1660,,,,,현종,1,YEAR_RANGE,PARSED
ITKC_PH_1300A_0261,1660년(현종 1),1660,1660,,,현종,1,현종,1,EXACT_YEAR,PARSED
ITKC_PH_1300A_0264,1673년(현종 14),1673,1673,,,현종,14,현종,14,EXACT_YEAR,PARSED
ITKC_PH_1300A_0269,1674년(숙종 즉위),1674,1674,,,,,,,EXACT_YEAR,PARSED
ITKC_PH_1300A_0263,"1673년(현종 14) 5월
~ 1674년(현종 15) 4월",1673,1674,5,4,현종,14,현종,15,YEAR_MONTH_RANGE,PARSED
ITKC_PH_1300A_0265,1674년(현종 15) 2월,1674,1674,2,2,현종,15,현종,15,YEAR_MONTH,PARSED
ITKC_PH_1300A_0266,1674년(현종 15),1674,1674,,,현종,15,현종,15,EXACT_YEAR,PARSED
ITKC_PH_1300A_0267,1674년(현종 15),1674,1674,,,현종,15,현종,15,EXACT_YEAR,PARSED
ITKC_PH_1300A_0271,1675년(숙종 1),1675,1675,,,숙종,1,숙종,1,EXACT_YEAR,PARSED
ITKC_PH_1300A_0273,1675년(숙종 1),1675,1675,,,숙종,1,숙종,1,EXACT_YEAR,PARSED
ITKC_PH_1300A_0272,1676년(숙종 2),1676,1676,,,숙종,2,숙종,2,EXACT_YEAR,PARSED
ITKC_PH_1300A_0275,1676년(숙종 2),1676,1676,,,숙종,2,숙종,2,EXACT_YEAR,PARSED
ITKC_PH_1300A_0276,1676년(숙종 2),1676,1676,,,숙종,2,숙종,2,EXACT_YEAR,PARSED
ITKC_PH_1300A_0277,1677년(숙종 3),1677,1677,,,숙종,3,숙종,3,EXACT_YEAR,PARSED
ITKC_PH_1300A_0274,"1678년(숙종 4)
~ 1679년(숙종 5)",1678,1679,,,숙종,4,숙종,5,YEAR_RANGE,PARSED
ITKC_PH_1300A_0278,1680년(숙종 6),1680,1680,,,숙종,6,숙종,6,EXACT_YEAR,PARSED
ITKC_PH_1300A_0279,1680년(숙종 6),1680,1680,,,숙종,6,숙종,6,EXACT_YEAR,PARSED
ITKC_PH_1300A_0281,1680년(숙종 6),1680,1680,,,숙종,6,숙종,6,EXACT_YEAR,PARSED
ITKC_PH_1300A_0282,1680년(숙종 6),1680,1680,,,숙종,6,숙종,6,EXACT_YEAR,PARSED
ITKC_PH_1300A_0284,1680년(숙종 6),1680,1680,,,숙종,6,숙종,6,EXACT_YEAR,PARSED
ITKC_PH_1300A_0283,1681년(숙종 7),1681,1681,,,숙종,7,숙종,7,EXACT_YEAR,PARSED
ITKC_PH_1300A_0280,"1680년(숙종 6)
~ 1683년(숙종 9)",1680,1683,,,숙종,6,숙종,9,YEAR_RANGE,PARSED
ITKC_PH_1300A_0285,"1681년(숙종 7)
~ 1683년(숙종 9)",1681,1683,,,숙종,7,숙종,9,YEAR_RANGE,PARSED
ITKC_PH_1300A_0286,1683년(숙종 9),1683,1683,,,숙종,9,숙종,9,EXACT_YEAR,PARSED
ITKC_PH_1300A_0287,1683년(숙종 9),1683,1683,,,숙종,9,숙종,9,EXACT_YEAR,PARSED
ITKC_PH_1300A_0288,1684년(숙종 10),1684,1684,,,숙종,10,숙종,10,EXACT_YEAR,PARSED
ITKC_PH_1300A_0295,1684년(숙종 10),1684,1684,,,숙종,10,숙종,10,EXACT_YEAR,PARSED
ITKC_PH_1300A_0289,"1686년(숙종 12)
~ 1688년(숙종 14)",1686,1688,,,숙종,12,숙종,14,YEAR_RANGE,PARSED
ITKC_PH_1300A_0290,1689년(숙종 15),1689,1689,,,숙종,15,숙종,15,EXACT_YEAR,PARSED
ITKC_PH_1300A_0298,1689년(숙종 15),1689,1689,,,숙종,15,숙종,15,EXACT_YEAR,PARSED
ITKC_PH_1300A_0292,"1688년(숙종 14)
~ 1690년(숙종 16)",1688,1690,,,숙종,14,숙종,16,YEAR_RANGE,PARSED
ITKC_PH_1300A_0293,1690년(숙종 16),1690,1690,,,숙종,16,숙종,16,EXACT_YEAR,PARSED
ITKC_PH_1300A_0294,1690년(숙종 16),1690,1690,,,숙종,16,숙종,16,EXACT_YEAR,PARSED
ITKC_PH_1300A_0291,1691년(숙종 17),1691,1691,,,숙종,17,숙종,17,EXACT_YEAR,PARSED
ITKC_PH_1300A_0296,1694년(숙종 20),1694,1694,,,숙종,20,숙종,20,EXACT_YEAR,PARSED
ITKC_PH_1300A_0297,"1694년(숙종 20)
~ 1697년(숙종 23)",1694,1697,,,숙종,20,숙종,23,YEAR_RANGE,PARSED
ITKC_PH_1300A_0046,"1698년(숙종 24)
~ 1699년(숙종 25)",1698,1699,,,숙종,24,숙종,25,YEAR_RANGE,PARSED
ITKC_PH_1300A_0299,1710년(숙종 36),1710,1710,,,숙종,36,숙종,36,EXACT_YEAR,PARSED
ITKC_PH_1300A_0262,1711년(숙종 37),1711,1711,,,숙종,37,숙종,37,EXACT_YEAR,PARSED
ITKC_PH_1300A_0300,1715년(숙종 41),1715,1715,,,숙종,41,숙종,41,EXACT_YEAR,PARSED
ITKC_PH_1300A_0081,"1506년(중종 1)
~ 1739년(영조 15)",1506,1739,,,중종,1,영조,15,YEAR_RANGE,PARSED
ITKC_PH_1305A_0303,"1426년(세종 8)
~ 1773년(영조 49)",1426,1773,,,세종,8,영조,49,YEAR_RANGE,PARSED
ITKC_PH_1305A_0301,"1392년(태조 1)
~ 1894년(고종 31)",1392,1894,,,태조,1,고종,31,YEAR_RANGE,PARSED
ITKC_PH_1305A_0302,"1392년(태조 1)
~ 1894년(고종 31)",1392,1894,,,태조,1,고종,31,YEAR_RANGE,PARSED
ITKC_PH_1305A_0329,"1392년(태조 1)
~ 1894년(고종 31)",1392,1894,,,태조,1,고종,31,YEAR_RANGE,PARSED
ITKC_PH_1305A_0305,"1428년(세종 10)
~ 1910년(순종 3)",1428,1910,,,세종,10,순종,3,YEAR_RANGE,PARSED
ITKC_PH_1305A_0304,"1392년(태조 1)
~ 1910년(순종 3)",1392,1910,,,태조,1,순종,3,YEAR_RANGE,PARSED
ITKC_PH_1305A_0325,,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1305A_0330,,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1305A_0333,,,,,,,,,,UNKNOWN,FAILED
ITKC_PH_1305A_0334,,,,,,,,,,UNKNOWN,FAILED
