term_id,category_id,category_path,source_term_lk
14680373,CAT_00086,사회운동·독립운동>농민운동·항쟁,사회운동·독립운동>농민운동·항쟁
14680375,CAT_00222,사회운동·독립운동>독립운동>민족주의운동(독립),사회운동·독립운동>독립운동>민족주의운동(독립)
14680377,CAT_00185,교육>근대교육기관>초등교육기관,교육>근대교육기관>초등교육기관
14680379,CAT_00179,교육>근대교육기관>고등교육기관,교육>근대교육기관>고등교육기관
14680381,CAT_00185,교육>근대교육기관>초등교육기관,교육>근대교육기관>초등교육기관
14680383,CAT_00184,교육>근대교육기관>중등교육기관,교육>근대교육기관>중등교육기관
14680385,CAT_00152,경제·산업>광공업>광업,경제·산업>광공업>광업
14680387,CAT_00184,교육>근대교육기관>중등교육기관,교육>근대교육기관>중등교육기관
14680389,CAT_00179,교육>근대교육기관>고등교육기관,교육>근대교육기관>고등교육기관
14680392,CAT_00138,학술·과학기술>공학·기술,학술·과학기술>공학·기술
14680394,CAT_00086,사회운동·독립운동>농민운동·항쟁,사회운동·독립운동>농민운동·항쟁
14680397,CAT_00088,사회운동·독립운동>사회사상,사회운동·독립운동>사회사상
14680400,CAT_00242,사회운동·독립운동>일본제국주의>친일세력,사회운동·독립운동>일본제국주의>친일세력
14680402,CAT_00098,외교·국제관계>국제기구,외교·국제관계>국제기구
14680404,CAT_00185,교육>근대교육기관>초등교육기관,교육>근대교육기관>초등교육기관
14680406,CAT_00152,경제·산업>광공업>광업,경제·산업>광공업>광업
14680408,CAT_00129,정치·행정·법제>법·법령,정치·행정·법제>법·법령
14680410,CAT_00184,교육>근대교육기관>중등교육기관,교육>근대교육기관>중등교육기관
14680413,CAT_00178,경제·산업>수산업>수산업정책·제도·법령,경제·산업>수산업>수산업정책·제도·법령
14680415,CAT_00086,사회운동·독립운동>농민운동·항쟁,사회운동·독립운동>농민운동·항쟁
14680417,CAT_00086,사회운동·독립운동>농민운동·항쟁,사회운동·독립운동>농민운동·항쟁
14680419,CAT_00184,교육>근대교육기관>중등교육기관,교육>근대교육기관>중등교육기관
14680422,CAT_00088,사회운동·독립운동>사회사상,사회운동·독립운동>사회사상
18881355,CAT_00179,교육>근대교육기관>고등교육기관,교육>근대교육기관>고등교육기관
18881357,CAT_00146,경제·산업>경제단체·기구>회사·기업,경제·산업>경제단체·기구>회사·기업
18881361,CAT_00179,교육>근대교육기관>고등교육기관,교육>근대교육기관>고등교육기관
18881363,CAT_00179,교육>근대교육기관>고등교육기관,교육>근대교육기관>고등교육기관
18881365,CAT_00179,교육>근대교육기관>고등교육기관,교육>근대교육기관>고등교육기관
18881368,CAT_00146,경제·산업>경제단체·기구>회사·기업,경제·산업>경제단체·기구>회사·기업
18881370,CAT_00179,교육>근대교육기관>고등교육기관,교육>근대교육기관>고등교육기관
18881372,CAT_00146,경제·산업>경제단체·기구>회사·기업,경제·산업>경제단체·기구>회사·기업
18881375,CAT_00146,경제·산업>경제단체·기구>회사·기업,경제·산업>경제단체·기구>회사·기업
