canonical_id,era_id,verification_status,method,evidence_json,version,graph_release_id
canonical:heritage:3e3431d6-abab-4442-b15e-58950e10fdd4,era:joseon,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0015680:sha256-7515b6340166226d"", ""value"": ""조선/조선 후기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:8403228:sha256-1022516a18f91e61"", ""value"": ""조선후기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:8403272:sha256-1022516a18f91e61"", ""value"": ""조선후기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:a9af0e38-9176-4f53-9c1e-facb22d7db5f,era:japanese_colonial,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0020279:sha256-7515b6340166226d"", ""value"": ""조선/조선 후기 | 근대/일제강점기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:a9af0e38-9176-4f53-9c1e-facb22d7db5f,era:joseon,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0020279:sha256-7515b6340166226d"", ""value"": ""조선/조선 후기 | 근대/일제강점기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:a9af0e38-9176-4f53-9c1e-facb22d7db5f,era:opening_ports,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:21121:sha256-1022516a18f91e61"", ""value"": ""대한제국기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:1a4f7c67-7100-4ecc-ba6c-df7f43cd968d,era:goryeo,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0050940:sha256-7515b6340166226d"", ""value"": ""고려/고려 후기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:22180:sha256-1022516a18f91e61"", ""value"": ""고려후기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:1e581f6f-499f-4590-b4f3-03965dbfc043,era:joseon,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0057440:sha256-7515b6340166226d"", ""value"": ""조선/조선 후기 | 근대/대한제국기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:1e581f6f-499f-4590-b4f3-03965dbfc043,era:opening_ports,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0057440:sha256-7515b6340166226d"", ""value"": ""조선/조선 후기 | 근대/대한제국기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:21562:sha256-1022516a18f91e61"", ""value"": ""개항기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:5d2d2162-0645-48ef-a050-4153581da296,era:joseon,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0006938:sha256-7515b6340166226d"", ""value"": ""조선/조선 후기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:21660:sha256-1022516a18f91e61"", ""value"": ""조선후기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:e451c6ab-c4fa-41a5-b18d-1941dd9f1082,era:joseon,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0009361:sha256-7515b6340166226d"", ""value"": ""조선/조선 전기 | 조선/조선 후기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:21826:sha256-1022516a18f91e61"", ""value"": ""조선후기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:83229a0b-29ef-4fee-a21f-417fbf10790e,era:joseon,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0035852:sha256-7515b6340166226d"", ""value"": ""조선/조선 후기 | 근대/개항기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:22912:sha256-1022516a18f91e61"", ""value"": ""조선후기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:83229a0b-29ef-4fee-a21f-417fbf10790e,era:opening_ports,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0035852:sha256-7515b6340166226d"", ""value"": ""조선/조선 후기 | 근대/개항기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:4f5713c3-46c4-42d0-9779-5789f6e2885b,era:joseon,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0010428:sha256-7515b6340166226d"", ""value"": ""조선/조선 후기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:21080:sha256-1022516a18f91e61"", ""value"": ""조선후기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:fd7339f7-8175-4ed6-b486-6be2665f4b3e,era:joseon,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0043762:sha256-7515b6340166226d"", ""value"": ""조선/조선 전기 | 조선/조선 후기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:23146:sha256-1022516a18f91e61"", ""value"": ""조선후기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:934ae4df-c53f-4bf2-a8ba-fa22fdb9dc4d,era:japanese_colonial,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0032704:sha256-7515b6340166226d"", ""value"": ""근대/개항기 | 근대/일제강점기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:22786:sha256-1022516a18f91e61"", ""value"": ""일제시기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:934ae4df-c53f-4bf2-a8ba-fa22fdb9dc4d,era:opening_ports,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0032704:sha256-7515b6340166226d"", ""value"": ""근대/개항기 | 근대/일제강점기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:3125dd04-5dab-48c5-b0c0-34512e34ef17,era:joseon,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0009385:sha256-7515b6340166226d"", ""value"": ""조선/조선 전기 | 조선/조선 후기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:21829:sha256-1022516a18f91e61"", ""value"": ""조선후기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:87949ff6-77d1-4019-8a32-b26479095b1b,era:joseon,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0041588:sha256-7515b6340166226d"", ""value"": ""조선/조선 전기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:22990:sha256-1022516a18f91e61"", ""value"": ""조선전기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:1856f89b-bc3d-4892-94de-13bf7a946bb4,era:modern,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0042339:sha256-7515b6340166226d"", ""value"": ""근대/대한제국기 | 현대""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:21247:sha256-1022516a18f91e61"", ""value"": ""현대""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:1856f89b-bc3d-4892-94de-13bf7a946bb4,era:opening_ports,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0042339:sha256-7515b6340166226d"", ""value"": ""근대/대한제국기 | 현대""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:work:f9dec188-0a85-4d29-ae4a-c47d452700e8,era:japanese_colonial,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0052270:sha256-7515b6340166226d"", ""value"": ""근대/일제강점기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:7505:sha256-1022516a18f91e61"", ""value"": ""일제시기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:7506:sha256-1022516a18f91e61"", ""value"": ""일제시기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:event:3680b441-8eb3-4778-bcf4-6b001cdc8529,era:opening_ports,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0006527:sha256-7515b6340166226d"", ""value"": ""근대/대한제국기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:2229:sha256-1022516a18f91e61"", ""value"": ""대한제국기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:4199098:sha256-1022516a18f91e61"", ""value"": ""대한제국기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:958f23a5-07df-4023-be73-7c3d7132db4d,era:goryeo,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0010494:sha256-7515b6340166226d"", ""value"": ""고려/고려 후기 | 조선/조선 전기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:958f23a5-07df-4023-be73-7c3d7132db4d,era:joseon,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0010494:sha256-7515b6340166226d"", ""value"": ""고려/고려 후기 | 조선/조선 전기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:21082:sha256-1022516a18f91e61"", ""value"": ""조선전기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:1c697e2f-da84-4fe1-9b92-d69a69484027,era:goryeo,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0057744:sha256-7515b6340166226d"", ""value"": ""고려/고려 후기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:22375:sha256-1022516a18f91e61"", ""value"": ""고려후기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:15083e48-68c0-40dc-96ed-df5e5445f203,era:goryeo,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0039379:sha256-7515b6340166226d"", ""value"": ""고대/남북국/후백제 | 고려/고려 전기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:29371498:sha256-1022516a18f91e61"", ""value"": ""고려전기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:15083e48-68c0-40dc-96ed-df5e5445f203,era:north_south_states,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0039379:sha256-7515b6340166226d"", ""value"": ""고대/남북국/후백제 | 고려/고려 전기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:15083e48-68c0-40dc-96ed-df5e5445f203,era:three_kingdoms,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0039379:sha256-7515b6340166226d"", ""value"": ""고대/남북국/후백제 | 고려/고려 전기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:c53b6e19-ff0d-473a-af8e-dadce17b00ab,era:joseon,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0050346:sha256-7515b6340166226d"", ""value"": ""조선/조선 후기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:21539:sha256-1022516a18f91e61"", ""value"": ""조선후기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:106bf3ff-d365-4bae-adf6-cd110372567d,era:north_south_states,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0056922:sha256-7515b6340166226d"", ""value"": ""고대/남북국/통일신라""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:12609506:sha256-1022516a18f91e61"", ""value"": ""남북국시대""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:742bf0f0-64e2-4e21-a0c4-69a698993f82,era:joseon,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0018750:sha256-7515b6340166226d"", ""value"": ""조선/조선 후기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:35664467:sha256-1022516a18f91e61"", ""value"": ""조선후기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:3871138f-5eb4-47b6-8d66-0b1d6441cca5,era:goryeo,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0050190:sha256-7515b6340166226d"", ""value"": ""고려/고려 후기 | 조선/조선 전기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:21534:sha256-1022516a18f91e61"", ""value"": ""고려후기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:3871138f-5eb4-47b6-8d66-0b1d6441cca5,era:joseon,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0050190:sha256-7515b6340166226d"", ""value"": ""고려/고려 후기 | 조선/조선 전기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:58c340b3-2e8b-4885-811e-506475d12f47,era:goryeo,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0044640:sha256-7515b6340166226d"", ""value"": ""고려/고려 후기 | 조선/조선 전기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:23231:sha256-1022516a18f91e61"", ""value"": ""고려후기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:58c340b3-2e8b-4885-811e-506475d12f47,era:joseon,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0044640:sha256-7515b6340166226d"", ""value"": ""고려/고려 후기 | 조선/조선 전기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:525c1531-33ab-45cc-b8fe-3d487ee02b59,era:goryeo,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0057458:sha256-7515b6340166226d"", ""value"": ""고대/남북국 | 고려/고려 전기""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:33564911:sha256-1022516a18f91e61"", ""value"": ""고려전기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:525c1531-33ab-45cc-b8fe-3d487ee02b59,era:north_south_states,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0057458:sha256-7515b6340166226d"", ""value"": ""고대/남북국 | 고려/고려 전기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:person:cd19a668-1437-4409-9091-be0b4c750852,era:goryeo,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""era"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0052623:sha256-7515b6340166226d"", ""value"": ""고려/고려 후기 | 조선/조선 전기""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
