entity_id,entity_kind,display_name,normalized_search_text,entity_type,resolution_status,retrieval_eligible,anchor_eligible,multi_hop_eligible,source_node_kind,source_node_id,source_node_ids_json,source_node_kinds_json,source_member_count,merge_scope,context_anchor_id,context_direction,lifecycle_status,identity_confidence,source_support_count,graph_release_id
provisional:open_entity_candidate:open-entity-candidate:4f16c4774e212a9f3213,PROVISIONAL,신라,신라,Polity,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:4f16c4774e212a9f3213,"[""open-entity-candidate:4f16c4774e212a9f3213""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:50a3e5c52710f7c7f18b,PROVISIONAL,무왕,무왕,Person,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:50a3e5c52710f7c7f18b,"[""open-entity-candidate:50a3e5c52710f7c7f18b""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:50b549461d199f3f7146,PROVISIONAL,백제,백제,Polity,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:50b549461d199f3f7146,"[""open-entity-candidate:50b549461d199f3f7146""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:50d449180e683748a1a4,PROVISIONAL,법전,법전,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:50d449180e683748a1a4,"[""open-entity-candidate:50d449180e683748a1a4""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:50d55bc80e7dfd2e0e67,PROVISIONAL,행정기구,행정기구,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:50d55bc80e7dfd2e0e67,"[""open-entity-candidate:50d55bc80e7dfd2e0e67""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5107a747a67b8556d9c3,PROVISIONAL,미륵사,미륵사,Heritage,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5107a747a67b8556d9c3,"[""open-entity-candidate:5107a747a67b8556d9c3""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5129e3f8d8a84375806f,PROVISIONAL,개혁정치,개혁정치,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5129e3f8d8a84375806f,"[""open-entity-candidate:5129e3f8d8a84375806f""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:512cf6f2f42dc85f7e4b,PROVISIONAL,교정청,교정청,Institution,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:512cf6f2f42dc85f7e4b,"[""open-entity-candidate:512cf6f2f42dc85f7e4b""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:51476d609d89c3a845c7,PROVISIONAL,제거,제거,Event,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:51476d609d89c3a845c7,"[""open-entity-candidate:51476d609d89c3a845c7""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:519f4c83292769214304,PROVISIONAL,애국가,애국가,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:519f4c83292769214304,"[""open-entity-candidate:519f4c83292769214304""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:51be570129ce9ffca185,PROVISIONAL,소맥,소맥,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:51be570129ce9ffca185,"[""open-entity-candidate:51be570129ce9ffca185""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:523cc0e6aa9f70b7ad05,PROVISIONAL,미군정청,미군정청,Institution,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:523cc0e6aa9f70b7ad05,"[""open-entity-candidate:523cc0e6aa9f70b7ad05""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5277f6d94159207b7736,PROVISIONAL,도교서,도교서,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5277f6d94159207b7736,"[""open-entity-candidate:5277f6d94159207b7736""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5344b2c0fb143f558705,PROVISIONAL,공주,공주,Place,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5344b2c0fb143f558705,"[""open-entity-candidate:5344b2c0fb143f558705""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5363ed91c85b52b30923,PROVISIONAL,금란산 밑,금란산밑,Place,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5363ed91c85b52b30923,"[""open-entity-candidate:5363ed91c85b52b30923""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:537b0a3e3580e5e81d0c,PROVISIONAL,광복군 부사령관,광복군부사령관,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:537b0a3e3580e5e81d0c,"[""open-entity-candidate:537b0a3e3580e5e81d0c""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:53b3cf1b9d2d6114b94b,PROVISIONAL,둔방내리,둔방내리,Place,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:53b3cf1b9d2d6114b94b,"[""open-entity-candidate:53b3cf1b9d2d6114b94b""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:53db78e02fb632b9a548,PROVISIONAL,교서,교서,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:53db78e02fb632b9a548,"[""open-entity-candidate:53db78e02fb632b9a548""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:53f5937943fe776c5c48,PROVISIONAL,일본,일본,Polity,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:53f5937943fe776c5c48,"[""open-entity-candidate:53f5937943fe776c5c48""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:55087c1d8e5660d52b47,PROVISIONAL,각종 직업능력 조사,각종직업능력조사,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:55087c1d8e5660d52b47,"[""open-entity-candidate:55087c1d8e5660d52b47""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:551ebce0e6f8d870c17c,PROVISIONAL,의무교육제,의무교육제,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:551ebce0e6f8d870c17c,"[""open-entity-candidate:551ebce0e6f8d870c17c""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:553d92ff23553a3e2fed,PROVISIONAL,폐단,폐단,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:553d92ff23553a3e2fed,"[""open-entity-candidate:553d92ff23553a3e2fed""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:557dcb22626ae17c267e,PROVISIONAL,戶等制,戶等制,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:557dcb22626ae17c267e,"[""open-entity-candidate:557dcb22626ae17c267e""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:55ce3632755e2765b802,PROVISIONAL,궁세 징수,궁세징수,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:55ce3632755e2765b802,"[""open-entity-candidate:55ce3632755e2765b802""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:55d97416ab1f4031526c,PROVISIONAL,양구읍 하리,양구읍하리,Place,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:55d97416ab1f4031526c,"[""open-entity-candidate:55d97416ab1f4031526c""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:562acb558592f12253b7,PROVISIONAL,박문국,박문국,Institution,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:562acb558592f12253b7,"[""open-entity-candidate:562acb558592f12253b7""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:56327634ab34273f3b06,PROVISIONAL,고종,고종,Person,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:56327634ab34273f3b06,"[""open-entity-candidate:56327634ab34273f3b06""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5662e1b989c0d2429aeb,PROVISIONAL,교위,교위,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5662e1b989c0d2429aeb,"[""open-entity-candidate:5662e1b989c0d2429aeb""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:56a198706bde7c610a6a,PROVISIONAL,무신란,무신란,Event,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:56a198706bde7c610a6a,"[""open-entity-candidate:56a198706bde7c610a6a""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:56b268769529bd6e28f0,PROVISIONAL,김유신,김유신,Person,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:56b268769529bd6e28f0,"[""open-entity-candidate:56b268769529bd6e28f0""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:56bfd9df1bb847aea658,PROVISIONAL,경시서,경시서,Institution,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:56bfd9df1bb847aea658,"[""open-entity-candidate:56bfd9df1bb847aea658""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:573ff6b69ecff2a16660,PROVISIONAL,학제,학제,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:573ff6b69ecff2a16660,"[""open-entity-candidate:573ff6b69ecff2a16660""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:574a5bc23a9afbb306a9,PROVISIONAL,용산구,용산구,Place,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:574a5bc23a9afbb306a9,"[""open-entity-candidate:574a5bc23a9afbb306a9""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:57e91f45e1632b5d11fd,PROVISIONAL,통리기무아문,통리기무아문,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:57e91f45e1632b5d11fd,"[""open-entity-candidate:57e91f45e1632b5d11fd""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:57e95a11133de414da78,PROVISIONAL,진입로 입구,진입로입구,Place,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:57e95a11133de414da78,"[""open-entity-candidate:57e95a11133de414da78""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:581cdf81587c8fd388a4,PROVISIONAL,지석묘,지석묘,Place,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:581cdf81587c8fd388a4,"[""open-entity-candidate:581cdf81587c8fd388a4""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5856785d11907f0d7f0c,PROVISIONAL,미국,미국,Polity,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5856785d11907f0d7f0c,"[""open-entity-candidate:5856785d11907f0d7f0c""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:586deb202a67a2a3a8c1,PROVISIONAL,대한민국임시정부,대한민국임시정부,Polity,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:586deb202a67a2a3a8c1,"[""open-entity-candidate:586deb202a67a2a3a8c1""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5877858ca84cacb10b2c,PROVISIONAL,신도징,신도징,Person,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5877858ca84cacb10b2c,"[""open-entity-candidate:5877858ca84cacb10b2c""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:58847d3f0d26733b995a,PROVISIONAL,황해도 평산,황해도평산,Place,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:58847d3f0d26733b995a,"[""open-entity-candidate:58847d3f0d26733b995a""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:58facc93ecefbad436d7,PROVISIONAL,수군,수군,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:58facc93ecefbad436d7,"[""open-entity-candidate:58facc93ecefbad436d7""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:58fb3b69ba3803653398,PROVISIONAL,상경,상경,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:58fb3b69ba3803653398,"[""open-entity-candidate:58fb3b69ba3803653398""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:590f6c31af75651752fb,PROVISIONAL,남·북퇴간 옆 협간,남북퇴간옆협간,Place,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:590f6c31af75651752fb,"[""open-entity-candidate:590f6c31af75651752fb""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:592989de9508096eba34,PROVISIONAL,참찬관,참찬관,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:592989de9508096eba34,"[""open-entity-candidate:592989de9508096eba34""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5939c45d61cde3556093,PROVISIONAL,강수,강수,Person,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5939c45d61cde3556093,"[""open-entity-candidate:5939c45d61cde3556093""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:598b94dec8c5630b81a9,PROVISIONAL,신라,신라,Polity,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:598b94dec8c5630b81a9,"[""open-entity-candidate:598b94dec8c5630b81a9""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:59944268cb01d7f27ba3,PROVISIONAL,미륵사,미륵사,Heritage,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:59944268cb01d7f27ba3,"[""open-entity-candidate:59944268cb01d7f27ba3""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5acd3195b88958de93ce,PROVISIONAL,왜구,왜구,Organization,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5acd3195b88958de93ce,"[""open-entity-candidate:5acd3195b88958de93ce""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5b1aca26947e64b21c76,PROVISIONAL,규식,규식,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5b1aca26947e64b21c76,"[""open-entity-candidate:5b1aca26947e64b21c76""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5b60027c59ec2ecf0535,PROVISIONAL,왜관,왜관,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5b60027c59ec2ecf0535,"[""open-entity-candidate:5b60027c59ec2ecf0535""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5b7552821cf49191ad68,PROVISIONAL,전시과,전시과,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5b7552821cf49191ad68,"[""open-entity-candidate:5b7552821cf49191ad68""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5b9c6896e9ff6d7105aa,PROVISIONAL,주석,주석,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5b9c6896e9ff6d7105aa,"[""open-entity-candidate:5b9c6896e9ff6d7105aa""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5bca785e4cc14a64b78d,PROVISIONAL,고대국가 체제,고대국가체제,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5bca785e4cc14a64b78d,"[""open-entity-candidate:5bca785e4cc14a64b78d""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5bf223c04a242ed52c43,PROVISIONAL,윤상원,윤상원,Person,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5bf223c04a242ed52c43,"[""open-entity-candidate:5bf223c04a242ed52c43""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5bfe6c7cbc1db667c81b,PROVISIONAL,理事聽官制,理事聽官制,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5bfe6c7cbc1db667c81b,"[""open-entity-candidate:5bfe6c7cbc1db667c81b""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5c4e745e802d68373886,PROVISIONAL,등주,등주,Place,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5c4e745e802d68373886,"[""open-entity-candidate:5c4e745e802d68373886""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5c91cefbcb2c7ed79a2c,PROVISIONAL,우승,우승,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5c91cefbcb2c7ed79a2c,"[""open-entity-candidate:5c91cefbcb2c7ed79a2c""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5cdaf2f29b2787e443f3,PROVISIONAL,고종,고종,Person,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5cdaf2f29b2787e443f3,"[""open-entity-candidate:5cdaf2f29b2787e443f3""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5d18560e09e56c187532,PROVISIONAL,貢市堂上,貢市堂上,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5d18560e09e56c187532,"[""open-entity-candidate:5d18560e09e56c187532""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5d23acaaa5cddd19d064,PROVISIONAL,寧安縣 동경성,寧安縣동경성,Place,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5d23acaaa5cddd19d064,"[""open-entity-candidate:5d23acaaa5cddd19d064""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5d9d15a7bff0368c01d5,PROVISIONAL,각종 불교 경전,각종불교경전,Work,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5d9d15a7bff0368c01d5,"[""open-entity-candidate:5d9d15a7bff0368c01d5""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5db8f9824a38dcca0a9f,PROVISIONAL,회의,회의,Event,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5db8f9824a38dcca0a9f,"[""open-entity-candidate:5db8f9824a38dcca0a9f""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5dfaa40043d1eee77b2c,PROVISIONAL,사찰령,사찰령,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5dfaa40043d1eee77b2c,"[""open-entity-candidate:5dfaa40043d1eee77b2c""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5e20c024d2ea3fa3eefa,PROVISIONAL,5소경제,5소경제,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5e20c024d2ea3fa3eefa,"[""open-entity-candidate:5e20c024d2ea3fa3eefa""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:open_entity_candidate:open-entity-candidate:5e21b5a41c51f8b7ca3f,PROVISIONAL,불교억압책,불교억압책,Concept,UNRESOLVED,false,false,false,OPEN_ENTITY_CANDIDATE,open-entity-candidate:5e21b5a41c51f8b7ca3f,"[""open-entity-candidate:5e21b5a41c51f8b7ca3f""]","[""OPEN_ENTITY_CANDIDATE""]",1,NONE,,,PROVISIONAL,,,korean-history-fact-graph-2026-07-27-contextual-v1
