exam_term_id,canonical_id,match_status,method,version,term_decision_id,graph_release_id
exam-term:8dbeeea305a38972ef85,canonical:person:abfd1798-60b2-4ec5-91ce-22d0200631c7,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:10837d66ced94c924d7e,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:ec1df21f9fc0eee14fb8,canonical:concept:5b7bc64b-1034-4d94-a481-556c76f0a77f,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2717e571d3f7ead8b868,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:5a69ec75d8249d0ddf10,canonical:place:2dbddce0-2c9e-4ef7-9be1-e10379d1cc4b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2d67a714432e875b41db,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:cffb75d5faa4403a721b,canonical:person:f5f741cb-dd10-4c43-bf0a-8dd4fbb5dbca,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:73f47f0bcfebb8febb9f,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:a461e233fa2dc2fe36b4,canonical:person:6ba564a2-6c48-42ae-8e48-25eb5ddb376b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:813a9e4a4e895e6b3d97,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:eca0cf6c71e381050a13,canonical:person:3c90ed27-ed0b-4098-aa27-25fb7189cb6e,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:80a0cd366e3e52de549d,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:924e50342aa94e8f5989,canonical:heritage:cc78a2c7-ec02-4cc0-b7f7-011c14e08a74,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:286f0dc0983af29c7905,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:8ce957979a1b9dafd824,canonical:work:cdc36df8-06e7-406c-b28d-2b1e87868626,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:e26f9f690a559429cecd,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:5f09bb2ed03f8abd28e1,canonical:heritage:0f44b456-803d-415b-bb76-ee5d6186f2f1,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:53f62d6073504076d3b6,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:3ce99566846fd8048291,canonical:event:4ad18f02-ab6e-44c8-a33e-fa77ea11820c,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5054eb35d1b0c9061654,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:d01469070a57137c2435,canonical:place:4d33ba41-3f93-4823-9268-afce1175ddc4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:1340fa52b47e668c7f8d,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:f492255dd6f279919a34,canonical:work:41b8244f-48c0-40b8-bc5c-4c40bdea7e19,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:299e49996e98a0b75875,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:6808b32b5c85688252f1,canonical:place:2c87094c-42fd-49a5-8568-209beb473faa,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:4e22258a91c61dde424d,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:38997e54a666c31f5745,canonical:person:252008c1-a0eb-470b-a95e-d0fc604f148e,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:d4b1a82810f4ecfc38e7,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:0c42dd6a8888ced26e4a,canonical:concept:41b84ffb-1114-42b4-bf0c-72e32d6a35a1,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:840413899f673e29c6f4,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:559d399d82e9c4d7cd57,canonical:person:323c1184-f5bc-4d64-92e5-51c7a577549b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:29d7d07321d6e984e003,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:563db893e432db1052ba,canonical:work:48455495-bbc4-47ce-8ab9-797d3a222276,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:913c0b75de45702e5176,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:08b0a0fa7a770d784a61,canonical:person:598131bb-16a9-4e85-99d8-2974531ce50a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:9531f37fa489f9f43833,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:e1c1a0b2331fa3561986,canonical:organization:b3cff0b3-b7a9-4893-8e45-3a37ed3d9b20,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:0f889430da82bcb6a7b0,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:d1b36c6f7910c599e25a,canonical:concept:2cbe77b7-dbf2-4e89-9fd3-d6836df5ad96,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:d11f9dbf404d98d8c409,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:4744d7132e6b99949628,canonical:person:720d55ee-1dcf-4408-a86e-5193140a6d62,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:1ee316797b00ece7c9b1,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:62974f93741487774795,canonical:work:598632aa-3a46-4afd-9dc5-05541be8fdaa,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:3c8280e9219426df9b92,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:a7817a4e74e46017bc40,canonical:work:ca6fa09c-1cc3-4807-a678-c9dadd65a983,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5321f00666b6af7dbb4d,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:9bc8b02a556144cf6bdb,canonical:concept:919207ec-28e7-43ec-a917-828deb88ad1d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:1e7a1b3eb2c12e451046,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:c374748f855bad243f96,canonical:concept:a99fe313-184d-46ef-a835-ae444e011f35,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:9e6ee945939b011e9527,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:f874ba3e6d68b4d16b4c,canonical:heritage:eb1b2763-a19d-4975-b817-b315682700d4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:08e80bbce51bcf44de6e,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:552e795d44f218d8d814,canonical:concept:ad9e587d-d8ad-4547-b720-d14d64d4030e,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:df4a7ac23726506083d2,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:62b57827e35c6a9f712b,canonical:work:d8c860b0-c392-43e6-8c88-5fefb9f40aef,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:1672ea74e9f34131f02c,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:e3429642ff32aebc5a3a,canonical:person:7a7d7001-a1ad-4a1f-87c4-c7cafe2d6dd8,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2958f81429faaa6015ad,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:566d0768c15223c7e91c,canonical:concept:c4efae46-c3bb-4c68-89f7-1988ba60eac9,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:65cb4ae370d8f5207314,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:e21917ab307d61cfdf47,canonical:person:faafbbea-db1b-4c73-ba58-e8b1943bd935,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2ff0aecb39fa33118368,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:00a2808e8102947a7b50,canonical:heritage:3281a1a3-ed71-4ff5-8d3a-d42dcacd6d53,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2a4c5d3e00aa0052bebe,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:585e7d391c2761302a6a,canonical:place:200145d1-f9f5-40f7-907e-40f4eaa25a06,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:533648b6154a5c575f52,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:4307655fbff327dd3f7b,canonical:organization:ecc500af-4374-40c7-be3e-abfb945e904d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:49777e5838187fa7fdd3,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:f7bb7ce09b2111940ce6,canonical:person:56dbbac2-9300-4805-968b-485b3bf2955b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:dfad627c5dea9139358b,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:e0cd6d39844752966f73,canonical:person:afe311fb-936a-4d70-bf71-939d404b94fa,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:32771809aa14265102a2,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:d8787e79defc168ab3ce,canonical:person:4b000aa7-46b7-49f7-bb6c-d09590dce9bc,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:ae6d6854e2721ce91d13,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:00be34d9bde488f81dfe,canonical:concept:0fc081a5-2aa4-45a5-bbee-30042f2b7cba,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:6a0e3db45c289e03a98b,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:5392acc311a9149fea59,canonical:person:5ca01448-49ea-4c11-a0fd-e42189a5c04e,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:ba3a758bddccbc469d36,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:ba6b61f33ac52f69f9a2,canonical:person:9ec5c96f-2784-4fc8-9e9f-79c44d2f2f11,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:6c5f77b8d070c46ce59c,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:cc6cf6be667acf8494fb,canonical:person:2b7b0847-417a-44c3-afee-148d49dc80d1,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:26aea99f53e3ff5aa5b6,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:f347d6140c2fa4abe8c6,canonical:concept:ff41ec3b-3559-42ab-81f7-90e9edb6f9c5,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:93f5dadb33fa3da5162b,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:09a1f372fce81412234f,canonical:person:a2a71312-8a5b-4887-a1a4-762cf1c96bc6,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:e960262635301aa40af4,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:f515861d2f96f18485cd,canonical:event:bf270f07-f1bb-4f3f-b29a-db2e5ad4b272,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a5834e5e383e831af9c6,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:7df7ce0e3e8ce1f040c0,canonical:concept:48a1fc85-4256-4065-87c6-2dd641c626d1,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:05bee5cd1f6e928be4fc,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:d907d704f3866fc25660,canonical:concept:6a1543f6-616c-4eba-a0ce-90cbd467cf31,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:e95cd8c7cd1b56d9e1c1,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:beb73d3d2d0d78a63003,canonical:work:7797547b-2bb0-4b03-a746-2c5906bb6998,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:cce0eb6513f6e2c3a1ec,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:791d0c83ddd340e30566,canonical:concept:e5de7f33-658f-486f-844c-4e0acfcfd202,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c4656c3601d4e5802a29,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:86eb09fe4b9f643b9246,canonical:work:4325b318-8cbe-4180-925f-15666d28d4d3,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:1b357b6d9ae7dfb75aa6,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:08ff5a5aecbbcb19e9df,canonical:person:291debc8-e2d8-48c9-95c0-8184eeb2bb11,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:697742898c645de88237,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:0e6bfe796e83ca154172,canonical:event:632245b8-96da-4284-8238-0115dfea9765,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:c6b8f6f38a935d9981b0,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:5b57b3db34a2761f9a36,canonical:person:a2698a80-148f-4da7-904f-78d29c0f53ea,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f3b3ac35d7c7625a9e6a,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:c944aeade90515d41139,canonical:person:e19d2ca1-5e8d-40c3-8382-5a75706ba558,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:56b37a01a3696f714e06,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:adc0afaa10e066ab0a1e,canonical:work:f2436d18-1aa9-4832-84f9-5df799e4ddcd,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2d2fff8ebea154a3ddfd,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:09b5c1dd492ce4a48197,canonical:place:a7db713a-fd22-44b2-b5b0-194ad6bd334f,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:57270e26e5230f42e1fb,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:3b62ffe8f7801c4bf7ab,canonical:heritage:969ad810-f3d2-4cf6-b88c-15bd41edc23f,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:10467090125301e114bc,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:3b61c257004f0ab17687,canonical:concept:6300f173-5f74-4cb2-aa4a-e8e3fca33e49,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:4f97b0f063697df5cb76,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:807f40def279907847c9,canonical:person:732ef69a-06c9-4833-b6f7-8ea5b6d9b194,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:7d129aa927816c21c975,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:4a9e6c9466b9bffcdac1,canonical:person:c7149580-e0fa-45aa-8831-eb83a22f72a9,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f0641a85e64c8f75e71f,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:c8cfeed2670d9f728699,canonical:concept:c257823f-128b-4932-8871-f5bec5bd5e25,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:ad9c3b49188a066326a8,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:9a24a4120883cb83c2cb,canonical:place:95e57c14-b1d1-4b13-8ca6-f944a947b3cf,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:b98e7fd6d67902a08935,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:48caecc835b9e6bf6fda,canonical:concept:a1ffa5ae-ee81-4206-91c5-5905ed22ca51,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:7b3bedc60623af716b51,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:c9f7e3e2a4d190261aba,canonical:concept:d236352f-51ef-4ab2-b593-808eaad60973,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:ad9581cd5acae6f89038,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:1076e50c72c65c0aee95,canonical:concept:2176bcb1-528a-4f24-b967-fb48715b0697,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:1d9b1280bb38bdedd87a,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:27b87b0271e2946a5534,canonical:concept:8862d6fd-a5bf-42a0-b018-625afcf32792,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:89733d69eea953d4f87e,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:d3de74b9ae1441e89ac2,canonical:event:0f673798-c643-46f1-882a-b84b0150516a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:ce72bcff5e55db51910e,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:c601f0fb91b3e964cb38,canonical:concept:00c36de4-7d0a-4df7-9b62-7dc79a015a1f,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:b6935ddff366248f4a28,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:1744039f85484cd01c4b,canonical:concept:dee2cd81-ec64-4ab0-ae83-8aeb58bdf99d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:fb750783db149b73db60,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:8e55a83b2e285b82c56f,canonical:person:f1cf9333-5be2-4949-8090-bfd31f73f284,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:cd9ac22a49d88905c802,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:05eaab9c17617d9bf2e2,canonical:concept:2f795490-961f-469c-b206-e9a278fe496a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:e9a9f6437b0ccaa9ba62,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:5515a40d844fc1286439,canonical:concept:7c652cdc-7688-4abc-a20c-f4a19ec9b5d8,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:976f2220dae0e5c72415,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:6eab2d56a833747317f1,canonical:institution:d7193a16-141d-490c-ad4e-fe0801b713f0,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:66c07c27c81e75a8a660,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:83248aeda1f6fc0fe775,canonical:work:4c00f987-0b8f-4a85-9a33-79bab9fbfcf4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:0fbfe9c994d524ec0387,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:bccba6d1bcbf123130cc,canonical:heritage:236b84bd-c3b3-4e2e-b790-8112191a7f18,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:aabf0f11d3e4a13b3b16,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:acca522db5dbb9137464,canonical:work:d62bd7e3-14e4-48e6-bc89-341389d779c6,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:b8c825385a98f689fbed,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:27cf51911e165b06214e,canonical:concept:4c6df599-1791-4aa1-a16b-4fa0f76b6f5c,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2768bde2fd4720c9f295,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:e51019aa77ef0344513c,canonical:person:4be40816-e632-4503-993d-f4c1679c15a5,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f72509a7a7861ae626db,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:68620e58fe4ef55607bd,canonical:concept:6d1af15a-0285-41ba-9ece-191e1df981f3,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:d36ead1922f4e2358062,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:dd998a87bf5bca26fde4,canonical:heritage:a0eeef50-442a-464a-a4c4-5c55032d7be2,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5bef134694d60071ce31,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:3fb03cc0ef9d4b4e7e94,canonical:concept:8798b63d-b8e2-4cd6-a87f-cbd90bb664b2,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:61b2f6d7871f4523d077,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:76573bbc74d15ed4e252,canonical:institution:097b5fff-1004-493a-acca-a97aeb6a7b88,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:9b7b243f08d705c0ece7,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:b459197116f141853606,canonical:person:2193411f-57ac-4ce7-87d9-e8b3dbac368a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:a447681247210d49e735,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:1d5243e5bd911c81b007,canonical:concept:44e0f2d7-ce14-482c-9180-55d9f8ffd66d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:2ea3b56eb52e632988ba,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:59e28e0208960ee583d1,canonical:event:e9bdbc13-e98e-4980-b0bf-a4ef3a9d4c4b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:3b41c396f394d8f8719d,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:17637173dffc6c827f3b,canonical:concept:1f302425-ddef-49f0-bcd4-7a71d4164299,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:1d94566182fc639554ac,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:68a15577256a90558bfc,canonical:person:e9df2265-46ac-4152-94e8-855b52a133b9,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:daeda80a82f57a7cb595,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:03c4199f4d899dee294e,canonical:work:4ffbfc66-1040-46fc-8a68-f992b50ed9ea,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:18a535d94b585d54056f,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:9999a1cc26a594a2a262,canonical:person:033d7ba4-cae8-43cb-af6f-9d1919f3b3ec,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:4fe9ba415bc06e3ada50,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:2d72b1ea58c166ab7be3,canonical:institution:e9bc09b2-49b9-4558-bf64-eba28ef27d5d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:25a7379509820ba1c984,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:227891ee8876ead40872,canonical:person:da0592d8-d765-43f6-9d5f-689b5ab6ce9c,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:6c8574cf0bf3a9ad15f6,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:afa9c4987ca9b6c860c4,canonical:concept:6629e384-79d5-4ad7-8326-7c1dbba6c75d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:7516eaff9e5dddb84838,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:e68a6efb4d255a3fd3e6,canonical:heritage:6e2003e0-afa2-4d6e-8dd1-cee09c247e44,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:53a938610a4ae5bd6a56,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:56ed9911cea490c4c60d,canonical:concept:0b44ba98-44b5-4ea8-aee3-cf5fd28fb959,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:aeb155fc3c3fa2d47c5d,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:8002f0705ec09a77158c,canonical:concept:74610435-fffb-43ef-a190-472f5ab83272,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f78eb592c2f8de780e37,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:b702ff12fcd76c97fc31,canonical:person:8fd8f069-47ab-4bd2-b726-1d69645944d2,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:3571781763491ea6c2be,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:e62eb90be4157e564221,canonical:heritage:f7524497-50fd-47ff-8e46-cd8abe100e8a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:d9ee9ca37ed4650c4357,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:d7d4891d6c06f7539d35,canonical:heritage:d31c69be-0655-4a20-b8ac-bc01cef1b35b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5e1278690281236d017c,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:96ecafbc44656e23ac4c,canonical:work:0f9f32f8-3681-4491-8f87-a4b65ea99b54,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:97b335a04b83944b6e30,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:568767b518fd435a6ae7,canonical:work:7e35c7f4-9bfa-4854-871a-f3d5a3cd1958,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:92417d6b0864694923a7,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:3131e89642e035d4a7a1,canonical:person:1275c6a0-af4c-4c56-8132-9fc8ca063dbd,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:7648a6f5117a519bea72,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:fd82bf7aeb3ce7332b6b,canonical:work:03b8790c-4b31-4b44-b286-e6091f1b5261,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:81f9468a4e4410986434,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:330832a59df40393e336,canonical:organization:e8046d1a-f42c-488b-acd4-a7b562fcc129,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:5118135c6b2fa9343418,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:00adbc2cb27a33cdaff3,canonical:person:5dc62ec9-50cf-4878-bcd6-7e5d8f2aa034,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:e70adf568c5385ceec2f,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:3bc7dd5f543a300984c3,canonical:heritage:e22a7c58-dd16-4264-b4a7-7a65b79b5583,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:86b8b067daa210819684,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:6b8dea4c6398b78ba57a,canonical:concept:f181b41e-00dc-49b7-80dd-7e122900c5ae,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:f55db99d90694c34e7e9,korean-history-fact-graph-2026-07-28-contextual-v7
exam-term:3171c7f0446bf808d22a,canonical:person:de2e8f54-0713-4898-b395-0c51c8aaada4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,term-decision:803f2f5131ea55652adc,korean-history-fact-graph-2026-07-28-contextual-v7
