source_record_id,source,source_key,source_release,source_metadata_json,graph_release_id
ITKC:PERSON:P032617:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032617:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=2517""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032620:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032620:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://encykorea.aks.ac.kr/Article/E0042201""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032621:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032621:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032640:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032640:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=10975""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032641:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032641:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=13256""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032644:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032644:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032645:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032645:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?itemId=BT""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032655:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032655:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://encykorea.aks.ac.kr/Article/E0042201""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032659:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032659:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1451_000930""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032669:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032669:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=10541""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032671:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032671:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?itemId=BT""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032678:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032678:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1612_004940""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032681:sha256-2bfbf7f8ab4b1538,SOURCE_RECORD,ITKC:PERSON:P032681:sha256-2bfbf7f8ab4b1538,,{},korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032683:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032683:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1627_005509""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032689:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032689:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=2460""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032691:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032691:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=10976""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032702:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032702:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=13581""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032706:sha256-2bfbf7f8ab4b1538,SOURCE_RECORD,ITKC:PERSON:P032706:sha256-2bfbf7f8ab4b1538,,{},korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032709:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032709:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_UB_6JOc_9999_000686""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032728:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032728:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_UV_6JOc_9999_030930""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032748:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032748:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032749:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032749:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032753:sha256-2bfbf7f8ab4b1538,SOURCE_RECORD,ITKC:PERSON:P032753:sha256-2bfbf7f8ab4b1538,,{},korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032767:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032767:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?itemId=BT""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032768:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032768:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=13590""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032770:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032770:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=14956""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032771:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032771:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032773:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032773:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=2464""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032776:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032776:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://people.aks.ac.kr/front/dirSer/ppl/pplView.aks?pplId=PPL_6JOa_A1445_2_0019315""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032783:sha256-2bfbf7f8ab4b1538,SOURCE_RECORD,ITKC:PERSON:P032783:sha256-2bfbf7f8ab4b1538,,{},korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032789:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032789:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1365_001064""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032794:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032794:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://db.itkc.or.kr/dir/item?itemId=BT""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032812:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032812:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://encykorea.aks.ac.kr/Article/E0042279""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032816:sha256-2bfbf7f8ab4b1538,SOURCE_RECORD,ITKC:PERSON:P032816:sha256-2bfbf7f8ab4b1538,,{},korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032817:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032817:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=14958""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032818:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032818:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://people.aks.ac.kr/front/dirSer/ppl/pplView.aks?pplId=PPL_6JOb_A9999_1_0018538""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032821:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032821:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=15299""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032822:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032822:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COa_1074_000125""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032823:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032823:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=1749""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032826:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032826:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?itemId=BT""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032833:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032833:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://encykorea.aks.ac.kr/Article/E0042246""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032838:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032838:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032845:sha256-2bfbf7f8ab4b1538,SOURCE_RECORD,ITKC:PERSON:P032845:sha256-2bfbf7f8ab4b1538,,{},korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032849:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032849:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOa_1439_000735""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032862:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032862:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032863:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032863:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032865:sha256-2bfbf7f8ab4b1538,SOURCE_RECORD,ITKC:PERSON:P032865:sha256-2bfbf7f8ab4b1538,,{},korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032874:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032874:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=2471""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032875:sha256-2bfbf7f8ab4b1538,SOURCE_RECORD,ITKC:PERSON:P032875:sha256-2bfbf7f8ab4b1538,,{},korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032879:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032879:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_MN_6JOb_1590_004338""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032883:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032883:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=4902""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032887:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032887:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032896:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032896:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=13584""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032899:sha256-2bfbf7f8ab4b1538,SOURCE_RECORD,ITKC:PERSON:P032899:sha256-2bfbf7f8ab4b1538,,{},korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032900:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032900:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=13249""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032908:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032908:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://people.aks.ac.kr/front/dirSer/exm/exmView.aks?exmId=EXM_KM_5COc_1360_001012""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032910:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032910:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032922:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032922:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032936:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032936:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032944:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032944:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032945:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032945:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=10978""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032950:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032950:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=2475""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032951:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032951:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://encykorea.aks.ac.kr/Article/E0042395""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032952:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032952:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://encykorea.aks.ac.kr/Article/E0042373""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032957:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032957:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://encykorea.aks.ac.kr/Article/E0042281""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032958:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032958:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?itemId=BT""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032962:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032962:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?itemId=BT""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032967:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032967:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=13586""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032968:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032968:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""https://encykorea.aks.ac.kr/Article/E0042286""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032986:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032986:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032995:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032995:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://thesaurus.itkc.or.kr/search/view?dataId=10547""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P032996:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P032996:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P033001:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P033001:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?grpId=hj""}",korean-history-fact-graph-2026-07-27-contextual-v1
ITKC:PERSON:P033002:sha256-2bfbf7f8ab4b1538,ITKC_PERSON_RELATION,ITKC:PERSON:P033002:sha256-2bfbf7f8ab4b1538,sha256-b28c4fc27fdacede,"{""evidence_kind"": ""STRUCTURED_SOURCE_ASSERTION"", ""source_url"": ""http://db.itkc.or.kr/dir/item?itemId=BT""}",korean-history-fact-graph-2026-07-27-contextual-v1
