entity_id,source_record_id,graph_release_id
provisional:source_record:ITKC:PERSON:P001838:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001838:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001882:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001882:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002012:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002012:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P027238:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P027238:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P028363:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P028363:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001842:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001842:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001866:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001866:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001868:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001868:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001955:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001955:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001869:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001869:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P052648:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P052648:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001925:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001925:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001935:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001935:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002068:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002068:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P009119:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P009119:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002050:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002050:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002022:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002022:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P009026:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P009026:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003844:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003844:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P021603:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P021603:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P026934:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P026934:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P052657:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P052657:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P054307:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P054307:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003860:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003860:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001972:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001972:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002513:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002513:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P004116:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P004116:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P013318:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P013318:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P024193:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P024193:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P026296:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P026296:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P026808:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P026808:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P031714:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P031714:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P036146:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P036146:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P038283:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P038283:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P045053:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P045053:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P065051:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P065051:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P054940:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P054940:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001930:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001930:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001989:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001989:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002114:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002114:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001949:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001949:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P024972:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P024972:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P062188:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P062188:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002120:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002120:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003273:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003273:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P005624:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P005624:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P025570:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P025570:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P038760:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P038760:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P066338:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P066338:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001899:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001899:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001905:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001905:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P005669:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P005669:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P034509:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P034509:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P040028:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P040028:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001904:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001904:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001980:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001980:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P057139:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P057139:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001965:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001965:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001826:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001826:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P059000:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P059000:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P062658:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P062658:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001977:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001977:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001979:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001979:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P001983:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P001983:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002004:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002004:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002015:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002015:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P010377:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P010377:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002019:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002019:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002020:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002020:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002027:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002027:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002044:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002044:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002059:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002059:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003805:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003805:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002077:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002077:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002086:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002086:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002098:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002098:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002144:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002144:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002241:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002241:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002152:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002152:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002158:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002158:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002161:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002161:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002165:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002165:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P041740:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P041740:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003916:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003916:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P013063:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P013063:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002820:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002820:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002171:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002171:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P049094:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P049094:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002172:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002172:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003632:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003632:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002173:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002173:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002180:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002180:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002634:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002634:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002190:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002190:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002201:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002201:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002956:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002956:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002543:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002543:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P055779:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P055779:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002218:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002218:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002206:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002206:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002222:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002222:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002236:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002236:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002417:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002417:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003121:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003121:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003253:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003253:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003596:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003596:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003616:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003616:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002255:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002255:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002259:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002259:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002264:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002264:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003809:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003809:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002265:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002265:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003439:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003439:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002441:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002441:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002444:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002444:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003442:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003442:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P060178:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P060178:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002358:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002358:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P040067:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P040067:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P066755:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P066755:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P040665:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P040665:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002267:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002267:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002270:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002270:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003620:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003620:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003771:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003771:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002288:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002288:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P043156:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P043156:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002297:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002297:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P045782:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P045782:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002320:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002320:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002339:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002339:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P029071:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P029071:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002341:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002341:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003980:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003980:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003263:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003263:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002343:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002343:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P003214:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P003214:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002350:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002350:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002361:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002361:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P024407:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P024407:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
provisional:source_record:ITKC:PERSON:P002364:sha256-2bfbf7f8ab4b1538,ITKC:PERSON:P002364:sha256-2bfbf7f8ab4b1538,korean-history-fact-graph-2026-07-27-contextual-v1
