exam_term_id,term,normalized_term,term_variants_json,resolution_case_ids_json,categories_json,entity_type_proposals_json,problem_count,problem_ids_json,source_link_status,normalization_policy_version,resolution_policy_version,search_text,resolution_status,target_count,target_resolution_status,exact_search_eligible,retrieval_eligible,fact_retrieval_eligible,terminal_fact_retrieval_eligible,graph_release_id
exam-term:686ced8b0f9f6acc9ec3,청광보살,청광보살,"[""청광보살""]","[""resolution-case:df47dc689bcf3b91fb65""]","[""사상""]","[""Concept""]",1,"[""cj_v41_0247""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,청광보살,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:68804bb155e8859844e2,조선정부,조선정부,"[""조선정부""]","[""resolution-case:5650873675c9a042a189""]","[""기관""]","[""Institution""]",1,"[""cj_v41_1084""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,조선정부,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6883d69e3ac13c4c2282,을묘년국강상광개토지호태왕호우,을묘년국강상광개토지호태왕호우,"[""을묘년국강상광개토지호태왕호우""]","[""resolution-case:8b4b9a30c79dd8677529""]","[""문헌""]","[""Work""]",1,"[""cj_v41_img_65_04""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,을묘년국강상광개토지호태왕호우,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:68a15577256a90558bfc,한용운,한용운,"[""한용운""]","[""resolution-case:97862a55a44116f2bf42""]","[""인물""]","[""Person""]",3,"[""cj_v41_0785"", ""cj_v41_0987"", ""cj_v41_1130""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,한용운,RESOLVED,1,UNIQUE,true,true,true,true,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:68a3fdf014f5144126f4,북산,북산,"[""북산""]","[""resolution-case:2d9b3bd0f484a4cd127a""]","[""지명""]","[""Place""]",2,"[""cj_v41_0204"", ""cj_v41_0993""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,북산,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:68b321c4fd10b2ef7de4,제천 행사,제천행사,"[""제천 행사""]","[""resolution-case:bd82e2dc52e133015fa9""]","[""제도""]","[""Concept""]",2,"[""cj_v41_0098"", ""cj_v41_0667""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,제천 행사,RESOLVED,1,UNIQUE,true,true,false,true,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:68d3639da2ee52d4cc45,당백전,당백전,"[""당백전""]","[""resolution-case:40a8bebb571d78ec80b2""]","[""유물""]","[""Heritage""]",5,"[""cj_v41_0498"", ""cj_v41_0737"", ""cj_v41_1064"", ""cj_v41_1169"", ""cj_v41_1352""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,당백전,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:68e4106613b54887e86b,내사,내사,"[""내사""]","[""resolution-case:936a8a97b4ca713c4512""]","[""기관""]","[""Institution""]",1,"[""cj_v41_0481""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,내사,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:68ee91b30499b795a5c5,무정부주의 동방 연맹,무정부주의동방연맹,"[""무정부주의 동방 연맹""]","[""resolution-case:7c77e6c2965e4c6ae36e""]","[""단체""]","[""Organization""]",1,"[""cj_v41_1234""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,무정부주의 동방 연맹,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:68f25e5c05021a830dfa,저탄소,저탄소,"[""저탄소""]","[""resolution-case:8c48bf965e7853680705""]","[""지명""]","[""Place""]",1,"[""cj_v41_0608""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,저탄소,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:68f66d9c8580f393de07,철제 무기,철제무기,"[""철제 무기""]","[""resolution-case:3e7c18fbf03029cb6b5e""]","[""유물""]","[""Heritage""]",4,"[""cj_v41_0569"", ""cj_v41_0947"", ""cj_v41_1095"", ""cj_v41_1434""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,철제 무기,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:690ba29f9b5be1d418a7,산원,산원,"[""산원""]","[""resolution-case:e0ecff61e7f2efd8d2b3""]","[""제도""]","[""Concept""]",1,"[""cj_v41_1092""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,산원,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6913aed13fefebc7cfd3,주합루,주합루,"[""주합루""]","[""resolution-case:382b9abcd83d82bd848e""]","[""문화재""]","[""Heritage""]",1,"[""cj_v41_0309""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,주합루,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6913ecd05dbecc3b017d,민주주의 임시정부,민주주의임시정부,"[""민주주의 임시정부""]","[""resolution-case:ac7472c6a3ce160d5006""]","[""국가""]","[""Polity""]",1,"[""cj_v41_0092""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,민주주의 임시정부,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6920817ac878036f4c2a,금동 일굴 모양 장식,금동일굴모양장식,"[""금동 일굴 모양 장식""]","[""resolution-case:7b08f989d79dab9899df""]","[""유물""]","[""Heritage""]",1,"[""cj_v41_0618""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,금동 일굴 모양 장식,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:69432afac7fcc04002c1,조선어학회,조선어학회,"[""조선어학회""]","[""resolution-case:186ca3d55aa00411b4bd""]","[""단체""]","[""Organization""]",5,"[""cj_v41_0079"", ""cj_v41_0988"", ""cj_v41_1276"", ""cj_v41_1329"", ""cj_v41_1519""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,조선어학회,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:69528c6f07f82f4edc29,단독 정부 수립,단독정부수립,"[""단독 정부 수립""]","[""resolution-case:cbf32e467c8d8486a7b6""]","[""정책""]","[""Concept""]",1,"[""cj_v41_1522""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,단독 정부 수립,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:69554ed9503be6747cac,류큐,유큐,"[""류큐""]","[""resolution-case:13c9ede29c4baf665e5f""]","[""국가""]","[""Polity""]",1,"[""cj_v41_0613""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,류큐,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:697375ab0a9f4bfa1d06,동국여지승람,동국여지승람,"[""동국여지승람""]","[""resolution-case:fb8ee721e0c6e1be77b7""]","[""문헌""]","[""Work""]",4,"[""cj_v41_0115"", ""cj_v41_0262"", ""cj_v41_1018"", ""cj_v41_img_61_20""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,동국여지승람,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6976e00f6080f14c807a,임종국,임종국,"[""임종국""]","[""resolution-case:69f55a5d16e1c3a37b01""]","[""인물""]","[""Person""]",1,"[""cj_v41_0183""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,임종국,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:698939946a19e61a8e14,서경 천도,서경천도,"[""서경 천도""]","[""resolution-case:ec771523a4e393444e03""]","[""정책""]","[""Concept""]",1,"[""cj_v41_0392""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,서경 천도,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:698be634b3ac2548ff88,광성진,광성진,"[""광성진""]","[""resolution-case:562f5004a6e547a7c2cf""]","[""유적""]","[""Heritage""]",2,"[""cj_v41_0123"", ""cj_v41_1121""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,광성진,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:699fc82cb4261f7471e8,삼국지 위서 동이전,삼국지위서동이전,"[""삼국지 위서 동이전""]","[""resolution-case:78c4d59074b4bdcc38e1""]","[""문헌""]","[""Work""]",2,"[""cj_v41_1436"", ""cj_v41_1484""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,삼국지 위서 동이전,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:69adb3945fa06a7bacca,대대로,대대로,"[""대대로""]","[""resolution-case:3d8b45505833ad03856c""]","[""제도""]","[""Concept""]",1,"[""cj_v41_1341""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,대대로,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:69adfee86012f15cbd83,추석,추석,"[""추석""]","[""resolution-case:12a63115392694f4e4f1""]","[""제도""]","[""Concept""]",1,"[""cj_v41_0458""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,추석,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:69ae098a885a2cf67a61,향토 예비군의 날,향토예비군의날,"[""향토 예비군의 날""]","[""resolution-case:8007b2d75e6c74a82791""]","[""제도""]","[""Concept""]",1,"[""cj_v41_1474""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,향토 예비군의 날,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:69aefb88cdfed64c714b,제암리 학살 사건,제암리학살사건,"[""제암리 학살 사건""]","[""resolution-case:017df76fdd2fe6593c40""]","[""사건""]","[""Event""]",1,"[""cj_v41_0083""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,제암리 학살 사건,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:69bd6796d4e2cab85df4,복벽주의,복벽주의,"[""복벽주의""]","[""resolution-case:50d72fba7870bcacac10""]","[""사상""]","[""Concept""]",3,"[""cj_v41_0554"", ""cj_v41_0601"", ""cj_v41_1032""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,복벽주의,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:69c618c05d670d2a8385,척화주전론,척화주전론,"[""척화주전론""]","[""resolution-case:6cb7cdeaf69eacf3de0e""]","[""사상""]","[""Concept""]",1,"[""cj_v41_0598""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,척화주전론,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:69d70e3b63b4625f2939,금주,금주,"[""금주""]","[""resolution-case:4f3a53fe683bc3485462""]","[""정책""]","[""Concept""]",1,"[""cj_v41_0885""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,금주,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:69db687d44ff944fc15d,급진 개화파,급진개화파,"[""급진 개화파""]","[""resolution-case:021cad7cde514a1297f7""]","[""단체""]","[""Organization""]",4,"[""cj_v41_0509"", ""cj_v41_0787"", ""cj_v41_1123"", ""cj_v41_1507""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,급진 개화파,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:69de8f0a6e89c59d39e7,서광범,서광범,"[""서광범""]","[""resolution-case:5eabbab6d82f2790c8bc""]","[""인물""]","[""Person""]",5,"[""cj_v41_0266"", ""cj_v41_0503"", ""cj_v41_0926"", ""cj_v41_1029"", ""cj_v41_1214""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,서광범,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:69f669d467d697b9c160,제5차 남북 고위급 회담,제오차남북고위급회담,"[""제5차 남북 고위급 회담""]","[""resolution-case:539ba797b9a7cd1d3c47""]","[""사건""]","[""Event""]",1,"[""cj_v41_1136""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,제5차 남북 고위급 회담,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:69ff538329d82b599fcc,부석사 소조 여래 좌상,부석사소조여래좌상,"[""부석사 소조 여래 좌상""]","[""resolution-case:81dc68f5a3c99f948d5f""]","[""문화재""]","[""Heritage""]",2,"[""cj_v41_img_50_14"", ""cj_v41_img_61_18""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,부석사 소조 여래 좌상,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6a0b32bb6db464d59a39,송파산대놀이,송파산대놀이,"[""송파산대놀이""]","[""resolution-case:b7194eb8e3db7e55ee96""]","[""사상""]","[""Concept""]",1,"[""cj_v41_1312""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,송파산대놀이,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6a214dd7573422b0fa57,금관국,금관국,"[""금관국""]","[""resolution-case:8565307e7c7d90f1c287""]","[""국가""]","[""Polity""]",1,"[""cj_v41_0100""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,금관국,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6a34f274f55c52ca290c,김통정,김통정,"[""김통정""]","[""resolution-case:b2109329cfd9ccfc755b""]","[""인물""]","[""Person""]",2,"[""cj_v41_0056"", ""cj_v41_1109""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,김통정,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6a363f575fbb0d1a64fd,무역소,무역소,"[""무역소""]","[""resolution-case:1dae4a0945406ed8a6be""]","[""기관""]","[""Institution""]",5,"[""cj_v41_0536"", ""cj_v41_0721"", ""cj_v41_1053"", ""cj_v41_1256"", ""cj_v41_1390""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,무역소,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6a440d19cfdc8d612bfb,토막민,토막민,"[""토막민""]","[""resolution-case:187fb7e142d274ec8db5""]","[""제도""]","[""Concept""]",1,"[""cj_v41_0327""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,토막민,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6a591655cb6767bdbab2,인산일,인산일,"[""인산일""]","[""resolution-case:49f4a406cfff93679308"", ""resolution-case:9ba5e22a211608e4527b""]","[""사건"", ""제도""]","[""Concept"", ""Event""]",7,"[""cj_v41_0133"", ""cj_v41_0700"", ""cj_v41_0788"", ""cj_v41_1082"", ""cj_v41_1276"", ""cj_v41_1422"", ""cj_v41_1469""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,인산일,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6a65695d6767331b50e8,홍문계,홍문계,"[""홍문계""]","[""resolution-case:bc21360086c1e0ecb804""]","[""인물""]","[""Person""]",1,"[""cj_v41_0486""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,홍문계,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6a74fe0d0f20e35cbaea,황국 신민 체조,황국신민체조,"[""황국 신민 체조""]","[""resolution-case:be4c488e98dd414344b0""]","[""정책""]","[""Concept""]",1,"[""cj_v41_0607""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,황국 신민 체조,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6a75da8f2c7f6542325f,익산,익산,"[""익산""]","[""resolution-case:1c6539babfc46bac42be""]","[""지명""]","[""Place""]",4,"[""cj_v41_0477"", ""cj_v41_1000"", ""cj_v41_1345"", ""cj_v41_img_51_09""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,익산,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6a7e087b47bea38a05fd,조선책략,조선책략,"[""조선책략""]","[""resolution-case:cffe02f01f033824f126""]","[""문헌""]","[""Work""]",12,"[""cj_v41_0028"", ""cj_v41_0124"", ""cj_v41_0220"", ""cj_v41_0266"", ""cj_v41_0455"", ""cj_v41_0497"", ""cj_v41_0743"", ""cj_v41_0980"", ""cj_v41_1029"", ""cj_v41_1369"", ""cj_v41_1418"", ""cj_v41_1460""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,조선책략,RESOLVED,1,UNIQUE,true,true,true,true,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6a8a44919dc625061497,계림,계림,"[""계림""]","[""resolution-case:2996cdba39f09722d8d4""]","[""지명""]","[""Place""]",3,"[""cj_v41_0593"", ""cj_v41_0846"", ""cj_v41_0893""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,계림,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6a8bf9fd85a37d0c33f4,한강 유역,한강유역,"[""한강 유역""]","[""resolution-case:34c07f77a19f606ae2f5""]","[""지명""]","[""Place""]",1,"[""cj_v41_0049""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,한강 유역,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6a907701e3da9483d4e9,계단식 돌무지무덤,계단식돌무지무덤,"[""계단식 돌무지무덤""]","[""resolution-case:4a5941af8048cee2bc8a""]","[""유적""]","[""Heritage""]",1,"[""cj_v41_1440""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,계단식 돌무지무덤,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6a967d28bbc48a165ef7,간관,간관,"[""간관""]","[""resolution-case:a3e9a6733ea68ccfdfba""]","[""제도""]","[""Concept""]",1,"[""cj_v41_0163""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,간관,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6aab9fe6eca8aef3ba72,동방광산,동방광산,"[""동방광산""]","[""resolution-case:d73e5454d06ff25ab5cb""]","[""기관""]","[""Institution""]",1,"[""cj_v41_0182""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,동방광산,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6ab220eb140beb4b0b3e,최무선,최무선,"[""최무선""]","[""resolution-case:58f0f3ffcd0b43253dae""]","[""인물""]","[""Person""]",8,"[""cj_v41_0213"", ""cj_v41_0488"", ""cj_v41_0586"", ""cj_v41_0626"", ""cj_v41_0729"", ""cj_v41_0876"", ""cj_v41_1109"", ""cj_v41_1400""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,최무선,RESOLVED,1,UNIQUE,true,true,false,true,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6ab6b30ac710a2eeeee9,기묘사화,기묘사화,"[""기묘사화""]","[""resolution-case:0f59a68d0af4edb2fdc6""]","[""사건""]","[""Event""]",1,"[""cj_v41_0899""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,기묘사화,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6abb13fb88f247bb58ad,국민징용령,국민징용령,"[""국민징용령""]","[""resolution-case:35396452716c38ddb08d""]","[""제도""]","[""Concept""]",5,"[""cj_v41_0373"", ""cj_v41_0415"", ""cj_v41_0555"", ""cj_v41_0986"", ""cj_v41_1186""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,국민징용령,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6ac0382227c2dc032aa1,염해전,염해전,"[""염해전""]","[""resolution-case:32956466d1ff7de0107c""]","[""기관""]","[""Institution""]",1,"[""cj_v41_1219""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,염해전,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6aea30baee5194654181,국학,국학,"[""국학""]","[""resolution-case:bcc0942e89a8968d1c41""]","[""기관""]","[""Institution""]",6,"[""cj_v41_0051"", ""cj_v41_0194"", ""cj_v41_0718"", ""cj_v41_1301"", ""cj_v41_1336"", ""cj_v41_1391""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,국학,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6aedf88881752ab27ba5,좌시중,좌시중,"[""좌시중""]","[""resolution-case:430f881f0358950b4a37""]","[""제도""]","[""Concept""]",1,"[""cj_v41_1161""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,좌시중,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6af1a182aeee4e4d718b,종로경찰서,종로경찰서,"[""종로경찰서""]","[""resolution-case:d2559c03f925d047cb0c""]","[""기관""]","[""Institution""]",2,"[""cj_v41_0232"", ""cj_v41_0416""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,종로경찰서,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6afe398b63d681b62444,베이징 대학,베이징대학,"[""베이징 대학""]","[""resolution-case:0ca0335ca7668b9042a5""]","[""기관""]","[""Institution""]",1,"[""cj_v41_0843""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,베이징 대학,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6aff7af95f1b1202bb83,공납,공납,"[""공납""]","[""resolution-case:fec83969ce7b9bd2a102""]","[""제도""]","[""Concept""]",2,"[""cj_v41_0118"", ""cj_v41_0493""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,공납,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6b102df5e2c6f36aaf92,정주,정주,"[""정주""]","[""resolution-case:2a8592750a39cc6370ea""]","[""지명""]","[""Place""]",2,"[""cj_v41_0633"", ""cj_v41_1493""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,정주,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6b13b874051e8c494061,북한산비,북한산비,"[""북한산비""]","[""resolution-case:a770efc18f494f49f54f""]","[""문화재""]","[""Heritage""]",10,"[""cj_v41_0162"", ""cj_v41_0212"", ""cj_v41_0495"", ""cj_v41_0593"", ""cj_v41_0639"", ""cj_v41_0784"", ""cj_v41_0830"", ""cj_v41_0877"", ""cj_v41_1120"", ""cj_v41_1167""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,북한산비,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6b1bd65c3db43cfd76ab,의령,의령,"[""의령""]","[""resolution-case:7cbba9b0131d34e2b084""]","[""지명""]","[""Place""]",2,"[""cj_v41_0491"", ""cj_v41_0640""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,의령,RESOLVED,1,UNIQUE,true,true,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6b1e947ddca26fb332fd,정도전,정도전,"[""정도전""]","[""resolution-case:54b8abf7cf5086f3d801""]","[""인물""]","[""Person""]",8,"[""cj_v41_0161"", ""cj_v41_0208"", ""cj_v41_0586"", ""cj_v41_0734"", ""cj_v41_0821"", ""cj_v41_1124"", ""cj_v41_1210"", ""cj_v41_1355""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,정도전,RESOLVED,1,UNIQUE,true,true,true,true,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6b34eefe30e3946ee917,정체성 이론,정체성이론,"[""정체성 이론""]","[""resolution-case:5e8bfa48843353cb5e85""]","[""사상""]","[""Concept""]",1,"[""cj_v41_0187""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,정체성 이론,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6b367198967d7e6b706a,절두산 베르뇌 주교 성지,절두산베르뇌주교성지,"[""절두산 베르뇌 주교 성지""]","[""resolution-case:f3a2dbcdc2e4eb4d8b09""]","[""유적""]","[""Heritage""]",1,"[""cj_v41_0313""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,절두산 베르뇌 주교 성지,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6b36c9e70d8cd0e4b876,일본 영사관,일본영사관,"[""일본 영사관""]","[""resolution-case:94c7af99472324066015""]","[""기관""]","[""Institution""]",1,"[""cj_v41_1222""]",PENDING,history-term-v2.0,entity-resolution-candidate-v2.4,일본 영사관,UNRESOLVED,0,UNRESOLVED,false,false,false,false,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6b42e8cdcf439cd98725,종로,종로,"[""종로""]","[""resolution-case:9aceecbe726fd565a2c0""]","[""지명""]","[""Place""]",12,"[""cj_v41_0083"", ""cj_v41_0129"", ""cj_v41_0265"", ""cj_v41_0324"", ""cj_v41_0359"", ""cj_v41_0368"", ""cj_v41_0509"", ""cj_v41_0510"", ""cj_v41_0651"", ""cj_v41_0879"", ""cj_v41_1313"", ""cj_v41_1322""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,종로,RESOLVED,1,UNIQUE,true,true,true,true,korean-history-fact-graph-2026-07-27-contextual-v5
exam-term:6b45de97d19ea1dec915,의순공주,의순공주,"[""의순공주""]","[""resolution-case:17cedbf73afbfb62d075""]","[""인물""]","[""Person""]",1,"[""cj_v41_1216""]",ACCEPTED,history-term-v2.0,entity-resolution-candidate-v2.4,의순공주,RESOLVED,1,UNIQUE,true,true,false,true,korean-history-fact-graph-2026-07-27-contextual-v5
