term_name,term_ch,term_year,term_times,term_lk,term_desc
김종철,金鍾鐵,1880-1917,대한제국기,인명,조선 고종대의 의병. 강원도 인제 출신.
김종태,金宗台,1701-?,조선후기,인명,조선 영조대의 문신. 본관은 광산(光山).
김주만,金胄萬,1632-1717,조선후기,인명,"조선 숙종대의 학자. 본관은 광산(光山)이고, 전라도 해남(海南) 출신."
김주우,金柱宇,1598-1644,조선후기,인명,조선 인조대의 문신·서예가. 본관은 안동.
김주천,金周川,?,남북국시대,인명,통일신라 말기의 관리.
김주현,金疇鉉,1844-?,조선후기,인명,조선 고종대의 문신으로 봉상사제조·장례원경 등을 역임. 본관은 광산(光山).
김준거,金俊据,?-1199,고려시대,인명,고려 의종대의 무신. 신기지유(神騎指諭) 이적중(李勣中)과 비밀히 무인정권에 반란을 일으켰으나 실패하여 사형당함.
김준근,金俊根,?,조선후기,인명,조선 고종대의 풍속화가.
김준업,金峻業,?,조선후기,인명,"조선 인조대의 의병장으로 호란 때 활동. 본관은 의성(義城)이고, 전라북도 전주 출신."
김준영,金準榮,1842-?,조선후기,인명,조선 고종대의 화가. 본관은 개성.
김준택,金俊澤,1865-1935,일제시기,인명,일제시기의 독립운동가. 평안남도 순천 출신.
장시표,張時杓,1819-1894,조선후기,인명,조선 고종대의 문신으로 동부승지·병조참의 등을 역임. 본관은 인동(仁同).
장시흥,張始興,?,조선후기,인명,조선후기의 화가.
장언량,張彦良,1491-1560,조선전기,인명,"조선 중종-명종대의 무신으로, 호조판서·지훈련원사 등을 역임. 본관은 풍덕(豊德)."
장연우,張延祐,?-1015,고려전기,인명,고려 현종대의 문신. 중추사(中樞使)·판어사대사(判御史臺事)·병부상서 등을 지냄. 본관은 흥덕(興德).
장영,張詠,?,남북국시대,인명,"신라의 무역상으로, 당(唐) 나라에서 활약."
장예충,張禮忠,?,조선후기,인명,조선후기의 역관(譯官). 강화도 출신.
장우벽,張友璧,1735-1809,조선후기,인명,조선 영조 때에 활약한 가곡의 대가. 서울 출신.
장유성,張有誠,?,조선전기,인명,조선 세조-성종대의 역관.
장유순,張裕淳,1877-1952,현대,인명,"일제시기의 독립운동가이며, 대종교 중진. 본관은 결성(結城). 경기도 개성 출신."
장유화,張有華,?,조선전기,인명,조선 성종대의 역관(譯官).
장윤덕,張胤德,1872-1907,대한제국기,인명,"조선 고종대의 의병장. 본관은 안동(安東)이고, 경상북도 예천 출신."
장윤문,張允文,?,고려후기,인명,고려 명종-희종대의 문신.
장윤화,張允和,?-1422,조선전기,인명,조선 태종대의 문신. 본관은 흥덕(興德).
장응기,張應箕,1556-1630,조선후기,인명,조선 선조-인조대의 무신. 본관은 울진(蔚珍).
장응인,張應仁,?,조선후기,인명,조선 선조대의 문신. 본관은 인동(仁同).
장익부,張益富,1891-1938,일제시기,인명,"일제시기의 독립운동가로, 대한청년숭의단(大韓靑年崇義團)을 조직하고 부단장으로 활약. 평안북도 철산(鐵山) 출신."
장인초,張仁初,1877-1910,대한제국기,인명,대한제국기의 의병. 전라남도 화순(和順) 출신.
장일,張鎰,1207-1276,고려후기,인명,고려 고종-충렬왕대의 문신.
장일환,張日煥,1886-1918,일제시기,인명,"일제시기의 독립운동가로 평양에 청산학교(靑山學校)를 설립하고, 조선독립청년단(朝鮮獨立靑年團)을 조직. 평양 출생. 건국훈장 독립장이 추서됨."
장자백,張子伯,?,조선후기,인명,조선 철종-고종 때에 활약한 판소리 명창. 전라북도 순창 출생.
장자호,張自好,1583-?,조선후기,인명,조선 광해군-인조대의 문신. 본관은 인동(仁同).
장재모,張載模,1883-1945,대한제국기,인명,"대한제국기 때 활동한 의병장. 본관은 흥성(興城)이고, 전라남도 승주 출신."
장재성,張載性,1908-1950,일제시기,인명,"일제시기의 학생운동 지도자로, 성진회(醒進會) 등에서 활동. 광주(光州) 출신."
장제원,張悌元,1556-1621,조선시대,인명,"조선 선조-광해군대의 학자로, 임진왜란 때는 의병으로 활동. 본관은 옥산(玉山)."
선화당,宣化堂,985-?,고려전기,문화재,"985년(성종 4)에 건립되어 임진왜란 때 불타서 현종 때 중건한 관아건물. 강원도 원주시 일산동에 위치. 낮은 축대 위에 세운 정면 7칸, 측면 4칸의 목조 주심포(柱心包) 구조, 팔작지붕의 장중한 건물."
왕대비전,王大妃殿,?-?,고려시대-조선시대,사회·생활>일상생활>주생활,고려시대-조선시대 왕대비(王大妃)가 거처하던 궁전.
대빈궁,大嬪宮,1722,조선후기,문화·예술>미술,1722년(경종 2)에 건립되어 조선 제19대 임금인 숙종(肅宗)의 후궁이자 경종(景宗)의 생모인 희빈 장씨(禧嬪張氏)의 위패를 봉안한 사당. 목조 건물. 서울 종로구 궁정동에 위치.
연우궁,延祐宮,1778,조선후기,문화·예술>미술,"1778년(정조 2) 건립하여 제21대 임금인 영조(英祖)의 후궁이자 추존왕 진종(영조의 첫째 아들)의 생모인 정빈 이씨(靖嬪李氏)의 위패를 봉안한 사당. 정면 3칸, 측면 3칸의 목조 건물. 서울시 종로구 궁정동에 위치."
궁,宮,?-?,통시대,문화·예술>미술,"천자나 제왕, 왕족들이 살던 규모가 큰 건물."
누정,樓亭,?-?,통시대,문화·예술>미술,멀리 넓게 볼 수 있도록 다락구조로 높게 지어진 누각과 경관이 수려하고 사방이 터진 곳에 지어진 정자.
조선누정,朝鮮樓亭,1392-1910,근세-근대,문화·예술>미술,조선시대에 지어졌던 궁실건물 중 누정.
명례궁,明禮宮,?-?,조선후기,문화·예술>미술,조선후기 서부 황화방(皇華坊)에 위치한 궁. 선조는 승하할 때까지 이곳에서 정무를 보았으며  광해군과 인조가 이곳에서 즉위함.
신라궁문,新羅宮門,?-?,고대,문화·예술>미술,고대 궁궐에 딸려 있어 궁궐을 출입하는 문.
고려궁문,高麗宮門,918-1392,고려시대,문화·예술>미술,고려시대 궁궐에 딸려 있어 궁궐을 출입하는 문.
조선궁문,朝鮮宮門,1392-1910,근세-근대,문화·예술>미술,조선시대 궁궐에 딸려 있어 궁궐을 출입하는 문.
귀정문,歸正門,?-?,고대,문화·예술>미술,신라시대 궁궐의 12문 가운데 하나로서 서쪽에 위치한 문.
춘덕문,春德門,?-?,고려시대,문화·예술>미술,고려시대 개경에 있었던 궁궐의 문. 1138년(인종 16)에 체통문(棣通門)으로 이름이 바뀜.
창합문,閶闔門,?-?,고려시대,문화·예술>미술,고려시대 개경에 있었던 궁궐의 문. 1138년(인종 16)에 운룡문(雲龍門)으로 이름이 바뀜.
회동문,會同門,?-?,고려시대,문화·예술>미술,고려시대 궁궐문 가운데 하나. 1138년(인종 16)에 이빈문(利賓門)으로 이름이 바뀜.
승천문,承天門,?-?,고려시대,문화·예술>미술,고려시대 궁궐문 가운데 하나. 1138년(인종 16)에 통가문(通嘉門)으로 이름이 바뀜.
연수문,延壽門,?-?,고려시대,문화·예술>미술,고려시대 궁궐문 가운데 하나. 1138년(인종 16)에 돈화문(敦化門)으로 이름이 바뀜.
장녕문,長寧門,?-?,고려시대,문화·예술>미술,고려시대 궁궐문 가운데 하나. 1138년(인종 16)에 조인문(朝仁門)으로 이름이 바뀜.
선화문,宣化門,?-?,고려시대,문화·예술>미술,고려시대 궁궐문 가운데 하나. 1138년(인종 16)에 통선문(通仙門)으로 이름이 바뀜.
개경문,開慶門,?-?,고려시대,문화·예술>미술,고려시대 궁궐문 가운데 하나. 1138년(인종 16)에 황극문(皇極門)으로 이름이 바뀜.
경양문,景陽門,?-?,고려시대,문화·예술>미술,고려시대 궁궐문 가운데 하나. 1138년(인종 16)에 양화문(陽和門)으로 이름이 바뀜.
왜인,倭人,?-?,통시대,외교·국제관계>일본>사회·생활(일본),일본인을 낮추어 부르는 말.
남형,濫刑,?-?,조선시대,정치·행정·법제>사법>사법제도,죄인을 심문할 때 형벌 규정과 상관없이 함부로 형벌을 가하고 고문하는 것.
대열,大閱,?-?,통시대,국방·군사>국방사상·정책,열병(閱兵) 의식 및 군사훈련 검열제도.
여민악령,與民樂令,?-?,조선시대,문화·예술>음악,조선시대 사신의 연향이나 임금의 거둥 때 연주된 악곡으로 여민락의 한 갈래.
여민악만,與民樂慢,?-?,조선시대,문화·예술>음악,조선시대 사신의 연향이나 임금의 거둥 때 연주된 음악.
근각,根脚,?-?,조선시대,정치·행정·법제>사법>사법제도,조선시대 죄를 범한 사람의 생년월일과 용모 및 그의 조상을 기록한 서류.
녹관,祿官,?-?,조선시대,정치·행정·법제>인사,녹봉(祿俸)을 받는 관원.
단인,端人,?-?,조선시대,정치·행정·법제>인사,"조선시대 정,종8품 문무관의 처에 대한 작호."
돈의문,敦義門,"1398-1413, 1422-1915",조선전기,국방·군사>군사방어시설,1398년(태조 7)에 축조된 서울 성곽의 4대문(四大門) 가운데 서쪽 대문의 정식 명칭. 1915년 일제의 도시 계획에 의해 철거됨.
방심곡령,方心曲領,1426-?,조선시대,사회·생활>일상생활>의생활,조선시대 제복(祭服)의 목둘레를 치장하는 금령(襟領)에 흰색 깁을 걸쳐 가슴에 늘어 뜨린 것.
공역,供役,?-?,통시대,재정·금융>재정>조세제도,양민이 담당하던 부세의 하나인 신역(身役).
봉교,奉敎,1401-?,조선시대,정치·행정·법제>인사,조선시대 예문관(藝文館)의 정7품 벼슬.
3종지도,三從之道,?-?,통시대,사회·생활>풍속·의례>가정의례,여자가 지키고 따라야  할 3가지 도리.
공봉관,供奉官,1392-1401,조선전기,정치·행정·법제>인사,조선초기 예문춘추관(藝文春秋館)의 정7품 벼슬.
봉족,奉足,?-?,조선시대,재정·금융>재정>재정정책·법령,"조선시대 국역(國役) 편성의 기본 조직으로 정정(正丁)을 돕게 하던 제도, 또는 그 사람."
정려,旌閭,?-?,통시대,사회·생활>풍속·의례>풍속,효자 충신 열녀 등이 살던 마을에 정문(旌門)을 세워 표창하던 일.
부교리,副校理,1479-?,조선시대,정치·행정·법제>인사,조선시대 홍문관(弘文館)에 딸린 종5품의 관직.
열녀,烈女,?-?,통시대,사회·생활>풍속·의례>풍속,목숨으로 지조를 지키거나 오랫동안 수절한 부녀자.
마당과부,마당寡婦,?-?,통시대,사회·생활>신분·계급,혼례를 올리기 전 또는 치룬 직후 신랑이 죽어 혼자가 된 여자.
사서,司書,1469-?,조선시대,정치·행정·법제>인사,조선시대 세자시강원 소속의 정6품 관직.
사창서,司倉署,1407-?,조선전기,정치·행정·법제>행정>지방행정기구,조선시대 평안도와 함경도 각지에 설치되어 창고와 전곡(錢穀)을 관리하던 동반 토관의 종6품 아문.
조극선,趙克善,1595-1658,조선후기,인명,조선 인조-효종대의 문신. 본관은 한양(漢陽).
조금강,曺金剛,?,고려후기,인명,"고려 공민왕대의 공신으로, 1363년(공민왕 12) 수복경성(收復京城) 1등공신에 서훈."
조긍섭,曺兢燮,1873-1933,일제시기,인명>성격별,조선 고종대의 학자. 본관은 창녕(昌寧).
조기서,曺麒瑞,1556-1591,조선전기,인명,조선 선조대의 문신. 본관은 창녕(昌寧).
조기영,趙冀永,1781-?,조선후기,인명,"조선 순조-철종대의 문신으로, 대사헌·이조판서 등을 역임. 본관은 풍양(豊壤)."
조대림,趙大臨,1387-1430,조선전기,인명,"조선전기의 문신. 본관이 평양(平壤)으로, 아버지는 조준(趙浚). 경정공주(慶貞公主)와 결혼하여 태종의 부마가 됨."
조대수,趙大壽,1655-1721,조선후기,인명,"조선 숙종대의 문신으로서, 사후에 효자로 정려(旌閭)됨. 본관은 풍양(豊壤)."
조대중,曺大中,1549-1589,조선전기,인명,조선 선조대의 문신. 본관은 옥천(玉川).
조덕린,趙德隣,1658-1773,조선후기,인명,조선 숙종-영조대의 문신. 본관은 한양.
조대수,趙大秀,1906-1948,일제시기,인명,일제시기의 독립운동가·사회운동가. 제주도 한림(翰林) 출신.
조덕성,趙德成,1723-?,조선후기,인명,"조선 영조대의 문신으로, 본관은 임천(林川)."
조덕순,趙德純,1652-1693,조선후기,인명,조선 숙종대의 문신으로 사헌부지평 등을 역임. 본관은 한양.
조덕승,曺悳承,1873-1960,현대,인명,개항기-현대의 유학자. 본관은 창녕.
조덕윤,趙德潤,1747-1821,조선후기,인명,"조선 영조-순조대의 문신으로, 병조판서·우참찬 등을 역임. 본관은 임천(林川)."
조도선,曺道先,1879-?,대한제국기,인명,대한제국기의 독립운동가. 1909년 우덕순(禹德淳)·유동하(劉東夏) 등과 채가구역(蔡家溝驛)에서 이토 히로부미(伊藤博文)를 저격하려 했으나 실패함. 함경남도 홍원(洪原) 출신. 건국훈장 독립장이 추서됨.
조동만,趙東萬,1846-?,조선후기,인명,조선후기의 문신. 본관은 풍양(豊壤).
조동면,趙東冕,1867-?,대한제국기,인명,조선 고종대의 문신. 본관은 풍양(豊壤).
조동필,趙東弼,1845-?,조선후기,인명,"조선후기의 문신. 본관은 풍양(豊壤)이고, 경기도 양주 출신."
조득림,趙得林,1800-?,조선후기,인명,"조선 헌종-고종대의 문신으로, 이조판서·형조판서 등을 역임. 본관은 양주(楊州)."
조득림,趙得琳,?,조선전기,인명,"조선 세조 잠저시(潛邸時) 노비 출신의 무인으로, 추충좌익정난익대공신(推忠佐翼靖難翊戴功臣)에 책봉됨."
조득인,趙得仁,?-1462,조선전기,인명,조선 세종-세조대의 문신. 본관은 평양.
조려,趙旅,1420-1489,조선전기,인명,조선전기 생육신(生六臣)의 한 사람. 본관은 함안(咸安).
조만원,趙萬元,1762-1822,조선후기,인명,"조선 정조-순조대의 문신으로, 형조판서·한성판윤 등을 역임. 본관은 풍양(豊壤)."
인제한계사지,麟蹄寒溪寺址,?,삼국시대,문화재,자장율사가 창건하였다고 전해지는 절로 현재 강원도 인제군 북면 한계리에 절터가 있음.
파계사삼장보살도,把溪寺三藏菩薩圖,1707,조선후기,문화·예술>미술,1707년(숙종 33)에  비단 바탕에 그려진 불화.  대구광역시 파계사 원통전에 있음.
파로호유적,破虜湖遺蹟,?-?,구석기시대,문화·예술>유적,선사시대 유적으로 강원도 화천군의 화천댐 파로호(破虜湖) 수몰지역에 있음.
파주가월리및주월리구석기유적,坡州佳月里및舟月里舊石器遺蹟,?,구석기시대,문화재,"구석기시대의 유적으로 경기도 파주시 적성면 가월리와 주월리에 있음. 지정면적 41,950㎡."
파주다율리지석묘,坡州多栗里支石墓,?-?,선사시대,사회·생활>풍속·의례>매장,청동기시대의 고인돌과 주거지 유적으로 경기도 파주시 교하면 다율리에 있음.
파주덕은리주거지및지석묘군,坡州德隱里住居址및支石墓群,?,선사시대,문화재,선사시대의 집자리 및 고인돌 유적으로 경기도 파주시 월롱면 덕은리에 있음.
파주성동리고분군,坡州城東里古墳群,?-?,삼국시대,사회·생활>풍속·의례>매장,신라시대와 조선시대의 고분군으로 경기도 파주군 탄현면 성동리에 있음.
팔공산동봉석조약사여래입상,八公山東峰石造藥師如來立像,?,남북국시대,문화재,통일신라시대의 불상으로 대구광역시 동구 용수동 팔공산에 있음. 전체 높이 6m.
팔공산마애약사여래좌상,八公山磨崖藥師如來坐像,?,남북국시대,문화재,통일신라시대의 불상으로 대구광역시 동구 도학동 팔공산에 있음. 불상 높이 1.82m.
편병,扁甁,?-?,남북국시대-조선시대,문화·예술>미술,"통일신라시대의 토기에도 그 예가 있고, 특히 조선시대에 널리 사용된 술병. 몸체의 양쪽 면이 편평하고 납작하며, 상면에 주둥이가 달려 휴대용으로도 쓰임."
평성지경동고분,平城地境洞古墳,?-?,삼국시대,사회·생활>풍속·의례>매장,고구려의 돌방무덤으로 널길과 감실을 갖추고 있음. 현재 북한의 평성시 지경동에 있음.
평양내리1호분,平壤內里1號墳,?-?,삼국시대,사회·생활>풍속·의례>매장,6세기 후반에서 7세기 초반에 만들어진 것으로 추정되는 고구려의 벽화고분. 평양시 삼석구역 노산리에 있음.
평양어은동장촌유적,平壤御恩洞장촌遺蹟,?-?,신석기시대,문화·예술>유적,신석기시대의 주거지 유적으로 평안남도 대동군(현재 북한의 평양시 용성구역) 어은동 장촌마을에 있음.
평양용곡리유적,平壤龍谷里遺蹟,?-?,구석기시대-신석기시대,문화·예술>유적,구석기시대부터 신석기시대에 걸친 시기의 석회암 동굴 유적. 현재 북한의 평양시 상원군 용곡리에 있음.
평양용추동고분,平壤龍秋洞古墳,?-?,초기철기시대,사회·생활>풍속·의례>매장,초기철기시대 나무덧널무덤 유적. 평양시 용성구역 용추동에서 발견됨.
평창수항리사지,平昌水項里寺址,?,통시대,문화재,자장이 세운 수다사(水多寺)의 옛터라고 함. 강원도 평창군 진부면 수항리에 있음.
평창종부리고분,平昌鍾阜里古墳,?-?,남북국시대,사회·생활>풍속·의례>매장,남북국시대 신라의 돌덧널무덤. 강원도 평창군 평창읍 종부1리에 있었음.
평창하리고분,平昌下里古墳,?-?,남북국시대,사회·생활>풍속·의례>매장,남북국시대 신라의 돌방무덤. 강원도 평창군 평창읍 하리에 있음.
김중만장군공신록및교지,金重萬將軍功臣錄및敎旨,1728,조선후기,문화재,1728년(영조 4)에 김중만(金重萬)에게 내려진 공신록 및 교지.
김지 고신,金摯 告身,1410,조선전기,정치·행정·법제>인사,1410년(태종 10) 4월과 9월 두 차례에 걸쳐 김지(金摯)에게 내린 임명장.
김우명,金佑明,1619-1675,조선후기,인명,"조선 현종대의 문신. 현종의 비인 명성왕후(明聖王后)의 아버지로, 청풍부원군(淸風府院君)에 봉해짐. 본관은 청풍(淸風)."
김우번,金于蕃,?,고려전기,인명,"고려 인종-의종대의 문신으로, 지제고(知制誥)·판예빈성사(判禮賓省事) 등을 역임."
김우윤,金友尹,?-1597,조선전기,인명,조선 선조대의 문신으로 공조좌랑을 역임. 본관은 오성(筽城).
김우진,金宇鎭,1754-?,조선후기,인명,조선 영조-정조대의 문신으로 이조참의·광주유수(廣州留守) 등을 역임. 본관은 강릉.
김우화,金遇華,1656-1726,조선후기,인명,조선 숙종대의 문신으로 봉상시정(奉常寺正)을 역임. 본관은 광산(光山).
김운,金惲,?,고려후기,인명,고려 충렬왕 때의 문신으로 지첨의부사(知僉議府事)·경상도도지휘사(慶尙道都指揮使) 등을 역임.
김운택,金雲澤,1673-1722,조선후기,인명,조선 숙종대의 문신으로 호조참판·형조참판 등을 역임. 본관은 광산(光山).
김원구,金元具,?,고려후기,인명,"고려후기의 문신으로, 1293년(충렬왕 19)에 전법총랑(典法摠郎)을 역임."
김은,金檼,1638-1708,조선후기,인명,"조선후기의 학자로, 초야에서 학문을 닦았음. 본관은 경주."
만남재,萬南齋,?,조선후기,문화재,"조선후기의 재실로, 경상북도 고령군 쌍림면 평지리에 있음."
만동묘정비,萬東廟庭碑,?,조선후기,문화재,"조선후기에 세운 만동묘(萬東廟)의 내력을 기록한 비석으로, 충청북도 괴산군 청천면 화양리 속리산국립공원 내에 있음."
만력34년진해현호적,萬曆34年鎭海縣戶籍,1606,조선후기,문화재,"1606년(선조 39)에 작성된 칠원제씨(漆原諸氏)의 호적. 경상남도 마산시 칠원제씨문중에 있음.
"
만인의총,萬人義塚,1597,조선후기,문화재,1597년(선조 30) 남원성을 지키고자 일본군과 싸우다 전사한 군·관·민의 주검을 합장한 무덤. 전라북도 남원시 향교동에 있음.
만정헌,晩定軒,?,조선전기,문화재,"조선전기의 누각으로, 울산광역시 울주군 상북면 명촌리에 있음."
만취정,晩翠亭,1572,조선전기,문화재,"1572년(선조 5)에 지은 정자로, 전라북도 임실군 삼계면 산수리에 있음."
만호정,挽湖亭,?,조선전기,문화재,"조선전기에 서지(徐祉)가 창건한 정자로, 전라남도 나주시 봉황면 철천리에 있음."
망모당,望慕堂,?,조선후기,문화재,"조선후기의 건물로, 전라북도 익산시 왕궁면 광암리에 있음."
망미루,望美樓,1742,조선후기,문화재,"1742년(영조 18) 동래부사 김석일(金錫一)이 창건한 누각으로, 부산광역시 동래구 온천동에 있음."
망원정지,望遠亭址,?,조선전기,문화재,"조선전기에 효령대군(孝寧大君)이 세운 정자의 옛터로, 서울특별시 마포구 합정동에 있음. 외국 사신을 위한 연회를 베풀던 곳으로 유명."
한·의과대학,韓·醫科大學,,,교육>근대교육기관>고등교육기관,
여자대학,女子大學,,,교육>근대교육기관>고등교육기관,
신학교,神學校,,,교육>근대교육기관>특수교육기관,
불교계교육기관,佛敎系敎育機關,,,교육>근대교육기관>특수교육기관,
사립교육기관,私立敎育機關,,,교육>근대교육기관>특수교육기관,
외국어전문교육기관,外國語專門敎育機關,,,교육>근대교육기관>특수교육기관,
농·맹아학교,聾·盲啞學校,,,교육>근대교육기관>특수교육기관,근∙현대 시각 및 청각 장애아들을 위해 설립한 특수 학교.
특수교육학교,特殊敎育學校,,,교육>근대교육기관>특수교육기관,
군사양성기관,軍士養成機關,,,교육>근대교육기관>특수교육기관,
미션계교육기관,미션系敎育機關,,,교육>근대교육기관>특수교육기관,
의료인양성기관,醫療人養成機關,,,교육>근대교육기관>특수교육기관,
천주교계학교,天主敎系學校,,,교육>근대교육기관>특수교육기관,
공업학교,工業學校,,근대,교육>근대교육기관>중등교육기관,
상업학교,商業學校,,,교육>근대교육기관>중등교육기관,
사범학교,師範學校,,,교육>근대교육기관>중등교육기관,
농림학교,農林學校,1906-?,대한제국기-현대,교육>근대교육기관>중등교육기관,대한제국기 이후 농업 연구와 농림(農林) 기술을 익히기 위해 설치한 교육 기관.
보습학교,補習學校,,근대,교육>근대교육기관>중등교육기관,
실수학교,實修學校,,,교육>근대교육기관>중등교육기관,
전문인력양성학교,專門人力養成學校,,,교육>근대교육기관>특수교육기관,
해외소재초등교육기관,海外所在初等敎育機關,,,교육>근대교육기관>초등교육기관,
여학교,女學校,,,교육>근대교육기관>중등교육기관,
기독교계교육기관,基督敎系敎育機關,1883-?,개항기-현대,교육>근대교육기관>중등교육기관,그리스도교 계통의 학교에서 선교(宣敎)를 목적으로 설립한 학교.
불교계교육기관,佛敎系敎育機關,,,교육>근대교육기관>중등교육기관,
상선학교,商船學校,,,교육>근대교육기관>중등교육기관,
민족교육기관,民族敎育機關,,,교육>근대교육기관>중등교육기관,
사립교육기관,私立敎育機關,,,교육>근대교육기관>중등교육기관,
사립대학교,私立大學校,,,교육>근대교육기관>고등교육기관,
특수국립대학교,特殊國立大學校,,,교육>근대교육기관>고등교육기관,
사립교육기관,私立敎育機關,,,교육>근대교육기관>고등교육기관,
학당,學堂,,,교육>근대교육기관>특수교육기관,
전수학교,專修學校,,,교육>근대교육기관>특수교육기관,
한무외,韓無畏,1517-1610,조선후기,인명,조선 명종-광해군대의 도사. 청주 출생. 연단비방(鍊丹煉方)을 배워 득도함. ≪해동전도록≫을 지음.
한범석,韓範錫,1672-?,조선후기,인명,조선후기 무신. 본관은 청주(淸州). 1695년(숙종 21) 무과에 급제. 1728년(영조 4) 안성에서 이인좌의 무리들을 평정.
한복,韓復,?,고려후기,인명,생몰년 미상. 고려후기 원에서 귀화한 문신. 이성계를 잘 섬겼고 이인복(李仁復)·이색(李穡) 등과 문교를 맺음.
한사득,韓師得,1689-1766,조선후기,인명,조선후기 문신. 본관은 청주(淸州). 1722년(경종 2) 알성문과에 을과로 급제.
한상덕,韓尙德,?,조선전기,인명,고려후기-조선전기 문신. 본관은 청주(淸州). 1385년(우왕 11) 문과에 급제. ≪양잠경험촬요≫를 초록함.
한상렬,韓相烈,1876-1926,일제시기,인명,대한제국기·일제시기 의병장·독립운동가. 강원도 횡성 출신. 1907년 의병을 일으킴. 1920년 만주로 가 대한독립단 등에서 활동. 건국훈장 독립장이 추서됨.
한상호,韓相浩,1899-1921,일제시기,인명,"일제시기 독립운동가. 함경북도 경성 출신. 간도 명동중학교(明東中學校) 졸업, 철혈광복단(鐵血光復團)을 조직해 활동함. 건국훈장 독립장이 추서됨."
한성수,韓聖洙,1920-1945,일제시기,인명,일제시기 독립운동가. 평안북도 용천 출신. 1944년 3월 학도병으로 일본군병영을 탈출하여 광복군에 입대함. 건국훈장 독립장이 추서됨.
한순,韓恂,?-1220,고려후기,인명,고려후기 무관.  1219년(고종 6) 낭장(郎將) 다지(多智)와 함께 의주에서 반란을 일으킴.
한승정,韓承貞,1478-1534,조선전기,인명,조선전기의 문신. 본관은 청주(淸州). 이심원(李深源)의 문인. 1515년(중종 10) 별시문과에 병과 급제.
한악,韓渥,?,고려후기,인명,생몰년 미상의 고려후기 문신. 본관은 청주(淸州). 우정승 등을 지냄. 한어와 몽고어에 능함.
한온,韓蘊,?-1555,조선전기,인명,조선전기의 무신. 본관은 청주(淸州). 을묘왜변 때 달랑진에서 왜군과 싸우다 전사함.
한운용,韓雲用,1895-1921,일제시기,인명,일제시기의 독립운동가. 함경남도 정평 출생. 연해주에서 대한독립단(大韓獨立團) 결사대를 조직하여 일본군에 맞섬.
한윤,韓潤,?,조선후기,인명,조선후기 반역자. 황해도 문화(文化) 출신. 이괄의 난 때 후금으로 도망하여 정묘호란 때 후금군의 앞잡이 노릇을 함.
한윤보,韓潤輔,?,조선후기,인명,조선후기의 역관. 임진왜란 때 청원사(請援使) 통역관으로 명(明)에 파견됨.
한종유,韓宗愈,1287-1354,고려후기,인명,고려후기 문신. 본관은 청주(淸州). 한양 출신. 1304년(충렬왕 30) 과거에 급제함.
한춘립,韓春立,?-1627,조선후기,인명,"조선후기 무신. 본관은 청주(淸州). 1620년(광해군 12) 무과에 급제, 정묘호란 때 의주를 수비함."
흑치문대,黑齒文大,?,삼국시대,인명,삼국시대 백제의 귀족 관료. 흑치상지(黑齒常之) 장군의 증조부.
흑치사차,黑齒沙次,?,삼국시대,인명,삼국시대 백제의 귀족 관료. 흑치상지(黑齒常之) 장군의 아버지.
흑치현덕,黑齒顯德,?,삼국시대,인명,삼국시대 백제의 귀족 관료. 흑치상지(黑齒常之) 장군의 할아버지.
창덕궁인정전,昌德宮仁政殿,1804,조선후기,문화재,서울특별시 종로구 와룡동(臥龍洞)에 있는 창덕궁의 정전(正殿).
송시열상,宋時烈像,1651,조선후기,문화재,조선 후기의 문신 송시열의 반신좌상(半身坐像) 그림으로 국립중앙박물관 소장.
소원화개첩,小苑花開帖,?,조선전기,문화재,조선 세종의 제3왕자인 안평대군(安平大君) 이용(李瑢)이 쓴 서첩(書帖).
고산구곡시화병,高山九曲詩畵屛,1803,조선후기,문화재,1803년(순조 3)에 제작된 병풍으로 율곡(栗谷) 이이(李珥)가 은거한 황해도 해주의 고산구곡을 배경으로 이이의 가사와 우암(尤庵) 송시열(宋時烈)의 한시가 있음.
월성장항리사지서5층석탑,月城獐項里寺址西五層石塔,?,남북국시대,문화재,통일신라시대의 5층 석탑으로 경상북도 경주시 양북면 장항리에 소재.
영태2년명납석제호,永泰二年銘蠟石製壺,766,남북국시대,문화재,766년(영태 2)에 제작된 곱돌로 만든 항아리로 경상남도 산청군의 지리산 암자터에서 발견. 부산광역시립박물관 소장.
의안백이화개국공신녹권,義安伯李和開國功臣錄卷,1392,조선전기,문화재,1392년(태조 1) 8월 왕지(王旨)에 의하여 공신도감(功臣都監)이 의안백 이화(李和)에게 발행한 공신녹권.
영암출토청동기용범,靈巖出土靑銅器鎔范,?,선사시대,문화재,B.C. 500∼B.C. 300년의 청동기 후기에 사용된 것으로 추정되는 청동기 제작용 거푸집[鎔范]. 숭실대학교박물관 소장.
종묘정전,宗廟正殿,1395-1870,조선시대,문화재,조선 역대 국왕과 그 비(妃)의 신위(神位)를 모신 종묘의 중심 건물. 서울 종로구 훈정동에 있음.
청자양인각연당초상감모란문은구대접,靑瓷陽印刻蓮唐草象嵌牧丹文銀釦대접,?,고려시대,문화재,고려시대의 청자 대접으로 국립중앙박물관 소장.
공주의당금동보살입상,公州儀堂金銅菩薩立像,?,삼국시대,문화재,백제시대의 관세음보살상으로 국립공주박물관 소장.
이원길개국원종공신녹권,李原吉開國原從功臣錄券,1395,조선전기,문화재,1395년(태조 4) 나라를 세우는 데 공을 세운 이원길에게 발급된 원종공신록권.
