event_id,event_name,person_id,person_name
ITKC_PH_1300A_0068,성종조의 명신〔成宗朝名臣〕,P041437,이승소(李承召)
ITKC_PH_1300A_0068,성종조의 명신〔成宗朝名臣〕,P041959,이약동(李約東)
ITKC_PH_1300A_0068,성종조의 명신〔成宗朝名臣〕,P047360,이칙(李則)
ITKC_PH_1300A_0068,성종조의 명신〔成宗朝名臣〕,P047567,이파(李坡)
ITKC_PH_1300A_0068,성종조의 명신〔成宗朝名臣〕,P051852,정극인(丁克仁)
ITKC_PH_1300A_0068,성종조의 명신〔成宗朝名臣〕,P051983,정난종(鄭蘭宗)
ITKC_PH_1300A_0068,성종조의 명신〔成宗朝名臣〕,P052775,정석견(鄭錫堅)
ITKC_PH_1300A_0068,성종조의 명신〔成宗朝名臣〕,P059250,채수(蔡壽)
ITKC_PH_1300A_0068,성종조의 명신〔成宗朝名臣〕,P060416,최숙정(崔淑精)
ITKC_PH_1300A_0068,성종조의 명신〔成宗朝名臣〕,P063348,허계(許誡)
ITKC_PH_1300A_0068,성종조의 명신〔成宗朝名臣〕,P064224,현석규(玄碩圭)
ITKC_PH_1300A_0068,성종조의 명신〔成宗朝名臣〕,P066334,홍흥(洪興)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P001034,강희맹(姜希孟)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P001941,구수영(具壽永)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P010292,김종직(金宗直)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P013093,남치원(南致元)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P016756,박영(朴英)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P016910,박원종(朴元宗)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P020710,성세정(成世貞)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P021267,소혜왕후한씨(昭惠王后韓氏)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P021423,손순효(孫舜孝)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P023976,신승선(愼承善)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P032251,유헌(柳軒)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P041901,이안눌(李安訥)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P043768,이융(李㦕)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P048190,이현(李琄)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P048350,"이혈(李娎)
성종(成宗)"
ITKC_PH_1300A_0069,연산군〔燕山君〕,P048791,이황(李𩔇)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P049793,임사홍(任士洪)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P055125,정현왕후윤씨(貞顯王后尹氏)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P058061,조지서(趙之瑞)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P061634,폐비신씨(廢妃愼氏)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P061635,폐비윤씨(廢妃尹氏)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P063095,한치형(韓致亨)
ITKC_PH_1300A_0069,연산군〔燕山君〕,P064029,허침(許琛)
ITKC_PH_1300A_0074,연산조의 상신〔燕山朝相臣〕,P000071,강귀손(姜龜孫)
ITKC_PH_1300A_0074,연산조의 상신〔燕山朝相臣〕,P007482,김수동(金壽童)
ITKC_PH_1300A_0074,연산조의 상신〔燕山朝相臣〕,P016516,박숭질(朴崇質)
ITKC_PH_1300A_0074,연산조의 상신〔燕山朝相臣〕,P020962,성준(成俊)
ITKC_PH_1300A_0074,연산조의 상신〔燕山朝相臣〕,P023903,신수근(愼守勤)
ITKC_PH_1300A_0074,연산조의 상신〔燕山朝相臣〕,P027866,어세겸(魚世謙)
ITKC_PH_1300A_0074,연산조의 상신〔燕山朝相臣〕,P030943,유순(柳洵)
ITKC_PH_1300A_0074,연산조의 상신〔燕山朝相臣〕,P036561,이극균(李克均)
ITKC_PH_1300A_0074,연산조의 상신〔燕山朝相臣〕,P051668,정괄(鄭佸)
ITKC_PH_1300A_0074,연산조의 상신〔燕山朝相臣〕,P063095,한치형(韓致亨)
ITKC_PH_1300A_0074,연산조의 상신〔燕山朝相臣〕,P064029,허침(許琛)
ITKC_PH_1300A_0075,연산조의 문형〔燕山朝文衡〕,P004406,김감(金勘)
ITKC_PH_1300A_0075,연산조의 문형〔燕山朝文衡〕,P021094,성현(成俔)
ITKC_PH_1300A_0075,연산조의 문형〔燕山朝文衡〕,P064502,홍귀달(洪貴達)
ITKC_PH_1300A_0078,연산조의 절신〔燕山節臣〕,P007698,김숭조(金崇祖)
ITKC_PH_1300A_0078,연산조의 절신〔燕山節臣〕,P012744,남세주(南世周)
ITKC_PH_1300A_0078,연산조의 절신〔燕山節臣〕,P030183,유기창(兪起昌)
ITKC_PH_1300A_0078,연산조의 절신〔燕山節臣〕,P065350,홍언충(洪彦忠)
ITKC_PH_1300A_0079,중종〔中宗〕,P001153,경현공주(敬顯公主)
ITKC_PH_1300A_0079,중종〔中宗〕,P001901,구사안(具思顔)
ITKC_PH_1300A_0079,중종〔中宗〕,P009533,김인경(金仁慶)
ITKC_PH_1300A_0079,중종〔中宗〕,P012087,김희(金禧)
ITKC_PH_1300A_0079,중종〔中宗〕,P013710,단경왕후신씨(端敬王后愼氏)
ITKC_PH_1300A_0079,중종〔中宗〕,P014321,문정왕후윤씨(文定王后尹氏)
ITKC_PH_1300A_0079,중종〔中宗〕,P022363,송인(宋寅)
ITKC_PH_1300A_0079,중종〔中宗〕,P022928,숙정옹주(淑靜翁主)
ITKC_PH_1300A_0079,중종〔中宗〕,P024297,신의(申檥)
ITKC_PH_1300A_0079,중종〔中宗〕,P035175,의혜공주(懿惠公主)
ITKC_PH_1300A_0079,중종〔中宗〕,P035306,이거(李岠)
ITKC_PH_1300A_0079,중종〔中宗〕,P036672,이기(李岐)
ITKC_PH_1300A_0079,중종〔中宗〕,P037803,이령(李岭)
ITKC_PH_1300A_0079,중종〔中宗〕,P038645,이미(李嵋)
ITKC_PH_1300A_0079,중종〔中宗〕,P042359,"이역(李懌)
중종(中宗)"
ITKC_PH_1300A_0079,중종〔中宗〕,P042774,이완(李岏)
ITKC_PH_1300A_0079,중종〔中宗〕,P047186,이초(李岹)
ITKC_PH_1300A_0079,중종〔中宗〕,P048517,"이호(李峼)
인종(仁宗)"
ITKC_PH_1300A_0079,중종〔中宗〕,P048764,"이환(李峘)
명종(明宗)"
ITKC_PH_1300A_0079,중종〔中宗〕,P049237,이희(李㟓)
ITKC_PH_1300A_0079,중종〔中宗〕,P050511,장경왕후윤씨(章敬王后尹氏)
ITKC_PH_1300A_0079,중종〔中宗〕,P053142,정순옹주(貞順翁主)
ITKC_PH_1300A_0079,중종〔中宗〕,P053311,정신옹주(靜愼翁主)
ITKC_PH_1300A_0079,중종〔中宗〕,P062070,한경록(韓景祿)
ITKC_PH_1300A_0079,중종〔中宗〕,P064332,혜순옹주(惠順翁主)
ITKC_PH_1300A_0079,중종〔中宗〕,P064339,혜정옹주(惠靜翁主)
ITKC_PH_1300A_0079,중종〔中宗〕,P064708,홍려(洪礪)
ITKC_PH_1300A_0079,중종〔中宗〕,P067376,효순공주(孝順公主)
ITKC_PH_1300A_0079,중종〔中宗〕,P067379,효정옹주(孝靜翁主)
ITKC_PH_1300A_0079,중종〔中宗〕,P067382,효혜공주(孝惠公主)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P002295,권균(權鈞)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P005159,김극성(金克成)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P005200,김근사(金謹思)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P008004,김안로(金安老)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P009106,김응기(金應箕)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P009908,김전(金詮)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P012461,남곤(南袞)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P016910,박원종(朴元宗)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P021164,성희안(成希顔)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P022390,송질(宋軼)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P024145,신용개(申用漑)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P025770,심정(沈貞)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P026301,안당(安瑭)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P030621,유부(柳溥)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P030965,유순정(柳順汀)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P033963,윤은보(尹殷輔)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P034084,윤인경(尹仁鏡)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P043591,이유청(李惟淸)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P048023,이행(李荇)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P050792,장순손(張順孫)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P051737,정광필(鄭光弼)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P063219,한효원(韓效元)
ITKC_PH_1300A_0099,중종조의 상신〔中宗朝相臣〕,P065352,홍언필(洪彦弼)
ITKC_PH_1300A_0100,중종조의 문형〔中宗朝文衡〕,P008002,김안국(金安國)
ITKC_PH_1300A_0100,중종조의 문형〔中宗朝文衡〕,P008004,김안로(金安老)
ITKC_PH_1300A_0100,중종조의 문형〔中宗朝文衡〕,P012461,남곤(南袞)
ITKC_PH_1300A_0100,중종조의 문형〔中宗朝文衡〕,P020714,성세창(成世昌)
ITKC_PH_1300A_0100,중종조의 문형〔中宗朝文衡〕,P021213,소세양(蘇世讓)
ITKC_PH_1300A_0100,중종조의 문형〔中宗朝文衡〕,P024145,신용개(申用漑)
ITKC_PH_1300A_0100,중종조의 문형〔中宗朝文衡〕,P048023,이행(李荇)
ITKC_PH_1300A_0101,중종조의 명신〔中宗朝名臣〕,P012267,나세찬(羅世纘)
ITKC_PH_1300A_0101,중종조의 명신〔中宗朝名臣〕,P016384,박소(朴紹)
ITKC_PH_1300A_0101,중종조의 명신〔中宗朝名臣〕,P022802,송흠(宋欽)
ITKC_PH_1300A_0101,중종조의 명신〔中宗朝名臣〕,P027823,어득강(魚得江)
ITKC_PH_1300A_0101,중종조의 명신〔中宗朝名臣〕,P046788,이집(李諿)
ITKC_PH_1300A_0101,중종조의 명신〔中宗朝名臣〕,P049594,임권(任權)
ITKC_PH_1300A_0101,중종조의 명신〔中宗朝名臣〕,P050047,임유겸(任由謙)
ITKC_PH_1300A_0101,중종조의 명신〔中宗朝名臣〕,P055293,정환(丁煥)
ITKC_PH_1300A_0101,중종조의 명신〔中宗朝名臣〕,P057006,조언형(曺彦亨)
ITKC_PH_1300A_0101,중종조의 명신〔中宗朝名臣〕,P057291,조원기(趙元紀)
ITKC_PH_1300A_0101,중종조의 명신〔中宗朝名臣〕,P057934,조종경(趙宗敬)
ITKC_PH_1300A_0101,중종조의 명신〔中宗朝名臣〕,P058825,주세붕(周世鵬)
ITKC_PH_1300A_0101,중종조의 명신〔中宗朝名臣〕,P059989,최명창(崔命昌)
ITKC_PH_1300A_0101,중종조의 명신〔中宗朝名臣〕,P063376,허굉(許硡)
ITKC_PH_1300A_0101,중종조의 명신〔中宗朝名臣〕,P067316,황형(黃衡)
ITKC_PH_1300A_0102,중종조의 유일〔中宗朝遺逸〕,P019586,서경덕(徐敬德)
ITKC_PH_1300A_0102,중종조의 유일〔中宗朝遺逸〕,P031282,유우(柳藕)
ITKC_PH_1300A_0103,인종〔仁宗〕,P000555,강위(姜偉)
ITKC_PH_1300A_0103,인종〔仁宗〕,P000582,강유선(康惟善)
ITKC_PH_1300A_0103,인종〔仁宗〕,P004304,기준(奇遵)
ITKC_PH_1300A_0103,인종〔仁宗〕,P007938,김식(金湜)
ITKC_PH_1300A_0103,인종〔仁宗〕,P009595,김인후(金麟厚)
ITKC_PH_1300A_0103,인종〔仁宗〕,P009949,김정(金淨)
ITKC_PH_1300A_0103,인종〔仁宗〕,P014321,문정왕후윤씨(文定王后尹氏)
ITKC_PH_1300A_0103,인종〔仁宗〕,P019559,상진(尙震)
ITKC_PH_1300A_0103,인종〔仁宗〕,P020955,성제원(成悌元)
ITKC_PH_1300A_0103,인종〔仁宗〕,P022375,송인수(宋麟壽)
ITKC_PH_1300A_0103,인종〔仁宗〕,P023170,신광한(申光漢)
ITKC_PH_1300A_0103,인종〔仁宗〕,P032564,윤결(尹潔)
ITKC_PH_1300A_0103,인종〔仁宗〕,P033963,윤은보(尹殷輔)
ITKC_PH_1300A_0103,인종〔仁宗〕,P034084,윤인경(尹仁鏡)
ITKC_PH_1300A_0103,인종〔仁宗〕,P034121,윤임(尹任)
ITKC_PH_1300A_0103,인종〔仁宗〕,P036673,이기(李芑)
ITKC_PH_1300A_0103,인종〔仁宗〕,P042209,이언적(李彦迪)
ITKC_PH_1300A_0103,인종〔仁宗〕,P048517,"이호(李峼)
인종(仁宗)"
ITKC_PH_1300A_0103,인종〔仁宗〕,P049497,인성왕후박씨(仁聖王后朴氏)
ITKC_PH_1300A_0103,인종〔仁宗〕,P050511,장경왕후윤씨(章敬王后尹氏)
ITKC_PH_1300A_0103,인종〔仁宗〕,P052637,정사룡(鄭士龍)
ITKC_PH_1300A_0103,인종〔仁宗〕,P055320,정황(丁熿)
ITKC_PH_1300A_0103,인종〔仁宗〕,P055432,정희등(鄭希登)
ITKC_PH_1300A_0103,인종〔仁宗〕,P060073,최보한(崔輔漢)
ITKC_PH_1300A_0103,인종〔仁宗〕,P065352,홍언필(洪彦弼)
ITKC_PH_1300A_0103,인종〔仁宗〕,P067382,효혜공주(孝惠公主)
ITKC_PH_1300A_0104,인종조의 상신〔仁宗朝相臣〕,P020714,성세창(成世昌)
ITKC_PH_1300A_0104,인종조의 상신〔仁宗朝相臣〕,P030060,유관(柳灌)
ITKC_PH_1300A_0105,인종조의 문형〔仁宗朝文衡〕,P023170,신광한(申光漢)
ITKC_PH_1300A_0106,인종조의 명신〔仁宗朝名臣〕,P009595,김인후(金麟厚)
ITKC_PH_1300A_0106,인종조의 명신〔仁宗朝名臣〕,P028729,오윤(吳潤)
ITKC_PH_1300A_0106,인종조의 명신〔仁宗朝名臣〕,P035935,이관(李琯)
ITKC_PH_1300A_0106,인종조의 명신〔仁宗朝名臣〕,P042271,이여(李畬)
ITKC_PH_1300A_0106,인종조의 명신〔仁宗朝名臣〕,P046232,이중호(李仲虎)
ITKC_PH_1300A_0106,인종조의 명신〔仁宗朝名臣〕,P047329,이치(李菑)
ITKC_PH_1300A_0107,명종〔明宗〕,P001534,공회빈윤씨(恭懷嬪尹氏)
ITKC_PH_1300A_0107,명종〔明宗〕,P002649,권벌(權橃)
ITKC_PH_1300A_0107,명종〔明宗〕,P004886,김광준(金光準)
ITKC_PH_1300A_0107,명종〔明宗〕,P012274,나숙(羅淑)
ITKC_PH_1300A_0107,명종〔明宗〕,P014321,문정왕후윤씨(文定王后尹氏)
ITKC_PH_1300A_0107,명종〔明宗〕,P014913,민제인(閔齊仁)
ITKC_PH_1300A_0107,명종〔明宗〕,P016276,박세거(朴世擧)
ITKC_PH_1300A_0107,명종〔明宗〕,P019559,상진(尙震)
ITKC_PH_1300A_0107,명종〔明宗〕,P020714,성세창(成世昌)
ITKC_PH_1300A_0107,명종〔明宗〕,P022375,송인수(宋麟壽)
ITKC_PH_1300A_0107,명종〔明宗〕,P026362,안명세(安名世)
ITKC_PH_1300A_0107,명종〔明宗〕,P031521,유인숙(柳仁淑)
ITKC_PH_1300A_0107,명종〔明宗〕,P031819,유지번(柳之蕃)
ITKC_PH_1300A_0107,명종〔明宗〕,P032564,윤결(尹潔)
ITKC_PH_1300A_0107,명종〔明宗〕,P034084,윤인경(尹仁鏡)
ITKC_PH_1300A_0107,명종〔明宗〕,P036673,이기(李芑)
ITKC_PH_1300A_0107,명종〔明宗〕,P039277,이부(李暊)
ITKC_PH_1300A_0107,명종〔明宗〕,P042209,이언적(李彦迪)
ITKC_PH_1300A_0107,명종〔明宗〕,P042362,"이연(李昖)
선조(宣祖)"
ITKC_PH_1300A_0107,명종〔明宗〕,P048517,"이호(李峼)
인종(仁宗)"
ITKC_PH_1300A_0107,명종〔明宗〕,P048764,"이환(李峘)
명종(明宗)"
ITKC_PH_1300A_0107,명종〔明宗〕,P048785,이황(李滉)
ITKC_PH_1300A_0107,명종〔明宗〕,P049498,인순왕후심씨(仁順王后沈氏)
ITKC_PH_1300A_0107,명종〔明宗〕,P050511,장경왕후윤씨(章敬王后尹氏)
ITKC_PH_1300A_0107,명종〔明宗〕,P065352,홍언필(洪彦弼)
ITKC_PH_1300A_0114,순회세자〔順懷世子〕,P001534,공회빈윤씨(恭懷嬪尹氏)
ITKC_PH_1300A_0114,순회세자〔順懷世子〕,P027209,안현(安玹)
ITKC_PH_1300A_0114,순회세자〔順懷世子〕,P033836,윤옥(尹玉)
ITKC_PH_1300A_0114,순회세자〔順懷世子〕,P033921,윤원형(尹元衡)
ITKC_PH_1300A_0114,순회세자〔順懷世子〕,P039277,이부(李暊)
ITKC_PH_1300A_0114,순회세자〔順懷世子〕,P042362,"이연(李昖)
선조(宣祖)"
ITKC_PH_1300A_0114,순회세자〔順懷世子〕,P046040,이준경(李浚慶)
ITKC_PH_1300A_0114,순회세자〔順懷世子〕,P050387,임호신(任虎臣)
ITKC_PH_1300A_0114,순회세자〔順懷世子〕,P056391,조사수(趙士秀)
ITKC_PH_1300A_0114,순회세자〔順懷世子〕,P066509,황대임(黃大任)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P001938,구수담(具壽聃)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P004886,김광준(金光準)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P006130,김명윤(金明胤)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P007198,김성일(金誠一)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P007828,김시습(金時習)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P008002,김안국(金安國)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P014913,민제인(閔齊仁)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P016093,박상(朴祥)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P019449,보우(普雨)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P021782,송기수(宋麒壽)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P022292,송응개(宋應漑)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P022313,송응형(宋應泂)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P022375,송인수(宋麟壽)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P030060,유관(柳灌)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P033908,윤원로(尹元老)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P033921,윤원형(尹元衡)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P034580,윤춘년(尹春年)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P038516,이무강(李無疆)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P042362,"이연(李昖)
선조(宣祖)"
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P046040,이준경(李浚慶)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P047927,이항(李恒)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P048517,"이호(李峼)
인종(仁宗)"
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P048764,"이환(李峘)
명종(明宗)"
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P049752,임백령(林百齡)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P049980,임억령(林億齡)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P053137,정순붕(鄭順朋)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P056917,조식(曺植)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P059000,진복창(陳復昌)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P063853,허자(許磁)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P067295,황헌(黃憲)
ITKC_PH_1300A_0117,윤원형에게 붙은 사람들〔黨附尹元衡諸人〕,P067388,휴정(休靜)
ITKC_PH_1300A_0119,명종조의 상신〔明宗朝相臣〕,P003774,권철(權轍)
ITKC_PH_1300A_0119,명종조의 상신〔明宗朝相臣〕,P019559,상진(尙震)
ITKC_PH_1300A_0119,명종조의 상신〔明宗朝相臣〕,P025575,심연원(沈連源)
ITKC_PH_1300A_0119,명종조의 상신〔明宗朝相臣〕,P025965,심통원(沈通源)
ITKC_PH_1300A_0119,명종조의 상신〔明宗朝相臣〕,P027209,안현(安玹)
ITKC_PH_1300A_0119,명종조의 상신〔明宗朝相臣〕,P032549,윤개(尹漑)
ITKC_PH_1300A_0119,명종조의 상신〔明宗朝相臣〕,P033921,윤원형(尹元衡)
ITKC_PH_1300A_0119,명종조의 상신〔明宗朝相臣〕,P036673,이기(李芑)
ITKC_PH_1300A_0119,명종조의 상신〔明宗朝相臣〕,P038201,이명(李蓂)
ITKC_PH_1300A_0119,명종조의 상신〔明宗朝相臣〕,P046040,이준경(李浚慶)
ITKC_PH_1300A_0119,명종조의 상신〔明宗朝相臣〕,P053137,정순붕(鄭順朋)
ITKC_PH_1300A_0119,명종조의 상신〔明宗朝相臣〕,P067295,황헌(黃憲)
ITKC_PH_1300A_0120,명종조의 문형〔明宗朝文衡〕,P017893,박충원(朴忠元)
ITKC_PH_1300A_0120,명종조의 문형〔明宗朝文衡〕,P052637,정사룡(鄭士龍)
ITKC_PH_1300A_0120,명종조의 문형〔明宗朝文衡〕,P053741,정유길(鄭惟吉)
ITKC_PH_1300A_0120,명종조의 문형〔明宗朝文衡〕,P065095,홍섬(洪暹)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P000088,강극성(姜克誠)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P022113,송순(宋純)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P025382,심봉원(沈逢源)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P029387,우맹선(禹孟善)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P029984,유경심(柳景深)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P031786,유중영(柳仲郢)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P038472,이몽량(李夢亮)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P043655,이윤경(李潤慶)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P049980,임억령(林億齡)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P050827,장언량(張彦良)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P051109,장필무(張弼武)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P053551,정옥형(丁玉亨)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P055756,조광원(曺光遠)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P056391,조사수(趙士秀)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P056994,조언수(趙彦秀)
ITKC_PH_1300A_0121,명종조의 명신〔明宗朝名臣〕,P064633,홍담(洪曇)
ITKC_PH_1300A_0122,명종조의 유일〔明宗朝遺逸〕,P006353,김범(金範)
ITKC_PH_1300A_0122,명종조의 유일〔明宗朝遺逸〕,P012805,남언경(南彦經)
ITKC_PH_1300A_0122,명종조의 유일〔明宗朝遺逸〕,P020739,성수침(成守琛)
ITKC_PH_1300A_0122,명종조의 유일〔明宗朝遺逸〕,P020845,성운(成運)
ITKC_PH_1300A_0122,명종조의 유일〔明宗朝遺逸〕,P020955,성제원(成悌元)
ITKC_PH_1300A_0122,명종조의 유일〔明宗朝遺逸〕,P047927,이항(李恒)
ITKC_PH_1300A_0122,명종조의 유일〔明宗朝遺逸〕,P049374,이희안(李希顔)
ITKC_PH_1300A_0122,명종조의 유일〔明宗朝遺逸〕,P050426,임훈(林薰)
ITKC_PH_1300A_0122,명종조의 유일〔明宗朝遺逸〕,P052277,정렴(鄭𥖝)
ITKC_PH_1300A_0122,명종조의 유일〔明宗朝遺逸〕,P056917,조식(曺植)
ITKC_PH_1300A_0122,명종조의 유일〔明宗朝遺逸〕,P057247,조욱(趙昱)
ITKC_PH_1300A_0122,명종조의 유일〔明宗朝遺逸〕,P062561,한수(韓修)
ITKC_PH_1300A_0123,선조〔宣祖〕,P035167,의인왕후박씨(懿仁王后朴氏)
ITKC_PH_1300A_0123,선조〔宣祖〕,P035745,이계(李㻑)
ITKC_PH_1300A_0123,선조〔宣祖〕,P035880,이공(李珙)
ITKC_PH_1300A_0123,선조〔宣祖〕,P036000,이광(李珖)
ITKC_PH_1300A_0123,선조〔宣祖〕,P039085,이보(李𤣰)
ITKC_PH_1300A_0123,선조〔宣祖〕,P039278,"이부(李琈)
원종(元宗)"
ITKC_PH_1300A_0123,선조〔宣祖〕,P040234,이성(李珹)
ITKC_PH_1300A_0123,선조〔宣祖〕,P042362,"이연(李昖)
선조(宣祖)"
ITKC_PH_1300A_0123,선조〔宣祖〕,P042478,이영(李瑛)
ITKC_PH_1300A_0123,선조〔宣祖〕,P043913,이의(李㼁)
ITKC_PH_1300A_0123,선조〔宣祖〕,P045545,이제(李瑅)
ITKC_PH_1300A_0123,선조〔宣祖〕,P045916,이주(李珘)
ITKC_PH_1300A_0123,선조〔宣祖〕,P046590,이진(李珒)
ITKC_PH_1300A_0123,선조〔宣祖〕,P047186,이초(李岹)
ITKC_PH_1300A_0123,선조〔宣祖〕,P048583,이혼(李琿)
ITKC_PH_1300A_0123,선조〔宣祖〕,P048947,이후(李珝)
ITKC_PH_1300A_0123,선조〔宣祖〕,P049493,인목왕후김씨(仁穆王后金氏)
ITKC_PH_1300A_0123,선조〔宣祖〕,P051866,정근옹주(貞謹翁主)
ITKC_PH_1300A_0123,선조〔宣祖〕,P052367,정명공주(貞明公主)
ITKC_PH_1300A_0123,선조〔宣祖〕,P052897,정선옹주(貞善翁主)
